stage,hidden,epochs,lr,weight_decay,target_gt,seed,tag,alpha,threshold,alloc,gap_min,gap_max,ret_pct,dd_pct,trades,obj
stage2,88,500,0.021,0.0002,0.01,440,incumbent,16,0.6,0.998,-0.001,0.0255,1624.8460739138277,40.875291598976396,62,-1344.58891796334
stage2,88,500,0.021,0.0002,0.01,440,incumbent,16,0.6,0.998,-0.001,0.0265,1624.8460739138277,40.875291598976396,62,-1344.58891796334
stage2,88,500,0.021,0.0002,0.01,440,incumbent,16,0.6,0.998,-0.0005,0.0255,1624.8460739138277,40.875291598976396,62,-1344.58891796334
stage2,88,500,0.021,0.0002,0.01,440,incumbent,16,0.6,0.998,-0.0005,0.0265,1624.8460739138277,40.875291598976396,62,-1344.58891796334
stage2,88,500,0.021,0.0002,0.01,440,incumbent,16,0.6,0.9998,-0.001,0.0255,1624.3502839393695,41.0122423194315,62,-1361.5187943924107
stage2,88,500,0.021,0.0002,0.01,440,incumbent,16,0.6,0.9998,-0.001,0.0265,1624.3502839393695,41.0122423194315,62,-1361.5187943924107
stage2,88,500,0.021,0.0002,0.01,440,incumbent,16,0.6,0.9998,-0.0005,0.0255,1624.3502839393695,41.0122423194315,62,-1361.5187943924107
stage2,88,500,0.021,0.0002,0.01,440,incumbent,16,0.6,0.9998,-0.0005,0.0265,1624.3502839393695,41.0122423194315,62,-1361.5187943924107
stage2,88,500,0.021,0.0002,0.01,440,incumbent,16,0.62,0.998,-0.001,0.0255,1624.8460739138277,40.875291598976396,62,-1344.58891796334
stage2,88,500,0.021,0.0002,0.01,440,incumbent,16,0.62,0.998,-0.001,0.0265,1624.8460739138277,40.875291598976396,62,-1344.58891796334
stage2,88,500,0.021,0.0002,0.01,440,incumbent,16,0.62,0.998,-0.0005,0.0255,1624.8460739138277,40.875291598976396,62,-1344.58891796334
stage2,88,500,0.021,0.0002,0.01,440,incumbent,16,0.62,0.998,-0.0005,0.0265,1624.8460739138277,40.875291598976396,62,-1344.58891796334
stage2,88,500,0.021,0.0002,0.01,440,incumbent,16,0.62,0.9998,-0.001,0.0255,1624.3502839393695,41.0122423194315,62,-1361.5187943924107
stage2,88,500,0.021,0.0002,0.01,440,incumbent,16,0.62,0.9998,-0.001,0.0265,1624.3502839393695,41.0122423194315,62,-1361.5187943924107
stage2,88,500,0.021,0.0002,0.01,440,incumbent,16,0.62,0.9998,-0.0005,0.0255,1624.3502839393695,41.0122423194315,62,-1361.5187943924107
stage2,88,500,0.021,0.0002,0.01,440,incumbent,16,0.62,0.9998,-0.0005,0.0265,1624.3502839393695,41.0122423194315,62,-1361.5187943924107
stage2,88,500,0.021,0.0002,0.01,440,incumbent,16,0.64,0.998,-0.001,0.0255,1637.8555090970276,40.875291598976396,61,-1331.57948278014
stage2,88,500,0.021,0.0002,0.01,440,incumbent,16,0.64,0.998,-0.001,0.0265,1637.8555090970276,40.875291598976396,61,-1331.57948278014
stage2,88,500,0.021,0.0002,0.01,440,incumbent,16,0.64,0.998,-0.0005,0.0255,1637.8555090970276,40.875291598976396,61,-1331.57948278014
stage2,88,500,0.021,0.0002,0.01,440,incumbent,16,0.64,0.998,-0.0005,0.0265,1637.8555090970276,40.875291598976396,61,-1331.57948278014
stage2,88,500,0.021,0.0002,0.01,440,incumbent,16,0.64,0.9998,-0.001,0.0255,1636.5559266225696,41.0122423194315,61,-1349.3131517092106
stage2,88,500,0.021,0.0002,0.01,440,incumbent,16,0.64,0.9998,-0.001,0.0265,1636.5559266225696,41.0122423194315,61,-1349.3131517092106
stage2,88,500,0.021,0.0002,0.01,440,incumbent,16,0.64,0.9998,-0.0005,0.0255,1636.5559266225696,41.0122423194315,61,-1349.3131517092106
stage2,88,500,0.021,0.0002,0.01,440,incumbent,16,0.64,0.9998,-0.0005,0.0265,1636.5559266225696,41.0122423194315,61,-1349.3131517092106
stage2,88,500,0.021,0.0002,0.01,440,incumbent,16,0.66,0.998,-0.001,0.0255,1637.8555090970276,40.875291598976396,61,-1331.57948278014
stage2,88,500,0.021,0.0002,0.01,440,incumbent,16,0.66,0.998,-0.001,0.0265,1637.8555090970276,40.875291598976396,61,-1331.57948278014
stage2,88,500,0.021,0.0002,0.01,440,incumbent,16,0.66,0.998,-0.0005,0.0255,1637.8555090970276,40.875291598976396,61,-1331.57948278014
stage2,88,500,0.021,0.0002,0.01,440,incumbent,16,0.66,0.998,-0.0005,0.0265,1637.8555090970276,40.875291598976396,61,-1331.57948278014
stage2,88,500,0.021,0.0002,0.01,440,incumbent,16,0.66,0.9998,-0.001,0.0255,1636.5559266225696,41.0122423194315,61,-1349.3131517092106
stage2,88,500,0.021,0.0002,0.01,440,incumbent,16,0.66,0.9998,-0.001,0.0265,1636.5559266225696,41.0122423194315,61,-1349.3131517092106
stage2,88,500,0.021,0.0002,0.01,440,incumbent,16,0.66,0.9998,-0.0005,0.0255,1636.5559266225696,41.0122423194315,61,-1349.3131517092106
stage2,88,500,0.021,0.0002,0.01,440,incumbent,16,0.66,0.9998,-0.0005,0.0265,1636.5559266225696,41.0122423194315,61,-1349.3131517092106
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.58,0.998,-0.001,0.0255,2265.1773431494535,15.96590606653587,66,2265.1773431494535
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.58,0.998,-0.001,0.0265,1384.473176734048,18.106458435789552,66,1147.2981644393017
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.58,0.998,-0.0005,0.0255,2265.1773431494535,15.96590606653587,66,2265.1773431494535
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.58,0.998,-0.0005,0.0265,1384.473176734048,18.106458435789552,66,1147.2981644393017
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.58,0.9998,-0.001,0.0255,2267.560714812303,16.02098281337941,66,2267.560714812303
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.58,0.9998,-0.001,0.0265,1383.0064742340478,18.1308957213675,66,1142.8989876699475
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.58,0.9998,-0.0005,0.0255,2267.560714812303,16.02098281337941,66,2267.560714812303
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.58,0.9998,-0.0005,0.0265,1383.0064742340478,18.1308957213675,66,1142.8989876699475
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.6,0.998,-0.001,0.0255,2283.484328401353,15.96590606653587,65,2283.484328401353
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.6,0.998,-0.001,0.0265,1395.3993893943475,18.106458435789552,65,1158.224377099601
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.6,0.998,-0.0005,0.0255,2283.484328401353,15.96590606653587,65,2283.484328401353
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.6,0.998,-0.0005,0.0265,1395.3993893943475,18.106458435789552,65,1158.224377099601
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.6,0.9998,-0.001,0.0255,2284.5609009013538,16.02098281337941,65,2284.5609009013538
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.6,0.9998,-0.001,0.0265,1393.8338668943477,18.1308957213675,65,1153.7263803302474
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.6,0.9998,-0.0005,0.0255,2284.5609009013538,16.02098281337941,65,2284.5609009013538
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.6,0.9998,-0.0005,0.0265,1393.8338668943477,18.1308957213675,65,1153.7263803302474
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.62,0.998,-0.001,0.0255,2283.484328401353,15.96590606653587,65,2283.484328401353
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.62,0.998,-0.001,0.0265,1395.3993893943475,18.106458435789552,65,1158.224377099601
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.62,0.998,-0.0005,0.0255,2283.484328401353,15.96590606653587,65,2283.484328401353
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.62,0.998,-0.0005,0.0265,1395.3993893943475,18.106458435789552,65,1158.224377099601
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.62,0.9998,-0.001,0.0255,2284.5609009013538,16.02098281337941,65,2284.5609009013538
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.62,0.9998,-0.001,0.0265,1393.8338668943477,18.1308957213675,65,1153.7263803302474
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.62,0.9998,-0.0005,0.0255,2284.5609009013538,16.02098281337941,65,2284.5609009013538
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.62,0.9998,-0.0005,0.0265,1393.8338668943477,18.1308957213675,65,1153.7263803302474
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.64,0.998,-0.001,0.0255,2283.484328401353,15.96590606653587,65,2283.484328401353
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.64,0.998,-0.001,0.0265,1395.3993893943475,18.106458435789552,65,1158.224377099601
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.64,0.998,-0.0005,0.0255,2283.484328401353,15.96590606653587,65,2283.484328401353
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.64,0.998,-0.0005,0.0265,1395.3993893943475,18.106458435789552,65,1158.224377099601
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.64,0.9998,-0.001,0.0255,2284.5609009013538,16.02098281337941,65,2284.5609009013538
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.64,0.9998,-0.001,0.0265,1393.8338668943477,18.1308957213675,65,1153.7263803302474
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.64,0.9998,-0.0005,0.0255,2284.5609009013538,16.02098281337941,65,2284.5609009013538
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.64,0.9998,-0.0005,0.0265,1393.8338668943477,18.1308957213675,65,1153.7263803302474
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.66,0.998,-0.001,0.0255,2283.484328401353,15.96590606653587,65,2283.484328401353
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.66,0.998,-0.001,0.0265,1395.3993893943475,18.106458435789552,65,1158.224377099601
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.66,0.998,-0.0005,0.0255,2283.484328401353,15.96590606653587,65,2283.484328401353
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.66,0.998,-0.0005,0.0265,1395.3993893943475,18.106458435789552,65,1158.224377099601
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.66,0.9998,-0.001,0.0255,2284.5609009013538,16.02098281337941,65,2284.5609009013538
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.66,0.9998,-0.001,0.0265,1393.8338668943477,18.1308957213675,65,1153.7263803302474
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.66,0.9998,-0.0005,0.0255,2284.5609009013538,16.02098281337941,65,2284.5609009013538
stage2,88,560,0.02,0.0002,0.01,440,manual,14,0.66,0.9998,-0.0005,0.0265,1393.8338668943477,18.1308957213675,65,1153.7263803302474
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.58,0.998,-0.001,0.0255,2918.0877137287853,15.96713592744567,64,2918.0877137287853
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.58,0.998,-0.001,0.0265,1815.08121842289,18.324372543193995,64,1551.7565132396105
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.58,0.998,-0.0005,0.0255,2918.0877137287853,15.96713592744567,64,2918.0877137287853
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.58,0.998,-0.0005,0.0265,1815.08121842289,18.324372543193995,64,1551.7565132396105
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.58,0.9998,-0.001,0.0255,2925.1763212287856,15.991072045273485,64,2925.1763212287856
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.58,0.9998,-0.001,0.0265,1814.6491334228901,18.348642515594296,64,1548.4120315515745
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.58,0.9998,-0.0005,0.0255,2925.1763212287856,15.991072045273485,64,2925.1763212287856
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.58,0.9998,-0.0005,0.0265,1814.6491334228901,18.348642515594296,64,1548.4120315515745
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.6,0.998,-0.001,0.0255,2918.0877137287853,15.96713592744567,64,2918.0877137287853
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.6,0.998,-0.001,0.0265,1815.08121842289,18.324372543193995,64,1551.7565132396105
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.6,0.998,-0.0005,0.0255,2918.0877137287853,15.96713592744567,64,2918.0877137287853
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.6,0.998,-0.0005,0.0265,1815.08121842289,18.324372543193995,64,1551.7565132396105
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.6,0.9998,-0.001,0.0255,2925.1763212287856,15.991072045273485,64,2925.1763212287856
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.6,0.9998,-0.001,0.0265,1814.6491334228901,18.348642515594296,64,1548.4120315515745
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.6,0.9998,-0.0005,0.0255,2925.1763212287856,15.991072045273485,64,2925.1763212287856
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.6,0.9998,-0.0005,0.0265,1814.6491334228901,18.348642515594296,64,1548.4120315515745
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.62,0.998,-0.001,0.0255,2918.0877137287853,15.96713592744567,64,2918.0877137287853
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.62,0.998,-0.001,0.0265,1815.08121842289,18.324372543193995,64,1551.7565132396105
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.62,0.998,-0.0005,0.0255,2918.0877137287853,15.96713592744567,64,2918.0877137287853
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.62,0.998,-0.0005,0.0265,1815.08121842289,18.324372543193995,64,1551.7565132396105
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.62,0.9998,-0.001,0.0255,2925.1763212287856,15.991072045273485,64,2925.1763212287856
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.62,0.9998,-0.001,0.0265,1814.6491334228901,18.348642515594296,64,1548.4120315515745
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.62,0.9998,-0.0005,0.0255,2925.1763212287856,15.991072045273485,64,2925.1763212287856
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.62,0.9998,-0.0005,0.0265,1814.6491334228901,18.348642515594296,64,1548.4120315515745
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.64,0.998,-0.001,0.0255,2940.546291549384,15.96713592744567,63,2940.546291549384
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.64,0.998,-0.001,0.0265,1828.3713477918393,18.324372543193995,63,1565.0466426085598
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.64,0.998,-0.0005,0.0255,2940.546291549384,15.96713592744567,63,2940.546291549384
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.64,0.998,-0.0005,0.0265,1828.3713477918393,18.324372543193995,63,1565.0466426085598
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.64,0.9998,-0.001,0.0255,2946.929926549385,15.991072045273485,63,2946.929926549385
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.64,0.9998,-0.001,0.0265,1829.4775952918396,18.348642515594296,63,1563.240493420524
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.64,0.9998,-0.0005,0.0255,2946.929926549385,15.991072045273485,63,2946.929926549385
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.64,0.9998,-0.0005,0.0265,1829.4775952918396,18.348642515594296,63,1563.240493420524
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.66,0.998,-0.001,0.0255,2940.546291549384,15.96713592744567,63,2940.546291549384
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.66,0.998,-0.001,0.0265,1828.3713477918393,18.324372543193995,63,1565.0466426085598
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.66,0.998,-0.0005,0.0255,2940.546291549384,15.96713592744567,63,2940.546291549384
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.66,0.998,-0.0005,0.0265,1828.3713477918393,18.324372543193995,63,1565.0466426085598
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.66,0.9998,-0.001,0.0255,2946.929926549385,15.991072045273485,63,2946.929926549385
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.66,0.9998,-0.001,0.0265,1829.4775952918396,18.348642515594296,63,1563.240493420524
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.66,0.9998,-0.0005,0.0255,2946.929926549385,15.991072045273485,63,2946.929926549385
stage2,88,560,0.02,0.0002,0.01,440,manual,15,0.66,0.9998,-0.0005,0.0265,1829.4775952918396,18.348642515594296,63,1563.240493420524
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.58,0.998,-0.001,0.0255,1317.3554639226354,46.91387731652733,62,-2376.709814060645
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.58,0.998,-0.001,0.0265,799.349076533558,46.25153016192387,62,-2815.234542897306
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.58,0.998,-0.0005,0.0255,1317.3554639226354,46.91387731652733,62,-2376.709814060645
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.58,0.998,-0.0005,0.0265,799.349076533558,46.25153016192387,62,-2815.234542897306
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.58,0.9998,-0.001,0.0255,1316.1941264226355,46.95739414168411,62,-2383.0931705794583
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.58,0.9998,-0.001,0.0265,800.2163515335578,46.29143801123819,62,-2819.1562098150252
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.58,0.9998,-0.0005,0.0255,1316.1941264226355,46.95739414168411,62,-2383.0931705794583
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.58,0.9998,-0.0005,0.0265,800.2163515335578,46.29143801123819,62,-2819.1562098150252
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.6,0.998,-0.001,0.0255,1317.3554639226354,46.91387731652733,62,-2376.709814060645
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.6,0.998,-0.001,0.0265,799.349076533558,46.25153016192387,62,-2815.234542897306
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.6,0.998,-0.0005,0.0255,1317.3554639226354,46.91387731652733,62,-2376.709814060645
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.6,0.998,-0.0005,0.0265,799.349076533558,46.25153016192387,62,-2815.234542897306
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.6,0.9998,-0.001,0.0255,1316.1941264226355,46.95739414168411,62,-2383.0931705794583
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.6,0.9998,-0.001,0.0265,800.2163515335578,46.29143801123819,62,-2819.1562098150252
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.6,0.9998,-0.0005,0.0255,1316.1941264226355,46.95739414168411,62,-2383.0931705794583
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.6,0.9998,-0.0005,0.0265,800.2163515335578,46.29143801123819,62,-2819.1562098150252
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.62,0.998,-0.001,0.0255,1317.3554639226354,46.91387731652733,62,-2376.709814060645
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.62,0.998,-0.001,0.0265,799.349076533558,46.25153016192387,62,-2815.234542897306
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.62,0.998,-0.0005,0.0255,1317.3554639226354,46.91387731652733,62,-2376.709814060645
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.62,0.998,-0.0005,0.0265,799.349076533558,46.25153016192387,62,-2815.234542897306
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.62,0.9998,-0.001,0.0255,1316.1941264226355,46.95739414168411,62,-2383.0931705794583
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.62,0.9998,-0.001,0.0265,800.2163515335578,46.29143801123819,62,-2819.1562098150252
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.62,0.9998,-0.0005,0.0255,1316.1941264226355,46.95739414168411,62,-2383.0931705794583
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.62,0.9998,-0.0005,0.0265,800.2163515335578,46.29143801123819,62,-2819.1562098150252
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.64,0.998,-0.001,0.0255,1317.3554639226354,46.91387731652733,62,-2376.709814060645
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.64,0.998,-0.001,0.0265,799.349076533558,46.25153016192387,62,-2815.234542897306
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.64,0.998,-0.0005,0.0255,1317.3554639226354,46.91387731652733,62,-2376.709814060645
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.64,0.998,-0.0005,0.0265,799.349076533558,46.25153016192387,62,-2815.234542897306
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.64,0.9998,-0.001,0.0255,1316.1941264226355,46.95739414168411,62,-2383.0931705794583
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.64,0.9998,-0.001,0.0265,800.2163515335578,46.29143801123819,62,-2819.1562098150252
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.64,0.9998,-0.0005,0.0255,1316.1941264226355,46.95739414168411,62,-2383.0931705794583
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.64,0.9998,-0.0005,0.0265,800.2163515335578,46.29143801123819,62,-2819.1562098150252
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.66,0.998,-0.001,0.0255,1328.2298190714857,46.91387731652733,61,-2365.8354589117944
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.66,0.998,-0.001,0.0265,806.4343024623076,46.25153016192387,61,-2808.1493169685564
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.66,0.998,-0.0005,0.0255,1328.2298190714857,46.91387731652733,61,-2365.8354589117944
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.66,0.998,-0.0005,0.0265,806.4343024623076,46.25153016192387,61,-2808.1493169685564
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.66,0.9998,-0.001,0.0255,1327.1673015714855,46.95739414168411,61,-2372.119995430608
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.66,0.9998,-0.001,0.0265,806.5670374623077,46.29143801123819,61,-2812.8055238862753
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.66,0.9998,-0.0005,0.0255,1327.1673015714855,46.95739414168411,61,-2372.119995430608
stage2,88,560,0.02,0.0002,0.01,440,manual,16,0.66,0.9998,-0.0005,0.0265,806.5670374623077,46.29143801123819,61,-2812.8055238862753
stage2,88,460,0.022,0.0002,0.01,440,manual,14,0.58,0.998,-0.001,0.0255,1773.141019568978,20.444388816850857,64,1255.414361546875
stage2,88,460,0.022,0.0002,0.01,440,manual,14,0.58,0.998,-0.001,0.0265,1773.141019568978,20.444388816850857,64,1255.414361546875
stage2,88,460,0.022,0.0002,0.01,440,manual,14,0.58,0.998,-0.0005,0.0255,1773.141019568978,20.444388816850857,64,1255.414361546875
stage2,88,460,0.022,0.0002,0.01,440,manual,14,0.58,0.998,-0.0005,0.0265,1773.141019568978,20.444388816850857,64,1255.414361546875
stage2,88,460,0.022,0.0002,0.01,440,manual,14,0.58,0.9998,-0.001,0.0255,1772.9527345689778,20.453395695028075,64,1254.1452511656087
stage2,88,460,0.022,0.0002,0.01,440,manual,14,0.58,0.9998,-0.001,0.0265,1772.9527345689778,20.453395695028075,64,1254.1452511656087
stage2,88,460,0.022,0.0002,0.01,440,manual,14,0.58,0.9998,-0.0005,0.0255,1772.9527345689778,20.453395695028075,64,1254.1452511656087
stage2,88,460,0.022,0.0002,0.01,440,manual,14,0.58,0.9998,-0.0005,0.0265,1772.9527345689778,20.453395695028075,64,1254.1452511656087
stage2,88,460,0.022,0.0002,0.01,440,manual,14,0.6,0.998,-0.001,0.0255,1773.141019568978,20.444388816850857,64,1255.414361546875
stage2,88,460,0.022,0.0002,0.01,440,manual,14,0.6,0.998,-0.001,0.0265,1773.141019568978,20.444388816850857,64,1255.414361546875
stage2,88,460,0.022,0.0002,0.01,440,manual,14,0.6,0.998,-0.0005,0.0255,1773.141019568978,20.444388816850857,64,1255.414361546875
stage2,88,460,0.022,0.0002,0.01,440,manual,14,0.6,0.998,-0.0005,0.0265,1773.141019568978,20.444388816850857,64,1255.414361546875
stage2,88,460,0.022,0.0002,0.01,440,manual,14,0.6,0.9998,-0.001,0.0255,1772.9527345689778,20.453395695028075,64,1254.1452511656087
stage2,88,460,0.022,0.0002,0.01,440,manual,14,0.6,0.9998,-0.001,0.0265,1772.9527345689778,20.453395695028075,64,1254.1452511656087
stage2,88,460,0.022,0.0002,0.01,440,manual,14,0.6,0.9998,-0.0005,0.0255,1772.9527345689778,20.453395695028075,64,1254.1452511656087
stage2,88,460,0.022,0.0002,0.01,440,manual,14,0.6,0.9998,-0.0005,0.0265,1772.9527345689778,20.453395695028075,64,1254.1452511656087
stage2,88,460,0.022,0.0002,0.01,440,manual,14,0.62,0.998,-0.001,0.0255,1773.141019568978,20.444388816850857,64,1255.414361546875
stage2,88,460,0.022,0.0002,0.01,440,manual,14,0.62,0.998,-0.001,0.0265,1773.141019568978,20.444388816850857,64,1255.414361546875
stage2,88,460,0.022,0.0002,0.01,440,manual,14,0.62,0.998,-0.0005,0.0255,1773.141019568978,20.444388816850857,64,1255.414361546875
stage2,88,460,0.022,0.0002,0.01,440,manual,14,0.62,0.998,-0.0005,0.0265,1773.141019568978,20.444388816850857,64,1255.414361546875
stage2,88,460,0.022,0.0002,0.01,440,manual,14,0.62,0.9998,-0.001,0.0255,1772.9527345689778,20.453395695028075,64,1254.1452511656087
stage2,88,460,0.022,0.0002,0.01,440,manual,14,0.62,0.9998,-0.001,0.0265,1772.9527345689778,20.453395695028075,64,1254.1452511656087
stage2,88,460,0.022,0.0002,0.01,440,manual,14,0.62,0.9998,-0.0005,0.0255,1772.9527345689778,20.453395695028075,64,1254.1452511656087
stage2,88,460,0.022,0.0002,0.01,440,manual,14,0.62,0.9998,-0.0005,0.0265,1772.9527345689778,20.453395695028075,64,1254.1452511656087
stage2,88,460,0.022,0.0002,0.01,440,manual,14,0.64,0.998,-0.001,0.0255,1773.141019568978,20.444388816850857,64,1255.414361546875
stage2,88,460,0.022,0.0002,0.01,440,manual,14,0.64,0.998,-0.001,0.0265,1773.141019568978,20.444388816850857,64,1255.414361546875
stage2,88,460,0.022,0.0002,0.01,440,manual,14,0.64,0.998,-0.0005,0.0255,1773.141019568978,20.444388816850857,64,1255.414361546875
stage2,88,460,0.022,0.0002,0.01,440,manual,14,0.64,0.998,-0.0005,0.0265,1773.141019568978,20.444388816850857,64,1255.414361546875
stage2,88,460,0.022,0.0002,0.01,440,manual,14,0.64,0.9998,-0.001,0.0255,1772.9527345689778,20.453395695028075,64,1254.1452511656087
stage2,88,460,0.022,0.0002,0.01,440,manual,14,0.64,0.9998,-0.001,0.0265,1772.9527345689778,20.453395695028075,64,1254.1452511656087
stage2,88,460,0.022,0.0002,0.01,440,manual,14,0.64,0.9998,-0.0005,0.0255,1772.9527345689778,20.453395695028075,64,1254.1452511656087
stage2,88,460,0.022,0.0002,0.01,440,manual,14,0.64,0.9998,-0.0005,0.0265,1772.9527345689778,20.453395695028075,64,1254.1452511656087
stage2,88,460,0.022,0.0002,0.01,440,manual,14,0.66,0.998,-0.001,0.0255,1773.141019568978,20.444388816850857,64,1255.414361546875
