stage,hidden,epochs,lr,weight_decay,target_gt,seed,tag,score_base_start,alpha,sell_rule,top_k,threshold,alloc,gap_min,gap_max,max_broken_rate,min_red_rate,max_limit_down,max_pullback,ret_pct,dd_pct,trades,obj
gen1,88,560,0.0231,0.000186,0.011,449,random_hp,2025-03-01,18,t2_close,2,0.7,0.999,-0.001,0.0255,0.412,0.275,12,0.06,39.38920043999998,36.44591137959722,59,-2398.5201651116668
gen1,88,560,0.0231,0.000186,0.011,449,random_hp,2025-04-01,18,loss_rebound_t3,3,0.68,0.999,-0.001,0.0255,0.406,0.275,12,0.065,9.42605779000003,54.97970183338074,64,-4652.538162215687
gen1,88,560,0.0231,0.000186,0.011,449,random_hp,2025-02-01,18,t2_close,2,0.68,0.999,-0.0005,0.0255,0.406,0.275,10,0.06,3.3932697799999634,45.71308304838575,56,-3546.57669602629
gen1,88,560,0.0231,0.000186,0.011,449,random_hp,2025-03-01,17,strong_hold_t3,2,0.7,1.0,-0.0005,0.0265,0.412,0.275,12,0.06,3.4952595500000294,40.137158967240595,57,-2877.3638165188718
gen1,88,560,0.0231,0.000186,0.011,449,random_hp,2025-04-01,16,strong_hold_t3,4,0.62,0.999,-0.0005,0.0265,0.412,0.275,10,0.06,-18.50757251999997,37.217189378428614,65,-2548.970297931434
gen1,88,560,0.0231,0.000186,0.011,449,random_hp,2025-04-01,15,loss_rebound_t3,4,0.68,1.0,-0.001,0.0255,0.406,0.275,12,0.06,59.64374730000006,48.80041047412219,69,-3860.805509594663
gen1,88,460,0.0186,0.000231,0.009,439,random_hp,2025-02-01,15,loss_rebound_t3,3,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,54.72672216999999,41.3235478529261,63,-2968.499020181132
gen1,88,460,0.0186,0.000231,0.009,439,random_hp,2025-02-01,15,loss_rebound_t3,3,0.64,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,40.99756105000007,44.25810899038817,62,-3334.375517796581
gen1,88,460,0.0186,0.000231,0.009,439,random_hp,2025-03-01,15,loss_rebound_t3,3,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,54.72672216999999,41.3235478529261,63,-2968.499020181132
gen1,88,460,0.0186,0.000231,0.009,439,random_hp,2025-03-01,15,loss_rebound_t3,3,0.64,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,40.99756105000007,44.25810899038817,62,-3334.375517796581
gen1,88,460,0.0186,0.000231,0.009,439,random_hp,2025-04-01,15,loss_rebound_t3,3,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,54.826722169999975,41.3235478529261,62,-2968.399020181132
gen1,88,460,0.0186,0.000231,0.009,439,random_hp,2025-04-01,15,loss_rebound_t3,3,0.64,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,41.09756105000009,44.25810899038817,61,-3334.275517796581
gen1,88,460,0.0186,0.000231,0.009,439,random_hp,2025-04-01,18,t2_close,3,0.66,1.0,-0.0005,0.0255,0.406,0.287,12,0.06,-63.35062075,66.89529763833974,64,-6155.18633735077
gen1,88,460,0.0186,0.000231,0.009,439,random_hp,2025-04-01,17,strong_hold_t3,3,0.64,1.0,-0.0005,0.0265,0.412,0.287,10,0.065,-32.27245810999996,65.85530289404383,63,-5999.308805395261
gen1,88,460,0.0186,0.000231,0.009,439,random_hp,2025-03-01,14,loss_rebound_t3,3,0.62,1.0,-0.0005,0.0265,0.412,0.275,10,0.065,37.01920976000004,47.27400850431649,60,-3700.2618107579788
gen1,88,460,0.0186,0.000231,0.009,439,random_hp,2025-02-01,14,t2_close,4,0.7,1.0,-0.0005,0.0255,0.406,0.287,10,0.06,-13.465987699999948,51.77691568348292,65,-4291.09586971795
gen1,88,460,0.0186,0.000231,0.009,439,random_hp,2025-04-01,16,t2_close,4,0.62,0.999,-0.0005,0.0255,0.412,0.287,10,0.06,14.412184900000025,42.54152928879414,66,-3154.9713297552967
gen1,88,460,0.0186,0.000231,0.009,439,random_hp,2025-04-01,14,strong_hold_t3,4,0.64,1.0,-0.001,0.0255,0.412,0.275,12,0.06,-14.562162869999963,50.90657380863276,62,-4187.751019905932
gen1,88,460,0.0186,0.000231,0.009,439,random_hp,2025-02-01,17,t2_close,2,0.66,0.9998,-0.0005,0.0255,0.412,0.275,10,0.06,63.22648123000003,38.61306327379495,55,-2634.7411116253943
gen1,88,460,0.0186,0.000231,0.009,439,random_hp,2025-02-01,15,strong_hold_t3,4,0.68,0.999,-0.001,0.0255,0.412,0.287,10,0.06,23.33480016,44.823200146993855,64,-3419.8492174792627
gen1,88,460,0.0186,0.000231,0.009,439,random_hp,2025-03-01,14,strong_hold_t3,3,0.62,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,7.220232430000073,57.5394756725146,61,-4961.916848271752
gen1,88,460,0.0186,0.000231,0.009,439,random_hp,2025-02-01,16,loss_rebound_t3,2,0.62,1.0,-0.001,0.0255,0.406,0.275,10,0.06,-23.575258919999964,63.460217404730926,53,-5703.201347487712
gen1,88,460,0.0186,0.000231,0.009,439,random_hp,2025-04-01,16,t2_close,2,0.64,0.999,-0.001,0.0255,0.406,0.275,10,0.06,29.037148130000023,45.58499083179493,55,-3505.561751685392
gen1,88,460,0.0186,0.000231,0.009,439,random_hp,2025-02-01,18,t2_close,3,0.68,0.999,-0.001,0.0255,0.406,0.275,10,0.065,-46.30149071000004,62.562407571569636,64,-5618.190399298356
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-02-01,17,strong_hold_t3,4,0.68,0.9998,-0.001,0.0255,0.412,0.275,10,0.06,432.7250640215899,32.17202457153737,62,-1492.3178845628945
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-02-01,16,t2_close,3,0.66,0.9998,-0.0005,0.0265,0.412,0.287,12,0.06,1321.4670482929153,17.46361518018806,64,1161.4332266703477
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-04-01,17,t2_close,2,0.7,0.999,-0.0005,0.0265,0.412,0.275,10,0.065,1073.2291478665095,18.71977381150924,58,762.4562904854008
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-02-01,15,t2_close,2,0.64,1.0,-0.0005,0.0255,0.412,0.275,12,0.065,856.9102510003373,19.11557618370554,60,498.64110895567256
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-04-01,18,loss_rebound_t3,4,0.66,0.9998,-0.001,0.0255,0.406,0.287,12,0.065,918.0952096425144,40.96687872588156,67,-2062.3302374632726
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-04-01,14,strong_hold_t3,4,0.7,0.999,-0.0005,0.0265,0.406,0.275,10,0.065,585.8146454905001,35.95029316797458,63,-1792.6205346664497
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-04-01,18,loss_rebound_t3,2,0.64,1.0,-0.0005,0.0255,0.406,0.275,10,0.06,537.2018643706251,54.80586613936784,54,-4103.902072353516
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-04-01,18,t2_close,2,0.66,0.9998,-0.0005,0.0255,0.412,0.275,12,0.06,722.8118081828047,44.762403787737945,58,-2713.076646345749
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-03-01,17,loss_rebound_t3,4,0.7,0.9998,-0.0005,0.0265,0.406,0.275,12,0.065,238.88158161091516,46.6230688174468,66,-3420.2866764827013
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-02-01,17,t2_close,2,0.64,1.0,-0.0005,0.0255,0.412,0.275,10,0.065,1185.63184678361,19.17342918810656,59,820.4203442108226
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-03-01,15,loss_rebound_t3,2,0.68,1.0,-0.001,0.0255,0.406,0.275,12,0.06,1010.9093634658697,27.93417352535012,57,-405.59145957614476
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-02-01,18,t2_close,4,0.68,0.9998,-0.0005,0.0265,0.406,0.275,10,0.065,681.0921852685199,31.17382620363473,66,-1124.1669591676477
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-03-01,16,strong_hold_t3,4,0.66,1.0,-0.0005,0.0265,0.412,0.275,10,0.065,447.10379698014987,31.9732717383115,62,-1454.0888116172302
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-02-01,17,strong_hold_t3,2,0.7,0.9998,-0.0005,0.0255,0.412,0.287,10,0.06,1082.21880832214,20.719589215752617,56,531.4681024318259
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-02-01,18,loss_rebound_t3,3,0.68,1.0,-0.0005,0.0265,0.412,0.287,12,0.06,320.50903408664277,45.792563053787106,62,-3238.99853236781
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-04-01,14,t2_close,4,0.64,0.9998,-0.0005,0.0265,0.406,0.287,12,0.065,740.7623193369899,37.04699377269603,67,-1769.2769333865335
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-04-01,16,t2_close,4,0.64,0.9998,-0.0005,0.0265,0.412,0.275,12,0.06,494.9760253670173,35.282310791028046,68,-1803.301269556348
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-02-01,18,loss_rebound_t3,3,0.64,0.999,-0.001,0.0255,0.412,0.275,12,0.065,233.2686407936775,46.08692295594001,63,-3361.562113919124
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-03-01,18,t2_close,4,0.7,1.0,-0.001,0.0255,0.412,0.275,10,0.065,2063.221010951163,23.20679240264191,66,1214.0059226341336
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-03-01,14,t2_close,2,0.68,0.9998,-0.0005,0.0255,0.406,0.275,12,0.06,1430.4066947394779,19.11557618370554,57,1072.1375526948132
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-04-01,14,strong_hold_t3,2,0.66,0.9998,-0.0005,0.0265,0.412,0.275,10,0.06,1277.4397265593634,21.018873096243667,55,690.7749550101233
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-03-01,14,loss_rebound_t3,4,0.62,1.0,-0.0005,0.0265,0.406,0.287,12,0.06,605.4696914654004,39.18381787767662,67,-2160.9884538557935
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-02-01,16,loss_rebound_t3,4,0.7,0.999,-0.0005,0.0255,0.406,0.287,12,0.06,319.32210882059496,45.717416074856224,66,-3231.167820162152
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-03-01,15,t2_close,4,0.62,1.0,-0.0005,0.0255,0.406,0.275,10,0.06,1042.9134838002374,37.34938804468765,66,-1503.4130815622807
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-02-01,17,loss_rebound_t3,2,0.68,0.9998,-0.001,0.0255,0.412,0.275,10,0.065,674.3155776001545,43.919981729789484,55,-2660.482229974584
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-04-01,17,loss_rebound_t3,2,0.64,1.0,-0.0005,0.0265,0.412,0.275,12,0.06,376.1732622872051,43.88472201088639,56,-2954.3933790191622
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-02-01,18,loss_rebound_t3,2,0.68,1.0,-0.0005,0.0265,0.412,0.275,12,0.06,304.34523410690997,59.72768068097588,54,-4927.376447610197
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-04-01,15,t2_close,2,0.62,1.0,-0.0005,0.0255,0.412,0.275,10,0.065,1268.8297760839093,19.11557618370554,59,910.5606340392446
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-03-01,16,loss_rebound_t3,4,0.68,1.0,-0.0005,0.0265,0.412,0.275,12,0.065,319.32210882059496,45.717416074856224,66,-3231.167820162152
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-03-01,14,t2_close,4,0.64,1.0,-0.001,0.0255,0.412,0.287,12,0.06,790.4784441492395,32.556924924486495,68,-1180.75254678914
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-02-01,15,strong_hold_t3,2,0.68,0.9998,-0.001,0.0255,0.406,0.275,12,0.06,806.8099132043405,21.018873096243667,58,220.14514165510047
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-03-01,15,strong_hold_t3,3,0.64,1.0,-0.0005,0.0255,0.406,0.287,10,0.06,1072.8813690804297,36.62935923043512,58,-1387.041738571785
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-04-01,17,loss_rebound_t3,2,0.68,1.0,-0.0005,0.0255,0.406,0.275,12,0.065,665.6244831701547,43.9516842876489,54,-2672.9776313477137
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-02-01,14,loss_rebound_t3,3,0.62,0.999,-0.0005,0.0265,0.406,0.275,10,0.065,1880.0600195689779,15.975981121001514,64,1880.0600195689779
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-04-01,15,loss_rebound_t3,3,0.66,1.0,-0.0005,0.0255,0.406,0.287,10,0.065,2834.8103041225695,16.00905119684059,62,2834.8103041225695
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-04-01,14,t2_close,3,0.64,0.9998,-0.001,0.0255,0.412,0.275,12,0.06,1395.6492772182996,32.85454385962726,66,-611.2959859369721
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-04-01,14,strong_hold_t3,4,0.68,0.9998,-0.0005,0.0265,0.406,0.287,10,0.06,585.8146454905001,35.95029316797458,63,-1792.6205346664497
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-03-01,17,loss_rebound_t3,2,0.7,0.999,-0.001,0.0255,0.406,0.275,10,0.065,541.4933979899995,43.52831785107566,55,-2746.30474413908
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-03-01,16,t2_close,3,0.66,0.999,-0.001,0.0255,0.412,0.275,10,0.06,2491.782093649369,17.455572899199662,62,2332.7133457454092
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-02-01,15,t2_close,3,0.68,1.0,-0.001,0.0255,0.406,0.287,12,0.06,1175.1699554788447,37.32729189001565,65,-1368.5050713230335
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-02-01,15,loss_rebound_t3,3,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,3091.114719633972,16.01910595150687,63,3091.114719633972
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-02-01,15,loss_rebound_t3,3,0.64,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,3091.114719633972,16.01910595150687,63,3091.114719633972
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-03-01,15,loss_rebound_t3,3,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,3091.114719633972,16.01910595150687,63,3091.114719633972
gen2,88,500,0.021,0.0002,0.01,440,parent,2025-03-01,15,loss_rebound_t3,3,0.64,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,3091.114719633972,16.01910595150687,63,3091.114719633972
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-04-01,16,strong_hold_t3,2,0.68,0.999,-0.001,0.0255,0.412,0.275,12,0.06,19.112875130000017,40.50509725606678,60,-2905.898795598014
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-04-01,18,t2_close,3,0.66,0.9998,-0.001,0.0255,0.406,0.287,10,0.065,-1.893098670000004,38.28169795,64,-2660.0968526700003
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-04-01,17,strong_hold_t3,2,0.7,1.0,-0.0005,0.0265,0.412,0.275,12,0.065,9.924173650000068,51.583372757199605,59,-4244.480557213952
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-04-01,18,strong_hold_t3,4,0.66,0.999,-0.0005,0.0255,0.412,0.275,10,0.065,13.212125870000024,34.55663689709096,69,-2197.9843017809153
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-03-01,18,t2_close,2,0.62,0.999,-0.0005,0.0265,0.412,0.287,10,0.065,-31.370534559999975,60.07633820818153,58,-5304.931119541784
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-04-01,14,t2_close,2,0.7,0.9998,-0.0005,0.0265,0.412,0.275,12,0.065,20.044509799999986,49.53282883053125,63,-3988.29494986375
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-02-01,18,loss_rebound_t3,3,0.66,0.999,-0.0005,0.0255,0.406,0.275,10,0.065,-11.988858190000029,48.92867713000001,60,-3947.830113790002
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-03-01,17,loss_rebound_t3,4,0.66,1.0,-0.001,0.0255,0.412,0.275,10,0.065,-37.201543250000036,51.183775650000015,65,-4243.6546212500025
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-03-01,17,strong_hold_t3,4,0.62,1.0,-0.001,0.0255,0.412,0.275,12,0.065,60.16875876000003,34.29460110794565,70,-2119.5833741934784
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-03-01,16,t2_close,3,0.68,0.999,-0.001,0.0255,0.406,0.287,12,0.06,-0.5804974999999879,37.41171794567584,70,-2554.386650981101
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-02-01,15,loss_rebound_t3,4,0.66,1.0,-0.001,0.0255,0.406,0.275,10,0.065,29.555207839999987,33.42701721571109,66,-2046.0868580453307
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-04-01,15,loss_rebound_t3,3,0.66,1.0,-0.0005,0.0265,0.412,0.275,12,0.065,74.55226386999998,39.62228199609517,65,-2744.5215756614202
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-04-01,18,loss_rebound_t3,3,0.7,0.999,-0.0005,0.0265,0.406,0.287,12,0.065,-26.618858190000026,48.92867713000001,63,-3962.460113790002
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-04-01,14,loss_rebound_t3,3,0.7,0.999,-0.0005,0.0255,0.406,0.287,12,0.06,56.48775215000006,39.62228199609517,65,-2762.58608738142
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-03-01,16,strong_hold_t3,2,0.7,0.999,-0.0005,0.0265,0.412,0.275,10,0.065,118.90951513000006,41.79460205303313,57,-2960.8427312339754
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-02-01,16,t2_close,4,0.68,0.9998,-0.001,0.0255,0.406,0.287,12,0.065,17.29990762000004,37.41171794567584,73,-2536.506245861101
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-03-01,18,strong_hold_t3,4,0.62,0.9998,-0.0005,0.0265,0.412,0.287,12,0.06,60.94905624000009,36.5516423070199,69,-2389.6480206023875
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-02-01,14,t2_close,2,0.68,1.0,-0.001,0.0255,0.406,0.287,10,0.065,35.14450980000001,49.900882887490674,60,-4017.361436698881
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-03-01,14,strong_hold_t3,4,0.7,1.0,-0.001,0.0255,0.406,0.275,12,0.065,121.23457686104011,34.550488902083806,69,-2089.2240913890164
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-04-01,17,loss_rebound_t3,4,0.62,0.999,-0.001,0.0255,0.412,0.287,10,0.065,-37.201543250000036,51.183775650000015,65,-4243.6546212500025
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-04-01,17,loss_rebound_t3,3,0.66,1.0,-0.001,0.0255,0.412,0.287,12,0.06,-14.428921909999993,56.479846330000015,63,-4856.410481510003
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-02-01,15,t2_close,3,0.64,1.0,-0.001,0.0255,0.412,0.275,12,0.06,-0.7887336399999945,38.12534813042922,69,-2640.230509291506
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-02-01,14,strong_hold_t3,2,0.62,0.999,-0.0005,0.0255,0.412,0.275,12,0.065,36.91950754000006,42.53430631380631,60,-3131.597250116757
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-02-01,17,loss_rebound_t3,4,0.66,0.999,-0.0005,0.0265,0.406,0.275,12,0.065,-12.12213119000005,48.15198769000001,67,-3854.760653990002
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-02-01,18,t2_close,4,0.64,0.9998,-0.0005,0.0255,0.406,0.287,12,0.065,-19.160889669999946,38.030889669999965,72,-2647.267650069996
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-02-01,16,loss_rebound_t3,4,0.66,0.999,-0.001,0.0255,0.406,0.287,12,0.065,16.84059354999996,33.7540019026109,68,-2098.039634763308
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-03-01,16,strong_hold_t3,3,0.68,0.9998,-0.0005,0.0265,0.406,0.287,10,0.065,265.42018797000003,39.6771911467998,62,-2560.2427496459763
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-03-01,14,loss_rebound_t3,3,0.64,0.999,-0.0005,0.0255,0.412,0.275,10,0.065,198.60235030999996,39.62228199609517,61,-2620.47148922142
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-04-01,18,loss_rebound_t3,4,0.7,1.0,-0.001,0.0255,0.406,0.287,10,0.06,-29.169272660000022,51.183775650000015,65,-4235.622350660003
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-03-01,15,strong_hold_t3,4,0.7,0.999,-0.0005,0.0255,0.406,0.275,12,0.065,136.79011905000002,38.60849207342804,69,-2560.628929761365
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-04-01,16,strong_hold_t3,2,0.62,0.999,-0.001,0.0255,0.412,0.275,12,0.065,19.112875130000017,40.50509725606678,60,-2905.898795598014
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-02-01,17,loss_rebound_t3,3,0.66,0.9998,-0.0005,0.0265,0.412,0.287,12,0.06,20.797294769999965,48.92867713000001,63,-3915.043960830002
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-02-01,18,loss_rebound_t3,2,0.62,0.999,-0.001,0.0255,0.406,0.287,10,0.065,-43.373982140000045,65.3583474351147,55,-5950.775674353764
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-03-01,14,t2_close,2,0.64,1.0,-0.0005,0.0265,0.412,0.275,12,0.06,95.03297756999997,40.622744286787054,64,-2844.0963368444463
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-02-01,16,loss_rebound_t3,2,0.64,1.0,-0.0005,0.0255,0.406,0.275,10,0.065,36.355673489999994,40.898193318909584,57,-2935.8275247791503
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-03-01,16,t2_close,4,0.66,1.0,-0.0005,0.0255,0.412,0.275,12,0.06,17.17990762000006,37.41171794567584,73,-2536.626245861101
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-02-01,15,t2_close,3,0.62,0.9998,-0.0005,0.0265,0.412,0.287,12,0.065,13.631266360000005,38.12534813042922,69,-2625.810509291506
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-03-01,15,t2_close,3,0.64,0.9998,-0.001,0.0255,0.412,0.275,12,0.06,-0.7087336399999922,38.12534813042922,69,-2640.1505092915063
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-03-01,16,strong_hold_t3,3,0.7,0.9998,-0.0005,0.0265,0.412,0.275,10,0.065,265.42018797000003,39.6771911467998,62,-2560.2427496459763
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-02-01,16,t2_close,3,0.64,1.0,-0.0005,0.0265,0.406,0.275,12,0.06,14.009502500000014,37.41171794567584,70,-2539.796650981101
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-02-01,15,loss_rebound_t3,3,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,129.56107886999996,39.62228199609517,62,-2689.51276066142
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-02-01,15,loss_rebound_t3,3,0.64,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,163.2334588699999,39.62228199609517,62,-2655.84038066142
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-03-01,15,loss_rebound_t3,3,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,129.56107886999996,39.62228199609517,62,-2689.51276066142
gen2,88,420,0.0228,0.000166,0.009,443,mut_hp,2025-03-01,15,loss_rebound_t3,3,0.64,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,163.2334588699999,39.62228199609517,62,-2655.84038066142
gen2,80,540,0.0213,0.00024,0.015,435,mut_hp,2025-03-01,18,loss_rebound_t3,4,0.62,0.9998,-0.0005,0.0265,0.406,0.287,10,0.06,-33.11311186000001,60.293071040761184,61,-5332.681636751341
gen2,80,540,0.0213,0.00024,0.015,435,mut_hp,2025-02-01,18,loss_rebound_t3,2,0.66,0.999,-0.0005,0.0265,0.406,0.287,10,0.06,-44.23352726000005,58.473633951419366,50,-5125.469601430324
gen2,80,540,0.0213,0.00024,0.015,435,mut_hp,2025-03-01,16,t2_close,4,0.66,1.0,-0.0005,0.0265,0.406,0.287,10,0.065,-41.49319141999997,64.058713553561,63,-5792.938817847321
gen2,80,540,0.0213,0.00024,0.015,435,mut_hp,2025-03-01,17,loss_rebound_t3,2,0.66,1.0,-0.0005,0.0255,0.406,0.275,10,0.065,-58.22015907999998,61.20189909236529,51,-5466.848050163834
gen2,80,540,0.0213,0.00024,0.015,435,mut_hp,2025-02-01,18,strong_hold_t3,3,0.68,0.9998,-0.001,0.0255,0.406,0.275,12,0.065,-64.75870548000005,72.92073437549965,61,-6879.6468305399585
gen2,80,540,0.0213,0.00024,0.015,435,mut_hp,2025-02-01,18,t2_close,4,0.68,0.9998,-0.0005,0.0255,0.412,0.275,10,0.06,-56.43048329999999,71.36033938236251,63,-6684.071209183501
gen2,80,540,0.0213,0.00024,0.015,435,mut_hp,2025-02-01,18,t2_close,2,0.7,0.999,-0.0005,0.0255,0.412,0.275,12,0.065,-67.65309456000001,73.62272626153187,55,-6966.780245943824
gen2,80,540,0.0213,0.00024,0.015,435,mut_hp,2025-04-01,18,t2_close,3,0.64,0.999,-0.001,0.0255,0.412,0.287,10,0.06,-61.114327320000015,69.56518466803358,58,-6473.33648748403
gen2,80,540,0.0213,0.00024,0.015,435,mut_hp,2025-02-01,16,loss_rebound_t3,4,0.64,0.999,-0.001,0.0255,0.412,0.275,12,0.06,-33.91659914999997,67.26380297887322,61,-6169.972956614787
gen2,80,540,0.0213,0.00024,0.015,435,mut_hp,2025-03-01,15,loss_rebound_t3,3,0.62,0.999,-0.001,0.0255,0.412,0.275,12,0.065,-22.422517520000053,50.706124938239284,57,-4171.557510108714
gen2,80,540,0.0213,0.00024,0.015,435,mut_hp,2025-04-01,16,loss_rebound_t3,2,0.68,0.9998,-0.0005,0.0265,0.412,0.275,10,0.06,-61.63796829999999,65.8941961168743,52,-6033.341502324916
gen2,80,540,0.0213,0.00024,0.015,435,mut_hp,2025-03-01,18,loss_rebound_t3,2,0.62,0.999,-0.0005,0.0255,0.406,0.287,12,0.065,-56.60425826000004,67.68546820512232,53,-6243.260442874679
gen2,80,540,0.0213,0.00024,0.015,435,mut_hp,2025-03-01,17,t2_close,4,0.68,0.9998,-0.001,0.0255,0.412,0.275,10,0.065,-51.30329636999996,67.99007262890122,64,-6274.5120118381465
gen2,80,540,0.0213,0.00024,0.015,435,mut_hp,2025-02-01,16,loss_rebound_t3,3,0.64,0.999,-0.001,0.0255,0.406,0.287,10,0.065,-44.66134,63.64462881283224,55,-5746.416797539869
gen2,80,540,0.0213,0.00024,0.015,435,mut_hp,2025-02-01,18,strong_hold_t3,4,0.66,0.999,-0.0005,0.0265,0.412,0.275,10,0.065,-47.06848638000002,62.986558580755855,62,-5669.855516070703
gen2,80,540,0.0213,0.00024,0.015,435,mut_hp,2025-04-01,15,loss_rebound_t3,2,0.68,0.9998,-0.0005,0.0255,0.412,0.275,10,0.06,-30.632534910000075,53.06478650161579,50,-4462.806915103894
