top_k,threshold,alloc,gap_min,gap_max,ret_pct,dd_pct,trades
1,0.65,0.995,-0.0005,0.0265,366.8597382399998,19.798067563533913,43
1,0.65,0.995,-0.0005,0.0275,366.8597382399998,19.798067563533913,43
1,0.65,0.995,0.0,0.0255,390.9148157399999,17.12599819941632,42
1,0.65,0.995,0.0,0.0265,366.8597382399998,19.798067563533913,43
1,0.65,0.995,0.0,0.0275,366.8597382399998,19.798067563533913,43
1,0.65,0.998,-0.001,0.0255,393.6861507399998,17.12599819941632,42
1,0.65,0.998,-0.001,0.0265,369.02465573999984,19.819053365067397,43
1,0.65,0.998,-0.001,0.0275,369.02465573999984,19.819053365067397,43
1,0.65,0.998,-0.0005,0.0255,393.6861507399998,17.12599819941632,42
1,0.65,0.998,-0.0005,0.0265,369.02465573999984,19.819053365067397,43
1,0.65,0.998,-0.0005,0.0275,369.02465573999984,19.819053365067397,43
1,0.65,0.998,0.0,0.0255,393.6861507399998,17.12599819941632,42
1,0.65,0.998,0.0,0.0265,369.02465573999984,19.819053365067397,43
1,0.65,0.998,0.0,0.0275,369.02465573999984,19.819053365067397,43
1,0.65,0.9998,-0.001,0.0255,393.45321323999974,17.12599819941632,42
1,0.65,0.9998,-0.001,0.0265,369.02465573999984,19.819053365067397,43
1,0.65,0.9998,-0.001,0.0275,369.02465573999984,19.819053365067397,43
1,0.65,0.9998,-0.0005,0.0255,393.45321323999974,17.12599819941632,42
1,0.65,0.9998,-0.0005,0.0265,369.02465573999984,19.819053365067397,43
1,0.65,0.9998,-0.0005,0.0275,369.02465573999984,19.819053365067397,43
1,0.65,0.9998,0.0,0.0255,393.45321323999974,17.12599819941632,42
1,0.65,0.9998,0.0,0.0265,369.02465573999984,19.819053365067397,43
1,0.65,0.9998,0.0,0.0275,369.02465573999984,19.819053365067397,43
2,0.55,0.95,-0.001,0.0255,979.8808721033822,25.948749053036163,58
2,0.55,0.95,-0.001,0.0265,979.8808721033822,25.948749053036163,58
2,0.55,0.95,-0.001,0.0275,979.8808721033822,25.948749053036163,58
2,0.55,0.95,-0.0005,0.0255,979.8808721033822,25.948749053036163,58
2,0.55,0.95,-0.0005,0.0265,979.8808721033822,25.948749053036163,58
2,0.55,0.95,-0.0005,0.0275,979.8808721033822,25.948749053036163,58
2,0.55,0.95,0.0,0.0255,883.8870188807321,25.948749053036163,57
2,0.55,0.95,0.0,0.0265,883.8870188807321,25.948749053036163,57
2,0.55,0.95,0.0,0.0275,883.8870188807321,25.948749053036163,57
2,0.55,0.98,-0.001,0.0255,1086.9783041515275,26.91524853165334,58
2,0.55,0.98,-0.001,0.0265,1086.9783041515275,26.91524853165334,58
2,0.55,0.98,-0.001,0.0275,1086.9783041515275,26.91524853165334,58
2,0.55,0.98,-0.0005,0.0255,1086.9783041515275,26.91524853165334,58
2,0.55,0.98,-0.0005,0.0265,1086.9783041515275,26.91524853165334,58
2,0.55,0.98,-0.0005,0.0275,1086.9783041515275,26.91524853165334,58
2,0.55,0.98,0.0,0.0255,978.3173559403272,26.91524853165334,57
2,0.55,0.98,0.0,0.0265,978.3173559403272,26.91524853165334,57
2,0.55,0.98,0.0,0.0275,978.3173559403272,26.91524853165334,57
2,0.55,0.995,-0.001,0.0255,1085.1278633143777,27.944284930846237,58
2,0.55,0.995,-0.001,0.0265,1085.1278633143777,27.944284930846237,58
2,0.55,0.995,-0.001,0.0275,1085.1278633143777,27.944284930846237,58
2,0.55,0.995,-0.0005,0.0255,1085.1278633143777,27.944284930846237,58
2,0.55,0.995,-0.0005,0.0265,1085.1278633143777,27.944284930846237,58
2,0.55,0.995,-0.0005,0.0275,1085.1278633143777,27.944284930846237,58
2,0.55,0.995,0.0,0.0255,976.3556334403274,27.944284930846237,57
2,0.55,0.995,0.0,0.0265,976.3556334403274,27.944284930846237,57
2,0.55,0.995,0.0,0.0275,976.3556334403274,27.944284930846237,57
2,0.55,0.998,-0.001,0.0255,1105.1300558399194,27.93417352535012,58
2,0.55,0.998,-0.001,0.0265,1105.1300558399194,27.93417352535012,58
2,0.55,0.998,-0.001,0.0275,1105.1300558399194,27.93417352535012,58
2,0.55,0.998,-0.0005,0.0255,1105.1300558399194,27.93417352535012,58
2,0.55,0.998,-0.0005,0.0265,1105.1300558399194,27.93417352535012,58
2,0.55,0.998,-0.0005,0.0275,1105.1300558399194,27.93417352535012,58
2,0.55,0.998,0.0,0.0255,995.4175809658695,27.93417352535012,57
2,0.55,0.998,0.0,0.0265,995.4175809658695,27.93417352535012,57
