seed,seed_offset,threshold,alloc,ret_pct,dd_pct,trades
52,0,0.554,0.986,47.05373874000003,41.50739761330339,70
52,0,0.554,0.988,47.05373874000003,41.50739761330339,70
52,0,0.554,0.99,46.373738740000036,41.85316547287765,70
52,0,0.554,0.992,46.34373874000002,41.85955092316828,70
52,0,0.554,0.994,46.34373874000002,41.85955092316828,70
52,0,0.554,0.996,43.063738740000026,42.783687800849535,70
52,0,0.554,0.998,45.803738740000036,42.55775892368941,70
52,0,0.554,1.0,42.343738740000035,42.94089749489077,70
52,0,0.556,0.94,50.038365760000026,39.88188487837387,70
52,0,0.556,0.942,50.038365760000026,39.88188487837387,70
52,0,0.556,0.944,49.45836576000002,39.99931652189578,70
52,0,0.556,0.946,49.45836576000002,39.99931652189578,70
52,0,0.556,0.948,52.24836576000003,39.5634200237758,70
52,0,0.556,0.95,45.738365760000036,40.539621007222735,70
52,0,0.556,0.952,45.61868412000001,40.564843930478425,70
52,0,0.556,0.954,48.10868412000002,40.275279851941164,70
52,0,0.556,0.956,48.088684120000025,41.11671687125737,70
52,0,0.556,0.958,48.088684120000025,41.11671687125737,70
52,0,0.556,0.96,47.308684120000024,41.37941121666901,70
52,0,0.556,0.962,47.19868412000001,41.473417679931615,70
52,0,0.556,0.964,47.19868412000001,41.473417679931615,70
52,0,0.556,0.966,47.19868412000001,41.473417679931615,70
52,0,0.556,0.968,48.62868412000001,41.17763410424316,70
52,0,0.556,0.97,48.988684120000016,41.30396603303303,70
52,0,0.556,0.972,48.988684120000016,41.30396603303303,70
52,0,0.556,0.974,45.97373874000004,41.56076502632571,70
52,0,0.556,0.976,45.11373874000002,41.82629639152646,70
52,0,0.556,0.978,44.87373874000002,41.94884932931143,70
52,0,0.556,0.98,44.95373874000001,41.94884932931143,70
52,0,0.556,0.982,47.553738740000014,41.402136377442886,70
52,0,0.556,0.984,47.553738740000014,41.402136377442886,70
52,0,0.556,0.986,47.05373874000003,41.50739761330339,70
52,0,0.556,0.988,47.05373874000003,41.50739761330339,70
52,0,0.556,0.99,46.373738740000036,41.85316547287765,70
52,0,0.556,0.992,46.34373874000002,41.85955092316828,70
52,0,0.556,0.994,46.34373874000002,41.85955092316828,70
52,0,0.556,0.996,43.063738740000026,42.783687800849535,70
52,0,0.556,0.998,45.803738740000036,42.55775892368941,70
52,0,0.556,1.0,42.343738740000035,42.94089749489077,70
52,0,0.558,0.94,50.038365760000026,39.88188487837387,70
52,0,0.558,0.942,50.038365760000026,39.88188487837387,70
52,0,0.558,0.944,49.45836576000002,39.99931652189578,70
52,0,0.558,0.946,49.45836576000002,39.99931652189578,70
52,0,0.558,0.948,52.24836576000003,39.5634200237758,70
52,0,0.558,0.95,45.738365760000036,40.539621007222735,70
52,0,0.558,0.952,45.61868412000001,40.564843930478425,70
52,0,0.558,0.954,48.10868412000002,40.275279851941164,70
52,0,0.558,0.956,48.088684120000025,41.11671687125737,70
52,0,0.558,0.958,48.088684120000025,41.11671687125737,70
52,0,0.558,0.96,47.308684120000024,41.37941121666901,70
52,0,0.558,0.962,47.19868412000001,41.473417679931615,70
52,0,0.558,0.964,47.19868412000001,41.473417679931615,70
52,0,0.558,0.966,47.19868412000001,41.473417679931615,70
52,0,0.558,0.968,48.62868412000001,41.17763410424316,70
52,0,0.558,0.97,48.988684120000016,41.30396603303303,70
52,0,0.558,0.972,48.988684120000016,41.30396603303303,70
52,0,0.558,0.974,45.97373874000004,41.56076502632571,70
52,0,0.558,0.976,45.11373874000002,41.82629639152646,70
52,0,0.558,0.978,44.87373874000002,41.94884932931143,70
52,0,0.558,0.98,44.95373874000001,41.94884932931143,70
52,0,0.558,0.982,47.553738740000014,41.402136377442886,70
52,0,0.558,0.984,47.553738740000014,41.402136377442886,70
52,0,0.558,0.986,47.05373874000003,41.50739761330339,70
52,0,0.558,0.988,47.05373874000003,41.50739761330339,70
52,0,0.558,0.99,46.373738740000036,41.85316547287765,70
52,0,0.558,0.992,46.34373874000002,41.85955092316828,70
52,0,0.558,0.994,46.34373874000002,41.85955092316828,70
52,0,0.558,0.996,43.063738740000026,42.783687800849535,70
52,0,0.558,0.998,45.803738740000036,42.55775892368941,70
52,0,0.558,1.0,42.343738740000035,42.94089749489077,70
52,0,0.56,0.94,50.038365760000026,39.88188487837387,70
52,0,0.56,0.942,50.038365760000026,39.88188487837387,70
52,0,0.56,0.944,49.45836576000002,39.99931652189578,70
52,0,0.56,0.946,49.45836576000002,39.99931652189578,70
52,0,0.56,0.948,52.24836576000003,39.5634200237758,70
52,0,0.56,0.95,45.738365760000036,40.539621007222735,70
52,0,0.56,0.952,45.61868412000001,40.564843930478425,70
52,0,0.56,0.954,48.10868412000002,40.275279851941164,70
52,0,0.56,0.956,48.088684120000025,41.11671687125737,70
52,0,0.56,0.958,48.088684120000025,41.11671687125737,70
52,0,0.56,0.96,47.308684120000024,41.37941121666901,70
52,0,0.56,0.962,47.19868412000001,41.473417679931615,70
52,0,0.56,0.964,47.19868412000001,41.473417679931615,70
52,0,0.56,0.966,47.19868412000001,41.473417679931615,70
52,0,0.56,0.968,48.62868412000001,41.17763410424316,70
52,0,0.56,0.97,48.988684120000016,41.30396603303303,70
52,0,0.56,0.972,48.988684120000016,41.30396603303303,70
52,0,0.56,0.974,45.97373874000004,41.56076502632571,70
52,0,0.56,0.976,45.11373874000002,41.82629639152646,70
52,0,0.56,0.978,44.87373874000002,41.94884932931143,70
52,0,0.56,0.98,44.95373874000001,41.94884932931143,70
52,0,0.56,0.982,47.553738740000014,41.402136377442886,70
52,0,0.56,0.984,47.553738740000014,41.402136377442886,70
52,0,0.56,0.986,47.05373874000003,41.50739761330339,70
52,0,0.56,0.988,47.05373874000003,41.50739761330339,70
52,0,0.56,0.99,46.373738740000036,41.85316547287765,70
52,0,0.56,0.992,46.34373874000002,41.85955092316828,70
52,0,0.56,0.994,46.34373874000002,41.85955092316828,70
52,0,0.56,0.996,43.063738740000026,42.783687800849535,70
52,0,0.56,0.998,45.803738740000036,42.55775892368941,70
52,0,0.56,1.0,42.343738740000035,42.94089749489077,70
52,0,0.562,0.94,50.038365760000026,39.88188487837387,70
52,0,0.562,0.942,50.038365760000026,39.88188487837387,70
52,0,0.562,0.944,49.45836576000002,39.99931652189578,70
52,0,0.562,0.946,49.45836576000002,39.99931652189578,70
52,0,0.562,0.948,52.24836576000003,39.5634200237758,70
52,0,0.562,0.95,45.738365760000036,40.539621007222735,70
52,0,0.562,0.952,45.61868412000001,40.564843930478425,70
52,0,0.562,0.954,48.10868412000002,40.275279851941164,70
52,0,0.562,0.956,48.088684120000025,41.11671687125737,70
52,0,0.562,0.958,48.088684120000025,41.11671687125737,70
52,0,0.562,0.96,47.308684120000024,41.37941121666901,70
52,0,0.562,0.962,47.19868412000001,41.473417679931615,70
52,0,0.562,0.964,47.19868412000001,41.473417679931615,70
52,0,0.562,0.966,47.19868412000001,41.473417679931615,70
52,0,0.562,0.968,48.62868412000001,41.17763410424316,70
52,0,0.562,0.97,48.988684120000016,41.30396603303303,70
52,0,0.562,0.972,48.988684120000016,41.30396603303303,70
52,0,0.562,0.974,45.97373874000004,41.56076502632571,70
52,0,0.562,0.976,45.11373874000002,41.82629639152646,70
52,0,0.562,0.978,44.87373874000002,41.94884932931143,70
52,0,0.562,0.98,44.95373874000001,41.94884932931143,70
52,0,0.562,0.982,47.553738740000014,41.402136377442886,70
52,0,0.562,0.984,47.553738740000014,41.402136377442886,70
52,0,0.562,0.986,47.05373874000003,41.50739761330339,70
52,0,0.562,0.988,47.05373874000003,41.50739761330339,70
52,0,0.562,0.99,46.373738740000036,41.85316547287765,70
52,0,0.562,0.992,46.34373874000002,41.85955092316828,70
52,0,0.562,0.994,46.34373874000002,41.85955092316828,70
52,0,0.562,0.996,43.063738740000026,42.783687800849535,70
52,0,0.562,0.998,45.803738740000036,42.55775892368941,70
52,0,0.562,1.0,42.343738740000035,42.94089749489077,70
52,0,0.564,0.94,50.038365760000026,39.88188487837387,70
52,0,0.564,0.942,50.038365760000026,39.88188487837387,70
52,0,0.564,0.944,49.45836576000002,39.99931652189578,70
52,0,0.564,0.946,49.45836576000002,39.99931652189578,70
52,0,0.564,0.948,52.24836576000003,39.5634200237758,70
52,0,0.564,0.95,45.738365760000036,40.539621007222735,70
52,0,0.564,0.952,45.61868412000001,40.564843930478425,70
52,0,0.564,0.954,48.10868412000002,40.275279851941164,70
52,0,0.564,0.956,48.088684120000025,41.11671687125737,70
52,0,0.564,0.958,48.088684120000025,41.11671687125737,70
52,0,0.564,0.96,47.308684120000024,41.37941121666901,70
52,0,0.564,0.962,47.19868412000001,41.473417679931615,70
52,0,0.564,0.964,47.19868412000001,41.473417679931615,70
52,0,0.564,0.966,47.19868412000001,41.473417679931615,70
52,0,0.564,0.968,48.62868412000001,41.17763410424316,70
52,0,0.564,0.97,48.988684120000016,41.30396603303303,70
52,0,0.564,0.972,48.988684120000016,41.30396603303303,70
52,0,0.564,0.974,45.97373874000004,41.56076502632571,70
52,0,0.564,0.976,45.11373874000002,41.82629639152646,70
52,0,0.564,0.978,44.87373874000002,41.94884932931143,70
52,0,0.564,0.98,44.95373874000001,41.94884932931143,70
52,0,0.564,0.982,47.553738740000014,41.402136377442886,70
52,0,0.564,0.984,47.553738740000014,41.402136377442886,70
52,0,0.564,0.986,47.05373874000003,41.50739761330339,70
52,0,0.564,0.988,47.05373874000003,41.50739761330339,70
52,0,0.564,0.99,46.373738740000036,41.85316547287765,70
52,0,0.564,0.992,46.34373874000002,41.85955092316828,70
52,0,0.564,0.994,46.34373874000002,41.85955092316828,70
52,0,0.564,0.996,43.063738740000026,42.783687800849535,70
52,0,0.564,0.998,45.803738740000036,42.55775892368941,70
52,0,0.564,1.0,42.343738740000035,42.94089749489077,70
52,0,0.566,0.94,50.038365760000026,39.88188487837387,70
52,0,0.566,0.942,50.038365760000026,39.88188487837387,70
52,0,0.566,0.944,49.45836576000002,39.99931652189578,70
52,0,0.566,0.946,49.45836576000002,39.99931652189578,70
52,0,0.566,0.948,52.24836576000003,39.5634200237758,70
52,0,0.566,0.95,45.738365760000036,40.539621007222735,70
52,0,0.566,0.952,45.61868412000001,40.564843930478425,70
52,0,0.566,0.954,48.10868412000002,40.275279851941164,70
52,0,0.566,0.956,48.088684120000025,41.11671687125737,70
52,0,0.566,0.958,48.088684120000025,41.11671687125737,70
52,0,0.566,0.96,47.308684120000024,41.37941121666901,70
52,0,0.566,0.962,47.19868412000001,41.473417679931615,70
52,0,0.566,0.964,47.19868412000001,41.473417679931615,70
52,0,0.566,0.966,47.19868412000001,41.473417679931615,70
52,0,0.566,0.968,48.62868412000001,41.17763410424316,70
52,0,0.566,0.97,48.988684120000016,41.30396603303303,70
52,0,0.566,0.972,48.988684120000016,41.30396603303303,70
52,0,0.566,0.974,45.97373874000004,41.56076502632571,70
52,0,0.566,0.976,45.11373874000002,41.82629639152646,70
52,0,0.566,0.978,44.87373874000002,41.94884932931143,70
52,0,0.566,0.98,44.95373874000001,41.94884932931143,70
52,0,0.566,0.982,47.553738740000014,41.402136377442886,70
52,0,0.566,0.984,47.553738740000014,41.402136377442886,70
52,0,0.566,0.986,47.05373874000003,41.50739761330339,70
52,0,0.566,0.988,47.05373874000003,41.50739761330339,70
52,0,0.566,0.99,46.373738740000036,41.85316547287765,70
52,0,0.566,0.992,46.34373874000002,41.85955092316828,70
52,0,0.566,0.994,46.34373874000002,41.85955092316828,70
52,0,0.566,0.996,43.063738740000026,42.783687800849535,70
52,0,0.566,0.998,45.803738740000036,42.55775892368941,70
52,0,0.566,1.0,42.343738740000035,42.94089749489077,70
52,0,0.568,0.94,50.038365760000026,39.88188487837387,70
52,0,0.568,0.942,50.038365760000026,39.88188487837387,70
52,0,0.568,0.944,49.45836576000002,39.99931652189578,70
52,0,0.568,0.946,49.45836576000002,39.99931652189578,70
52,0,0.568,0.948,52.24836576000003,39.5634200237758,70
52,0,0.568,0.95,45.738365760000036,40.539621007222735,70
52,0,0.568,0.952,45.61868412000001,40.564843930478425,70
52,0,0.568,0.954,48.10868412000002,40.275279851941164,70
52,0,0.568,0.956,48.088684120000025,41.11671687125737,70
52,0,0.568,0.958,48.088684120000025,41.11671687125737,70
52,0,0.568,0.96,47.308684120000024,41.37941121666901,70
52,0,0.568,0.962,47.19868412000001,41.473417679931615,70
52,0,0.568,0.964,47.19868412000001,41.473417679931615,70
52,0,0.568,0.966,47.19868412000001,41.473417679931615,70
52,0,0.568,0.968,48.62868412000001,41.17763410424316,70
52,0,0.568,0.97,48.988684120000016,41.30396603303303,70
52,0,0.568,0.972,48.988684120000016,41.30396603303303,70
52,0,0.568,0.974,45.97373874000004,41.56076502632571,70
52,0,0.568,0.976,45.11373874000002,41.82629639152646,70
52,0,0.568,0.978,44.87373874000002,41.94884932931143,70
52,0,0.568,0.98,44.95373874000001,41.94884932931143,70
52,0,0.568,0.982,47.553738740000014,41.402136377442886,70
52,0,0.568,0.984,47.553738740000014,41.402136377442886,70
52,0,0.568,0.986,47.05373874000003,41.50739761330339,70
52,0,0.568,0.988,47.05373874000003,41.50739761330339,70
52,0,0.568,0.99,46.373738740000036,41.85316547287765,70
52,0,0.568,0.992,46.34373874000002,41.85955092316828,70
52,0,0.568,0.994,46.34373874000002,41.85955092316828,70
52,0,0.568,0.996,43.063738740000026,42.783687800849535,70
52,0,0.568,0.998,45.803738740000036,42.55775892368941,70
52,0,0.568,1.0,42.343738740000035,42.94089749489077,70
52,0,0.57,0.94,50.038365760000026,39.88188487837387,70
52,0,0.57,0.942,50.038365760000026,39.88188487837387,70
52,0,0.57,0.944,49.45836576000002,39.99931652189578,70
52,0,0.57,0.946,49.45836576000002,39.99931652189578,70
52,0,0.57,0.948,52.24836576000003,39.5634200237758,70
52,0,0.57,0.95,45.738365760000036,40.539621007222735,70
52,0,0.57,0.952,45.61868412000001,40.564843930478425,70
52,0,0.57,0.954,48.10868412000002,40.275279851941164,70
52,0,0.57,0.956,48.088684120000025,41.11671687125737,70
52,0,0.57,0.958,48.088684120000025,41.11671687125737,70
52,0,0.57,0.96,47.308684120000024,41.37941121666901,70
52,0,0.57,0.962,47.19868412000001,41.473417679931615,70
52,0,0.57,0.964,47.19868412000001,41.473417679931615,70
52,0,0.57,0.966,47.19868412000001,41.473417679931615,70
52,0,0.57,0.968,48.62868412000001,41.17763410424316,70
52,0,0.57,0.97,48.988684120000016,41.30396603303303,70
52,0,0.57,0.972,48.988684120000016,41.30396603303303,70
52,0,0.57,0.974,45.97373874000004,41.56076502632571,70
52,0,0.57,0.976,45.11373874000002,41.82629639152646,70
52,0,0.57,0.978,44.87373874000002,41.94884932931143,70
52,0,0.57,0.98,44.95373874000001,41.94884932931143,70
52,0,0.57,0.982,47.553738740000014,41.402136377442886,70
52,0,0.57,0.984,47.553738740000014,41.402136377442886,70
52,0,0.57,0.986,47.05373874000003,41.50739761330339,70
52,0,0.57,0.988,47.05373874000003,41.50739761330339,70
52,0,0.57,0.99,46.373738740000036,41.85316547287765,70
52,0,0.57,0.992,46.34373874000002,41.85955092316828,70
52,0,0.57,0.994,46.34373874000002,41.85955092316828,70
52,0,0.57,0.996,43.063738740000026,42.783687800849535,70
52,0,0.57,0.998,45.803738740000036,42.55775892368941,70
52,0,0.57,1.0,42.343738740000035,42.94089749489077,70
52,0,0.572,0.94,50.038365760000026,39.88188487837387,70
52,0,0.572,0.942,50.038365760000026,39.88188487837387,70
52,0,0.572,0.944,49.45836576000002,39.99931652189578,70
52,0,0.572,0.946,49.45836576000002,39.99931652189578,70
52,0,0.572,0.948,52.24836576000003,39.5634200237758,70
52,0,0.572,0.95,45.738365760000036,40.539621007222735,70
52,0,0.572,0.952,45.61868412000001,40.564843930478425,70
52,0,0.572,0.954,48.10868412000002,40.275279851941164,70
52,0,0.572,0.956,48.088684120000025,41.11671687125737,70
52,0,0.572,0.958,48.088684120000025,41.11671687125737,70
52,0,0.572,0.96,47.308684120000024,41.37941121666901,70
52,0,0.572,0.962,47.19868412000001,41.473417679931615,70
52,0,0.572,0.964,47.19868412000001,41.473417679931615,70
52,0,0.572,0.966,47.19868412000001,41.473417679931615,70
52,0,0.572,0.968,48.62868412000001,41.17763410424316,70
52,0,0.572,0.97,48.988684120000016,41.30396603303303,70
52,0,0.572,0.972,48.988684120000016,41.30396603303303,70
52,0,0.572,0.974,45.97373874000004,41.56076502632571,70
52,0,0.572,0.976,45.11373874000002,41.82629639152646,70
52,0,0.572,0.978,44.87373874000002,41.94884932931143,70
52,0,0.572,0.98,44.95373874000001,41.94884932931143,70
52,0,0.572,0.982,47.553738740000014,41.402136377442886,70
52,0,0.572,0.984,47.553738740000014,41.402136377442886,70
52,0,0.572,0.986,47.05373874000003,41.50739761330339,70
52,0,0.572,0.988,47.05373874000003,41.50739761330339,70
52,0,0.572,0.99,46.373738740000036,41.85316547287765,70
52,0,0.572,0.992,46.34373874000002,41.85955092316828,70
52,0,0.572,0.994,46.34373874000002,41.85955092316828,70
52,0,0.572,0.996,43.063738740000026,42.783687800849535,70
52,0,0.572,0.998,45.803738740000036,42.55775892368941,70
52,0,0.572,1.0,42.343738740000035,42.94089749489077,70
52,0,0.574,0.94,50.038365760000026,39.88188487837387,70
52,0,0.574,0.942,50.038365760000026,39.88188487837387,70
52,0,0.574,0.944,49.45836576000002,39.99931652189578,70
52,0,0.574,0.946,49.45836576000002,39.99931652189578,70
52,0,0.574,0.948,52.24836576000003,39.5634200237758,70
52,0,0.574,0.95,45.738365760000036,40.539621007222735,70
52,0,0.574,0.952,45.61868412000001,40.564843930478425,70
52,0,0.574,0.954,48.10868412000002,40.275279851941164,70
52,0,0.574,0.956,48.088684120000025,41.11671687125737,70
52,0,0.574,0.958,48.088684120000025,41.11671687125737,70
52,0,0.574,0.96,47.308684120000024,41.37941121666901,70
52,0,0.574,0.962,47.19868412000001,41.473417679931615,70
52,0,0.574,0.964,47.19868412000001,41.473417679931615,70
52,0,0.574,0.966,47.19868412000001,41.473417679931615,70
52,0,0.574,0.968,48.62868412000001,41.17763410424316,70
52,0,0.574,0.97,48.988684120000016,41.30396603303303,70
52,0,0.574,0.972,48.988684120000016,41.30396603303303,70
52,0,0.574,0.974,45.97373874000004,41.56076502632571,70
52,0,0.574,0.976,45.11373874000002,41.82629639152646,70
52,0,0.574,0.978,44.87373874000002,41.94884932931143,70
52,0,0.574,0.98,44.95373874000001,41.94884932931143,70
52,0,0.574,0.982,47.553738740000014,41.402136377442886,70
52,0,0.574,0.984,47.553738740000014,41.402136377442886,70
52,0,0.574,0.986,47.05373874000003,41.50739761330339,70
52,0,0.574,0.988,47.05373874000003,41.50739761330339,70
52,0,0.574,0.99,46.373738740000036,41.85316547287765,70
52,0,0.574,0.992,46.34373874000002,41.85955092316828,70
52,0,0.574,0.994,46.34373874000002,41.85955092316828,70
52,0,0.574,0.996,43.063738740000026,42.783687800849535,70
52,0,0.574,0.998,45.803738740000036,42.55775892368941,70
52,0,0.574,1.0,42.343738740000035,42.94089749489077,70
52,0,0.576,0.94,50.038365760000026,39.88188487837387,70
52,0,0.576,0.942,50.038365760000026,39.88188487837387,70
52,0,0.576,0.944,49.45836576000002,39.99931652189578,70
52,0,0.576,0.946,49.45836576000002,39.99931652189578,70
52,0,0.576,0.948,52.24836576000003,39.5634200237758,70
52,0,0.576,0.95,45.738365760000036,40.539621007222735,70
52,0,0.576,0.952,45.61868412000001,40.564843930478425,70
52,0,0.576,0.954,48.10868412000002,40.275279851941164,70
52,0,0.576,0.956,48.088684120000025,41.11671687125737,70
52,0,0.576,0.958,48.088684120000025,41.11671687125737,70
52,0,0.576,0.96,47.308684120000024,41.37941121666901,70
52,0,0.576,0.962,47.19868412000001,41.473417679931615,70
52,0,0.576,0.964,47.19868412000001,41.473417679931615,70
52,0,0.576,0.966,47.19868412000001,41.473417679931615,70
52,0,0.576,0.968,48.62868412000001,41.17763410424316,70
52,0,0.576,0.97,48.988684120000016,41.30396603303303,70
52,0,0.576,0.972,48.988684120000016,41.30396603303303,70
52,0,0.576,0.974,45.97373874000004,41.56076502632571,70
52,0,0.576,0.976,45.11373874000002,41.82629639152646,70
52,0,0.576,0.978,44.87373874000002,41.94884932931143,70
52,0,0.576,0.98,44.95373874000001,41.94884932931143,70
52,0,0.576,0.982,47.553738740000014,41.402136377442886,70
52,0,0.576,0.984,47.553738740000014,41.402136377442886,70
52,0,0.576,0.986,47.05373874000003,41.50739761330339,70
52,0,0.576,0.988,47.05373874000003,41.50739761330339,70
52,0,0.576,0.99,46.373738740000036,41.85316547287765,70
52,0,0.576,0.992,46.34373874000002,41.85955092316828,70
52,0,0.576,0.994,46.34373874000002,41.85955092316828,70
52,0,0.576,0.996,43.063738740000026,42.783687800849535,70
52,0,0.576,0.998,45.803738740000036,42.55775892368941,70
52,0,0.576,1.0,42.343738740000035,42.94089749489077,70
52,0,0.578,0.94,50.038365760000026,39.88188487837387,70
52,0,0.578,0.942,50.038365760000026,39.88188487837387,70
52,0,0.578,0.944,49.45836576000002,39.99931652189578,70
52,0,0.578,0.946,49.45836576000002,39.99931652189578,70
52,0,0.578,0.948,52.24836576000003,39.5634200237758,70
52,0,0.578,0.95,45.738365760000036,40.539621007222735,70
52,0,0.578,0.952,45.61868412000001,40.564843930478425,70
52,0,0.578,0.954,48.10868412000002,40.275279851941164,70
52,0,0.578,0.956,48.088684120000025,41.11671687125737,70
52,0,0.578,0.958,48.088684120000025,41.11671687125737,70
52,0,0.578,0.96,47.308684120000024,41.37941121666901,70
52,0,0.578,0.962,47.19868412000001,41.473417679931615,70
52,0,0.578,0.964,47.19868412000001,41.473417679931615,70
52,0,0.578,0.966,47.19868412000001,41.473417679931615,70
52,0,0.578,0.968,48.62868412000001,41.17763410424316,70
52,0,0.578,0.97,48.988684120000016,41.30396603303303,70
52,0,0.578,0.972,48.988684120000016,41.30396603303303,70
52,0,0.578,0.974,45.97373874000004,41.56076502632571,70
52,0,0.578,0.976,45.11373874000002,41.82629639152646,70
52,0,0.578,0.978,44.87373874000002,41.94884932931143,70
52,0,0.578,0.98,44.95373874000001,41.94884932931143,70
52,0,0.578,0.982,47.553738740000014,41.402136377442886,70
52,0,0.578,0.984,47.553738740000014,41.402136377442886,70
52,0,0.578,0.986,47.05373874000003,41.50739761330339,70
52,0,0.578,0.988,47.05373874000003,41.50739761330339,70
52,0,0.578,0.99,46.373738740000036,41.85316547287765,70
52,0,0.578,0.992,46.34373874000002,41.85955092316828,70
52,0,0.578,0.994,46.34373874000002,41.85955092316828,70
52,0,0.578,0.996,43.063738740000026,42.783687800849535,70
52,0,0.578,0.998,45.803738740000036,42.55775892368941,70
