variant,seed,score_base_start,alpha,threshold,alloc,gap_min,gap_max,ret_pct,dd_pct,trades
mlp_h72_e380_gt15,454,2025-01-01,16,0.58,0.998,-0.0005,0.0265,40.632848469999885,34.622465708407816,64
mlp_h72_e380_gt15,454,2025-01-01,16,0.58,0.9998,-0.001,0.0255,-40.784951199999995,58.11526007307918,62
mlp_h72_e380_gt15,454,2025-01-01,16,0.58,0.9998,-0.0005,0.0265,39.96284846999989,34.988488148212504,64
mlp_h72_e380_gt15,454,2025-01-01,16,0.6,0.998,-0.001,0.0255,-40.784951199999995,58.11526007307918,62
mlp_h72_e380_gt15,454,2025-01-01,16,0.6,0.998,-0.0005,0.0265,40.632848469999885,34.622465708407816,64
mlp_h72_e380_gt15,454,2025-01-01,16,0.6,0.9998,-0.001,0.0255,-40.784951199999995,58.11526007307918,62
mlp_h72_e380_gt15,454,2025-01-01,16,0.6,0.9998,-0.0005,0.0265,39.96284846999989,34.988488148212504,64
mlp_h72_e380_gt15,454,2025-01-01,16,0.64,0.998,-0.001,0.0255,-40.784951199999995,58.11526007307918,62
mlp_h72_e380_gt15,454,2025-01-01,16,0.64,0.998,-0.0005,0.0265,40.632848469999885,34.622465708407816,64
mlp_h72_e380_gt15,454,2025-01-01,16,0.64,0.9998,-0.001,0.0255,-40.784951199999995,58.11526007307918,62
mlp_h72_e380_gt15,454,2025-01-01,16,0.64,0.9998,-0.0005,0.0265,39.96284846999989,34.988488148212504,64
mlp_h72_e380_gt15,494,2024-07-01,14,0.58,0.998,-0.001,0.0255,-13.297238110000109,51.14521234998898,55
mlp_h72_e380_gt15,494,2024-07-01,14,0.58,0.998,-0.0005,0.0265,-22.886902670000065,51.14521234998898,55
mlp_h72_e380_gt15,494,2024-07-01,14,0.58,0.9998,-0.001,0.0255,-13.108428650000093,51.072619920642936,55
mlp_h72_e380_gt15,494,2024-07-01,14,0.58,0.9998,-0.0005,0.0265,-22.698093210000046,51.072619920642936,55
mlp_h72_e380_gt15,494,2024-07-01,14,0.6,0.998,-0.001,0.0255,-13.297238110000109,51.14521234998898,55
mlp_h72_e380_gt15,494,2024-07-01,14,0.6,0.998,-0.0005,0.0265,-22.886902670000065,51.14521234998898,55
mlp_h72_e380_gt15,494,2024-07-01,14,0.6,0.9998,-0.001,0.0255,-13.108428650000093,51.072619920642936,55
mlp_h72_e380_gt15,494,2024-07-01,14,0.6,0.9998,-0.0005,0.0265,-22.698093210000046,51.072619920642936,55
mlp_h72_e380_gt15,494,2024-07-01,14,0.64,0.998,-0.001,0.0255,-13.297238110000109,51.14521234998898,55
mlp_h72_e380_gt15,494,2024-07-01,14,0.64,0.998,-0.0005,0.0265,-22.886902670000065,51.14521234998898,55
mlp_h72_e380_gt15,494,2024-07-01,14,0.64,0.9998,-0.001,0.0255,-13.108428650000093,51.072619920642936,55
mlp_h72_e380_gt15,494,2024-07-01,14,0.64,0.9998,-0.0005,0.0265,-22.698093210000046,51.072619920642936,55
mlp_h72_e380_gt15,494,2024-07-01,15,0.58,0.998,-0.001,0.0255,15.41090130999998,52.49938726736447,55
mlp_h72_e380_gt15,494,2024-07-01,15,0.58,0.998,-0.0005,0.0265,0.8615721899999595,52.49938726736447,55
mlp_h72_e380_gt15,494,2024-07-01,15,0.58,0.9998,-0.001,0.0255,15.41090130999998,52.49938726736447,55
mlp_h72_e380_gt15,494,2024-07-01,15,0.58,0.9998,-0.0005,0.0265,0.8615721899999595,52.49938726736447,55
mlp_h72_e380_gt15,494,2024-07-01,15,0.6,0.998,-0.001,0.0255,15.41090130999998,52.49938726736447,55
mlp_h72_e380_gt15,494,2024-07-01,15,0.6,0.998,-0.0005,0.0265,0.8615721899999595,52.49938726736447,55
mlp_h72_e380_gt15,494,2024-07-01,15,0.6,0.9998,-0.001,0.0255,15.41090130999998,52.49938726736447,55
mlp_h72_e380_gt15,494,2024-07-01,15,0.6,0.9998,-0.0005,0.0265,0.8615721899999595,52.49938726736447,55
mlp_h72_e380_gt15,494,2024-07-01,15,0.64,0.998,-0.001,0.0255,15.41090130999998,52.49938726736447,55
mlp_h72_e380_gt15,494,2024-07-01,15,0.64,0.998,-0.0005,0.0265,0.8615721899999595,52.49938726736447,55
mlp_h72_e380_gt15,494,2024-07-01,15,0.64,0.9998,-0.001,0.0255,15.41090130999998,52.49938726736447,55
mlp_h72_e380_gt15,494,2024-07-01,15,0.64,0.9998,-0.0005,0.0265,0.8615721899999595,52.49938726736447,55
mlp_h72_e380_gt15,494,2024-07-01,16,0.58,0.998,-0.001,0.0255,7.112295909999955,53.162884127591134,53
mlp_h72_e380_gt15,494,2024-07-01,16,0.58,0.998,-0.0005,0.0265,-6.47703321000005,53.162884127591134,53
mlp_h72_e380_gt15,494,2024-07-01,16,0.58,0.9998,-0.001,0.0255,6.2922959099999565,53.84945105771799,53
mlp_h72_e380_gt15,494,2024-07-01,16,0.58,0.9998,-0.0005,0.0265,-7.297033210000048,53.84945105771799,53
mlp_h72_e380_gt15,494,2024-07-01,16,0.6,0.998,-0.001,0.0255,7.112295909999955,53.162884127591134,53
mlp_h72_e380_gt15,494,2024-07-01,16,0.6,0.998,-0.0005,0.0265,-6.47703321000005,53.162884127591134,53
mlp_h72_e380_gt15,494,2024-07-01,16,0.6,0.9998,-0.001,0.0255,6.2922959099999565,53.84945105771799,53
mlp_h72_e380_gt15,494,2024-07-01,16,0.6,0.9998,-0.0005,0.0265,-7.297033210000048,53.84945105771799,53
mlp_h72_e380_gt15,494,2024-07-01,16,0.64,0.998,-0.001,0.0255,7.112295909999955,53.162884127591134,53
mlp_h72_e380_gt15,494,2024-07-01,16,0.64,0.998,-0.0005,0.0265,-6.47703321000005,53.162884127591134,53
mlp_h72_e380_gt15,494,2024-07-01,16,0.64,0.9998,-0.001,0.0255,6.2922959099999565,53.84945105771799,53
mlp_h72_e380_gt15,494,2024-07-01,16,0.64,0.9998,-0.0005,0.0265,-7.297033210000048,53.84945105771799,53
mlp_h72_e380_gt15,494,2025-01-01,14,0.58,0.998,-0.001,0.0255,28.628503129999917,51.973321879463306,54
mlp_h72_e380_gt15,494,2025-01-01,14,0.58,0.998,-0.0005,0.0265,-0.6308259900000834,51.973321879463306,53
mlp_h72_e380_gt15,494,2025-01-01,14,0.58,0.9998,-0.001,0.0255,28.628503129999917,51.973321879463306,54
mlp_h72_e380_gt15,494,2025-01-01,14,0.58,0.9998,-0.0005,0.0265,-0.6308259900000834,51.973321879463306,53
mlp_h72_e380_gt15,494,2025-01-01,14,0.6,0.998,-0.001,0.0255,28.628503129999917,51.973321879463306,54
mlp_h72_e380_gt15,494,2025-01-01,14,0.6,0.998,-0.0005,0.0265,-0.6308259900000834,51.973321879463306,53
mlp_h72_e380_gt15,494,2025-01-01,14,0.6,0.9998,-0.001,0.0255,28.628503129999917,51.973321879463306,54
mlp_h72_e380_gt15,494,2025-01-01,14,0.6,0.9998,-0.0005,0.0265,-0.6308259900000834,51.973321879463306,53
mlp_h72_e380_gt15,494,2025-01-01,14,0.64,0.998,-0.001,0.0255,28.628503129999917,51.973321879463306,54
mlp_h72_e380_gt15,494,2025-01-01,14,0.64,0.998,-0.0005,0.0265,-0.6308259900000834,51.973321879463306,53
mlp_h72_e380_gt15,494,2025-01-01,14,0.64,0.9998,-0.001,0.0255,28.628503129999917,51.973321879463306,54
mlp_h72_e380_gt15,494,2025-01-01,14,0.64,0.9998,-0.0005,0.0265,-0.6308259900000834,51.973321879463306,53
mlp_h72_e380_gt15,494,2025-01-01,15,0.58,0.998,-0.001,0.0255,33.35742520999994,52.17232038262192,55
mlp_h72_e380_gt15,494,2025-01-01,15,0.58,0.998,-0.0005,0.0265,24.118096089999952,52.17232038262192,55
mlp_h72_e380_gt15,494,2025-01-01,15,0.58,0.9998,-0.001,0.0255,37.43589922999986,52.12053301495552,55
mlp_h72_e380_gt15,494,2025-01-01,15,0.58,0.9998,-0.0005,0.0265,25.026905549999935,52.12053301495552,55
mlp_h72_e380_gt15,494,2025-01-01,15,0.6,0.998,-0.001,0.0255,33.35742520999994,52.17232038262192,55
mlp_h72_e380_gt15,494,2025-01-01,15,0.6,0.998,-0.0005,0.0265,24.118096089999952,52.17232038262192,55
mlp_h72_e380_gt15,494,2025-01-01,15,0.6,0.9998,-0.001,0.0255,37.43589922999986,52.12053301495552,55
mlp_h72_e380_gt15,494,2025-01-01,15,0.6,0.9998,-0.0005,0.0265,25.026905549999935,52.12053301495552,55
mlp_h72_e380_gt15,494,2025-01-01,15,0.64,0.998,-0.001,0.0255,33.35742520999994,52.17232038262192,55
mlp_h72_e380_gt15,494,2025-01-01,15,0.64,0.998,-0.0005,0.0265,24.118096089999952,52.17232038262192,55
mlp_h72_e380_gt15,494,2025-01-01,15,0.64,0.9998,-0.001,0.0255,37.43589922999986,52.12053301495552,55
mlp_h72_e380_gt15,494,2025-01-01,15,0.64,0.9998,-0.0005,0.0265,25.026905549999935,52.12053301495552,55
mlp_h72_e380_gt15,494,2025-01-01,16,0.58,0.998,-0.001,0.0255,-8.42775693000003,54.514129286341785,54
mlp_h72_e380_gt15,494,2025-01-01,16,0.58,0.998,-0.0005,0.0265,-19.877421490000046,54.514129286341785,54
mlp_h72_e380_gt15,494,2025-01-01,16,0.58,0.9998,-0.001,0.0255,-9.997756930000035,55.08685260091208,54
mlp_h72_e380_gt15,494,2025-01-01,16,0.58,0.9998,-0.0005,0.0265,-21.517086050000035,55.08685260091208,54
mlp_h72_e380_gt15,494,2025-01-01,16,0.6,0.998,-0.001,0.0255,-8.42775693000003,54.514129286341785,54
mlp_h72_e380_gt15,494,2025-01-01,16,0.6,0.998,-0.0005,0.0265,-19.877421490000046,54.514129286341785,54
mlp_h72_e380_gt15,494,2025-01-01,16,0.6,0.9998,-0.001,0.0255,-9.997756930000035,55.08685260091208,54
mlp_h72_e380_gt15,494,2025-01-01,16,0.6,0.9998,-0.0005,0.0265,-21.517086050000035,55.08685260091208,54
mlp_h72_e380_gt15,494,2025-01-01,16,0.64,0.998,-0.001,0.0255,-8.42775693000003,54.514129286341785,54
mlp_h72_e380_gt15,494,2025-01-01,16,0.64,0.998,-0.0005,0.0265,-19.877421490000046,54.514129286341785,54
mlp_h72_e380_gt15,494,2025-01-01,16,0.64,0.9998,-0.001,0.0255,-9.997756930000035,55.08685260091208,54
mlp_h72_e380_gt15,494,2025-01-01,16,0.64,0.9998,-0.0005,0.0265,-21.517086050000035,55.08685260091208,54
mlp_h40_e280_gt5,342,2024-07-01,14,0.58,0.998,-0.001,0.0255,47.54280329999998,54.84961773964257,58
mlp_h40_e280_gt5,342,2024-07-01,14,0.58,0.998,-0.0005,0.0265,-1.76479606000004,55.4794384829283,60
mlp_h40_e280_gt5,342,2024-07-01,14,0.58,0.9998,-0.001,0.0255,47.54280329999998,54.84961773964257,58
mlp_h40_e280_gt5,342,2024-07-01,14,0.58,0.9998,-0.0005,0.0265,-1.8546993900000586,55.54519711750958,60
mlp_h40_e280_gt5,342,2024-07-01,14,0.6,0.998,-0.001,0.0255,47.54280329999998,54.84961773964257,58
mlp_h40_e280_gt5,342,2024-07-01,14,0.6,0.998,-0.0005,0.0265,-1.76479606000004,55.4794384829283,60
mlp_h40_e280_gt5,342,2024-07-01,14,0.6,0.9998,-0.001,0.0255,47.54280329999998,54.84961773964257,58
mlp_h40_e280_gt5,342,2024-07-01,14,0.6,0.9998,-0.0005,0.0265,-1.8546993900000586,55.54519711750958,60
mlp_h40_e280_gt5,342,2024-07-01,14,0.64,0.998,-0.001,0.0255,47.54280329999998,54.84961773964257,58
mlp_h40_e280_gt5,342,2024-07-01,14,0.64,0.998,-0.0005,0.0265,-1.76479606000004,55.4794384829283,60
mlp_h40_e280_gt5,342,2024-07-01,14,0.64,0.9998,-0.001,0.0255,47.54280329999998,54.84961773964257,58
mlp_h40_e280_gt5,342,2024-07-01,14,0.64,0.9998,-0.0005,0.0265,-1.8546993900000586,55.54519711750958,60
mlp_h40_e280_gt5,342,2024-07-01,15,0.58,0.998,-0.001,0.0255,-6.412901210000088,53.86991794575052,58
mlp_h40_e280_gt5,342,2024-07-01,15,0.58,0.998,-0.0005,0.0265,-16.70339411000006,55.25545229771415,60
mlp_h40_e280_gt5,342,2024-07-01,15,0.58,0.9998,-0.001,0.0255,-6.412901210000088,53.86991794575052,58
mlp_h40_e280_gt5,342,2024-07-01,15,0.58,0.9998,-0.0005,0.0265,-15.80339411000008,55.25545229771415,60
mlp_h40_e280_gt5,342,2024-07-01,15,0.6,0.998,-0.001,0.0255,-6.412901210000088,53.86991794575052,58
mlp_h40_e280_gt5,342,2024-07-01,15,0.6,0.998,-0.0005,0.0265,-16.70339411000006,55.25545229771415,60
mlp_h40_e280_gt5,342,2024-07-01,15,0.6,0.9998,-0.001,0.0255,-6.412901210000088,53.86991794575052,58
mlp_h40_e280_gt5,342,2024-07-01,15,0.6,0.9998,-0.0005,0.0265,-15.80339411000008,55.25545229771415,60
mlp_h40_e280_gt5,342,2024-07-01,15,0.64,0.998,-0.001,0.0255,-6.412901210000088,53.86991794575052,58
mlp_h40_e280_gt5,342,2024-07-01,15,0.64,0.998,-0.0005,0.0265,-16.70339411000006,55.25545229771415,60
mlp_h40_e280_gt5,342,2024-07-01,15,0.64,0.9998,-0.001,0.0255,-6.412901210000088,53.86991794575052,58
mlp_h40_e280_gt5,342,2024-07-01,15,0.64,0.9998,-0.0005,0.0265,-15.80339411000008,55.25545229771415,60
mlp_h40_e280_gt5,342,2024-07-01,16,0.58,0.998,-0.001,0.0255,35.77002998999992,58.469863369761235,61
mlp_h40_e280_gt5,342,2024-07-01,16,0.58,0.998,-0.0005,0.0265,4.689582909999945,59.66181058802147,62
mlp_h40_e280_gt5,342,2024-07-01,16,0.58,0.9998,-0.001,0.0255,35.76002998999992,58.469863369761235,61
mlp_h40_e280_gt5,342,2024-07-01,16,0.58,0.9998,-0.0005,0.0265,4.689582909999945,59.66181058802147,62
mlp_h40_e280_gt5,342,2024-07-01,16,0.6,0.998,-0.001,0.0255,35.77002998999992,58.469863369761235,61
mlp_h40_e280_gt5,342,2024-07-01,16,0.6,0.998,-0.0005,0.0265,4.689582909999945,59.66181058802147,62
mlp_h40_e280_gt5,342,2024-07-01,16,0.6,0.9998,-0.001,0.0255,35.76002998999992,58.469863369761235,61
mlp_h40_e280_gt5,342,2024-07-01,16,0.6,0.9998,-0.0005,0.0265,4.689582909999945,59.66181058802147,62
mlp_h40_e280_gt5,342,2024-07-01,16,0.64,0.998,-0.001,0.0255,35.77002998999992,58.469863369761235,61
mlp_h40_e280_gt5,342,2024-07-01,16,0.64,0.998,-0.0005,0.0265,4.689582909999945,59.66181058802147,62
mlp_h40_e280_gt5,342,2024-07-01,16,0.64,0.9998,-0.001,0.0255,35.76002998999992,58.469863369761235,61
mlp_h40_e280_gt5,342,2024-07-01,16,0.64,0.9998,-0.0005,0.0265,4.689582909999945,59.66181058802147,62
mlp_h40_e280_gt5,342,2025-01-01,14,0.58,0.998,-0.001,0.0255,46.472803299999924,54.84961773964257,58
mlp_h40_e280_gt5,342,2025-01-01,14,0.58,0.998,-0.0005,0.0265,24.20128809999995,55.4794384829283,61
mlp_h40_e280_gt5,342,2025-01-01,14,0.58,0.9998,-0.001,0.0255,47.01280329999993,54.84961773964257,58
mlp_h40_e280_gt5,342,2025-01-01,14,0.58,0.9998,-0.0005,0.0265,24.17138476999994,55.54519711750958,61
mlp_h40_e280_gt5,342,2025-01-01,14,0.6,0.998,-0.001,0.0255,46.472803299999924,54.84961773964257,58
mlp_h40_e280_gt5,342,2025-01-01,14,0.6,0.998,-0.0005,0.0265,24.20128809999995,55.4794384829283,61
mlp_h40_e280_gt5,342,2025-01-01,14,0.6,0.9998,-0.001,0.0255,47.01280329999993,54.84961773964257,58
mlp_h40_e280_gt5,342,2025-01-01,14,0.6,0.9998,-0.0005,0.0265,24.17138476999994,55.54519711750958,61
mlp_h40_e280_gt5,342,2025-01-01,14,0.64,0.998,-0.001,0.0255,46.472803299999924,54.84961773964257,58
mlp_h40_e280_gt5,342,2025-01-01,14,0.64,0.998,-0.0005,0.0265,24.20128809999995,55.4794384829283,61
mlp_h40_e280_gt5,342,2025-01-01,14,0.64,0.9998,-0.001,0.0255,47.01280329999993,54.84961773964257,58
mlp_h40_e280_gt5,342,2025-01-01,14,0.64,0.9998,-0.0005,0.0265,24.17138476999994,55.54519711750958,61
mlp_h40_e280_gt5,342,2025-01-01,15,0.58,0.998,-0.001,0.0255,22.797098789999914,53.86991794575052,58
mlp_h40_e280_gt5,342,2025-01-01,15,0.58,0.998,-0.0005,0.0265,-10.453394110000048,55.25545229771415,60
mlp_h40_e280_gt5,342,2025-01-01,15,0.58,0.9998,-0.001,0.0255,22.797098789999914,53.86991794575052,58
mlp_h40_e280_gt5,342,2025-01-01,15,0.58,0.9998,-0.0005,0.0265,-10.453394110000048,55.25545229771415,60
mlp_h40_e280_gt5,342,2025-01-01,15,0.6,0.998,-0.001,0.0255,22.797098789999914,53.86991794575052,58
mlp_h40_e280_gt5,342,2025-01-01,15,0.6,0.998,-0.0005,0.0265,-10.453394110000048,55.25545229771415,60
mlp_h40_e280_gt5,342,2025-01-01,15,0.6,0.9998,-0.001,0.0255,22.797098789999914,53.86991794575052,58
mlp_h40_e280_gt5,342,2025-01-01,15,0.6,0.9998,-0.0005,0.0265,-10.453394110000048,55.25545229771415,60
mlp_h40_e280_gt5,342,2025-01-01,15,0.64,0.998,-0.001,0.0255,22.797098789999914,53.86991794575052,58
mlp_h40_e280_gt5,342,2025-01-01,15,0.64,0.998,-0.0005,0.0265,-10.453394110000048,55.25545229771415,60
mlp_h40_e280_gt5,342,2025-01-01,15,0.64,0.9998,-0.001,0.0255,22.797098789999914,53.86991794575052,58
mlp_h40_e280_gt5,342,2025-01-01,15,0.64,0.9998,-0.0005,0.0265,-10.453394110000048,55.25545229771415,60
mlp_h40_e280_gt5,342,2025-01-01,16,0.58,0.998,-0.001,0.0255,25.40934288999994,53.86991794575052,61
mlp_h40_e280_gt5,342,2025-01-01,16,0.58,0.998,-0.0005,0.0265,23.5018270099999,55.25545229771415,63
mlp_h40_e280_gt5,342,2025-01-01,16,0.58,0.9998,-0.001,0.0255,25.40934288999994,53.86991794575052,61
mlp_h40_e280_gt5,342,2025-01-01,16,0.58,0.9998,-0.0005,0.0265,23.5018270099999,55.25545229771415,63
mlp_h40_e280_gt5,342,2025-01-01,16,0.6,0.998,-0.001,0.0255,25.40934288999994,53.86991794575052,61
mlp_h40_e280_gt5,342,2025-01-01,16,0.6,0.998,-0.0005,0.0265,23.5018270099999,55.25545229771415,63
mlp_h40_e280_gt5,342,2025-01-01,16,0.6,0.9998,-0.001,0.0255,25.40934288999994,53.86991794575052,61
mlp_h40_e280_gt5,342,2025-01-01,16,0.6,0.9998,-0.0005,0.0265,23.5018270099999,55.25545229771415,63
mlp_h40_e280_gt5,342,2025-01-01,16,0.64,0.998,-0.001,0.0255,25.40934288999994,53.86991794575052,61
mlp_h40_e280_gt5,342,2025-01-01,16,0.64,0.998,-0.0005,0.0265,23.5018270099999,55.25545229771415,63
mlp_h40_e280_gt5,342,2025-01-01,16,0.64,0.9998,-0.001,0.0255,25.40934288999994,53.86991794575052,61
mlp_h40_e280_gt5,342,2025-01-01,16,0.64,0.9998,-0.0005,0.0265,23.5018270099999,55.25545229771415,63
mlp_h40_e280_gt5,382,2024-07-01,14,0.58,0.998,-0.001,0.0255,4.231806840000019,29.115276675178126,60
mlp_h40_e280_gt5,382,2024-07-01,14,0.58,0.998,-0.0005,0.0265,8.37977862999999,29.01957936894654,61
mlp_h40_e280_gt5,382,2024-07-01,14,0.58,0.9998,-0.001,0.0255,4.231806840000019,29.115276675178126,60
mlp_h40_e280_gt5,382,2024-07-01,14,0.58,0.9998,-0.0005,0.0265,8.049778630000027,29.01957936894654,61
mlp_h40_e280_gt5,382,2024-07-01,14,0.6,0.998,-0.001,0.0255,4.231806840000019,29.115276675178126,60
mlp_h40_e280_gt5,382,2024-07-01,14,0.6,0.998,-0.0005,0.0265,8.37977862999999,29.01957936894654,61
mlp_h40_e280_gt5,382,2024-07-01,14,0.6,0.9998,-0.001,0.0255,4.231806840000019,29.115276675178126,60
mlp_h40_e280_gt5,382,2024-07-01,14,0.6,0.9998,-0.0005,0.0265,8.049778630000027,29.01957936894654,61
mlp_h40_e280_gt5,382,2024-07-01,14,0.64,0.998,-0.001,0.0255,4.231806840000019,29.115276675178126,60
mlp_h40_e280_gt5,382,2024-07-01,14,0.64,0.998,-0.0005,0.0265,8.37977862999999,29.01957936894654,61
mlp_h40_e280_gt5,382,2024-07-01,14,0.64,0.9998,-0.001,0.0255,4.231806840000019,29.115276675178126,60
mlp_h40_e280_gt5,382,2024-07-01,14,0.64,0.9998,-0.0005,0.0265,8.049778630000027,29.01957936894654,61
mlp_h40_e280_gt5,382,2024-07-01,15,0.58,0.998,-0.001,0.0255,51.32305987000001,22.838166778448425,64
mlp_h40_e280_gt5,382,2024-07-01,15,0.58,0.998,-0.0005,0.0265,17.085323890000083,27.079106521099618,63
mlp_h40_e280_gt5,382,2024-07-01,15,0.58,0.9998,-0.001,0.0255,48.49305987000001,22.838166778448425,64
mlp_h40_e280_gt5,382,2024-07-01,15,0.58,0.9998,-0.0005,0.0265,15.395323890000046,28.18799166819578,63
mlp_h40_e280_gt5,382,2024-07-01,15,0.6,0.998,-0.001,0.0255,51.32305987000001,22.838166778448425,64
mlp_h40_e280_gt5,382,2024-07-01,15,0.6,0.998,-0.0005,0.0265,17.085323890000083,27.079106521099618,63
mlp_h40_e280_gt5,382,2024-07-01,15,0.6,0.9998,-0.001,0.0255,48.49305987000001,22.838166778448425,64
mlp_h40_e280_gt5,382,2024-07-01,15,0.6,0.9998,-0.0005,0.0265,15.395323890000046,28.18799166819578,63
mlp_h40_e280_gt5,382,2024-07-01,15,0.64,0.998,-0.001,0.0255,51.32305987000001,22.838166778448425,64
mlp_h40_e280_gt5,382,2024-07-01,15,0.64,0.998,-0.0005,0.0265,17.085323890000083,27.079106521099618,63
mlp_h40_e280_gt5,382,2024-07-01,15,0.64,0.9998,-0.001,0.0255,48.49305987000001,22.838166778448425,64
mlp_h40_e280_gt5,382,2024-07-01,15,0.64,0.9998,-0.0005,0.0265,15.395323890000046,28.18799166819578,63
mlp_h40_e280_gt5,382,2024-07-01,16,0.58,0.998,-0.001,0.0255,4.129698420000061,34.96931696796038,62
mlp_h40_e280_gt5,382,2024-07-01,16,0.58,0.998,-0.0005,0.0265,1.0741966100000777,35.36534880182208,62
mlp_h40_e280_gt5,382,2024-07-01,16,0.58,0.9998,-0.001,0.0255,22.173059870000046,29.31484339232371,63
mlp_h40_e280_gt5,382,2024-07-01,16,0.58,0.9998,-0.0005,0.0265,1.4241966100000614,35.00842352312286,62
mlp_h40_e280_gt5,382,2024-07-01,16,0.6,0.998,-0.001,0.0255,4.129698420000061,34.96931696796038,62
mlp_h40_e280_gt5,382,2024-07-01,16,0.6,0.998,-0.0005,0.0265,1.0741966100000777,35.36534880182208,62
mlp_h40_e280_gt5,382,2024-07-01,16,0.6,0.9998,-0.001,0.0255,22.173059870000046,29.31484339232371,63
mlp_h40_e280_gt5,382,2024-07-01,16,0.6,0.9998,-0.0005,0.0265,1.4241966100000614,35.00842352312286,62
mlp_h40_e280_gt5,382,2024-07-01,16,0.64,0.998,-0.001,0.0255,4.129698420000061,34.96931696796038,62
mlp_h40_e280_gt5,382,2024-07-01,16,0.64,0.998,-0.0005,0.0265,1.0741966100000777,35.36534880182208,62
mlp_h40_e280_gt5,382,2024-07-01,16,0.64,0.9998,-0.001,0.0255,22.173059870000046,29.31484339232371,63
mlp_h40_e280_gt5,382,2024-07-01,16,0.64,0.9998,-0.0005,0.0265,1.4241966100000614,35.00842352312286,62
mlp_h40_e280_gt5,382,2025-01-01,14,0.58,0.998,-0.001,0.0255,10.021745299999974,30.09554566981974,60
mlp_h40_e280_gt5,382,2025-01-01,14,0.58,0.998,-0.0005,0.0265,11.90834041000004,27.80572423589211,61
mlp_h40_e280_gt5,382,2025-01-01,14,0.58,0.9998,-0.001,0.0255,10.021745299999974,30.09554566981974,60
mlp_h40_e280_gt5,382,2025-01-01,14,0.58,0.9998,-0.0005,0.0265,11.51834041000004,27.879807822450225,61
mlp_h40_e280_gt5,382,2025-01-01,14,0.6,0.998,-0.001,0.0255,10.021745299999974,30.09554566981974,60
mlp_h40_e280_gt5,382,2025-01-01,14,0.6,0.998,-0.0005,0.0265,11.90834041000004,27.80572423589211,61
mlp_h40_e280_gt5,382,2025-01-01,14,0.6,0.9998,-0.001,0.0255,10.021745299999974,30.09554566981974,60
mlp_h40_e280_gt5,382,2025-01-01,14,0.6,0.9998,-0.0005,0.0265,11.51834041000004,27.879807822450225,61
mlp_h40_e280_gt5,382,2025-01-01,14,0.64,0.998,-0.001,0.0255,10.021745299999974,30.09554566981974,60
mlp_h40_e280_gt5,382,2025-01-01,14,0.64,0.998,-0.0005,0.0265,11.90834041000004,27.80572423589211,61
mlp_h40_e280_gt5,382,2025-01-01,14,0.64,0.9998,-0.001,0.0255,10.021745299999974,30.09554566981974,60
mlp_h40_e280_gt5,382,2025-01-01,14,0.64,0.9998,-0.0005,0.0265,11.51834041000004,27.879807822450225,61
mlp_h40_e280_gt5,382,2025-01-01,15,0.58,0.998,-0.001,0.0255,20.86818807999997,24.482952579779276,63
mlp_h40_e280_gt5,382,2025-01-01,15,0.58,0.998,-0.0005,0.0265,13.25573883000002,28.077209395190074,62
mlp_h40_e280_gt5,382,2025-01-01,15,0.58,0.9998,-0.001,0.0255,19.128188079999987,25.26709053759224,63
mlp_h40_e280_gt5,382,2025-01-01,15,0.58,0.9998,-0.0005,0.0265,13.25573883000002,28.077209395190074,62
mlp_h40_e280_gt5,382,2025-01-01,15,0.6,0.998,-0.001,0.0255,20.86818807999997,24.482952579779276,63
mlp_h40_e280_gt5,382,2025-01-01,15,0.6,0.998,-0.0005,0.0265,13.25573883000002,28.077209395190074,62
mlp_h40_e280_gt5,382,2025-01-01,15,0.6,0.9998,-0.001,0.0255,19.128188079999987,25.26709053759224,63
mlp_h40_e280_gt5,382,2025-01-01,15,0.6,0.9998,-0.0005,0.0265,13.25573883000002,28.077209395190074,62
mlp_h40_e280_gt5,382,2025-01-01,15,0.64,0.998,-0.001,0.0255,20.86818807999997,24.482952579779276,63
mlp_h40_e280_gt5,382,2025-01-01,15,0.64,0.998,-0.0005,0.0265,13.25573883000002,28.077209395190074,62
mlp_h40_e280_gt5,382,2025-01-01,15,0.64,0.9998,-0.001,0.0255,19.128188079999987,25.26709053759224,63
mlp_h40_e280_gt5,382,2025-01-01,15,0.64,0.9998,-0.0005,0.0265,13.25573883000002,28.077209395190074,62
mlp_h40_e280_gt5,382,2025-01-01,16,0.58,0.998,-0.001,0.0255,51.32305987000001,22.838166778448425,64
mlp_h40_e280_gt5,382,2025-01-01,16,0.58,0.998,-0.0005,0.0265,17.085323890000083,27.079106521099618,63
mlp_h40_e280_gt5,382,2025-01-01,16,0.58,0.9998,-0.001,0.0255,48.49305987000001,22.838166778448425,64
mlp_h40_e280_gt5,382,2025-01-01,16,0.58,0.9998,-0.0005,0.0265,15.395323890000046,28.18799166819578,63
mlp_h40_e280_gt5,382,2025-01-01,16,0.6,0.998,-0.001,0.0255,51.32305987000001,22.838166778448425,64
mlp_h40_e280_gt5,382,2025-01-01,16,0.6,0.998,-0.0005,0.0265,17.085323890000083,27.079106521099618,63
mlp_h40_e280_gt5,382,2025-01-01,16,0.6,0.9998,-0.001,0.0255,48.49305987000001,22.838166778448425,64
mlp_h40_e280_gt5,382,2025-01-01,16,0.6,0.9998,-0.0005,0.0265,15.395323890000046,28.18799166819578,63
