variant,seed,score_base_start,alpha,threshold,alloc,gap_min,gap_max,ret_pct,dd_pct,trades
mlp_h64_e360_gt2,333,2024-07-01,14,0.6,0.9998,-0.001,0.0255,-57.231611719999975,82.70344020115158,60
mlp_h64_e360_gt2,333,2024-07-01,14,0.6,0.9998,-0.0005,0.0265,-62.26161172,84.02134557679351,62
mlp_h64_e360_gt2,333,2024-07-01,14,0.64,0.998,-0.001,0.0255,-57.231611719999975,82.70344020115158,60
mlp_h64_e360_gt2,333,2024-07-01,14,0.64,0.998,-0.0005,0.0265,-62.26161172,84.02134557679351,62
mlp_h64_e360_gt2,333,2024-07-01,14,0.64,0.9998,-0.001,0.0255,-57.231611719999975,82.70344020115158,60
mlp_h64_e360_gt2,333,2024-07-01,14,0.64,0.9998,-0.0005,0.0265,-62.26161172,84.02134557679351,62
mlp_h64_e360_gt2,333,2024-07-01,15,0.58,0.998,-0.001,0.0255,-76.48909881999997,83.5064059837673,57
mlp_h64_e360_gt2,333,2024-07-01,15,0.58,0.998,-0.0005,0.0265,-76.41673495999996,84.19607431166546,57
mlp_h64_e360_gt2,333,2024-07-01,15,0.58,0.9998,-0.001,0.0255,-76.48909881999997,83.5064059837673,57
mlp_h64_e360_gt2,333,2024-07-01,15,0.58,0.9998,-0.0005,0.0265,-76.41673495999996,84.19607431166546,57
mlp_h64_e360_gt2,333,2024-07-01,15,0.6,0.998,-0.001,0.0255,-76.48909881999997,83.5064059837673,57
mlp_h64_e360_gt2,333,2024-07-01,15,0.6,0.998,-0.0005,0.0265,-76.41673495999996,84.19607431166546,57
mlp_h64_e360_gt2,333,2024-07-01,15,0.6,0.9998,-0.001,0.0255,-76.48909881999997,83.5064059837673,57
mlp_h64_e360_gt2,333,2024-07-01,15,0.6,0.9998,-0.0005,0.0265,-76.41673495999996,84.19607431166546,57
mlp_h64_e360_gt2,333,2024-07-01,15,0.64,0.998,-0.001,0.0255,-76.48909881999997,83.5064059837673,57
mlp_h64_e360_gt2,333,2024-07-01,15,0.64,0.998,-0.0005,0.0265,-76.41673495999996,84.19607431166546,57
mlp_h64_e360_gt2,333,2024-07-01,15,0.64,0.9998,-0.001,0.0255,-76.48909881999997,83.5064059837673,57
mlp_h64_e360_gt2,333,2024-07-01,15,0.64,0.9998,-0.0005,0.0265,-76.41673495999996,84.19607431166546,57
mlp_h64_e360_gt2,333,2024-07-01,16,0.58,0.998,-0.001,0.0255,-59.23448177999996,79.37742199516042,62
mlp_h64_e360_gt2,333,2024-07-01,16,0.58,0.998,-0.0005,0.0265,-70.96211791999997,82.79962601898532,59
mlp_h64_e360_gt2,333,2024-07-01,16,0.58,0.9998,-0.001,0.0255,-59.23448177999996,79.37742199516042,62
mlp_h64_e360_gt2,333,2024-07-01,16,0.58,0.9998,-0.0005,0.0265,-70.96211791999997,82.79962601898532,59
mlp_h64_e360_gt2,333,2024-07-01,16,0.6,0.998,-0.001,0.0255,-59.23448177999996,79.37742199516042,62
mlp_h64_e360_gt2,333,2024-07-01,16,0.6,0.998,-0.0005,0.0265,-70.96211791999997,82.79962601898532,59
mlp_h64_e360_gt2,333,2024-07-01,16,0.6,0.9998,-0.001,0.0255,-59.23448177999996,79.37742199516042,62
mlp_h64_e360_gt2,333,2024-07-01,16,0.6,0.9998,-0.0005,0.0265,-70.96211791999997,82.79962601898532,59
mlp_h64_e360_gt2,333,2024-07-01,16,0.64,0.998,-0.001,0.0255,-59.23448177999996,79.37742199516042,62
mlp_h64_e360_gt2,333,2024-07-01,16,0.64,0.998,-0.0005,0.0265,-70.96211791999997,82.79962601898532,59
mlp_h64_e360_gt2,333,2024-07-01,16,0.64,0.9998,-0.001,0.0255,-59.23448177999996,79.37742199516042,62
mlp_h64_e360_gt2,333,2024-07-01,16,0.64,0.9998,-0.0005,0.0265,-70.96211791999997,82.79962601898532,59
mlp_h64_e360_gt2,333,2025-01-01,14,0.58,0.998,-0.001,0.0255,-51.64161171999997,79.47339532960062,62
mlp_h64_e360_gt2,333,2025-01-01,14,0.58,0.998,-0.0005,0.0265,-54.24161171999995,80.94427186491527,63
mlp_h64_e360_gt2,333,2025-01-01,14,0.58,0.9998,-0.001,0.0255,-51.64161171999997,79.47339532960062,62
mlp_h64_e360_gt2,333,2025-01-01,14,0.58,0.9998,-0.0005,0.0265,-52.11161171999997,79.74992011823977,63
mlp_h64_e360_gt2,333,2025-01-01,14,0.6,0.998,-0.001,0.0255,-51.64161171999997,79.47339532960062,62
mlp_h64_e360_gt2,333,2025-01-01,14,0.6,0.998,-0.0005,0.0265,-54.24161171999995,80.94427186491527,63
mlp_h64_e360_gt2,333,2025-01-01,14,0.6,0.9998,-0.001,0.0255,-51.64161171999997,79.47339532960062,62
mlp_h64_e360_gt2,333,2025-01-01,14,0.6,0.9998,-0.0005,0.0265,-52.11161171999997,79.74992011823977,63
mlp_h64_e360_gt2,333,2025-01-01,14,0.64,0.998,-0.001,0.0255,-51.64161171999997,79.47339532960062,62
mlp_h64_e360_gt2,333,2025-01-01,14,0.64,0.998,-0.0005,0.0265,-54.24161171999995,80.94427186491527,63
mlp_h64_e360_gt2,333,2025-01-01,14,0.64,0.9998,-0.001,0.0255,-51.64161171999997,79.47339532960062,62
mlp_h64_e360_gt2,333,2025-01-01,14,0.64,0.9998,-0.0005,0.0265,-52.11161171999997,79.74992011823977,63
mlp_h64_e360_gt2,333,2025-01-01,15,0.58,0.998,-0.001,0.0255,-74.93909881999997,82.33123879524786,57
mlp_h64_e360_gt2,333,2025-01-01,15,0.58,0.998,-0.0005,0.0265,-81.58673495999994,86.29312581305392,57
mlp_h64_e360_gt2,333,2025-01-01,15,0.58,0.9998,-0.001,0.0255,-74.93909881999997,82.33123879524786,57
mlp_h64_e360_gt2,333,2025-01-01,15,0.58,0.9998,-0.0005,0.0265,-81.58673495999994,86.29312581305392,57
mlp_h64_e360_gt2,333,2025-01-01,15,0.6,0.998,-0.001,0.0255,-74.93909881999997,82.33123879524786,57
mlp_h64_e360_gt2,333,2025-01-01,15,0.6,0.998,-0.0005,0.0265,-81.58673495999994,86.29312581305392,57
mlp_h64_e360_gt2,333,2025-01-01,15,0.6,0.9998,-0.001,0.0255,-74.93909881999997,82.33123879524786,57
mlp_h64_e360_gt2,333,2025-01-01,15,0.6,0.9998,-0.0005,0.0265,-81.58673495999994,86.29312581305392,57
mlp_h64_e360_gt2,333,2025-01-01,15,0.64,0.998,-0.001,0.0255,-74.93909881999997,82.33123879524786,57
mlp_h64_e360_gt2,333,2025-01-01,15,0.64,0.998,-0.0005,0.0265,-81.58673495999994,86.29312581305392,57
mlp_h64_e360_gt2,333,2025-01-01,15,0.64,0.9998,-0.001,0.0255,-74.93909881999997,82.33123879524786,57
mlp_h64_e360_gt2,333,2025-01-01,15,0.64,0.9998,-0.0005,0.0265,-81.58673495999994,86.29312581305392,57
mlp_h64_e360_gt2,333,2025-01-01,16,0.58,0.998,-0.001,0.0255,-59.23448177999996,79.37742199516042,62
mlp_h64_e360_gt2,333,2025-01-01,16,0.58,0.998,-0.0005,0.0265,-70.96211791999997,82.79962601898532,59
mlp_h64_e360_gt2,333,2025-01-01,16,0.58,0.9998,-0.001,0.0255,-59.23448177999996,79.37742199516042,62
mlp_h64_e360_gt2,333,2025-01-01,16,0.58,0.9998,-0.0005,0.0265,-70.96211791999997,82.79962601898532,59
mlp_h64_e360_gt2,333,2025-01-01,16,0.6,0.998,-0.001,0.0255,-59.23448177999996,79.37742199516042,62
mlp_h64_e360_gt2,333,2025-01-01,16,0.6,0.998,-0.0005,0.0265,-70.96211791999997,82.79962601898532,59
mlp_h64_e360_gt2,333,2025-01-01,16,0.6,0.9998,-0.001,0.0255,-59.23448177999996,79.37742199516042,62
mlp_h64_e360_gt2,333,2025-01-01,16,0.6,0.9998,-0.0005,0.0265,-70.96211791999997,82.79962601898532,59
mlp_h64_e360_gt2,333,2025-01-01,16,0.64,0.998,-0.001,0.0255,-59.23448177999996,79.37742199516042,62
mlp_h64_e360_gt2,333,2025-01-01,16,0.64,0.998,-0.0005,0.0265,-70.96211791999997,82.79962601898532,59
mlp_h64_e360_gt2,333,2025-01-01,16,0.64,0.9998,-0.001,0.0255,-59.23448177999996,79.37742199516042,62
mlp_h64_e360_gt2,333,2025-01-01,16,0.64,0.9998,-0.0005,0.0265,-70.96211791999997,82.79962601898532,59
mlp_h64_e360_gt2,373,2024-07-01,14,0.58,0.998,-0.001,0.0255,-16.162437480000047,47.041633418495984,64
mlp_h64_e360_gt2,373,2024-07-01,14,0.58,0.998,-0.0005,0.0265,-16.162437480000047,47.041633418495984,64
mlp_h64_e360_gt2,373,2024-07-01,14,0.58,0.9998,-0.001,0.0255,-16.162437480000047,47.041633418495984,64
mlp_h64_e360_gt2,373,2024-07-01,14,0.58,0.9998,-0.0005,0.0265,-16.162437480000047,47.041633418495984,64
mlp_h64_e360_gt2,373,2024-07-01,14,0.6,0.998,-0.001,0.0255,-16.162437480000047,47.041633418495984,64
mlp_h64_e360_gt2,373,2024-07-01,14,0.6,0.998,-0.0005,0.0265,-16.162437480000047,47.041633418495984,64
mlp_h64_e360_gt2,373,2024-07-01,14,0.6,0.9998,-0.001,0.0255,-16.162437480000047,47.041633418495984,64
mlp_h64_e360_gt2,373,2024-07-01,14,0.6,0.9998,-0.0005,0.0265,-16.162437480000047,47.041633418495984,64
mlp_h64_e360_gt2,373,2024-07-01,14,0.64,0.998,-0.001,0.0255,-16.162437480000047,47.041633418495984,64
mlp_h64_e360_gt2,373,2024-07-01,14,0.64,0.998,-0.0005,0.0265,-16.162437480000047,47.041633418495984,64
mlp_h64_e360_gt2,373,2024-07-01,14,0.64,0.9998,-0.001,0.0255,-16.162437480000047,47.041633418495984,64
mlp_h64_e360_gt2,373,2024-07-01,14,0.64,0.9998,-0.0005,0.0265,-16.162437480000047,47.041633418495984,64
mlp_h64_e360_gt2,373,2024-07-01,15,0.58,0.998,-0.001,0.0255,18.696236050000014,46.81819758009965,62
mlp_h64_e360_gt2,373,2024-07-01,15,0.58,0.998,-0.0005,0.0265,18.696236050000014,46.81819758009965,62
mlp_h64_e360_gt2,373,2024-07-01,15,0.58,0.9998,-0.001,0.0255,18.696236050000014,46.81819758009965,62
mlp_h64_e360_gt2,373,2024-07-01,15,0.58,0.9998,-0.0005,0.0265,18.696236050000014,46.81819758009965,62
mlp_h64_e360_gt2,373,2024-07-01,15,0.6,0.998,-0.001,0.0255,18.696236050000014,46.81819758009965,62
mlp_h64_e360_gt2,373,2024-07-01,15,0.6,0.998,-0.0005,0.0265,18.696236050000014,46.81819758009965,62
mlp_h64_e360_gt2,373,2024-07-01,15,0.6,0.9998,-0.001,0.0255,18.696236050000014,46.81819758009965,62
mlp_h64_e360_gt2,373,2024-07-01,15,0.6,0.9998,-0.0005,0.0265,18.696236050000014,46.81819758009965,62
mlp_h64_e360_gt2,373,2024-07-01,15,0.64,0.998,-0.001,0.0255,18.696236050000014,46.81819758009965,62
mlp_h64_e360_gt2,373,2024-07-01,15,0.64,0.998,-0.0005,0.0265,18.696236050000014,46.81819758009965,62
mlp_h64_e360_gt2,373,2024-07-01,15,0.64,0.9998,-0.001,0.0255,18.696236050000014,46.81819758009965,62
mlp_h64_e360_gt2,373,2024-07-01,15,0.64,0.9998,-0.0005,0.0265,18.696236050000014,46.81819758009965,62
mlp_h64_e360_gt2,373,2024-07-01,16,0.58,0.998,-0.001,0.0255,-25.001275480000018,51.79537192420416,62
mlp_h64_e360_gt2,373,2024-07-01,16,0.58,0.998,-0.0005,0.0265,-25.001275480000018,51.79537192420416,62
mlp_h64_e360_gt2,373,2024-07-01,16,0.58,0.9998,-0.001,0.0255,-25.001275480000018,51.79537192420416,62
mlp_h64_e360_gt2,373,2024-07-01,16,0.58,0.9998,-0.0005,0.0265,-25.001275480000018,51.79537192420416,62
mlp_h64_e360_gt2,373,2024-07-01,16,0.6,0.998,-0.001,0.0255,-25.001275480000018,51.79537192420416,62
mlp_h64_e360_gt2,373,2024-07-01,16,0.6,0.998,-0.0005,0.0265,-25.001275480000018,51.79537192420416,62
mlp_h64_e360_gt2,373,2024-07-01,16,0.6,0.9998,-0.001,0.0255,-25.001275480000018,51.79537192420416,62
mlp_h64_e360_gt2,373,2024-07-01,16,0.6,0.9998,-0.0005,0.0265,-25.001275480000018,51.79537192420416,62
mlp_h64_e360_gt2,373,2024-07-01,16,0.64,0.998,-0.001,0.0255,-25.001275480000018,51.79537192420416,62
mlp_h64_e360_gt2,373,2024-07-01,16,0.64,0.998,-0.0005,0.0265,-25.001275480000018,51.79537192420416,62
mlp_h64_e360_gt2,373,2024-07-01,16,0.64,0.9998,-0.001,0.0255,-25.001275480000018,51.79537192420416,62
mlp_h64_e360_gt2,373,2024-07-01,16,0.64,0.9998,-0.0005,0.0265,-25.001275480000018,51.79537192420416,62
mlp_h64_e360_gt2,373,2025-01-01,14,0.58,0.998,-0.001,0.0255,-13.552514710000029,50.126622568256515,63
mlp_h64_e360_gt2,373,2025-01-01,14,0.58,0.998,-0.0005,0.0265,-13.552514710000029,50.126622568256515,63
mlp_h64_e360_gt2,373,2025-01-01,14,0.58,0.9998,-0.001,0.0255,-13.552514710000029,50.126622568256515,63
mlp_h64_e360_gt2,373,2025-01-01,14,0.58,0.9998,-0.0005,0.0265,-13.552514710000029,50.126622568256515,63
mlp_h64_e360_gt2,373,2025-01-01,14,0.6,0.998,-0.001,0.0255,-13.552514710000029,50.126622568256515,63
mlp_h64_e360_gt2,373,2025-01-01,14,0.6,0.998,-0.0005,0.0265,-13.552514710000029,50.126622568256515,63
mlp_h64_e360_gt2,373,2025-01-01,14,0.6,0.9998,-0.001,0.0255,-13.552514710000029,50.126622568256515,63
mlp_h64_e360_gt2,373,2025-01-01,14,0.6,0.9998,-0.0005,0.0265,-13.552514710000029,50.126622568256515,63
mlp_h64_e360_gt2,373,2025-01-01,14,0.64,0.998,-0.001,0.0255,-13.552514710000029,50.126622568256515,63
mlp_h64_e360_gt2,373,2025-01-01,14,0.64,0.998,-0.0005,0.0265,-13.552514710000029,50.126622568256515,63
mlp_h64_e360_gt2,373,2025-01-01,14,0.64,0.9998,-0.001,0.0255,-13.552514710000029,50.126622568256515,63
mlp_h64_e360_gt2,373,2025-01-01,14,0.64,0.9998,-0.0005,0.0265,-13.552514710000029,50.126622568256515,63
mlp_h64_e360_gt2,373,2025-01-01,15,0.58,0.998,-0.001,0.0255,1.8374128100000275,46.589095858156206,63
mlp_h64_e360_gt2,373,2025-01-01,15,0.58,0.998,-0.0005,0.0265,1.8374128100000275,46.589095858156206,63
mlp_h64_e360_gt2,373,2025-01-01,15,0.58,0.9998,-0.001,0.0255,1.7074128100000197,46.33712485241012,63
mlp_h64_e360_gt2,373,2025-01-01,15,0.58,0.9998,-0.0005,0.0265,1.7074128100000197,46.33712485241012,63
mlp_h64_e360_gt2,373,2025-01-01,15,0.6,0.998,-0.001,0.0255,1.8374128100000275,46.589095858156206,63
mlp_h64_e360_gt2,373,2025-01-01,15,0.6,0.998,-0.0005,0.0265,1.8374128100000275,46.589095858156206,63
mlp_h64_e360_gt2,373,2025-01-01,15,0.6,0.9998,-0.001,0.0255,1.7074128100000197,46.33712485241012,63
mlp_h64_e360_gt2,373,2025-01-01,15,0.6,0.9998,-0.0005,0.0265,1.7074128100000197,46.33712485241012,63
mlp_h64_e360_gt2,373,2025-01-01,15,0.64,0.998,-0.001,0.0255,1.8374128100000275,46.589095858156206,63
mlp_h64_e360_gt2,373,2025-01-01,15,0.64,0.998,-0.0005,0.0265,1.8374128100000275,46.589095858156206,63
mlp_h64_e360_gt2,373,2025-01-01,15,0.64,0.9998,-0.001,0.0255,1.7074128100000197,46.33712485241012,63
mlp_h64_e360_gt2,373,2025-01-01,15,0.64,0.9998,-0.0005,0.0265,1.7074128100000197,46.33712485241012,63
mlp_h64_e360_gt2,373,2025-01-01,16,0.58,0.998,-0.001,0.0255,2.236906930000049,46.81819758009965,62
mlp_h64_e360_gt2,373,2025-01-01,16,0.58,0.998,-0.0005,0.0265,2.236906930000049,46.81819758009965,62
mlp_h64_e360_gt2,373,2025-01-01,16,0.58,0.9998,-0.001,0.0255,2.236906930000049,46.81819758009965,62
mlp_h64_e360_gt2,373,2025-01-01,16,0.58,0.9998,-0.0005,0.0265,2.236906930000049,46.81819758009965,62
mlp_h64_e360_gt2,373,2025-01-01,16,0.6,0.998,-0.001,0.0255,2.236906930000049,46.81819758009965,62
mlp_h64_e360_gt2,373,2025-01-01,16,0.6,0.998,-0.0005,0.0265,2.236906930000049,46.81819758009965,62
mlp_h64_e360_gt2,373,2025-01-01,16,0.6,0.9998,-0.001,0.0255,2.236906930000049,46.81819758009965,62
mlp_h64_e360_gt2,373,2025-01-01,16,0.6,0.9998,-0.0005,0.0265,2.236906930000049,46.81819758009965,62
mlp_h64_e360_gt2,373,2025-01-01,16,0.64,0.998,-0.001,0.0255,2.236906930000049,46.81819758009965,62
mlp_h64_e360_gt2,373,2025-01-01,16,0.64,0.998,-0.0005,0.0265,2.236906930000049,46.81819758009965,62
mlp_h64_e360_gt2,373,2025-01-01,16,0.64,0.9998,-0.001,0.0255,2.236906930000049,46.81819758009965,62
mlp_h64_e360_gt2,373,2025-01-01,16,0.64,0.9998,-0.0005,0.0265,2.236906930000049,46.81819758009965,62
mlp_h64_e360_gt2,421,2024-07-01,14,0.58,0.998,-0.001,0.0255,15.294257649999942,32.09588767851749,61
mlp_h64_e360_gt2,421,2024-07-01,14,0.58,0.998,-0.0005,0.0265,26.946575329999934,27.59834900899912,63
mlp_h64_e360_gt2,421,2024-07-01,14,0.58,0.9998,-0.001,0.0255,16.13425764999996,32.013585953718696,61
mlp_h64_e360_gt2,421,2024-07-01,14,0.58,0.9998,-0.0005,0.0265,26.31657532999998,30.083041038845177,63
mlp_h64_e360_gt2,421,2024-07-01,14,0.6,0.998,-0.001,0.0255,15.294257649999942,32.09588767851749,61
mlp_h64_e360_gt2,421,2024-07-01,14,0.6,0.998,-0.0005,0.0265,26.946575329999934,27.59834900899912,63
mlp_h64_e360_gt2,421,2024-07-01,14,0.6,0.9998,-0.001,0.0255,16.13425764999996,32.013585953718696,61
mlp_h64_e360_gt2,421,2024-07-01,14,0.6,0.9998,-0.0005,0.0265,26.31657532999998,30.083041038845177,63
mlp_h64_e360_gt2,421,2024-07-01,14,0.64,0.998,-0.001,0.0255,15.294257649999942,32.09588767851749,61
mlp_h64_e360_gt2,421,2024-07-01,14,0.64,0.998,-0.0005,0.0265,26.946575329999934,27.59834900899912,63
mlp_h64_e360_gt2,421,2024-07-01,14,0.64,0.9998,-0.001,0.0255,16.13425764999996,32.013585953718696,61
mlp_h64_e360_gt2,421,2024-07-01,14,0.64,0.9998,-0.0005,0.0265,26.31657532999998,30.083041038845177,63
mlp_h64_e360_gt2,421,2024-07-01,15,0.58,0.998,-0.001,0.0255,66.10498782999996,22.61572464566432,60
mlp_h64_e360_gt2,421,2024-07-01,15,0.58,0.998,-0.0005,0.0265,78.94774032999993,22.38963530874568,62
mlp_h64_e360_gt2,421,2024-07-01,15,0.58,0.9998,-0.001,0.0255,66.54498782999995,22.479723808699344,60
mlp_h64_e360_gt2,421,2024-07-01,15,0.58,0.9998,-0.0005,0.0265,79.68774032999994,22.4176689065985,62
mlp_h64_e360_gt2,421,2024-07-01,15,0.6,0.998,-0.001,0.0255,66.10498782999996,22.61572464566432,60
mlp_h64_e360_gt2,421,2024-07-01,15,0.6,0.998,-0.0005,0.0265,78.94774032999993,22.38963530874568,62
mlp_h64_e360_gt2,421,2024-07-01,15,0.6,0.9998,-0.001,0.0255,66.54498782999995,22.479723808699344,60
mlp_h64_e360_gt2,421,2024-07-01,15,0.6,0.9998,-0.0005,0.0265,79.68774032999994,22.4176689065985,62
mlp_h64_e360_gt2,421,2024-07-01,15,0.64,0.998,-0.001,0.0255,66.10498782999996,22.61572464566432,60
mlp_h64_e360_gt2,421,2024-07-01,15,0.64,0.998,-0.0005,0.0265,78.94774032999993,22.38963530874568,62
mlp_h64_e360_gt2,421,2024-07-01,15,0.64,0.9998,-0.001,0.0255,66.54498782999995,22.479723808699344,60
mlp_h64_e360_gt2,421,2024-07-01,15,0.64,0.9998,-0.0005,0.0265,79.68774032999994,22.4176689065985,62
mlp_h64_e360_gt2,421,2024-07-01,16,0.58,0.998,-0.001,0.0255,45.311862569999974,35.32249931339036,62
mlp_h64_e360_gt2,421,2024-07-01,16,0.58,0.998,-0.0005,0.0265,96.19701117000001,21.59907069403314,62
mlp_h64_e360_gt2,421,2024-07-01,16,0.58,0.9998,-0.001,0.0255,44.92186256999997,35.39674810495701,62
mlp_h64_e360_gt2,421,2024-07-01,16,0.58,0.9998,-0.0005,0.0265,95.51681348999995,21.723423986206075,62
mlp_h64_e360_gt2,421,2024-07-01,16,0.6,0.998,-0.001,0.0255,45.311862569999974,35.32249931339036,62
mlp_h64_e360_gt2,421,2024-07-01,16,0.6,0.998,-0.0005,0.0265,96.19701117000001,21.59907069403314,62
mlp_h64_e360_gt2,421,2024-07-01,16,0.6,0.9998,-0.001,0.0255,44.92186256999997,35.39674810495701,62
mlp_h64_e360_gt2,421,2024-07-01,16,0.6,0.9998,-0.0005,0.0265,95.51681348999995,21.723423986206075,62
mlp_h64_e360_gt2,421,2024-07-01,16,0.64,0.998,-0.001,0.0255,45.311862569999974,35.32249931339036,62
mlp_h64_e360_gt2,421,2024-07-01,16,0.64,0.998,-0.0005,0.0265,96.19701117000001,21.59907069403314,62
mlp_h64_e360_gt2,421,2024-07-01,16,0.64,0.9998,-0.001,0.0255,44.92186256999997,35.39674810495701,62
mlp_h64_e360_gt2,421,2024-07-01,16,0.64,0.9998,-0.0005,0.0265,95.51681348999995,21.723423986206075,62
mlp_h64_e360_gt2,421,2025-01-01,14,0.58,0.998,-0.001,0.0255,35.63425764999999,25.41704131252405,61
mlp_h64_e360_gt2,421,2025-01-01,14,0.58,0.998,-0.0005,0.0265,47.08657532999998,25.485027298811165,63
mlp_h64_e360_gt2,421,2025-01-01,14,0.58,0.9998,-0.001,0.0255,35.39425764999997,25.316470111867368,61
mlp_h64_e360_gt2,421,2025-01-01,14,0.58,0.9998,-0.0005,0.0265,48.39657532999997,25.136420880655088,63
mlp_h64_e360_gt2,421,2025-01-01,14,0.6,0.998,-0.001,0.0255,35.63425764999999,25.41704131252405,61
mlp_h64_e360_gt2,421,2025-01-01,14,0.6,0.998,-0.0005,0.0265,47.08657532999998,25.485027298811165,63
mlp_h64_e360_gt2,421,2025-01-01,14,0.6,0.9998,-0.001,0.0255,35.39425764999997,25.316470111867368,61
mlp_h64_e360_gt2,421,2025-01-01,14,0.6,0.9998,-0.0005,0.0265,48.39657532999997,25.136420880655088,63
mlp_h64_e360_gt2,421,2025-01-01,14,0.64,0.998,-0.001,0.0255,35.63425764999999,25.41704131252405,61
mlp_h64_e360_gt2,421,2025-01-01,14,0.64,0.998,-0.0005,0.0265,47.08657532999998,25.485027298811165,63
mlp_h64_e360_gt2,421,2025-01-01,14,0.64,0.9998,-0.001,0.0255,35.39425764999997,25.316470111867368,61
mlp_h64_e360_gt2,421,2025-01-01,14,0.64,0.9998,-0.0005,0.0265,48.39657532999997,25.136420880655088,63
mlp_h64_e360_gt2,421,2025-01-01,15,0.58,0.998,-0.001,0.0255,66.10498782999996,22.61572464566432,60
mlp_h64_e360_gt2,421,2025-01-01,15,0.58,0.998,-0.0005,0.0265,78.94774032999993,22.38963530874568,62
mlp_h64_e360_gt2,421,2025-01-01,15,0.58,0.9998,-0.001,0.0255,66.54498782999995,22.479723808699344,60
mlp_h64_e360_gt2,421,2025-01-01,15,0.58,0.9998,-0.0005,0.0265,79.68774032999994,22.4176689065985,62
mlp_h64_e360_gt2,421,2025-01-01,15,0.6,0.998,-0.001,0.0255,66.10498782999996,22.61572464566432,60
mlp_h64_e360_gt2,421,2025-01-01,15,0.6,0.998,-0.0005,0.0265,78.94774032999993,22.38963530874568,62
mlp_h64_e360_gt2,421,2025-01-01,15,0.6,0.9998,-0.001,0.0255,66.54498782999995,22.479723808699344,60
mlp_h64_e360_gt2,421,2025-01-01,15,0.6,0.9998,-0.0005,0.0265,79.68774032999994,22.4176689065985,62
mlp_h64_e360_gt2,421,2025-01-01,15,0.64,0.998,-0.001,0.0255,66.10498782999996,22.61572464566432,60
mlp_h64_e360_gt2,421,2025-01-01,15,0.64,0.998,-0.0005,0.0265,78.94774032999993,22.38963530874568,62
mlp_h64_e360_gt2,421,2025-01-01,15,0.64,0.9998,-0.001,0.0255,66.54498782999995,22.479723808699344,60
mlp_h64_e360_gt2,421,2025-01-01,15,0.64,0.9998,-0.0005,0.0265,79.68774032999994,22.4176689065985,62
mlp_h64_e360_gt2,421,2025-01-01,16,0.58,0.998,-0.001,0.0255,69.09732532999995,35.49585716487104,62
mlp_h64_e360_gt2,421,2025-01-01,16,0.58,0.998,-0.0005,0.0265,62.543822329999976,28.737562639867875,63
mlp_h64_e360_gt2,421,2025-01-01,16,0.58,0.9998,-0.001,0.0255,67.92899282999998,35.561782756378186,62
mlp_h64_e360_gt2,421,2025-01-01,16,0.58,0.9998,-0.0005,0.0265,62.153822329999976,28.804646817017794,63
mlp_h64_e360_gt2,421,2025-01-01,16,0.6,0.998,-0.001,0.0255,69.09732532999995,35.49585716487104,62
mlp_h64_e360_gt2,421,2025-01-01,16,0.6,0.998,-0.0005,0.0265,62.543822329999976,28.737562639867875,63
mlp_h64_e360_gt2,421,2025-01-01,16,0.6,0.9998,-0.001,0.0255,67.92899282999998,35.561782756378186,62
mlp_h64_e360_gt2,421,2025-01-01,16,0.6,0.9998,-0.0005,0.0265,62.153822329999976,28.804646817017794,63
mlp_h64_e360_gt2,421,2025-01-01,16,0.64,0.998,-0.001,0.0255,69.09732532999995,35.49585716487104,62
mlp_h64_e360_gt2,421,2025-01-01,16,0.64,0.998,-0.0005,0.0265,62.543822329999976,28.737562639867875,63
mlp_h64_e360_gt2,421,2025-01-01,16,0.64,0.9998,-0.001,0.0255,67.92899282999998,35.561782756378186,62
mlp_h64_e360_gt2,421,2025-01-01,16,0.64,0.9998,-0.0005,0.0265,62.153822329999976,28.804646817017794,63
mlp_h64_e360_gt2,453,2024-07-01,14,0.58,0.998,-0.001,0.0255,-4.27745028000005,39.12955956455342,58
mlp_h64_e360_gt2,453,2024-07-01,14,0.58,0.998,-0.0005,0.0265,19.372549719999977,39.12955956455342,58
mlp_h64_e360_gt2,453,2024-07-01,14,0.58,0.9998,-0.001,0.0255,-3.847450280000053,39.04897539265109,58
mlp_h64_e360_gt2,453,2024-07-01,14,0.58,0.9998,-0.0005,0.0265,19.54254971999998,39.04897539265109,58
mlp_h64_e360_gt2,453,2024-07-01,14,0.6,0.998,-0.001,0.0255,-4.27745028000005,39.12955956455342,58
mlp_h64_e360_gt2,453,2024-07-01,14,0.6,0.998,-0.0005,0.0265,19.372549719999977,39.12955956455342,58
mlp_h64_e360_gt2,453,2024-07-01,14,0.6,0.9998,-0.001,0.0255,-3.847450280000053,39.04897539265109,58
mlp_h64_e360_gt2,453,2024-07-01,14,0.6,0.9998,-0.0005,0.0265,19.54254971999998,39.04897539265109,58
mlp_h64_e360_gt2,453,2024-07-01,14,0.64,0.998,-0.001,0.0255,-4.27745028000005,39.12955956455342,58
mlp_h64_e360_gt2,453,2024-07-01,14,0.64,0.998,-0.0005,0.0265,19.372549719999977,39.12955956455342,58
mlp_h64_e360_gt2,453,2024-07-01,14,0.64,0.9998,-0.001,0.0255,-3.847450280000053,39.04897539265109,58
mlp_h64_e360_gt2,453,2024-07-01,14,0.64,0.9998,-0.0005,0.0265,19.54254971999998,39.04897539265109,58
mlp_h64_e360_gt2,453,2024-07-01,15,0.58,0.998,-0.001,0.0255,-13.710525620000046,40.423709347161044,59
