stage,hidden,epochs,lr,weight_decay,target_gt,seed,tag,alpha,threshold,alloc,gap_min,gap_max,ret_pct,dd_pct,trades,obj
stage1,88,500,0.0205,0.00018,0.01,440,local,15,0.64,0.9998,-0.0005,0.0265,2864.287344633972,20.487777580081044,64,2341.354035024247
stage1,88,500,0.0215,0.00022,0.01,440,local,15,0.6,0.9998,-0.001,0.0255,3032.330230964772,16.01910595150687,65,3032.330230964772
stage1,88,500,0.0215,0.00022,0.01,440,local,15,0.62,0.9998,-0.001,0.0255,3055.384797133972,16.01910595150687,64,3055.384797133972
stage1,88,500,0.0215,0.00022,0.01,440,local,15,0.64,0.9998,-0.0005,0.0265,1876.7631482998,18.22800339605088,64,1625.002740773694
stage1,88,500,0.021,0.00016,0.01,440,local,15,0.6,0.9998,-0.001,0.0255,3055.384797133972,16.01910595150687,64,3055.384797133972
stage1,88,500,0.021,0.00016,0.01,440,local,15,0.62,0.9998,-0.001,0.0255,3055.384797133972,16.01910595150687,64,3055.384797133972
stage1,88,500,0.021,0.00016,0.01,440,local,15,0.64,0.9998,-0.0005,0.0265,3055.384797133972,16.01910595150687,64,3055.384797133972
stage1,88,500,0.021,0.00024,0.01,440,local,15,0.6,0.9998,-0.001,0.0255,3055.384797133972,16.01910595150687,64,3055.384797133972
stage1,88,500,0.021,0.00024,0.01,440,local,15,0.62,0.9998,-0.001,0.0255,3055.384797133972,16.01910595150687,64,3055.384797133972
stage1,88,500,0.021,0.00024,0.01,440,local,15,0.64,0.9998,-0.0005,0.0265,3055.384797133972,16.01910595150687,64,3055.384797133972
stage1,86,500,0.021,0.0002,0.01,440,local,15,0.6,0.9998,-0.001,0.0255,-54.30942815000004,69.03830336156165,60,-6403.305831537398
stage1,86,500,0.021,0.0002,0.01,440,local,15,0.62,0.9998,-0.001,0.0255,-54.30942815000004,69.03830336156165,60,-6403.305831537398
stage1,86,500,0.021,0.0002,0.01,440,local,15,0.64,0.9998,-0.0005,0.0265,-33.56475364000004,59.7494393776779,61,-5267.8974789613485
stage1,90,500,0.021,0.0002,0.01,440,local,15,0.6,0.9998,-0.001,0.0255,-49.10091246000001,64.58762036219183,59,-5864.015355923019
stage1,90,500,0.021,0.0002,0.01,440,local,15,0.62,0.9998,-0.001,0.0255,-49.10091246000001,64.58762036219183,59,-5864.015355923019
stage1,90,500,0.021,0.0002,0.01,440,local,15,0.64,0.9998,-0.0005,0.0265,-46.62091246000004,64.76904048171448,59,-5883.305770265739
stage1,92,520,0.02,0.0002,0.011,440,local,15,0.6,0.9998,-0.001,0.0255,-33.83692639999999,51.38621126871347,58,-4264.5822786456165
stage1,92,520,0.02,0.0002,0.011,440,local,15,0.62,0.9998,-0.001,0.0255,-33.83692639999999,51.38621126871347,58,-4264.5822786456165
stage1,92,520,0.02,0.0002,0.011,440,local,15,0.64,0.9998,-0.0005,0.0265,-24.373621320000026,44.884942097538726,58,-3474.966673024647
stage1,84,520,0.021,0.0002,0.009,440,local,15,0.6,0.9998,-0.001,0.0255,-57.789355549999996,63.444793180000026,59,-5735.564537150003
stage1,84,520,0.021,0.0002,0.009,440,local,15,0.62,0.9998,-0.001,0.0255,-57.789355549999996,63.444793180000026,59,-5735.564537150003
