round,stage,hidden,epochs,lr,weight_decay,target_gt,seed,tag,score_base_start,alpha,sell_rule,top_k,threshold,alloc,gap_min,gap_max,max_broken_rate,min_red_rate,max_limit_down,max_pullback,ret_pct,dd_pct,trades,obj
1,fixedhp100_v16,88,500,0.021,0.00016,0.01,440,tie_wd16,2025-02-01,15,loss_rebound_t3,3,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,3091.114719633972,16.01910595150687,63,3091.114719633972
1,fixedhp100_v16,88,500,0.021,0.00016,0.01,440,tie_wd16,2025-03-01,15,loss_rebound_t3,3,0.64,0.9998,-0.0005,0.0255,0.406,0.287,10,0.06,3091.114719633972,16.01910595150687,63,3091.114719633972
1,fixedhp100_v16,88,500,0.021,0.00016,0.01,440,tie_wd16,2025-02-01,15,strong_hold_t3,2,0.62,0.999,-0.0005,0.0265,0.406,0.275,10,0.06,834.8692279241454,21.018873096243667,57,248.20445637490536
1,fixedhp100_v16,88,500,0.021,0.00016,0.01,440,tie_wd16,2025-02-01,15,strong_hold_t3,3,0.66,1.0,-0.0005,0.0255,0.406,0.275,12,0.06,740.7248040804297,36.62935923043512,59,-1719.198303571785
1,fixedhp100_v16,88,500,0.021,0.00016,0.01,440,tie_wd16,2025-02-01,15,t2_close,2,0.68,0.9998,-0.0005,0.0265,0.412,0.275,10,0.06,1238.2918278100665,19.11557618370554,58,880.0226857654018
1,fixedhp100_v16,88,500,0.021,0.00016,0.01,440,tie_wd16,2025-04-01,15,loss_rebound_t3,3,0.7,1.0,-0.001,0.0255,0.412,0.275,12,0.065,1116.5885049230033,21.02060346539887,63,529.7160890751386
1,fixedhp100_v16,88,500,0.0215,0.00022,0.01,440,tie_lr215,2025-02-01,15,loss_rebound_t3,3,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,3091.114719633972,16.01910595150687,63,3091.114719633972
1,fixedhp100_v16,88,500,0.0215,0.00022,0.01,440,tie_lr215,2025-03-01,15,loss_rebound_t3,3,0.64,0.9998,-0.0005,0.0255,0.406,0.287,10,0.06,3091.114719633972,16.01910595150687,63,3091.114719633972
1,fixedhp100_v16,88,500,0.0215,0.00022,0.01,440,tie_lr215,2025-02-01,15,strong_hold_t3,2,0.62,0.999,-0.0005,0.0265,0.406,0.275,10,0.06,834.8692279241454,21.018873096243667,57,248.20445637490536
1,fixedhp100_v16,88,500,0.0215,0.00022,0.01,440,tie_lr215,2025-02-01,15,strong_hold_t3,3,0.66,1.0,-0.0005,0.0255,0.406,0.275,12,0.06,740.7248040804297,36.62935923043512,59,-1719.198303571785
1,fixedhp100_v16,88,500,0.0215,0.00022,0.01,440,tie_lr215,2025-02-01,15,t2_close,2,0.68,0.9998,-0.0005,0.0265,0.412,0.275,10,0.06,1128.526546890537,19.11557618370554,58,770.2574048458723
1,fixedhp100_v16,88,500,0.0215,0.00022,0.01,440,tie_lr215,2025-04-01,15,loss_rebound_t3,3,0.7,1.0,-0.001,0.0255,0.412,0.275,12,0.065,1077.121201264757,20.92553836524847,63,501.6565974349404
1,fixedhp100_v16,88,480,0.022,0.0002,0.01,440,local_alt,2025-02-01,15,loss_rebound_t3,3,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,3091.114719633972,16.01910595150687,63,3091.114719633972
1,fixedhp100_v16,88,480,0.022,0.0002,0.01,440,local_alt,2025-03-01,15,loss_rebound_t3,3,0.64,0.9998,-0.0005,0.0255,0.406,0.287,10,0.06,3091.114719633972,16.01910595150687,63,3091.114719633972
1,fixedhp100_v16,88,480,0.022,0.0002,0.01,440,local_alt,2025-02-01,15,strong_hold_t3,2,0.62,0.999,-0.0005,0.0265,0.406,0.275,10,0.06,834.8692279241454,21.018873096243667,57,248.20445637490536
1,fixedhp100_v16,88,480,0.022,0.0002,0.01,440,local_alt,2025-02-01,15,strong_hold_t3,3,0.66,1.0,-0.0005,0.0255,0.406,0.275,12,0.06,740.7248040804297,36.62935923043512,59,-1719.198303571785
1,fixedhp100_v16,88,480,0.022,0.0002,0.01,440,local_alt,2025-02-01,15,t2_close,2,0.68,0.9998,-0.0005,0.0265,0.412,0.275,10,0.06,1128.526546890537,19.11557618370554,58,770.2574048458723
1,fixedhp100_v16,88,480,0.022,0.0002,0.01,440,local_alt,2025-04-01,15,loss_rebound_t3,3,0.7,1.0,-0.001,0.0255,0.412,0.275,12,0.065,1116.5885049230033,21.02060346539887,63,529.7160890751386
2,fixedhp100_v16,88,500,0.021,0.0002,0.01,440,incumbent,2025-02-01,15,loss_rebound_t3,3,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,3091.114719633972,16.01910595150687,63,3091.114719633972
2,fixedhp100_v16,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,loss_rebound_t3,3,0.64,0.9998,-0.0005,0.0255,0.406,0.287,10,0.06,3091.114719633972,16.01910595150687,63,3091.114719633972
2,fixedhp100_v16,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,loss_rebound_t3,3,0.64,1.0,-0.001,0.0255,0.412,0.287,10,0.065,3068.8516971339723,16.012467488406898,63,3068.8516971339723
2,fixedhp100_v16,88,500,0.021,0.0002,0.01,440,incumbent,2025-04-01,15,strong_hold_t3,3,0.64,1.0,-0.001,0.0255,0.406,0.275,10,0.06,1121.8917402389295,36.57978749203921,58,-1332.0827588057757
2,fixedhp100_v16,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,strong_hold_t3,4,0.64,1.0,-0.001,0.0255,0.412,0.275,12,0.06,484.9642334519423,31.066262240000786,64,-1307.387235348152
2,fixedhp100_v16,88,500,0.021,0.0002,0.01,440,incumbent,2025-02-01,15,strong_hold_t3,2,0.7,0.999,-0.001,0.0255,0.412,0.275,12,0.06,779.1141154241454,21.018873096243667,58,192.44934387490537
2,fixedhp100_v16,88,520,0.0205,0.0002,0.01,440,tie_e520,2025-02-01,15,loss_rebound_t3,3,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,3091.114719633972,16.01910595150687,63,3091.114719633972
2,fixedhp100_v16,88,520,0.0205,0.0002,0.01,440,tie_e520,2025-03-01,15,loss_rebound_t3,3,0.64,0.9998,-0.0005,0.0255,0.406,0.287,10,0.06,3091.114719633972,16.01910595150687,63,3091.114719633972
2,fixedhp100_v16,88,520,0.0205,0.0002,0.01,440,tie_e520,2025-03-01,15,loss_rebound_t3,3,0.64,1.0,-0.001,0.0255,0.412,0.287,10,0.065,3068.8516971339723,16.012467488406898,63,3068.8516971339723
2,fixedhp100_v16,88,520,0.0205,0.0002,0.01,440,tie_e520,2025-04-01,15,strong_hold_t3,3,0.64,1.0,-0.001,0.0255,0.406,0.275,10,0.06,1121.8917402389295,36.57978749203921,58,-1332.0827588057757
2,fixedhp100_v16,88,520,0.0205,0.0002,0.01,440,tie_e520,2025-03-01,15,strong_hold_t3,4,0.64,1.0,-0.001,0.0255,0.412,0.275,12,0.06,484.9642334519423,31.066262240000786,64,-1307.387235348152
2,fixedhp100_v16,88,520,0.0205,0.0002,0.01,440,tie_e520,2025-02-01,15,strong_hold_t3,2,0.7,0.999,-0.001,0.0255,0.412,0.275,12,0.06,779.1141154241454,21.018873096243667,58,192.44934387490537
2,fixedhp100_v16,88,500,0.021,0.00016,0.01,440,tie_wd16,2025-02-01,15,loss_rebound_t3,3,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,3091.114719633972,16.01910595150687,63,3091.114719633972
2,fixedhp100_v16,88,500,0.021,0.00016,0.01,440,tie_wd16,2025-03-01,15,loss_rebound_t3,3,0.64,0.9998,-0.0005,0.0255,0.406,0.287,10,0.06,3091.114719633972,16.01910595150687,63,3091.114719633972
2,fixedhp100_v16,88,500,0.021,0.00016,0.01,440,tie_wd16,2025-03-01,15,loss_rebound_t3,3,0.64,1.0,-0.001,0.0255,0.412,0.287,10,0.065,3068.8516971339723,16.012467488406898,63,3068.8516971339723
2,fixedhp100_v16,88,500,0.021,0.00016,0.01,440,tie_wd16,2025-04-01,15,strong_hold_t3,3,0.64,1.0,-0.001,0.0255,0.406,0.275,10,0.06,1121.8917402389295,36.57978749203921,58,-1332.0827588057757
2,fixedhp100_v16,88,500,0.021,0.00016,0.01,440,tie_wd16,2025-03-01,15,strong_hold_t3,4,0.64,1.0,-0.001,0.0255,0.412,0.275,12,0.06,484.9642334519423,31.066262240000786,64,-1307.387235348152
2,fixedhp100_v16,88,500,0.021,0.00016,0.01,440,tie_wd16,2025-02-01,15,strong_hold_t3,2,0.7,0.999,-0.001,0.0255,0.412,0.275,12,0.06,779.1141154241454,21.018873096243667,58,192.44934387490537
2,fixedhp100_v16,88,500,0.0215,0.00022,0.01,440,tie_lr215,2025-02-01,15,loss_rebound_t3,3,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,3091.114719633972,16.01910595150687,63,3091.114719633972
2,fixedhp100_v16,88,500,0.0215,0.00022,0.01,440,tie_lr215,2025-03-01,15,loss_rebound_t3,3,0.64,0.9998,-0.0005,0.0255,0.406,0.287,10,0.06,3091.114719633972,16.01910595150687,63,3091.114719633972
2,fixedhp100_v16,88,500,0.0215,0.00022,0.01,440,tie_lr215,2025-03-01,15,loss_rebound_t3,3,0.64,1.0,-0.001,0.0255,0.412,0.287,10,0.065,3068.8516971339723,16.012467488406898,63,3068.8516971339723
2,fixedhp100_v16,88,500,0.0215,0.00022,0.01,440,tie_lr215,2025-04-01,15,strong_hold_t3,3,0.64,1.0,-0.001,0.0255,0.406,0.275,10,0.06,1072.8813690804297,36.62935923043512,58,-1387.041738571785
2,fixedhp100_v16,88,500,0.0215,0.00022,0.01,440,tie_lr215,2025-03-01,15,strong_hold_t3,4,0.64,1.0,-0.001,0.0255,0.412,0.275,12,0.06,484.9642334519423,31.066262240000786,64,-1307.387235348152
2,fixedhp100_v16,88,500,0.0215,0.00022,0.01,440,tie_lr215,2025-02-01,15,strong_hold_t3,2,0.7,0.999,-0.001,0.0255,0.412,0.275,12,0.06,779.1141154241454,21.018873096243667,58,192.44934387490537
2,fixedhp100_v16,88,480,0.022,0.0002,0.01,440,local_alt,2025-02-01,15,loss_rebound_t3,3,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,3091.114719633972,16.01910595150687,63,3091.114719633972
2,fixedhp100_v16,88,480,0.022,0.0002,0.01,440,local_alt,2025-03-01,15,loss_rebound_t3,3,0.64,0.9998,-0.0005,0.0255,0.406,0.287,10,0.06,3091.114719633972,16.01910595150687,63,3091.114719633972
2,fixedhp100_v16,88,480,0.022,0.0002,0.01,440,local_alt,2025-03-01,15,loss_rebound_t3,3,0.64,1.0,-0.001,0.0255,0.412,0.287,10,0.065,3068.8516971339723,16.012467488406898,63,3068.8516971339723
2,fixedhp100_v16,88,480,0.022,0.0002,0.01,440,local_alt,2025-04-01,15,strong_hold_t3,3,0.64,1.0,-0.001,0.0255,0.406,0.275,10,0.06,1121.8917402389295,36.57978749203921,58,-1332.0827588057757
2,fixedhp100_v16,88,480,0.022,0.0002,0.01,440,local_alt,2025-03-01,15,strong_hold_t3,4,0.64,1.0,-0.001,0.0255,0.412,0.275,12,0.06,484.9642334519423,31.066262240000786,64,-1307.387235348152
2,fixedhp100_v16,88,480,0.022,0.0002,0.01,440,local_alt,2025-02-01,15,strong_hold_t3,2,0.7,0.999,-0.001,0.0255,0.412,0.275,12,0.06,779.1141154241454,21.018873096243667,58,192.44934387490537
3,fixedhp100_v16,88,500,0.021,0.0002,0.01,440,incumbent,2025-02-01,15,loss_rebound_t3,3,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,3091.114719633972,16.01910595150687,63,3091.114719633972
3,fixedhp100_v16,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,loss_rebound_t3,3,0.64,0.9998,-0.0005,0.0255,0.406,0.287,10,0.06,3091.114719633972,16.01910595150687,63,3091.114719633972
3,fixedhp100_v16,88,500,0.021,0.0002,0.01,440,incumbent,2025-02-01,15,loss_rebound_t3,2,0.7,1.0,-0.001,0.0255,0.406,0.287,12,0.065,1010.9579034658693,27.93417352535012,57,-405.5429195761451
3,fixedhp100_v16,88,500,0.021,0.0002,0.01,440,incumbent,2025-02-01,15,strong_hold_t3,4,0.68,1.0,-0.001,0.0255,0.412,0.275,10,0.065,718.1950384519423,31.066262240000786,63,-1074.156430348152
3,fixedhp100_v16,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,strong_hold_t3,4,0.66,0.999,-0.0005,0.0265,0.412,0.287,10,0.065,717.3625875738925,31.048686182309602,63,-1072.8797543032597
3,fixedhp100_v16,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,loss_rebound_t3,2,0.62,0.999,-0.001,0.0255,0.406,0.287,10,0.06,1117.5752884658696,27.93417352535012,57,-298.92553457614486
3,fixedhp100_v16,88,520,0.0205,0.0002,0.01,440,tie_e520,2025-02-01,15,loss_rebound_t3,3,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,3091.114719633972,16.01910595150687,63,3091.114719633972
3,fixedhp100_v16,88,520,0.0205,0.0002,0.01,440,tie_e520,2025-03-01,15,loss_rebound_t3,3,0.64,0.9998,-0.0005,0.0255,0.406,0.287,10,0.06,3091.114719633972,16.01910595150687,63,3091.114719633972
3,fixedhp100_v16,88,520,0.0205,0.0002,0.01,440,tie_e520,2025-02-01,15,loss_rebound_t3,2,0.7,1.0,-0.001,0.0255,0.406,0.287,12,0.065,429.6463993987604,27.93417352535012,56,-986.854423643254
3,fixedhp100_v16,88,520,0.0205,0.0002,0.01,440,tie_e520,2025-02-01,15,strong_hold_t3,4,0.68,1.0,-0.001,0.0255,0.412,0.275,10,0.065,718.1950384519423,31.066262240000786,63,-1074.156430348152
3,fixedhp100_v16,88,520,0.0205,0.0002,0.01,440,tie_e520,2025-03-01,15,strong_hold_t3,4,0.66,0.999,-0.0005,0.0265,0.412,0.287,10,0.065,717.3625875738925,31.048686182309602,63,-1072.8797543032597
3,fixedhp100_v16,88,520,0.0205,0.0002,0.01,440,tie_e520,2025-03-01,15,loss_rebound_t3,2,0.62,0.999,-0.001,0.0255,0.406,0.287,10,0.06,481.4260068987604,27.93417352535012,56,-935.074816143254
3,fixedhp100_v16,88,500,0.021,0.00016,0.01,440,tie_wd16,2025-02-01,15,loss_rebound_t3,3,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,3091.114719633972,16.01910595150687,63,3091.114719633972
3,fixedhp100_v16,88,500,0.021,0.00016,0.01,440,tie_wd16,2025-03-01,15,loss_rebound_t3,3,0.64,0.9998,-0.0005,0.0255,0.406,0.287,10,0.06,3091.114719633972,16.01910595150687,63,3091.114719633972
3,fixedhp100_v16,88,500,0.021,0.00016,0.01,440,tie_wd16,2025-02-01,15,loss_rebound_t3,2,0.7,1.0,-0.001,0.0255,0.406,0.287,12,0.065,1010.9579034658693,27.93417352535012,57,-405.5429195761451
3,fixedhp100_v16,88,500,0.021,0.00016,0.01,440,tie_wd16,2025-02-01,15,strong_hold_t3,4,0.68,1.0,-0.001,0.0255,0.412,0.275,10,0.065,718.1950384519423,31.066262240000786,63,-1074.156430348152
3,fixedhp100_v16,88,500,0.021,0.00016,0.01,440,tie_wd16,2025-03-01,15,strong_hold_t3,4,0.66,0.999,-0.0005,0.0265,0.412,0.287,10,0.065,717.3625875738925,31.048686182309602,63,-1072.8797543032597
3,fixedhp100_v16,88,500,0.021,0.00016,0.01,440,tie_wd16,2025-03-01,15,loss_rebound_t3,2,0.62,0.999,-0.001,0.0255,0.406,0.287,10,0.06,1117.5752884658696,27.93417352535012,57,-298.92553457614486
3,fixedhp100_v16,88,500,0.0215,0.00022,0.01,440,tie_lr215,2025-02-01,15,loss_rebound_t3,3,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,3091.114719633972,16.01910595150687,63,3091.114719633972
3,fixedhp100_v16,88,500,0.0215,0.00022,0.01,440,tie_lr215,2025-03-01,15,loss_rebound_t3,3,0.64,0.9998,-0.0005,0.0255,0.406,0.287,10,0.06,3091.114719633972,16.01910595150687,63,3091.114719633972
3,fixedhp100_v16,88,500,0.0215,0.00022,0.01,440,tie_lr215,2025-02-01,15,loss_rebound_t3,2,0.7,1.0,-0.001,0.0255,0.406,0.287,12,0.065,429.6463993987604,27.93417352535012,56,-986.854423643254
3,fixedhp100_v16,88,500,0.0215,0.00022,0.01,440,tie_lr215,2025-02-01,15,strong_hold_t3,4,0.68,1.0,-0.001,0.0255,0.412,0.275,10,0.065,718.1950384519423,31.066262240000786,63,-1074.156430348152
3,fixedhp100_v16,88,500,0.0215,0.00022,0.01,440,tie_lr215,2025-03-01,15,strong_hold_t3,4,0.66,0.999,-0.0005,0.0265,0.412,0.287,10,0.065,717.3625875738925,31.048686182309602,63,-1072.8797543032597
3,fixedhp100_v16,88,500,0.0215,0.00022,0.01,440,tie_lr215,2025-03-01,15,loss_rebound_t3,2,0.62,0.999,-0.001,0.0255,0.406,0.287,10,0.06,476.37704100436025,27.93417352535012,57,-940.1237820376541
3,fixedhp100_v16,88,480,0.022,0.0002,0.01,440,local_alt,2025-02-01,15,loss_rebound_t3,3,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,3091.114719633972,16.01910595150687,63,3091.114719633972
3,fixedhp100_v16,88,480,0.022,0.0002,0.01,440,local_alt,2025-03-01,15,loss_rebound_t3,3,0.64,0.9998,-0.0005,0.0255,0.406,0.287,10,0.06,3091.114719633972,16.01910595150687,63,3091.114719633972
3,fixedhp100_v16,88,480,0.022,0.0002,0.01,440,local_alt,2025-02-01,15,loss_rebound_t3,2,0.7,1.0,-0.001,0.0255,0.406,0.287,12,0.065,429.6463993987604,27.93417352535012,56,-986.854423643254
3,fixedhp100_v16,88,480,0.022,0.0002,0.01,440,local_alt,2025-02-01,15,strong_hold_t3,4,0.68,1.0,-0.001,0.0255,0.412,0.275,10,0.065,718.1950384519423,31.066262240000786,63,-1074.156430348152
3,fixedhp100_v16,88,480,0.022,0.0002,0.01,440,local_alt,2025-03-01,15,strong_hold_t3,4,0.66,0.999,-0.0005,0.0265,0.412,0.287,10,0.065,717.3625875738925,31.048686182309602,63,-1072.8797543032597
3,fixedhp100_v16,88,480,0.022,0.0002,0.01,440,local_alt,2025-03-01,15,loss_rebound_t3,2,0.62,0.999,-0.001,0.0255,0.406,0.287,10,0.06,481.4260068987604,27.93417352535012,56,-935.074816143254
4,fixedhp100_v16,88,500,0.021,0.0002,0.01,440,incumbent,2025-02-01,15,loss_rebound_t3,3,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,3091.114719633972,16.01910595150687,63,3091.114719633972
4,fixedhp100_v16,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,loss_rebound_t3,3,0.64,0.9998,-0.0005,0.0255,0.406,0.287,10,0.06,3091.114719633972,16.01910595150687,63,3091.114719633972
4,fixedhp100_v16,88,500,0.021,0.0002,0.01,440,incumbent,2025-02-01,15,strong_hold_t3,4,0.66,1.0,-0.0005,0.0255,0.412,0.287,12,0.065,484.9642334519423,31.066262240000786,64,-1307.387235348152
4,fixedhp100_v16,88,500,0.021,0.0002,0.01,440,incumbent,2025-04-01,15,loss_rebound_t3,3,0.64,0.999,-0.0005,0.0265,0.412,0.275,12,0.06,1119.4666274230026,20.770978695471733,63,562.5491839663945
4,fixedhp100_v16,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,t2_close,2,0.68,0.9998,-0.0005,0.0265,0.412,0.275,12,0.06,856.8249510003373,19.11557618370554,60,498.5558089556725
4,fixedhp100_v16,88,500,0.021,0.0002,0.01,440,incumbent,2025-02-01,15,loss_rebound_t3,2,0.62,1.0,-0.0005,0.0265,0.412,0.275,12,0.065,1010.9579034658693,27.93417352535012,57,-405.5429195761451
4,fixedhp100_v16,88,520,0.0205,0.0002,0.01,440,tie_e520,2025-02-01,15,loss_rebound_t3,3,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,3091.114719633972,16.01910595150687,63,3091.114719633972
4,fixedhp100_v16,88,520,0.0205,0.0002,0.01,440,tie_e520,2025-03-01,15,loss_rebound_t3,3,0.64,0.9998,-0.0005,0.0255,0.406,0.287,10,0.06,3091.114719633972,16.01910595150687,63,3091.114719633972
4,fixedhp100_v16,88,520,0.0205,0.0002,0.01,440,tie_e520,2025-02-01,15,strong_hold_t3,4,0.66,1.0,-0.0005,0.0255,0.412,0.287,12,0.065,484.9642334519423,31.066262240000786,64,-1307.387235348152
4,fixedhp100_v16,88,520,0.0205,0.0002,0.01,440,tie_e520,2025-04-01,15,loss_rebound_t3,3,0.64,0.999,-0.0005,0.0265,0.412,0.275,12,0.06,1119.4666274230026,20.770978695471733,63,562.5491839663945
4,fixedhp100_v16,88,520,0.0205,0.0002,0.01,440,tie_e520,2025-03-01,15,t2_close,2,0.68,0.9998,-0.0005,0.0265,0.412,0.275,12,0.06,856.8249510003373,19.11557618370554,60,498.5558089556725
4,fixedhp100_v16,88,520,0.0205,0.0002,0.01,440,tie_e520,2025-02-01,15,loss_rebound_t3,2,0.62,1.0,-0.0005,0.0265,0.412,0.275,12,0.065,605.5361626485101,27.93417352535012,57,-810.9646603935043
4,fixedhp100_v16,88,500,0.021,0.00016,0.01,440,tie_wd16,2025-02-01,15,loss_rebound_t3,3,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,3091.114719633972,16.01910595150687,63,3091.114719633972
4,fixedhp100_v16,88,500,0.021,0.00016,0.01,440,tie_wd16,2025-03-01,15,loss_rebound_t3,3,0.64,0.9998,-0.0005,0.0255,0.406,0.287,10,0.06,3091.114719633972,16.01910595150687,63,3091.114719633972
4,fixedhp100_v16,88,500,0.021,0.00016,0.01,440,tie_wd16,2025-02-01,15,strong_hold_t3,4,0.66,1.0,-0.0005,0.0255,0.412,0.287,12,0.065,484.9642334519423,31.066262240000786,64,-1307.387235348152
4,fixedhp100_v16,88,500,0.021,0.00016,0.01,440,tie_wd16,2025-04-01,15,loss_rebound_t3,3,0.64,0.999,-0.0005,0.0265,0.412,0.275,12,0.06,1119.4666274230026,20.770978695471733,63,562.5491839663945
4,fixedhp100_v16,88,500,0.021,0.00016,0.01,440,tie_wd16,2025-03-01,15,t2_close,2,0.68,0.9998,-0.0005,0.0265,0.412,0.275,12,0.06,856.8249510003373,19.11557618370554,60,498.5558089556725
4,fixedhp100_v16,88,500,0.021,0.00016,0.01,440,tie_wd16,2025-02-01,15,loss_rebound_t3,2,0.62,1.0,-0.0005,0.0265,0.412,0.275,12,0.065,1010.9579034658693,27.93417352535012,57,-405.5429195761451
4,fixedhp100_v16,88,500,0.0215,0.00022,0.01,440,tie_lr215,2025-02-01,15,loss_rebound_t3,3,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,3091.114719633972,16.01910595150687,63,3091.114719633972
4,fixedhp100_v16,88,500,0.0215,0.00022,0.01,440,tie_lr215,2025-03-01,15,loss_rebound_t3,3,0.64,0.9998,-0.0005,0.0255,0.406,0.287,10,0.06,3091.114719633972,16.01910595150687,63,3091.114719633972
4,fixedhp100_v16,88,500,0.0215,0.00022,0.01,440,tie_lr215,2025-02-01,15,strong_hold_t3,4,0.66,1.0,-0.0005,0.0255,0.412,0.287,12,0.065,484.9642334519423,31.066262240000786,64,-1307.387235348152
4,fixedhp100_v16,88,500,0.0215,0.00022,0.01,440,tie_lr215,2025-04-01,15,loss_rebound_t3,3,0.64,0.999,-0.0005,0.0265,0.412,0.275,12,0.06,1076.5351137647572,20.933780224261934,63,500.08148685332503
4,fixedhp100_v16,88,500,0.0215,0.00022,0.01,440,tie_lr215,2025-03-01,15,t2_close,2,0.68,0.9998,-0.0005,0.0265,0.412,0.275,12,0.06,856.8249510003373,19.11557618370554,60,498.5558089556725
4,fixedhp100_v16,88,500,0.0215,0.00022,0.01,440,tie_lr215,2025-02-01,15,loss_rebound_t3,2,0.62,1.0,-0.0005,0.0265,0.412,0.275,12,0.065,605.5361626485101,27.93417352535012,57,-810.9646603935043
4,fixedhp100_v16,88,480,0.022,0.0002,0.01,440,local_alt,2025-02-01,15,loss_rebound_t3,3,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,3091.114719633972,16.01910595150687,63,3091.114719633972
4,fixedhp100_v16,88,480,0.022,0.0002,0.01,440,local_alt,2025-03-01,15,loss_rebound_t3,3,0.64,0.9998,-0.0005,0.0255,0.406,0.287,10,0.06,3091.114719633972,16.01910595150687,63,3091.114719633972
4,fixedhp100_v16,88,480,0.022,0.0002,0.01,440,local_alt,2025-02-01,15,strong_hold_t3,4,0.66,1.0,-0.0005,0.0255,0.412,0.287,12,0.065,484.9642334519423,31.066262240000786,64,-1307.387235348152
