variant,seed,alpha,threshold,alloc,ret_pct,dd_pct,trades
mlp_h96_e460_gt15,432,24,0.56,0.94,-54.54077962999998,59.79518400999999,71
mlp_h96_e460_gt15,432,24,0.56,0.95,-55.07402148999998,60.32842586999998,71
mlp_h96_e460_gt15,432,24,0.56,0.96,-56.00077962999998,61.03518401,71
mlp_h96_e460_gt15,432,24,0.56,0.97,-55.91077962999997,61.16518401,71
mlp_h96_e460_gt15,432,24,0.56,0.98,-56.22077962999998,61.16518401,71
mlp_h96_e460_gt15,432,24,0.56,0.99,-59.39111186999998,65.23866747,72
mlp_h96_e460_gt15,432,24,0.56,1.0,-59.72111186999997,65.56866747,72
mlp_h96_e460_gt15,432,24,0.57,0.9,-52.484021489999996,58.68842586999998,71
mlp_h96_e460_gt15,432,24,0.57,0.91,-53.00402148999998,58.80842586999998,71
mlp_h96_e460_gt15,432,24,0.57,0.92,-53.55402148999997,58.80842586999998,71
mlp_h96_e460_gt15,432,24,0.57,0.93,-53.94402148999997,59.08842586999998,71
mlp_h96_e460_gt15,432,24,0.57,0.94,-54.54077962999998,59.79518400999999,71
mlp_h96_e460_gt15,432,24,0.57,0.95,-55.07402148999998,60.32842586999998,71
mlp_h96_e460_gt15,432,24,0.57,0.96,-56.00077962999998,61.03518401,71
mlp_h96_e460_gt15,432,24,0.57,0.97,-55.91077962999997,61.16518401,71
mlp_h96_e460_gt15,432,24,0.57,0.98,-56.22077962999998,61.16518401,71
mlp_h96_e460_gt15,432,24,0.57,0.99,-59.39111186999998,65.23866747,72
mlp_h96_e460_gt15,432,24,0.57,1.0,-59.72111186999997,65.56866747,72
mlp_h96_e460_gt15,432,24,0.58,0.9,-52.484021489999996,58.68842586999998,71
mlp_h96_e460_gt15,432,24,0.58,0.91,-53.00402148999998,58.80842586999998,71
mlp_h96_e460_gt15,432,24,0.58,0.92,-53.55402148999997,58.80842586999998,71
mlp_h96_e460_gt15,432,24,0.58,0.93,-53.94402148999997,59.08842586999998,71
mlp_h96_e460_gt15,432,24,0.58,0.94,-54.54077962999998,59.79518400999999,71
mlp_h96_e460_gt15,432,24,0.58,0.95,-55.07402148999998,60.32842586999998,71
mlp_h96_e460_gt15,432,24,0.58,0.96,-56.00077962999998,61.03518401,71
mlp_h96_e460_gt15,432,24,0.58,0.97,-55.91077962999997,61.16518401,71
mlp_h96_e460_gt15,432,24,0.58,0.98,-56.22077962999998,61.16518401,71
mlp_h96_e460_gt15,432,24,0.58,0.99,-59.39111186999998,65.23866747,72
mlp_h96_e460_gt15,432,24,0.58,1.0,-59.72111186999997,65.56866747,72
mlp_h96_e460_gt15,432,24,0.59,0.9,-52.484021489999996,58.68842586999998,71
mlp_h96_e460_gt15,432,24,0.59,0.91,-53.00402148999998,58.80842586999998,71
mlp_h96_e460_gt15,432,24,0.59,0.92,-53.55402148999997,58.80842586999998,71
mlp_h96_e460_gt15,432,24,0.59,0.93,-53.94402148999997,59.08842586999998,71
mlp_h96_e460_gt15,432,24,0.59,0.94,-54.54077962999998,59.79518400999999,71
mlp_h96_e460_gt15,432,24,0.59,0.95,-55.07402148999998,60.32842586999998,71
mlp_h96_e460_gt15,432,24,0.59,0.96,-56.00077962999998,61.03518401,71
mlp_h96_e460_gt15,432,24,0.59,0.97,-55.91077962999997,61.16518401,71
mlp_h96_e460_gt15,432,24,0.59,0.98,-56.22077962999998,61.16518401,71
mlp_h96_e460_gt15,432,24,0.59,0.99,-59.39111186999998,65.23866747,72
mlp_h96_e460_gt15,432,24,0.59,1.0,-59.72111186999997,65.56866747,72
mlp_h96_e460_gt15,432,24,0.6,0.9,-52.484021489999996,58.68842586999998,71
mlp_h96_e460_gt15,432,24,0.6,0.91,-53.00402148999998,58.80842586999998,71
mlp_h96_e460_gt15,432,24,0.6,0.92,-53.55402148999997,58.80842586999998,71
mlp_h96_e460_gt15,432,24,0.6,0.93,-53.94402148999997,59.08842586999998,71
mlp_h96_e460_gt15,432,24,0.6,0.94,-54.54077962999998,59.79518400999999,71
mlp_h96_e460_gt15,432,24,0.6,0.95,-55.07402148999998,60.32842586999998,71
mlp_h96_e460_gt15,432,24,0.6,0.96,-56.00077962999998,61.03518401,71
mlp_h96_e460_gt15,432,24,0.6,0.97,-55.91077962999997,61.16518401,71
mlp_h96_e460_gt15,432,24,0.6,0.98,-56.22077962999998,61.16518401,71
mlp_h96_e460_gt15,432,24,0.6,0.99,-59.39111186999998,65.23866747,72
mlp_h96_e460_gt15,432,24,0.6,1.0,-59.72111186999997,65.56866747,72
mlp_h96_e460_gt15,432,24,0.61,0.9,-52.484021489999996,58.68842586999998,71
mlp_h96_e460_gt15,432,24,0.61,0.91,-53.00402148999998,58.80842586999998,71
mlp_h96_e460_gt15,432,24,0.61,0.92,-53.55402148999997,58.80842586999998,71
mlp_h96_e460_gt15,432,24,0.61,0.93,-53.94402148999997,59.08842586999998,71
mlp_h96_e460_gt15,432,24,0.61,0.94,-54.54077962999998,59.79518400999999,71
mlp_h96_e460_gt15,432,24,0.61,0.95,-55.07402148999998,60.32842586999998,71
mlp_h96_e460_gt15,432,24,0.61,0.96,-56.00077962999998,61.03518401,71
mlp_h96_e460_gt15,432,24,0.61,0.97,-55.91077962999997,61.16518401,71
mlp_h96_e460_gt15,432,24,0.61,0.98,-56.22077962999998,61.16518401,71
mlp_h96_e460_gt15,432,24,0.61,0.99,-59.39111186999998,65.23866747,72
mlp_h96_e460_gt15,432,24,0.61,1.0,-59.72111186999997,65.56866747,72
mlp_h96_e460_gt15,432,24,0.62,0.9,-52.484021489999996,58.68842586999998,71
mlp_h96_e460_gt15,432,24,0.62,0.91,-53.00402148999998,58.80842586999998,71
mlp_h96_e460_gt15,432,24,0.62,0.92,-53.55402148999997,58.80842586999998,71
mlp_h96_e460_gt15,432,24,0.62,0.93,-53.94402148999997,59.08842586999998,71
mlp_h96_e460_gt15,432,24,0.62,0.94,-54.54077962999998,59.79518400999999,71
mlp_h96_e460_gt15,432,24,0.62,0.95,-55.07402148999998,60.32842586999998,71
mlp_h96_e460_gt15,432,24,0.62,0.96,-56.00077962999998,61.03518401,71
mlp_h96_e460_gt15,432,24,0.62,0.97,-55.91077962999997,61.16518401,71
mlp_h96_e460_gt15,432,24,0.62,0.98,-56.22077962999998,61.16518401,71
mlp_h96_e460_gt15,432,24,0.62,0.99,-59.39111186999998,65.23866747,72
mlp_h96_e460_gt15,432,24,0.62,1.0,-59.72111186999997,65.56866747,72
mlp_h96_e460_gt15,432,24,0.63,0.9,-52.484021489999996,58.68842586999998,71
mlp_h96_e460_gt15,432,24,0.63,0.91,-53.00402148999998,58.80842586999998,71
mlp_h96_e460_gt15,432,24,0.63,0.92,-53.55402148999997,58.80842586999998,71
mlp_h96_e460_gt15,432,24,0.63,0.93,-53.94402148999997,59.08842586999998,71
mlp_h96_e460_gt15,432,24,0.63,0.94,-54.54077962999998,59.79518400999999,71
mlp_h96_e460_gt15,432,24,0.63,0.95,-55.07402148999998,60.32842586999998,71
mlp_h96_e460_gt15,432,24,0.63,0.96,-56.00077962999998,61.03518401,71
mlp_h96_e460_gt15,432,24,0.63,0.97,-55.91077962999997,61.16518401,71
mlp_h96_e460_gt15,432,24,0.63,0.98,-56.22077962999998,61.16518401,71
mlp_h96_e460_gt15,432,24,0.63,0.99,-59.39111186999998,65.23866747,72
mlp_h96_e460_gt15,432,24,0.63,1.0,-59.72111186999997,65.56866747,72
mlp_h96_e460_gt15,432,24,0.64,0.9,-52.484021489999996,58.68842586999998,71
mlp_h96_e460_gt15,432,24,0.64,0.91,-53.00402148999998,58.80842586999998,71
mlp_h96_e460_gt15,432,24,0.64,0.92,-53.55402148999997,58.80842586999998,71
mlp_h96_e460_gt15,432,24,0.64,0.93,-53.94402148999997,59.08842586999998,71
mlp_h96_e460_gt15,432,24,0.64,0.94,-54.54077962999998,59.79518400999999,71
mlp_h96_e460_gt15,432,24,0.64,0.95,-55.07402148999998,60.32842586999998,71
mlp_h96_e460_gt15,432,24,0.64,0.96,-56.00077962999998,61.03518401,71
mlp_h96_e460_gt15,432,24,0.64,0.97,-55.91077962999997,61.16518401,71
mlp_h96_e460_gt15,432,24,0.64,0.98,-56.22077962999998,61.16518401,71
mlp_h96_e460_gt15,432,24,0.64,0.99,-59.39111186999998,65.23866747,72
mlp_h96_e460_gt15,432,24,0.64,1.0,-59.72111186999997,65.56866747,72
mlp_h96_e460_gt15,432,24,0.65,0.9,-52.484021489999996,58.68842586999998,71
mlp_h96_e460_gt15,432,24,0.65,0.91,-53.00402148999998,58.80842586999998,71
mlp_h96_e460_gt15,432,24,0.65,0.92,-53.55402148999997,58.80842586999998,71
mlp_h96_e460_gt15,432,24,0.65,0.93,-53.94402148999997,59.08842586999998,71
mlp_h96_e460_gt15,432,24,0.65,0.94,-54.54077962999998,59.79518400999999,71
mlp_h96_e460_gt15,432,24,0.65,0.95,-55.07402148999998,60.32842586999998,71
mlp_h96_e460_gt15,432,24,0.65,0.96,-56.00077962999998,61.03518401,71
mlp_h96_e460_gt15,432,24,0.65,0.97,-55.91077962999997,61.16518401,71
mlp_h96_e460_gt15,432,24,0.65,0.98,-56.22077962999998,61.16518401,71
mlp_h96_e460_gt15,432,24,0.65,0.99,-59.39111186999998,65.23866747,72
mlp_h96_e460_gt15,432,24,0.65,1.0,-59.72111186999997,65.56866747,72
mlp_h96_e460_gt15,432,24,0.66,0.9,-52.484021489999996,58.68842586999998,71
mlp_h96_e460_gt15,432,24,0.66,0.91,-53.00402148999998,58.80842586999998,71
mlp_h96_e460_gt15,432,24,0.66,0.92,-53.55402148999997,58.80842586999998,71
mlp_h96_e460_gt15,432,24,0.66,0.93,-53.94402148999997,59.08842586999998,71
mlp_h96_e460_gt15,432,24,0.66,0.94,-54.54077962999998,59.79518400999999,71
mlp_h96_e460_gt15,432,24,0.66,0.95,-55.07402148999998,60.32842586999998,71
mlp_h96_e460_gt15,432,24,0.66,0.96,-56.00077962999998,61.03518401,71
mlp_h96_e460_gt15,432,24,0.66,0.97,-55.91077962999997,61.16518401,71
mlp_h96_e460_gt15,432,24,0.66,0.98,-56.22077962999998,61.16518401,71
mlp_h96_e460_gt15,432,24,0.66,0.99,-59.39111186999998,65.23866747,72
mlp_h96_e460_gt15,432,24,0.66,1.0,-59.72111186999997,65.56866747,72
mlp_h96_e460_gt15,432,24,0.67,0.9,-52.484021489999996,58.68842586999998,71
mlp_h96_e460_gt15,432,24,0.67,0.91,-53.00402148999998,58.80842586999998,71
mlp_h96_e460_gt15,432,24,0.67,0.92,-53.55402148999997,58.80842586999998,71
mlp_h96_e460_gt15,432,24,0.67,0.93,-53.94402148999997,59.08842586999998,71
mlp_h96_e460_gt15,432,24,0.67,0.94,-54.54077962999998,59.79518400999999,71
mlp_h96_e460_gt15,432,24,0.67,0.95,-55.07402148999998,60.32842586999998,71
mlp_h96_e460_gt15,432,24,0.67,0.96,-56.00077962999998,61.03518401,71
mlp_h96_e460_gt15,432,24,0.67,0.97,-55.91077962999997,61.16518401,71
mlp_h96_e460_gt15,432,24,0.67,0.98,-56.22077962999998,61.16518401,71
mlp_h96_e460_gt15,432,24,0.67,0.99,-59.39111186999998,65.23866747,72
mlp_h96_e460_gt15,432,24,0.67,1.0,-59.72111186999997,65.56866747,72
mlp_h96_e460_gt15,432,24,0.68,0.9,-52.484021489999996,58.68842586999998,71
mlp_h96_e460_gt15,432,24,0.68,0.91,-53.00402148999998,58.80842586999998,71
mlp_h96_e460_gt15,432,24,0.68,0.92,-53.55402148999997,58.80842586999998,71
mlp_h96_e460_gt15,432,24,0.68,0.93,-53.94402148999997,59.08842586999998,71
mlp_h96_e460_gt15,432,24,0.68,0.94,-54.54077962999998,59.79518400999999,71
mlp_h96_e460_gt15,432,24,0.68,0.95,-55.07402148999998,60.32842586999998,71
mlp_h96_e460_gt15,432,24,0.68,0.96,-56.00077962999998,61.03518401,71
mlp_h96_e460_gt15,432,24,0.68,0.97,-55.91077962999997,61.16518401,71
mlp_h96_e460_gt15,432,24,0.68,0.98,-56.22077962999998,61.16518401,71
mlp_h96_e460_gt15,432,24,0.68,0.99,-59.39111186999998,65.23866747,72
mlp_h96_e460_gt15,432,24,0.68,1.0,-59.72111186999997,65.56866747,72
mlp_h96_e460_gt15,432,24,0.69,0.9,-52.484021489999996,58.68842586999998,71
mlp_h96_e460_gt15,432,24,0.69,0.91,-53.00402148999998,58.80842586999998,71
mlp_h96_e460_gt15,432,24,0.69,0.92,-53.55402148999997,58.80842586999998,71
mlp_h96_e460_gt15,432,24,0.69,0.93,-53.94402148999997,59.08842586999998,71
mlp_h96_e460_gt15,432,24,0.69,0.94,-54.54077962999998,59.79518400999999,71
mlp_h96_e460_gt15,432,24,0.69,0.95,-55.07402148999998,60.32842586999998,71
mlp_h96_e460_gt15,432,24,0.69,0.96,-56.00077962999998,61.03518401,71
mlp_h96_e460_gt15,432,24,0.69,0.97,-55.91077962999997,61.16518401,71
mlp_h96_e460_gt15,432,24,0.69,0.98,-56.22077962999998,61.16518401,71
mlp_h96_e460_gt15,432,24,0.69,0.99,-59.39111186999998,65.23866747,72
mlp_h96_e460_gt15,432,24,0.69,1.0,-59.72111186999997,65.56866747,72
mlp_h96_e460_gt15,432,24,0.7,0.9,-52.484021489999996,58.68842586999998,71
mlp_h96_e460_gt15,432,24,0.7,0.91,-53.00402148999998,58.80842586999998,71
mlp_h96_e460_gt15,432,24,0.7,0.92,-53.55402148999997,58.80842586999998,71
mlp_h96_e460_gt15,432,24,0.7,0.93,-53.94402148999997,59.08842586999998,71
mlp_h96_e460_gt15,432,24,0.7,0.94,-54.54077962999998,59.79518400999999,71
mlp_h96_e460_gt15,432,24,0.7,0.95,-55.07402148999998,60.32842586999998,71
mlp_h96_e460_gt15,432,24,0.7,0.96,-56.00077962999998,61.03518401,71
mlp_h96_e460_gt15,432,24,0.7,0.97,-55.91077962999997,61.16518401,71
mlp_h96_e460_gt15,432,24,0.7,0.98,-56.22077962999998,61.16518401,71
mlp_h96_e460_gt15,432,24,0.7,0.99,-59.39111186999998,65.23866747,72
mlp_h96_e460_gt15,432,24,0.7,1.0,-59.72111186999997,65.56866747,72
mlp_h96_e460_gt15,432,24,0.71,0.9,-52.484021489999996,58.68842586999998,71
mlp_h96_e460_gt15,432,24,0.71,0.91,-53.00402148999998,58.80842586999998,71
mlp_h96_e460_gt15,432,24,0.71,0.92,-53.55402148999997,58.80842586999998,71
mlp_h96_e460_gt15,432,24,0.71,0.93,-53.94402148999997,59.08842586999998,71
mlp_h96_e460_gt15,432,24,0.71,0.94,-54.54077962999998,59.79518400999999,71
mlp_h96_e460_gt15,432,24,0.71,0.95,-55.07402148999998,60.32842586999998,71
mlp_h96_e460_gt15,432,24,0.71,0.96,-56.00077962999998,61.03518401,71
mlp_h96_e460_gt15,432,24,0.71,0.97,-55.91077962999997,61.16518401,71
mlp_h96_e460_gt15,432,24,0.71,0.98,-56.22077962999998,61.16518401,71
mlp_h96_e460_gt15,432,24,0.71,0.99,-59.39111186999998,65.23866747,72
mlp_h96_e460_gt15,432,24,0.71,1.0,-59.72111186999997,65.56866747,72
mlp_h96_e460_gt15,432,24,0.72,0.9,-52.484021489999996,58.68842586999998,71
mlp_h96_e460_gt15,432,24,0.72,0.91,-53.00402148999998,58.80842586999998,71
mlp_h96_e460_gt15,432,24,0.72,0.92,-53.55402148999997,58.80842586999998,71
mlp_h96_e460_gt15,432,24,0.72,0.93,-53.94402148999997,59.08842586999998,71
mlp_h96_e460_gt15,432,24,0.72,0.94,-54.54077962999998,59.79518400999999,71
mlp_h96_e460_gt15,432,24,0.72,0.95,-55.07402148999998,60.32842586999998,71
mlp_h96_e460_gt15,432,24,0.72,0.96,-56.00077962999998,61.03518401,71
mlp_h96_e460_gt15,432,24,0.72,0.97,-55.91077962999997,61.16518401,71
mlp_h96_e460_gt15,432,24,0.72,0.98,-56.22077962999998,61.16518401,71
mlp_h96_e460_gt15,432,24,0.72,0.99,-59.39111186999998,65.23866747,72
mlp_h96_e460_gt15,432,24,0.72,1.0,-59.72111186999997,65.56866747,72
mlp_h96_e460_gt15,432,24,0.73,0.9,-52.484021489999996,58.68842586999998,71
mlp_h96_e460_gt15,432,24,0.73,0.91,-53.00402148999998,58.80842586999998,71
mlp_h96_e460_gt15,432,24,0.73,0.92,-53.55402148999997,58.80842586999998,71
mlp_h96_e460_gt15,432,24,0.73,0.93,-53.94402148999997,59.08842586999998,71
mlp_h96_e460_gt15,432,24,0.73,0.94,-54.54077962999998,59.79518400999999,71
mlp_h96_e460_gt15,432,24,0.73,0.95,-55.07402148999998,60.32842586999998,71
mlp_h96_e460_gt15,432,24,0.73,0.96,-56.00077962999998,61.03518401,71
mlp_h96_e460_gt15,432,24,0.73,0.97,-55.91077962999997,61.16518401,71
mlp_h96_e460_gt15,432,24,0.73,0.98,-56.22077962999998,61.16518401,71
mlp_h96_e460_gt15,432,24,0.73,0.99,-59.39111186999998,65.23866747,72
mlp_h96_e460_gt15,432,24,0.73,1.0,-59.72111186999997,65.56866747,72
mlp_h96_e460_gt15,432,24,0.74,0.9,-52.484021489999996,58.68842586999998,71
mlp_h96_e460_gt15,432,24,0.74,0.91,-53.00402148999998,58.80842586999998,71
mlp_h96_e460_gt15,432,24,0.74,0.92,-53.55402148999997,58.80842586999998,71
mlp_h96_e460_gt15,432,24,0.74,0.93,-53.94402148999997,59.08842586999998,71
mlp_h96_e460_gt15,432,24,0.74,0.94,-54.54077962999998,59.79518400999999,71
mlp_h96_e460_gt15,432,24,0.74,0.95,-55.07402148999998,60.32842586999998,71
mlp_h96_e460_gt15,432,24,0.74,0.96,-56.00077962999998,61.03518401,71
mlp_h96_e460_gt15,432,24,0.74,0.97,-55.91077962999997,61.16518401,71
mlp_h96_e460_gt15,432,24,0.74,0.98,-56.22077962999998,61.16518401,71
mlp_h96_e460_gt15,432,24,0.74,0.99,-59.39111186999998,65.23866747,72
mlp_h96_e460_gt15,432,24,0.74,1.0,-59.72111186999997,65.56866747,72
mlp_h96_e460_gt15,432,24,0.75,0.9,-52.484021489999996,58.68842586999998,71
mlp_h96_e460_gt15,432,24,0.75,0.91,-53.00402148999998,58.80842586999998,71
mlp_h96_e460_gt15,432,24,0.75,0.92,-53.55402148999997,58.80842586999998,71
mlp_h96_e460_gt15,432,24,0.75,0.93,-53.94402148999997,59.08842586999998,71
mlp_h96_e460_gt15,432,24,0.75,0.94,-54.54077962999998,59.79518400999999,71
mlp_h96_e460_gt15,432,24,0.75,0.95,-55.07402148999998,60.32842586999998,71
mlp_h96_e460_gt15,432,24,0.75,0.96,-56.00077962999998,61.03518401,71
mlp_h96_e460_gt15,432,24,0.75,0.97,-55.91077962999997,61.16518401,71
mlp_h96_e460_gt15,432,24,0.75,0.98,-56.22077962999998,61.16518401,71
mlp_h96_e460_gt15,432,24,0.75,0.99,-59.39111186999998,65.23866747,72
mlp_h96_e460_gt15,432,24,0.75,1.0,-59.72111186999997,65.56866747,72
mlp_h96_e460_gt15,529,10,0.55,0.9,-72.45230446,75.15181430414049,67
mlp_h96_e460_gt15,529,10,0.55,0.91,-72.76230446,75.4578787808612,67
mlp_h96_e460_gt15,529,10,0.55,0.92,-73.38134094,76.19129000096422,67
mlp_h96_e460_gt15,529,10,0.55,0.93,-73.84134094,76.52785147049089,67
mlp_h96_e460_gt15,529,10,0.55,0.94,-74.27134093999999,76.95230870511548,67
mlp_h96_e460_gt15,529,10,0.55,0.95,-74.80230446,77.19731951887731,67
mlp_h96_e460_gt15,529,10,0.55,0.96,-74.82134094,77.21634347202648,67
mlp_h96_e460_gt15,529,10,0.55,0.97,-75.53134093999999,78.02010963972211,67
mlp_h96_e460_gt15,529,10,0.55,0.98,-76.24134093999999,78.68146617610566,67
mlp_h96_e460_gt15,529,10,0.55,0.99,-76.30401956999998,78.743910111959,67
mlp_h96_e460_gt15,529,10,0.55,1.0,-76.64304494000001,79.60407658200783,67
mlp_h96_e460_gt15,529,10,0.56,0.9,-72.45230446,75.15181430414049,67
mlp_h96_e460_gt15,529,10,0.56,0.91,-72.76230446,75.4578787808612,67
mlp_h96_e460_gt15,529,10,0.56,0.92,-73.38134094,76.19129000096422,67
mlp_h96_e460_gt15,529,10,0.56,0.93,-73.84134094,76.52785147049089,67
mlp_h96_e460_gt15,529,10,0.56,0.94,-74.27134093999999,76.95230870511548,67
mlp_h96_e460_gt15,529,10,0.56,0.95,-74.80230446,77.19731951887731,67
mlp_h96_e460_gt15,529,10,0.56,0.96,-74.82134094,77.21634347202648,67
mlp_h96_e460_gt15,529,10,0.56,0.97,-75.53134093999999,78.02010963972211,67
mlp_h96_e460_gt15,529,10,0.56,0.98,-76.24134093999999,78.68146617610566,67
mlp_h96_e460_gt15,529,10,0.56,0.99,-76.30401956999998,78.743910111959,67
mlp_h96_e460_gt15,529,10,0.56,1.0,-76.64304494000001,79.60407658200783,67
mlp_h96_e460_gt15,529,10,0.57,0.9,-72.45230446,75.15181430414049,67
mlp_h96_e460_gt15,529,10,0.57,0.91,-72.76230446,75.4578787808612,67
mlp_h96_e460_gt15,529,10,0.57,0.92,-73.38134094,76.19129000096422,67
mlp_h96_e460_gt15,529,10,0.57,0.93,-73.84134094,76.52785147049089,67
mlp_h96_e460_gt15,529,10,0.57,0.94,-74.27134093999999,76.95230870511548,67
mlp_h96_e460_gt15,529,10,0.57,0.95,-74.80230446,77.19731951887731,67
mlp_h96_e460_gt15,529,10,0.57,0.96,-74.82134094,77.21634347202648,67
mlp_h96_e460_gt15,529,10,0.57,0.97,-75.53134093999999,78.02010963972211,67
mlp_h96_e460_gt15,529,10,0.57,0.98,-76.24134093999999,78.68146617610566,67
mlp_h96_e460_gt15,529,10,0.57,0.99,-76.30401956999998,78.743910111959,67
mlp_h96_e460_gt15,529,10,0.57,1.0,-76.64304494000001,79.60407658200783,67
mlp_h96_e460_gt15,529,10,0.58,0.9,-72.45230446,75.15181430414049,67
mlp_h96_e460_gt15,529,10,0.58,0.91,-72.76230446,75.4578787808612,67
mlp_h96_e460_gt15,529,10,0.58,0.92,-73.38134094,76.19129000096422,67
mlp_h96_e460_gt15,529,10,0.58,0.93,-73.84134094,76.52785147049089,67
mlp_h96_e460_gt15,529,10,0.58,0.94,-74.27134093999999,76.95230870511548,67
mlp_h96_e460_gt15,529,10,0.58,0.95,-74.80230446,77.19731951887731,67
mlp_h96_e460_gt15,529,10,0.58,0.96,-74.82134094,77.21634347202648,67
mlp_h96_e460_gt15,529,10,0.58,0.97,-75.53134093999999,78.02010963972211,67
mlp_h96_e460_gt15,529,10,0.58,0.98,-76.24134093999999,78.68146617610566,67
mlp_h96_e460_gt15,529,10,0.58,0.99,-76.30401956999998,78.743910111959,67
mlp_h96_e460_gt15,529,10,0.58,1.0,-76.64304494000001,79.60407658200783,67
mlp_h96_e460_gt15,529,10,0.59,0.9,-72.45230446,75.15181430414049,67
mlp_h96_e460_gt15,529,10,0.59,0.91,-72.76230446,75.4578787808612,67
mlp_h96_e460_gt15,529,10,0.59,0.92,-73.38134094,76.19129000096422,67
mlp_h96_e460_gt15,529,10,0.59,0.93,-73.84134094,76.52785147049089,67
mlp_h96_e460_gt15,529,10,0.59,0.94,-74.27134093999999,76.95230870511548,67
mlp_h96_e460_gt15,529,10,0.59,0.95,-74.80230446,77.19731951887731,67
mlp_h96_e460_gt15,529,10,0.59,0.96,-74.82134094,77.21634347202648,67
mlp_h96_e460_gt15,529,10,0.59,0.97,-75.53134093999999,78.02010963972211,67
mlp_h96_e460_gt15,529,10,0.59,0.98,-76.24134093999999,78.68146617610566,67
mlp_h96_e460_gt15,529,10,0.59,0.99,-76.30401956999998,78.743910111959,67
mlp_h96_e460_gt15,529,10,0.59,1.0,-76.64304494000001,79.60407658200783,67
mlp_h96_e460_gt15,529,10,0.6,0.9,-72.45230446,75.15181430414049,67
mlp_h96_e460_gt15,529,10,0.6,0.91,-72.76230446,75.4578787808612,67
mlp_h96_e460_gt15,529,10,0.6,0.92,-73.38134094,76.19129000096422,67
mlp_h96_e460_gt15,529,10,0.6,0.93,-73.84134094,76.52785147049089,67
mlp_h96_e460_gt15,529,10,0.6,0.94,-74.27134093999999,76.95230870511548,67
mlp_h96_e460_gt15,529,10,0.6,0.95,-74.80230446,77.19731951887731,67
mlp_h96_e460_gt15,529,10,0.6,0.96,-74.82134094,77.21634347202648,67
mlp_h96_e460_gt15,529,10,0.6,0.97,-75.53134093999999,78.02010963972211,67
mlp_h96_e460_gt15,529,10,0.6,0.98,-76.24134093999999,78.68146617610566,67
mlp_h96_e460_gt15,529,10,0.6,0.99,-76.30401956999998,78.743910111959,67
mlp_h96_e460_gt15,529,10,0.6,1.0,-76.64304494000001,79.60407658200783,67
mlp_h96_e460_gt15,529,10,0.61,0.9,-72.45230446,75.15181430414049,67
mlp_h96_e460_gt15,529,10,0.61,0.91,-72.76230446,75.4578787808612,67
mlp_h96_e460_gt15,529,10,0.61,0.92,-73.38134094,76.19129000096422,67
mlp_h96_e460_gt15,529,10,0.61,0.93,-73.84134094,76.52785147049089,67
mlp_h96_e460_gt15,529,10,0.61,0.94,-74.27134093999999,76.95230870511548,67
mlp_h96_e460_gt15,529,10,0.61,0.95,-74.80230446,77.19731951887731,67
mlp_h96_e460_gt15,529,10,0.61,0.96,-74.82134094,77.21634347202648,67
mlp_h96_e460_gt15,529,10,0.61,0.97,-75.53134093999999,78.02010963972211,67
mlp_h96_e460_gt15,529,10,0.61,0.98,-76.24134093999999,78.68146617610566,67
mlp_h96_e460_gt15,529,10,0.61,0.99,-76.30401956999998,78.743910111959,67
mlp_h96_e460_gt15,529,10,0.61,1.0,-76.64304494000001,79.60407658200783,67
mlp_h96_e460_gt15,529,10,0.62,0.9,-72.45230446,75.15181430414049,67
mlp_h96_e460_gt15,529,10,0.62,0.91,-72.76230446,75.4578787808612,67
mlp_h96_e460_gt15,529,10,0.62,0.92,-73.38134094,76.19129000096422,67
mlp_h96_e460_gt15,529,10,0.62,0.93,-73.84134094,76.52785147049089,67
mlp_h96_e460_gt15,529,10,0.62,0.94,-74.27134093999999,76.95230870511548,67
mlp_h96_e460_gt15,529,10,0.62,0.95,-74.80230446,77.19731951887731,67
mlp_h96_e460_gt15,529,10,0.62,0.96,-74.82134094,77.21634347202648,67
mlp_h96_e460_gt15,529,10,0.62,0.97,-75.53134093999999,78.02010963972211,67
mlp_h96_e460_gt15,529,10,0.62,0.98,-76.24134093999999,78.68146617610566,67
mlp_h96_e460_gt15,529,10,0.62,0.99,-76.30401956999998,78.743910111959,67
mlp_h96_e460_gt15,529,10,0.62,1.0,-76.64304494000001,79.60407658200783,67
mlp_h96_e460_gt15,529,10,0.63,0.9,-72.45230446,75.15181430414049,67
mlp_h96_e460_gt15,529,10,0.63,0.91,-72.76230446,75.4578787808612,67
mlp_h96_e460_gt15,529,10,0.63,0.92,-73.38134094,76.19129000096422,67
mlp_h96_e460_gt15,529,10,0.63,0.93,-73.84134094,76.52785147049089,67
mlp_h96_e460_gt15,529,10,0.63,0.94,-74.27134093999999,76.95230870511548,67
mlp_h96_e460_gt15,529,10,0.63,0.95,-74.80230446,77.19731951887731,67
mlp_h96_e460_gt15,529,10,0.63,0.96,-74.82134094,77.21634347202648,67
mlp_h96_e460_gt15,529,10,0.63,0.97,-75.53134093999999,78.02010963972211,67
mlp_h96_e460_gt15,529,10,0.63,0.98,-76.24134093999999,78.68146617610566,67
mlp_h96_e460_gt15,529,10,0.63,0.99,-76.30401956999998,78.743910111959,67
mlp_h96_e460_gt15,529,10,0.63,1.0,-76.64304494000001,79.60407658200783,67
mlp_h96_e460_gt15,529,10,0.64,0.9,-72.45230446,75.15181430414049,67
mlp_h96_e460_gt15,529,10,0.64,0.91,-72.76230446,75.4578787808612,67
