stage,hidden,epochs,lr,weight_decay,target_gt,seed,tag,score_base_start,alpha,threshold,alloc,gap_min,gap_max,ret_pct,dd_pct,trades,obj
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.64,0.999,-0.001,0.0255,3089.7755871339727,15.976528947256623,63,3089.7755871339727
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.64,0.999,-0.0005,0.0265,3089.7755871339727,15.976528947256623,63,3089.7755871339727
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.64,0.9998,-0.001,0.0255,3091.114719633972,16.01910595150687,63,3091.114719633972
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.64,0.9998,-0.0005,0.0265,3091.114719633972,16.01910595150687,63,3091.114719633972
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.66,0.998,-0.001,0.0255,3089.721177133972,15.970330460477403,63,3089.721177133972
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.66,0.998,-0.0005,0.0265,3089.721177133972,15.970330460477403,63,3089.721177133972
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.66,0.999,-0.001,0.0255,3089.7755871339727,15.976528947256623,63,3089.7755871339727
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.66,0.999,-0.0005,0.0265,3089.7755871339727,15.976528947256623,63,3089.7755871339727
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.66,0.9998,-0.001,0.0255,3091.114719633972,16.01910595150687,63,3091.114719633972
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.66,0.9998,-0.0005,0.0265,3091.114719633972,16.01910595150687,63,3091.114719633972
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,16,0.58,0.998,-0.001,0.0255,1645.5802064138275,40.86199101982874,61,-1322.2587159656218
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,16,0.58,0.998,-0.0005,0.0265,1000.8579548478076,40.8118068333511,61,-1960.9588651543243
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,16,0.58,0.999,-0.001,0.0255,1644.7656689138273,40.88566828576631,61,-1325.9145253781296
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,16,0.58,0.999,-0.0005,0.0265,1000.1654523478076,40.8436982659977,61,-1965.4783395719166
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,16,0.58,0.9998,-0.001,0.0255,1664.1659206022205,40.82766268109492,61,-1299.5536011291701
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,16,0.58,0.9998,-0.0005,0.0265,1002.5098323478076,40.86507671800782,61,-1965.6993738131312
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,16,0.6,0.998,-0.001,0.0255,1645.5802064138275,40.86199101982874,61,-1322.2587159656218
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,16,0.6,0.998,-0.0005,0.0265,1000.8579548478076,40.8118068333511,61,-1960.9588651543243
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,16,0.6,0.999,-0.001,0.0255,1644.7656689138273,40.88566828576631,61,-1325.9145253781296
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,16,0.6,0.999,-0.0005,0.0265,1000.1654523478076,40.8436982659977,61,-1965.4783395719166
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,16,0.6,0.9998,-0.001,0.0255,1664.1659206022205,40.82766268109492,61,-1299.5536011291701
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,16,0.6,0.9998,-0.0005,0.0265,1002.5098323478076,40.86507671800782,61,-1965.6993738131312
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,16,0.62,0.998,-0.001,0.0255,1645.5802064138275,40.86199101982874,61,-1322.2587159656218
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,16,0.62,0.998,-0.0005,0.0265,1000.8579548478076,40.8118068333511,61,-1960.9588651543243
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,16,0.62,0.999,-0.001,0.0255,1644.7656689138273,40.88566828576631,61,-1325.9145253781296
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,16,0.62,0.999,-0.0005,0.0265,1000.1654523478076,40.8436982659977,61,-1965.4783395719166
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,16,0.62,0.9998,-0.001,0.0255,1664.1659206022205,40.82766268109492,61,-1299.5536011291701
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,16,0.62,0.9998,-0.0005,0.0265,1002.5098323478076,40.86507671800782,61,-1965.6993738131312
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,16,0.64,0.998,-0.001,0.0255,1658.4908215970277,40.86199101982874,60,-1309.3481007824216
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,16,0.64,0.998,-0.0005,0.0265,1009.0093724623077,40.8118068333511,60,-1952.8074475398241
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,16,0.64,0.999,-0.001,0.0255,1657.6762840970275,40.88566828576631,60,-1313.0039101949294
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,16,0.64,0.999,-0.0005,0.0265,1008.4156899623079,40.8436982659977,60,-1957.2281019574164
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,16,0.64,0.9998,-0.001,0.0255,1676.6030966225699,40.82766268109492,60,-1287.1164251088207
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,16,0.64,0.9998,-0.0005,0.0265,1009.9267099623078,40.86507671800782,60,-1958.282496198631
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,16,0.66,0.998,-0.001,0.0255,1658.4908215970277,40.86199101982874,60,-1309.3481007824216
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,16,0.66,0.998,-0.0005,0.0265,1009.0093724623077,40.8118068333511,60,-1952.8074475398241
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,16,0.66,0.999,-0.001,0.0255,1657.6762840970275,40.88566828576631,60,-1313.0039101949294
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,16,0.66,0.999,-0.0005,0.0265,1008.4156899623079,40.8436982659977,60,-1957.2281019574164
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,16,0.66,0.9998,-0.001,0.0255,1676.6030966225699,40.82766268109492,60,-1287.1164251088207
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,16,0.66,0.9998,-0.0005,0.0265,1009.9267099623078,40.86507671800782,60,-1958.282496198631
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,17,0.58,0.998,-0.001,0.0255,878.3281890557425,40.60552803261892,61,-2058.735174858528
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,17,0.58,0.998,-0.0005,0.0265,678.3132774524853,40.739541707006325,61,-2274.831727388274
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,17,0.58,0.999,-0.001,0.0255,875.5036515557426,40.822449166501265,61,-2087.5902484244093
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,17,0.58,0.999,-0.0005,0.0265,677.7384984480702,40.775914878241274,61,-2279.7712869408824
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,17,0.58,0.9998,-0.001,0.0255,876.2385265557427,40.819999357382486,61,-2086.5613963301557
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,17,0.58,0.9998,-0.0005,0.0265,674.1533684480696,40.5596649428009,61,-2257.4064246880384
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,17,0.6,0.998,-0.001,0.0255,878.3281890557425,40.60552803261892,61,-2058.735174858528
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,17,0.6,0.998,-0.0005,0.0265,678.3132774524853,40.739541707006325,61,-2274.831727388274
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,17,0.6,0.999,-0.001,0.0255,875.5036515557426,40.822449166501265,61,-2087.5902484244093
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,17,0.6,0.999,-0.0005,0.0265,677.7384984480702,40.775914878241274,61,-2279.7712869408824
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,17,0.6,0.9998,-0.001,0.0255,876.2385265557427,40.819999357382486,61,-2086.5613963301557
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,17,0.6,0.9998,-0.0005,0.0265,674.1533684480696,40.5596649428009,61,-2257.4064246880384
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,17,0.62,0.998,-0.001,0.0255,878.3281890557425,40.60552803261892,61,-2058.735174858528
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,17,0.62,0.998,-0.0005,0.0265,678.3132774524853,40.739541707006325,61,-2274.831727388274
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,17,0.62,0.999,-0.001,0.0255,875.5036515557426,40.822449166501265,61,-2087.5902484244093
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,17,0.62,0.999,-0.0005,0.0265,677.7384984480702,40.775914878241274,61,-2279.7712869408824
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,17,0.62,0.9998,-0.001,0.0255,876.2385265557427,40.819999357382486,61,-2086.5613963301557
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,17,0.62,0.9998,-0.0005,0.0265,674.1533684480696,40.5596649428009,61,-2257.4064246880384
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,17,0.64,0.998,-0.001,0.0255,878.3281890557425,40.60552803261892,61,-2058.735174858528
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,17,0.64,0.998,-0.0005,0.0265,678.3132774524853,40.739541707006325,61,-2274.831727388274
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,17,0.64,0.999,-0.001,0.0255,875.5036515557426,40.822449166501265,61,-2087.5902484244093
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,17,0.64,0.999,-0.0005,0.0265,677.7384984480702,40.775914878241274,61,-2279.7712869408824
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,17,0.64,0.9998,-0.001,0.0255,876.2385265557427,40.819999357382486,61,-2086.5613963301557
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,17,0.64,0.9998,-0.0005,0.0265,674.1533684480696,40.5596649428009,61,-2257.4064246880384
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,17,0.66,0.998,-0.001,0.0255,885.1668816587925,40.60552803261892,60,-2051.896482255478
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,17,0.66,0.998,-0.0005,0.0265,684.053815869785,40.739541707006325,60,-2269.091188970974
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,17,0.66,0.999,-0.001,0.0255,881.5895091587926,40.822449166501265,60,-2081.5043908213593
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,17,0.66,0.999,-0.0005,0.0265,683.4790368653701,40.775914878241274,60,-2274.0307485235826
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,17,0.66,0.9998,-0.001,0.0255,883.1760391587926,40.819999357382486,60,-2079.6238837271057
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,17,0.66,0.9998,-0.0005,0.0265,679.7655193653699,40.5596649428009,60,-2251.794273770738
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,14,0.58,0.998,-0.001,0.0255,1864.5917210257285,15.970513967824216,65,1864.5917210257285
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,14,0.58,0.998,-0.0005,0.0265,1140.2146338383463,21.282976917076898,65,521.8574037891185
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,14,0.58,0.999,-0.001,0.0255,1865.0012685257284,15.975981121001514,65,1865.0012685257284
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,14,0.58,0.999,-0.0005,0.0265,1140.3539538383463,21.283430498558435,65,521.9422940113341
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,14,0.58,0.9998,-0.001,0.0255,1866.3606860257282,15.977549857966217,65,1866.3606860257282
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,14,0.58,0.9998,-0.0005,0.0265,1140.2088088383464,21.312819229529577,65,518.270501294797
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,14,0.6,0.998,-0.001,0.0255,1879.6504720689775,15.970513967824216,64,1879.6504720689775
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,14,0.6,0.998,-0.0005,0.0265,1150.2177406385965,21.282976917076898,64,531.8605105893687
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,14,0.6,0.999,-0.001,0.0255,1880.0600195689779,15.975981121001514,64,1880.0600195689779
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,14,0.6,0.999,-0.0005,0.0265,1149.6886781385963,21.283430498558435,64,531.277018311584
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,14,0.6,0.9998,-0.001,0.0255,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,14,0.6,0.9998,-0.0005,0.0265,1149.3656406385967,21.312819229529577,64,527.4273330950473
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,14,0.62,0.998,-0.001,0.0255,1879.6504720689775,15.970513967824216,64,1879.6504720689775
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,14,0.62,0.998,-0.0005,0.0265,1150.2177406385965,21.282976917076898,64,531.8605105893687
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,14,0.62,0.999,-0.001,0.0255,1880.0600195689779,15.975981121001514,64,1880.0600195689779
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,14,0.62,0.999,-0.0005,0.0265,1149.6886781385963,21.283430498558435,64,531.277018311584
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,14,0.62,0.9998,-0.001,0.0255,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,14,0.62,0.9998,-0.0005,0.0265,1149.3656406385967,21.312819229529577,64,527.4273330950473
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,14,0.64,0.998,-0.001,0.0255,1879.6504720689775,15.970513967824216,64,1879.6504720689775
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,14,0.64,0.998,-0.0005,0.0265,1150.2177406385965,21.282976917076898,64,531.8605105893687
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,14,0.64,0.999,-0.001,0.0255,1880.0600195689779,15.975981121001514,64,1880.0600195689779
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,14,0.64,0.999,-0.0005,0.0265,1149.6886781385963,21.283430498558435,64,531.277018311584
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,14,0.64,0.9998,-0.001,0.0255,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,14,0.64,0.9998,-0.0005,0.0265,1149.3656406385967,21.312819229529577,64,527.4273330950473
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,14,0.66,0.998,-0.001,0.0255,1879.6504720689775,15.970513967824216,64,1879.6504720689775
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,14,0.66,0.998,-0.0005,0.0265,1150.2177406385965,21.282976917076898,64,531.8605105893687
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,14,0.66,0.999,-0.001,0.0255,1880.0600195689779,15.975981121001514,64,1880.0600195689779
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,14,0.66,0.999,-0.0005,0.0265,1149.6886781385963,21.283430498558435,64,531.277018311584
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,14,0.66,0.9998,-0.001,0.0255,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,14,0.66,0.9998,-0.0005,0.0265,1149.3656406385967,21.312819229529577,64,527.4273330950473
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,15,0.58,0.998,-0.001,0.0255,3066.310825964773,15.970330460477403,64,3066.310825964773
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,15,0.58,0.998,-0.0005,0.0265,1883.8074047565503,18.204754882534036,64,1634.836818852466
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,15,0.58,0.999,-0.001,0.0255,3066.3835309647725,15.976528947256623,64,3066.3835309647725
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,15,0.58,0.999,-0.0005,0.0265,1883.9003997565503,18.22800339605088,64,1632.1399922304445
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,15,0.58,0.9998,-0.001,0.0255,3067.704368464772,16.01910595150687,64,3067.704368464772
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,15,0.58,0.9998,-0.0005,0.0265,1883.9186947565504,18.22800339605088,64,1632.1582872304446
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,15,0.6,0.998,-0.001,0.0255,3066.310825964773,15.970330460477403,64,3066.310825964773
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,15,0.6,0.998,-0.0005,0.0265,1883.8074047565503,18.204754882534036,64,1634.836818852466
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,15,0.6,0.999,-0.001,0.0255,3066.3835309647725,15.976528947256623,64,3066.3835309647725
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,15,0.6,0.999,-0.0005,0.0265,1883.9003997565503,18.22800339605088,64,1632.1399922304445
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,15,0.6,0.9998,-0.001,0.0255,3067.704368464772,16.01910595150687,64,3067.704368464772
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,15,0.6,0.9998,-0.0005,0.0265,1883.9186947565504,18.22800339605088,64,1632.1582872304446
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,15,0.62,0.998,-0.001,0.0255,3089.721177133972,15.970330460477403,63,3089.721177133972
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,15,0.62,0.998,-0.0005,0.0265,1898.3095082997997,18.204754882534036,63,1649.3389223957151
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,15,0.62,0.999,-0.001,0.0255,3089.7755871339727,15.976528947256623,63,3089.7755871339727
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,15,0.62,0.999,-0.0005,0.0265,1897.6170057997997,18.22800339605088,63,1645.8565982736939
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,15,0.62,0.9998,-0.001,0.0255,3091.114719633972,16.01910595150687,63,3091.114719633972
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,15,0.62,0.9998,-0.0005,0.0265,1898.4207982997993,18.22800339605088,63,1646.6603907736935
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,15,0.64,0.998,-0.001,0.0255,3089.721177133972,15.970330460477403,63,3089.721177133972
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,15,0.64,0.998,-0.0005,0.0265,1898.3095082997997,18.204754882534036,63,1649.3389223957151
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,15,0.64,0.999,-0.001,0.0255,3089.7755871339727,15.976528947256623,63,3089.7755871339727
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,15,0.64,0.999,-0.0005,0.0265,1897.6170057997997,18.22800339605088,63,1645.8565982736939
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,15,0.64,0.9998,-0.001,0.0255,3091.114719633972,16.01910595150687,63,3091.114719633972
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,15,0.64,0.9998,-0.0005,0.0265,1898.4207982997993,18.22800339605088,63,1646.6603907736935
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,15,0.66,0.998,-0.001,0.0255,3089.721177133972,15.970330460477403,63,3089.721177133972
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,15,0.66,0.998,-0.0005,0.0265,1898.3095082997997,18.204754882534036,63,1649.3389223957151
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,15,0.66,0.999,-0.001,0.0255,3089.7755871339727,15.976528947256623,63,3089.7755871339727
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,15,0.66,0.999,-0.0005,0.0265,1897.6170057997997,18.22800339605088,63,1645.8565982736939
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,15,0.66,0.9998,-0.001,0.0255,3091.114719633972,16.01910595150687,63,3091.114719633972
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,15,0.66,0.9998,-0.0005,0.0265,1898.4207982997993,18.22800339605088,63,1646.6603907736935
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,16,0.58,0.998,-0.001,0.0255,1645.5802064138275,40.86199101982874,61,-1322.2587159656218
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,16,0.58,0.998,-0.0005,0.0265,1000.8579548478076,40.8118068333511,61,-1960.9588651543243
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,16,0.58,0.999,-0.001,0.0255,1644.7656689138273,40.88566828576631,61,-1325.9145253781296
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,16,0.58,0.999,-0.0005,0.0265,1000.1654523478076,40.8436982659977,61,-1965.4783395719166
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,16,0.58,0.9998,-0.001,0.0255,1664.1659206022205,40.82766268109492,61,-1299.5536011291701
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,16,0.58,0.9998,-0.0005,0.0265,1002.5098323478076,40.86507671800782,61,-1965.6993738131312
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,16,0.6,0.998,-0.001,0.0255,1645.5802064138275,40.86199101982874,61,-1322.2587159656218
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,16,0.6,0.998,-0.0005,0.0265,1000.8579548478076,40.8118068333511,61,-1960.9588651543243
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,16,0.6,0.999,-0.001,0.0255,1644.7656689138273,40.88566828576631,61,-1325.9145253781296
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,16,0.6,0.999,-0.0005,0.0265,1000.1654523478076,40.8436982659977,61,-1965.4783395719166
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,16,0.6,0.9998,-0.001,0.0255,1664.1659206022205,40.82766268109492,61,-1299.5536011291701
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,16,0.6,0.9998,-0.0005,0.0265,1002.5098323478076,40.86507671800782,61,-1965.6993738131312
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,16,0.62,0.998,-0.001,0.0255,1645.5802064138275,40.86199101982874,61,-1322.2587159656218
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,16,0.62,0.998,-0.0005,0.0265,1000.8579548478076,40.8118068333511,61,-1960.9588651543243
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,16,0.62,0.999,-0.001,0.0255,1644.7656689138273,40.88566828576631,61,-1325.9145253781296
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,16,0.62,0.999,-0.0005,0.0265,1000.1654523478076,40.8436982659977,61,-1965.4783395719166
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,16,0.62,0.9998,-0.001,0.0255,1664.1659206022205,40.82766268109492,61,-1299.5536011291701
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,16,0.62,0.9998,-0.0005,0.0265,1002.5098323478076,40.86507671800782,61,-1965.6993738131312
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,16,0.64,0.998,-0.001,0.0255,1645.5802064138275,40.86199101982874,61,-1322.2587159656218
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,16,0.64,0.998,-0.0005,0.0265,1000.8579548478076,40.8118068333511,61,-1960.9588651543243
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,16,0.64,0.999,-0.001,0.0255,1644.7656689138273,40.88566828576631,61,-1325.9145253781296
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,16,0.64,0.999,-0.0005,0.0265,1000.1654523478076,40.8436982659977,61,-1965.4783395719166
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,16,0.64,0.9998,-0.001,0.0255,1664.1659206022205,40.82766268109492,61,-1299.5536011291701
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,16,0.64,0.9998,-0.0005,0.0265,1002.5098323478076,40.86507671800782,61,-1965.6993738131312
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,16,0.66,0.998,-0.001,0.0255,1658.4908215970277,40.86199101982874,60,-1309.3481007824216
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,16,0.66,0.998,-0.0005,0.0265,1009.0093724623077,40.8118068333511,60,-1952.8074475398241
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,16,0.66,0.999,-0.001,0.0255,1657.6762840970275,40.88566828576631,60,-1313.0039101949294
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,16,0.66,0.999,-0.0005,0.0265,1008.4156899623079,40.8436982659977,60,-1957.2281019574164
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,16,0.66,0.9998,-0.001,0.0255,1676.6030966225699,40.82766268109492,60,-1287.1164251088207
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,16,0.66,0.9998,-0.0005,0.0265,1009.9267099623078,40.86507671800782,60,-1958.282496198631
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,17,0.58,0.998,-0.001,0.0255,1142.386905244489,40.837511146572005,61,-1822.5144323441516
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,17,0.58,0.998,-0.0005,0.0265,678.3132774524853,40.739541707006325,61,-2274.831727388274
stage2,88,520,0.0205,0.0002,0.01,440,tie_hp,2025-03-01,17,0.58,0.999,-0.001,0.0255,1141.910946240074,40.86058135052782,61,-1825.758815823265
