variant,seed,target_gt,hidden,epochs,alpha,top_k,gap_min,gap_max,threshold,alloc,ret_pct,dd_pct,trades
mlp_h48_e300_gt0,419,0.0,48,300,16,4,-0.001,0.0265,0.55,0.998,-42.77627427000002,56.219424059984256,65
mlp_h48_e300_gt0,419,0.0,48,300,16,4,-0.001,0.0265,0.55,0.9998,-44.14627427000003,57.29156196741106,65
mlp_h48_e300_gt0,419,0.0,48,300,16,4,-0.001,0.0265,0.6,0.998,-42.77627427000002,56.219424059984256,65
mlp_h48_e300_gt0,419,0.0,48,300,16,4,-0.001,0.0265,0.6,0.9998,-44.14627427000003,57.29156196741106,65
mlp_h48_e300_gt0,419,0.0,48,300,16,4,-0.001,0.0265,0.65,0.998,-42.77627427000002,56.219424059984256,65
mlp_h48_e300_gt0,419,0.0,48,300,16,4,-0.001,0.0265,0.65,0.9998,-44.14627427000003,57.29156196741106,65
mlp_h48_e300_gt0,419,0.0,48,300,16,4,-0.0005,0.025,0.55,0.998,-49.41516176999999,54.49313747356692,65
mlp_h48_e300_gt0,419,0.0,48,300,16,4,-0.0005,0.025,0.55,0.9998,-49.41516176999999,54.49313747356692,65
mlp_h48_e300_gt0,419,0.0,48,300,16,4,-0.0005,0.025,0.6,0.998,-49.41516176999999,54.49313747356692,65
mlp_h48_e300_gt0,419,0.0,48,300,16,4,-0.0005,0.025,0.6,0.9998,-49.41516176999999,54.49313747356692,65
mlp_h48_e300_gt0,419,0.0,48,300,16,4,-0.0005,0.025,0.65,0.998,-49.41516176999999,54.49313747356692,65
mlp_h48_e300_gt0,419,0.0,48,300,16,4,-0.0005,0.025,0.65,0.9998,-49.41516176999999,54.49313747356692,65
mlp_h48_e300_gt0,419,0.0,48,300,16,4,-0.0005,0.0255,0.55,0.998,-49.41516176999999,54.49313747356692,65
mlp_h48_e300_gt0,419,0.0,48,300,16,4,-0.0005,0.0255,0.55,0.9998,-49.41516176999999,54.49313747356692,65
mlp_h48_e300_gt0,419,0.0,48,300,16,4,-0.0005,0.0255,0.6,0.998,-49.41516176999999,54.49313747356692,65
mlp_h48_e300_gt0,419,0.0,48,300,16,4,-0.0005,0.0255,0.6,0.9998,-49.41516176999999,54.49313747356692,65
mlp_h48_e300_gt0,419,0.0,48,300,16,4,-0.0005,0.0255,0.65,0.998,-49.41516176999999,54.49313747356692,65
mlp_h48_e300_gt0,419,0.0,48,300,16,4,-0.0005,0.0255,0.65,0.9998,-49.41516176999999,54.49313747356692,65
mlp_h48_e300_gt0,419,0.0,48,300,16,4,-0.0005,0.026,0.55,0.998,-54.66516176999999,59.26707693892732,65
mlp_h48_e300_gt0,419,0.0,48,300,16,4,-0.0005,0.026,0.55,0.9998,-54.66516176999999,59.26707693892732,65
mlp_h48_e300_gt0,419,0.0,48,300,16,4,-0.0005,0.026,0.6,0.998,-54.66516176999999,59.26707693892732,65
mlp_h48_e300_gt0,419,0.0,48,300,16,4,-0.0005,0.026,0.6,0.9998,-54.66516176999999,59.26707693892732,65
mlp_h48_e300_gt0,419,0.0,48,300,16,4,-0.0005,0.026,0.65,0.998,-54.66516176999999,59.26707693892732,65
mlp_h48_e300_gt0,419,0.0,48,300,16,4,-0.0005,0.026,0.65,0.9998,-54.66516176999999,59.26707693892732,65
mlp_h48_e300_gt0,419,0.0,48,300,16,4,-0.0005,0.0265,0.55,0.998,-42.77627427000002,56.219424059984256,65
mlp_h48_e300_gt0,419,0.0,48,300,16,4,-0.0005,0.0265,0.55,0.9998,-44.14627427000003,57.29156196741106,65
mlp_h48_e300_gt0,419,0.0,48,300,16,4,-0.0005,0.0265,0.6,0.998,-42.77627427000002,56.219424059984256,65
mlp_h48_e300_gt0,419,0.0,48,300,16,4,-0.0005,0.0265,0.6,0.9998,-44.14627427000003,57.29156196741106,65
mlp_h48_e300_gt0,419,0.0,48,300,16,4,-0.0005,0.0265,0.65,0.998,-42.77627427000002,56.219424059984256,65
mlp_h48_e300_gt0,419,0.0,48,300,16,4,-0.0005,0.0265,0.65,0.9998,-44.14627427000003,57.29156196741106,65
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0015,0.025,0.55,0.998,-48.446179660000055,66.27744535489308,51
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0015,0.025,0.55,0.9998,-48.446179660000055,66.27744535489308,51
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0015,0.025,0.6,0.998,-48.446179660000055,66.27744535489308,51
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0015,0.025,0.6,0.9998,-48.446179660000055,66.27744535489308,51
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0015,0.025,0.65,0.998,-48.446179660000055,66.27744535489308,51
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0015,0.025,0.65,0.9998,-48.446179660000055,66.27744535489308,51
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0015,0.0255,0.55,0.998,-33.306179660000055,62.34021933343903,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0015,0.0255,0.55,0.9998,-35.56617966000005,63.494694082102676,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0015,0.0255,0.6,0.998,-33.306179660000055,62.34021933343903,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0015,0.0255,0.6,0.9998,-35.56617966000005,63.494694082102676,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0015,0.0255,0.65,0.998,-33.306179660000055,62.34021933343903,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0015,0.0255,0.65,0.9998,-35.56617966000005,63.494694082102676,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0015,0.026,0.55,0.998,-33.306179660000055,62.34021933343903,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0015,0.026,0.55,0.9998,-35.56617966000005,63.494694082102676,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0015,0.026,0.6,0.998,-33.306179660000055,62.34021933343903,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0015,0.026,0.6,0.9998,-35.56617966000005,63.494694082102676,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0015,0.026,0.65,0.998,-33.306179660000055,62.34021933343903,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0015,0.026,0.65,0.9998,-35.56617966000005,63.494694082102676,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0015,0.0265,0.55,0.998,-33.306179660000055,62.34021933343903,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0015,0.0265,0.55,0.9998,-35.56617966000005,63.494694082102676,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0015,0.0265,0.6,0.998,-33.306179660000055,62.34021933343903,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0015,0.0265,0.6,0.9998,-35.56617966000005,63.494694082102676,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0015,0.0265,0.65,0.998,-33.306179660000055,62.34021933343903,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0015,0.0265,0.65,0.9998,-35.56617966000005,63.494694082102676,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.001,0.025,0.55,0.998,-47.38617966000005,65.57007932391997,50
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.001,0.025,0.55,0.9998,-47.38617966000005,65.57007932391997,50
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.001,0.025,0.6,0.998,-47.38617966000005,65.57007932391997,50
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.001,0.025,0.6,0.9998,-47.38617966000005,65.57007932391997,50
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.001,0.025,0.65,0.998,-47.38617966000005,65.57007932391997,50
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.001,0.025,0.65,0.9998,-47.38617966000005,65.57007932391997,50
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.001,0.0255,0.55,0.998,-33.306179660000055,62.34021933343903,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.001,0.0255,0.55,0.9998,-35.56617966000005,63.494694082102676,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.001,0.0255,0.6,0.998,-33.306179660000055,62.34021933343903,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.001,0.0255,0.6,0.9998,-35.56617966000005,63.494694082102676,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.001,0.0255,0.65,0.998,-33.306179660000055,62.34021933343903,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.001,0.0255,0.65,0.9998,-35.56617966000005,63.494694082102676,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.001,0.026,0.55,0.998,-33.306179660000055,62.34021933343903,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.001,0.026,0.55,0.9998,-35.56617966000005,63.494694082102676,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.001,0.026,0.6,0.998,-33.306179660000055,62.34021933343903,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.001,0.026,0.6,0.9998,-35.56617966000005,63.494694082102676,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.001,0.026,0.65,0.998,-33.306179660000055,62.34021933343903,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.001,0.026,0.65,0.9998,-35.56617966000005,63.494694082102676,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.001,0.0265,0.55,0.998,-33.306179660000055,62.34021933343903,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.001,0.0265,0.55,0.9998,-35.56617966000005,63.494694082102676,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.001,0.0265,0.6,0.998,-33.306179660000055,62.34021933343903,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.001,0.0265,0.6,0.9998,-35.56617966000005,63.494694082102676,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.001,0.0265,0.65,0.998,-33.306179660000055,62.34021933343903,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.001,0.0265,0.65,0.9998,-35.56617966000005,63.494694082102676,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0005,0.025,0.55,0.998,-47.38617966000005,65.57007932391997,50
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0005,0.025,0.55,0.9998,-47.38617966000005,65.57007932391997,50
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0005,0.025,0.6,0.998,-47.38617966000005,65.57007932391997,50
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0005,0.025,0.6,0.9998,-47.38617966000005,65.57007932391997,50
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0005,0.025,0.65,0.998,-47.38617966000005,65.57007932391997,50
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0005,0.025,0.65,0.9998,-47.38617966000005,65.57007932391997,50
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0005,0.0255,0.55,0.998,-33.306179660000055,62.34021933343903,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0005,0.0255,0.55,0.9998,-35.56617966000005,63.494694082102676,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0005,0.0255,0.6,0.998,-33.306179660000055,62.34021933343903,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0005,0.0255,0.6,0.9998,-35.56617966000005,63.494694082102676,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0005,0.0255,0.65,0.998,-33.306179660000055,62.34021933343903,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0005,0.0255,0.65,0.9998,-35.56617966000005,63.494694082102676,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0005,0.026,0.55,0.998,-33.306179660000055,62.34021933343903,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0005,0.026,0.55,0.9998,-35.56617966000005,63.494694082102676,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0005,0.026,0.6,0.998,-33.306179660000055,62.34021933343903,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0005,0.026,0.6,0.9998,-35.56617966000005,63.494694082102676,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0005,0.026,0.65,0.998,-33.306179660000055,62.34021933343903,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0005,0.026,0.65,0.9998,-35.56617966000005,63.494694082102676,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0005,0.0265,0.55,0.998,-33.306179660000055,62.34021933343903,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0005,0.0265,0.55,0.9998,-35.56617966000005,63.494694082102676,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0005,0.0265,0.6,0.998,-33.306179660000055,62.34021933343903,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0005,0.0265,0.6,0.9998,-35.56617966000005,63.494694082102676,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0005,0.0265,0.65,0.998,-33.306179660000055,62.34021933343903,52
mlp_h56_e320_gt1,420,0.01,56,320,14,2,-0.0005,0.0265,0.65,0.9998,-35.56617966000005,63.494694082102676,52
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0015,0.025,0.55,0.998,-36.77868191999999,57.45978755409996,61
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0015,0.025,0.55,0.9998,-36.77868191999999,57.45978755409996,61
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0015,0.025,0.6,0.998,-36.77868191999999,57.45978755409996,61
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0015,0.025,0.6,0.9998,-36.77868191999999,57.45978755409996,61
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0015,0.025,0.65,0.998,-36.77868191999999,57.45978755409996,61
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0015,0.025,0.65,0.9998,-36.77868191999999,57.45978755409996,61
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0015,0.0255,0.55,0.998,-30.96868192000001,53.413400834236334,61
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0015,0.0255,0.55,0.9998,-30.96868192000001,53.413400834236334,61
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0015,0.0255,0.6,0.998,-30.96868192000001,53.413400834236334,61
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0015,0.0255,0.6,0.9998,-30.96868192000001,53.413400834236334,61
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0015,0.0255,0.65,0.998,-30.96868192000001,53.413400834236334,61
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0015,0.0255,0.65,0.9998,-30.96868192000001,53.413400834236334,61
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0015,0.026,0.55,0.998,-30.96868192000001,53.413400834236334,61
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0015,0.026,0.55,0.9998,-30.96868192000001,53.413400834236334,61
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0015,0.026,0.6,0.998,-30.96868192000001,53.413400834236334,61
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0015,0.026,0.6,0.9998,-30.96868192000001,53.413400834236334,61
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0015,0.026,0.65,0.998,-30.96868192000001,53.413400834236334,61
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0015,0.026,0.65,0.9998,-30.96868192000001,53.413400834236334,61
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0015,0.0265,0.55,0.998,-30.96868192000001,53.413400834236334,61
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0015,0.0265,0.55,0.9998,-30.96868192000001,53.413400834236334,61
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0015,0.0265,0.6,0.998,-30.96868192000001,53.413400834236334,61
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0015,0.0265,0.6,0.9998,-30.96868192000001,53.413400834236334,61
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0015,0.0265,0.65,0.998,-30.96868192000001,53.413400834236334,61
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0015,0.0265,0.65,0.9998,-30.96868192000001,53.413400834236334,61
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.001,0.025,0.55,0.998,-36.828681919999994,58.1423106152818,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.001,0.025,0.55,0.9998,-36.828681919999994,58.1423106152818,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.001,0.025,0.6,0.998,-36.828681919999994,58.1423106152818,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.001,0.025,0.6,0.9998,-36.828681919999994,58.1423106152818,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.001,0.025,0.65,0.998,-36.828681919999994,58.1423106152818,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.001,0.025,0.65,0.9998,-36.828681919999994,58.1423106152818,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.001,0.0255,0.55,0.998,-31.348681919999986,54.56254680459347,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.001,0.0255,0.55,0.9998,-31.348681919999986,54.56254680459347,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.001,0.0255,0.6,0.998,-31.348681919999986,54.56254680459347,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.001,0.0255,0.6,0.9998,-31.348681919999986,54.56254680459347,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.001,0.0255,0.65,0.998,-31.348681919999986,54.56254680459347,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.001,0.0255,0.65,0.9998,-31.348681919999986,54.56254680459347,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.001,0.026,0.55,0.998,-31.348681919999986,54.56254680459347,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.001,0.026,0.55,0.9998,-31.348681919999986,54.56254680459347,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.001,0.026,0.6,0.998,-31.348681919999986,54.56254680459347,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.001,0.026,0.6,0.9998,-31.348681919999986,54.56254680459347,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.001,0.026,0.65,0.998,-31.348681919999986,54.56254680459347,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.001,0.026,0.65,0.9998,-31.348681919999986,54.56254680459347,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.001,0.0265,0.55,0.998,-31.348681919999986,54.56254680459347,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.001,0.0265,0.55,0.9998,-31.348681919999986,54.56254680459347,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.001,0.0265,0.6,0.998,-31.348681919999986,54.56254680459347,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.001,0.0265,0.6,0.9998,-31.348681919999986,54.56254680459347,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.001,0.0265,0.65,0.998,-31.348681919999986,54.56254680459347,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.001,0.0265,0.65,0.9998,-31.348681919999986,54.56254680459347,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0005,0.025,0.55,0.998,-36.828681919999994,58.1423106152818,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0005,0.025,0.55,0.9998,-36.828681919999994,58.1423106152818,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0005,0.025,0.6,0.998,-36.828681919999994,58.1423106152818,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0005,0.025,0.6,0.9998,-36.828681919999994,58.1423106152818,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0005,0.025,0.65,0.998,-36.828681919999994,58.1423106152818,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0005,0.025,0.65,0.9998,-36.828681919999994,58.1423106152818,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0005,0.0255,0.55,0.998,-31.348681919999986,54.56254680459347,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0005,0.0255,0.55,0.9998,-31.348681919999986,54.56254680459347,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0005,0.0255,0.6,0.998,-31.348681919999986,54.56254680459347,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0005,0.0255,0.6,0.9998,-31.348681919999986,54.56254680459347,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0005,0.0255,0.65,0.998,-31.348681919999986,54.56254680459347,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0005,0.0255,0.65,0.9998,-31.348681919999986,54.56254680459347,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0005,0.026,0.55,0.998,-31.348681919999986,54.56254680459347,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0005,0.026,0.55,0.9998,-31.348681919999986,54.56254680459347,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0005,0.026,0.6,0.998,-31.348681919999986,54.56254680459347,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0005,0.026,0.6,0.9998,-31.348681919999986,54.56254680459347,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0005,0.026,0.65,0.998,-31.348681919999986,54.56254680459347,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0005,0.026,0.65,0.9998,-31.348681919999986,54.56254680459347,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0005,0.0265,0.55,0.998,-31.348681919999986,54.56254680459347,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0005,0.0265,0.55,0.9998,-31.348681919999986,54.56254680459347,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0005,0.0265,0.6,0.998,-31.348681919999986,54.56254680459347,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0005,0.0265,0.6,0.9998,-31.348681919999986,54.56254680459347,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0005,0.0265,0.65,0.998,-31.348681919999986,54.56254680459347,60
mlp_h56_e320_gt1,420,0.01,56,320,14,3,-0.0005,0.0265,0.65,0.9998,-31.348681919999986,54.56254680459347,60
mlp_h56_e320_gt1,420,0.01,56,320,14,4,-0.0015,0.025,0.55,0.998,-17.08598371000004,47.94907039128684,67
mlp_h56_e320_gt1,420,0.01,56,320,14,4,-0.0015,0.025,0.55,0.9998,-21.83905881000001,49.67778292407604,67
mlp_h56_e320_gt1,420,0.01,56,320,14,4,-0.0015,0.025,0.6,0.998,-17.08598371000004,47.94907039128684,67
mlp_h56_e320_gt1,420,0.01,56,320,14,4,-0.0015,0.025,0.6,0.9998,-21.83905881000001,49.67778292407604,67
mlp_h56_e320_gt1,420,0.01,56,320,14,4,-0.0015,0.025,0.65,0.998,-17.08598371000004,47.94907039128684,67
mlp_h56_e320_gt1,420,0.01,56,320,14,4,-0.0015,0.025,0.65,0.9998,-21.83905881000001,49.67778292407604,67
mlp_h56_e320_gt1,420,0.01,56,320,14,4,-0.0015,0.0255,0.55,0.998,-14.045983709999998,48.4515137619635,67
mlp_h56_e320_gt1,420,0.01,56,320,14,4,-0.0015,0.0255,0.55,0.9998,-16.13905881000003,47.90629215478251,67
mlp_h56_e320_gt1,420,0.01,56,320,14,4,-0.0015,0.0255,0.6,0.998,-14.045983709999998,48.4515137619635,67
mlp_h56_e320_gt1,420,0.01,56,320,14,4,-0.0015,0.0255,0.6,0.9998,-16.13905881000003,47.90629215478251,67
mlp_h56_e320_gt1,420,0.01,56,320,14,4,-0.0015,0.0255,0.65,0.998,-14.045983709999998,48.4515137619635,67
mlp_h56_e320_gt1,420,0.01,56,320,14,4,-0.0015,0.0255,0.65,0.9998,-16.13905881000003,47.90629215478251,67
mlp_h56_e320_gt1,420,0.01,56,320,14,4,-0.0015,0.026,0.55,0.998,-14.045983709999998,48.4515137619635,67
mlp_h56_e320_gt1,420,0.01,56,320,14,4,-0.0015,0.026,0.55,0.9998,-16.13905881000003,47.90629215478251,67
mlp_h56_e320_gt1,420,0.01,56,320,14,4,-0.0015,0.026,0.6,0.998,-14.045983709999998,48.4515137619635,67
mlp_h56_e320_gt1,420,0.01,56,320,14,4,-0.0015,0.026,0.6,0.9998,-16.13905881000003,47.90629215478251,67
mlp_h56_e320_gt1,420,0.01,56,320,14,4,-0.0015,0.026,0.65,0.998,-14.045983709999998,48.4515137619635,67
mlp_h56_e320_gt1,420,0.01,56,320,14,4,-0.0015,0.026,0.65,0.9998,-16.13905881000003,47.90629215478251,67
mlp_h56_e320_gt1,420,0.01,56,320,14,4,-0.0015,0.0265,0.55,0.998,-14.045983709999998,48.4515137619635,67
mlp_h56_e320_gt1,420,0.01,56,320,14,4,-0.0015,0.0265,0.55,0.9998,-16.13905881000003,47.90629215478251,67
mlp_h56_e320_gt1,420,0.01,56,320,14,4,-0.0015,0.0265,0.6,0.998,-14.045983709999998,48.4515137619635,67
mlp_h56_e320_gt1,420,0.01,56,320,14,4,-0.0015,0.0265,0.6,0.9998,-16.13905881000003,47.90629215478251,67
mlp_h56_e320_gt1,420,0.01,56,320,14,4,-0.0015,0.0265,0.65,0.998,-14.045983709999998,48.4515137619635,67
mlp_h56_e320_gt1,420,0.01,56,320,14,4,-0.0015,0.0265,0.65,0.9998,-16.13905881000003,47.90629215478251,67
mlp_h56_e320_gt1,420,0.01,56,320,14,4,-0.001,0.025,0.55,0.998,-15.17598371000004,46.750029746519125,66
mlp_h56_e320_gt1,420,0.01,56,320,14,4,-0.001,0.025,0.55,0.9998,-19.399058810000014,48.10684214731677,66
mlp_h56_e320_gt1,420,0.01,56,320,14,4,-0.001,0.025,0.6,0.998,-15.17598371000004,46.750029746519125,66
mlp_h56_e320_gt1,420,0.01,56,320,14,4,-0.001,0.025,0.6,0.9998,-19.399058810000014,48.10684214731677,66
mlp_h56_e320_gt1,420,0.01,56,320,14,4,-0.001,0.025,0.65,0.998,-15.17598371000004,46.750029746519125,66
mlp_h56_e320_gt1,420,0.01,56,320,14,4,-0.001,0.025,0.65,0.9998,-19.399058810000014,48.10684214731677,66
mlp_h56_e320_gt1,420,0.01,56,320,14,4,-0.001,0.0255,0.55,0.998,-12.235983709999998,47.36601753830767,66
mlp_h56_e320_gt1,420,0.01,56,320,14,4,-0.001,0.0255,0.55,0.9998,-12.849058810000024,45.862571963013394,66
mlp_h56_e320_gt1,420,0.01,56,320,14,4,-0.001,0.0255,0.6,0.998,-12.235983709999998,47.36601753830767,66
mlp_h56_e320_gt1,420,0.01,56,320,14,4,-0.001,0.0255,0.6,0.9998,-12.849058810000024,45.862571963013394,66
mlp_h56_e320_gt1,420,0.01,56,320,14,4,-0.001,0.0255,0.65,0.998,-12.235983709999998,47.36601753830767,66
mlp_h56_e320_gt1,420,0.01,56,320,14,4,-0.001,0.0255,0.65,0.9998,-12.849058810000024,45.862571963013394,66
mlp_h56_e320_gt1,420,0.01,56,320,14,4,-0.001,0.026,0.55,0.998,-12.235983709999998,47.36601753830767,66
mlp_h56_e320_gt1,420,0.01,56,320,14,4,-0.001,0.026,0.55,0.9998,-12.849058810000024,45.862571963013394,66
