variant,seed,target_gt,hidden,epochs,alpha,top_k,gap_min,gap_max,threshold,alloc,ret_pct,dd_pct,trades
mlp_h72_e380_gt15,422,0.015,72,380,15,4,-0.001,0.0255,0.65,0.9998,-64.32566016000007,65.56920630038135,57
mlp_h72_e380_gt15,422,0.015,72,380,15,4,-0.001,0.026,0.55,0.998,-63.55220098000006,64.8112352218601,59
mlp_h72_e380_gt15,422,0.015,72,380,15,4,-0.001,0.026,0.55,0.9998,-63.55220098000006,64.8112352218601,59
mlp_h72_e380_gt15,422,0.015,72,380,15,4,-0.001,0.026,0.6,0.998,-63.55220098000006,64.8112352218601,59
mlp_h72_e380_gt15,422,0.015,72,380,15,4,-0.001,0.026,0.6,0.9998,-63.55220098000006,64.8112352218601,59
mlp_h72_e380_gt15,422,0.015,72,380,15,4,-0.001,0.026,0.65,0.998,-63.55220098000006,64.8112352218601,59
mlp_h72_e380_gt15,422,0.015,72,380,15,4,-0.001,0.026,0.65,0.9998,-63.55220098000006,64.8112352218601,59
mlp_h72_e380_gt15,422,0.015,72,380,15,4,-0.001,0.0265,0.55,0.998,-63.986277720000096,65.23661981006657,60
mlp_h72_e380_gt15,422,0.015,72,380,15,4,-0.001,0.0265,0.55,0.9998,-64.4562777200001,65.69720831443338,60
mlp_h72_e380_gt15,422,0.015,72,380,15,4,-0.001,0.0265,0.6,0.998,-63.986277720000096,65.23661981006657,60
mlp_h72_e380_gt15,422,0.015,72,380,15,4,-0.001,0.0265,0.6,0.9998,-64.4562777200001,65.69720831443338,60
mlp_h72_e380_gt15,422,0.015,72,380,15,4,-0.001,0.0265,0.65,0.998,-63.986277720000096,65.23661981006657,60
mlp_h72_e380_gt15,422,0.015,72,380,15,4,-0.001,0.0265,0.65,0.9998,-64.4562777200001,65.69720831443338,60
mlp_h72_e380_gt15,422,0.015,72,380,15,4,-0.0005,0.025,0.55,0.998,-64.97566016000007,66.20619040216523,57
mlp_h72_e380_gt15,422,0.015,72,380,15,4,-0.0005,0.025,0.55,0.9998,-64.32566016000007,65.56920630038135,57
mlp_h72_e380_gt15,422,0.015,72,380,15,4,-0.0005,0.025,0.6,0.998,-64.97566016000007,66.20619040216523,57
mlp_h72_e380_gt15,422,0.015,72,380,15,4,-0.0005,0.025,0.6,0.9998,-64.32566016000007,65.56920630038135,57
mlp_h72_e380_gt15,422,0.015,72,380,15,4,-0.0005,0.025,0.65,0.998,-64.97566016000007,66.20619040216523,57
mlp_h72_e380_gt15,422,0.015,72,380,15,4,-0.0005,0.025,0.65,0.9998,-64.32566016000007,65.56920630038135,57
mlp_h72_e380_gt15,422,0.015,72,380,15,4,-0.0005,0.0255,0.55,0.998,-64.97566016000007,66.20619040216523,57
mlp_h72_e380_gt15,422,0.015,72,380,15,4,-0.0005,0.0255,0.55,0.9998,-64.32566016000007,65.56920630038135,57
mlp_h72_e380_gt15,422,0.015,72,380,15,4,-0.0005,0.0255,0.6,0.998,-64.97566016000007,66.20619040216523,57
mlp_h72_e380_gt15,422,0.015,72,380,15,4,-0.0005,0.0255,0.6,0.9998,-64.32566016000007,65.56920630038135,57
mlp_h72_e380_gt15,422,0.015,72,380,15,4,-0.0005,0.0255,0.65,0.998,-64.97566016000007,66.20619040216523,57
mlp_h72_e380_gt15,422,0.015,72,380,15,4,-0.0005,0.0255,0.65,0.9998,-64.32566016000007,65.56920630038135,57
mlp_h72_e380_gt15,422,0.015,72,380,15,4,-0.0005,0.026,0.55,0.998,-63.55220098000006,64.8112352218601,59
mlp_h72_e380_gt15,422,0.015,72,380,15,4,-0.0005,0.026,0.55,0.9998,-63.55220098000006,64.8112352218601,59
mlp_h72_e380_gt15,422,0.015,72,380,15,4,-0.0005,0.026,0.6,0.998,-63.55220098000006,64.8112352218601,59
mlp_h72_e380_gt15,422,0.015,72,380,15,4,-0.0005,0.026,0.6,0.9998,-63.55220098000006,64.8112352218601,59
mlp_h72_e380_gt15,422,0.015,72,380,15,4,-0.0005,0.026,0.65,0.998,-63.55220098000006,64.8112352218601,59
mlp_h72_e380_gt15,422,0.015,72,380,15,4,-0.0005,0.026,0.65,0.9998,-63.55220098000006,64.8112352218601,59
mlp_h72_e380_gt15,422,0.015,72,380,15,4,-0.0005,0.0265,0.55,0.998,-63.986277720000096,65.23661981006657,60
mlp_h72_e380_gt15,422,0.015,72,380,15,4,-0.0005,0.0265,0.55,0.9998,-64.4562777200001,65.69720831443338,60
mlp_h72_e380_gt15,422,0.015,72,380,15,4,-0.0005,0.0265,0.6,0.998,-63.986277720000096,65.23661981006657,60
mlp_h72_e380_gt15,422,0.015,72,380,15,4,-0.0005,0.0265,0.6,0.9998,-64.4562777200001,65.69720831443338,60
mlp_h72_e380_gt15,422,0.015,72,380,15,4,-0.0005,0.0265,0.65,0.998,-63.986277720000096,65.23661981006657,60
mlp_h72_e380_gt15,422,0.015,72,380,15,4,-0.0005,0.0265,0.65,0.9998,-64.4562777200001,65.69720831443338,60
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0015,0.025,0.55,0.998,-58.46681604000003,66.42494481844551,49
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0015,0.025,0.55,0.9998,-58.46681604000003,66.42494481844551,49
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0015,0.025,0.6,0.998,-58.46681604000003,66.42494481844551,49
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0015,0.025,0.6,0.9998,-58.46681604000003,66.42494481844551,49
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0015,0.025,0.65,0.998,-58.46681604000003,66.42494481844551,49
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0015,0.025,0.65,0.9998,-58.46681604000003,66.42494481844551,49
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0015,0.0255,0.55,0.998,-58.46681604000003,66.42494481844551,49
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0015,0.0255,0.55,0.9998,-58.46681604000003,66.42494481844551,49
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0015,0.0255,0.6,0.998,-58.46681604000003,66.42494481844551,49
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0015,0.0255,0.6,0.9998,-58.46681604000003,66.42494481844551,49
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0015,0.0255,0.65,0.998,-58.46681604000003,66.42494481844551,49
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0015,0.0255,0.65,0.9998,-58.46681604000003,66.42494481844551,49
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0015,0.026,0.55,0.998,-56.546816040000046,64.89262569005247,50
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0015,0.026,0.55,0.9998,-58.39681604000005,66.36789038281387,50
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0015,0.026,0.6,0.998,-56.546816040000046,64.89262569005247,50
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0015,0.026,0.6,0.9998,-58.39681604000005,66.36789038281387,50
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0015,0.026,0.65,0.998,-56.546816040000046,64.89262569005247,50
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0015,0.026,0.65,0.9998,-58.39681604000005,66.36789038281387,50
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0015,0.0265,0.55,0.998,-56.546816040000046,64.89262569005247,50
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0015,0.0265,0.55,0.9998,-58.39681604000005,66.36789038281387,50
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0015,0.0265,0.6,0.998,-56.546816040000046,64.89262569005247,50
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0015,0.0265,0.6,0.9998,-58.39681604000005,66.36789038281387,50
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0015,0.0265,0.65,0.998,-56.546816040000046,64.89262569005247,50
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0015,0.0265,0.65,0.9998,-58.39681604000005,66.36789038281387,50
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.001,0.025,0.55,0.998,-58.46681604000003,66.42494481844551,49
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.001,0.025,0.55,0.9998,-58.46681604000003,66.42494481844551,49
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.001,0.025,0.6,0.998,-58.46681604000003,66.42494481844551,49
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.001,0.025,0.6,0.9998,-58.46681604000003,66.42494481844551,49
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.001,0.025,0.65,0.998,-58.46681604000003,66.42494481844551,49
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.001,0.025,0.65,0.9998,-58.46681604000003,66.42494481844551,49
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.001,0.0255,0.55,0.998,-58.46681604000003,66.42494481844551,49
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.001,0.0255,0.55,0.9998,-58.46681604000003,66.42494481844551,49
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.001,0.0255,0.6,0.998,-58.46681604000003,66.42494481844551,49
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.001,0.0255,0.6,0.9998,-58.46681604000003,66.42494481844551,49
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.001,0.0255,0.65,0.998,-58.46681604000003,66.42494481844551,49
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.001,0.0255,0.65,0.9998,-58.46681604000003,66.42494481844551,49
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.001,0.026,0.55,0.998,-56.546816040000046,64.89262569005247,50
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.001,0.026,0.55,0.9998,-58.39681604000005,66.36789038281387,50
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.001,0.026,0.6,0.998,-56.546816040000046,64.89262569005247,50
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.001,0.026,0.6,0.9998,-58.39681604000005,66.36789038281387,50
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.001,0.026,0.65,0.998,-56.546816040000046,64.89262569005247,50
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.001,0.026,0.65,0.9998,-58.39681604000005,66.36789038281387,50
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.001,0.0265,0.55,0.998,-56.546816040000046,64.89262569005247,50
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.001,0.0265,0.55,0.9998,-58.39681604000005,66.36789038281387,50
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.001,0.0265,0.6,0.998,-56.546816040000046,64.89262569005247,50
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.001,0.0265,0.6,0.9998,-58.39681604000005,66.36789038281387,50
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.001,0.0265,0.65,0.998,-56.546816040000046,64.89262569005247,50
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.001,0.0265,0.65,0.9998,-58.39681604000005,66.36789038281387,50
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0005,0.025,0.55,0.998,-58.46681604000003,66.42494481844551,49
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0005,0.025,0.55,0.9998,-58.46681604000003,66.42494481844551,49
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0005,0.025,0.6,0.998,-58.46681604000003,66.42494481844551,49
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0005,0.025,0.6,0.9998,-58.46681604000003,66.42494481844551,49
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0005,0.025,0.65,0.998,-58.46681604000003,66.42494481844551,49
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0005,0.025,0.65,0.9998,-58.46681604000003,66.42494481844551,49
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0005,0.0255,0.55,0.998,-58.46681604000003,66.42494481844551,49
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0005,0.0255,0.55,0.9998,-58.46681604000003,66.42494481844551,49
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0005,0.0255,0.6,0.998,-58.46681604000003,66.42494481844551,49
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0005,0.0255,0.6,0.9998,-58.46681604000003,66.42494481844551,49
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0005,0.0255,0.65,0.998,-58.46681604000003,66.42494481844551,49
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0005,0.0255,0.65,0.9998,-58.46681604000003,66.42494481844551,49
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0005,0.026,0.55,0.998,-56.546816040000046,64.89262569005247,50
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0005,0.026,0.55,0.9998,-58.39681604000005,66.36789038281387,50
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0005,0.026,0.6,0.998,-56.546816040000046,64.89262569005247,50
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0005,0.026,0.6,0.9998,-58.39681604000005,66.36789038281387,50
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0005,0.026,0.65,0.998,-56.546816040000046,64.89262569005247,50
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0005,0.026,0.65,0.9998,-58.39681604000005,66.36789038281387,50
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0005,0.0265,0.55,0.998,-56.546816040000046,64.89262569005247,50
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0005,0.0265,0.55,0.9998,-58.39681604000005,66.36789038281387,50
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0005,0.0265,0.6,0.998,-56.546816040000046,64.89262569005247,50
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0005,0.0265,0.6,0.9998,-58.39681604000005,66.36789038281387,50
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0005,0.0265,0.65,0.998,-56.546816040000046,64.89262569005247,50
mlp_h72_e380_gt15,422,0.015,72,380,16,2,-0.0005,0.0265,0.65,0.9998,-58.39681604000005,66.36789038281387,50
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0015,0.025,0.55,0.998,-70.06732472000003,70.28732472000003,57
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0015,0.025,0.55,0.9998,-70.06732472000003,70.28732472000003,57
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0015,0.025,0.6,0.998,-70.06732472000003,70.28732472000003,57
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0015,0.025,0.6,0.9998,-70.06732472000003,70.28732472000003,57
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0015,0.025,0.65,0.998,-70.06732472000003,70.28732472000003,57
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0015,0.025,0.65,0.9998,-70.06732472000003,70.28732472000003,57
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0015,0.0255,0.55,0.998,-70.06732472000003,70.28732472000003,57
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0015,0.0255,0.55,0.9998,-70.06732472000003,70.28732472000003,57
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0015,0.0255,0.6,0.998,-70.06732472000003,70.28732472000003,57
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0015,0.0255,0.6,0.9998,-70.06732472000003,70.28732472000003,57
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0015,0.0255,0.65,0.998,-70.06732472000003,70.28732472000003,57
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0015,0.0255,0.65,0.9998,-70.06732472000003,70.28732472000003,57
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0015,0.026,0.55,0.998,-66.69386554000003,66.95386554000004,58
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0015,0.026,0.55,0.9998,-66.69386554000003,66.95386554000004,58
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0015,0.026,0.6,0.998,-66.69386554000003,66.95386554000004,58
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0015,0.026,0.6,0.9998,-66.69386554000003,66.95386554000004,58
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0015,0.026,0.65,0.998,-66.69386554000003,66.95386554000004,58
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0015,0.026,0.65,0.9998,-66.69386554000003,66.95386554000004,58
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0015,0.0265,0.55,0.998,-68.77794228000005,68.99794228000006,59
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0015,0.0265,0.55,0.9998,-68.68794228000006,68.90794228000006,59
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0015,0.0265,0.6,0.998,-68.77794228000005,68.99794228000006,59
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0015,0.0265,0.6,0.9998,-68.68794228000006,68.90794228000006,59
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0015,0.0265,0.65,0.998,-68.77794228000005,68.99794228000006,59
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0015,0.0265,0.65,0.9998,-68.68794228000006,68.90794228000006,59
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.001,0.025,0.55,0.998,-69.82146268000005,70.04146268000005,56
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.001,0.025,0.55,0.9998,-70.33146268000006,70.55146268000006,56
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.001,0.025,0.6,0.998,-69.82146268000005,70.04146268000005,56
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.001,0.025,0.6,0.9998,-70.33146268000006,70.55146268000006,56
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.001,0.025,0.65,0.998,-69.82146268000005,70.04146268000005,56
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.001,0.025,0.65,0.9998,-70.33146268000006,70.55146268000006,56
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.001,0.0255,0.55,0.998,-69.82146268000005,70.04146268000005,56
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.001,0.0255,0.55,0.9998,-70.33146268000006,70.55146268000006,56
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.001,0.0255,0.6,0.998,-69.82146268000005,70.04146268000005,56
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.001,0.0255,0.6,0.9998,-70.33146268000006,70.55146268000006,56
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.001,0.0255,0.65,0.998,-69.82146268000005,70.04146268000005,56
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.001,0.0255,0.65,0.9998,-70.33146268000006,70.55146268000006,56
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.001,0.026,0.55,0.998,-66.28800350000006,66.54800350000006,57
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.001,0.026,0.55,0.9998,-65.45649316000008,65.71649316000008,57
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.001,0.026,0.6,0.998,-66.28800350000006,66.54800350000006,57
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.001,0.026,0.6,0.9998,-65.45649316000008,65.71649316000008,57
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.001,0.026,0.65,0.998,-66.28800350000006,66.54800350000006,57
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.001,0.026,0.65,0.9998,-65.45649316000008,65.71649316000008,57
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.001,0.0265,0.55,0.998,-70.20643194000004,70.42643194000004,58
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.001,0.0265,0.55,0.9998,-74.79643194000005,74.97643194000004,58
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.001,0.0265,0.6,0.998,-70.20643194000004,70.42643194000004,58
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.001,0.0265,0.6,0.9998,-74.79643194000005,74.97643194000004,58
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.001,0.0265,0.65,0.998,-70.20643194000004,70.42643194000004,58
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.001,0.0265,0.65,0.9998,-74.79643194000005,74.97643194000004,58
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0005,0.025,0.55,0.998,-69.82146268000005,70.04146268000005,56
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0005,0.025,0.55,0.9998,-70.33146268000006,70.55146268000006,56
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0005,0.025,0.6,0.998,-69.82146268000005,70.04146268000005,56
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0005,0.025,0.6,0.9998,-70.33146268000006,70.55146268000006,56
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0005,0.025,0.65,0.998,-69.82146268000005,70.04146268000005,56
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0005,0.025,0.65,0.9998,-70.33146268000006,70.55146268000006,56
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0005,0.0255,0.55,0.998,-69.82146268000005,70.04146268000005,56
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0005,0.0255,0.55,0.9998,-70.33146268000006,70.55146268000006,56
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0005,0.0255,0.6,0.998,-69.82146268000005,70.04146268000005,56
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0005,0.0255,0.6,0.9998,-70.33146268000006,70.55146268000006,56
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0005,0.0255,0.65,0.998,-69.82146268000005,70.04146268000005,56
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0005,0.0255,0.65,0.9998,-70.33146268000006,70.55146268000006,56
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0005,0.026,0.55,0.998,-66.28800350000006,66.54800350000006,57
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0005,0.026,0.55,0.9998,-65.45649316000008,65.71649316000008,57
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0005,0.026,0.6,0.998,-66.28800350000006,66.54800350000006,57
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0005,0.026,0.6,0.9998,-65.45649316000008,65.71649316000008,57
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0005,0.026,0.65,0.998,-66.28800350000006,66.54800350000006,57
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0005,0.026,0.65,0.9998,-65.45649316000008,65.71649316000008,57
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0005,0.0265,0.55,0.998,-70.20643194000004,70.42643194000004,58
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0005,0.0265,0.55,0.9998,-74.79643194000005,74.97643194000004,58
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0005,0.0265,0.6,0.998,-70.20643194000004,70.42643194000004,58
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0005,0.0265,0.6,0.9998,-74.79643194000005,74.97643194000004,58
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0005,0.0265,0.65,0.998,-70.20643194000004,70.42643194000004,58
mlp_h72_e380_gt15,422,0.015,72,380,16,3,-0.0005,0.0265,0.65,0.9998,-74.79643194000005,74.97643194000004,58
mlp_h72_e380_gt15,422,0.015,72,380,16,4,-0.0015,0.025,0.55,0.998,-59.75790260000002,64.46575168665782,59
mlp_h72_e380_gt15,422,0.015,72,380,16,4,-0.0015,0.025,0.55,0.9998,-60.03790260000002,64.71852250388912,59
mlp_h72_e380_gt15,422,0.015,72,380,16,4,-0.0015,0.025,0.6,0.998,-59.75790260000002,64.46575168665782,59
mlp_h72_e380_gt15,422,0.015,72,380,16,4,-0.0015,0.025,0.6,0.9998,-60.03790260000002,64.71852250388912,59
mlp_h72_e380_gt15,422,0.015,72,380,16,4,-0.0015,0.025,0.65,0.998,-59.75790260000002,64.46575168665782,59
mlp_h72_e380_gt15,422,0.015,72,380,16,4,-0.0015,0.025,0.65,0.9998,-60.03790260000002,64.71852250388912,59
mlp_h72_e380_gt15,422,0.015,72,380,16,4,-0.0015,0.0255,0.55,0.998,-59.75790260000002,64.46575168665782,59
mlp_h72_e380_gt15,422,0.015,72,380,16,4,-0.0015,0.0255,0.55,0.9998,-60.03790260000002,64.71852250388912,59
mlp_h72_e380_gt15,422,0.015,72,380,16,4,-0.0015,0.0255,0.6,0.998,-59.75790260000002,64.46575168665782,59
mlp_h72_e380_gt15,422,0.015,72,380,16,4,-0.0015,0.0255,0.6,0.9998,-60.03790260000002,64.71852250388912,59
mlp_h72_e380_gt15,422,0.015,72,380,16,4,-0.0015,0.0255,0.65,0.998,-59.75790260000002,64.46575168665782,59
mlp_h72_e380_gt15,422,0.015,72,380,16,4,-0.0015,0.0255,0.65,0.9998,-60.03790260000002,64.71852250388912,59
mlp_h72_e380_gt15,422,0.015,72,380,16,4,-0.0015,0.026,0.55,0.998,-51.26850370000007,56.874142285311635,62
mlp_h72_e380_gt15,422,0.015,72,380,16,4,-0.0015,0.026,0.55,0.9998,-51.54850370000008,57.12691310254293,62
mlp_h72_e380_gt15,422,0.015,72,380,16,4,-0.0015,0.026,0.6,0.998,-51.26850370000007,56.874142285311635,62
mlp_h72_e380_gt15,422,0.015,72,380,16,4,-0.0015,0.026,0.6,0.9998,-51.54850370000008,57.12691310254293,62
mlp_h72_e380_gt15,422,0.015,72,380,16,4,-0.0015,0.026,0.65,0.998,-51.26850370000007,56.874142285311635,62
mlp_h72_e380_gt15,422,0.015,72,380,16,4,-0.0015,0.026,0.65,0.9998,-51.54850370000008,57.12691310254293,62
mlp_h72_e380_gt15,422,0.015,72,380,16,4,-0.0015,0.0265,0.55,0.998,-58.27115104000007,63.320645361678295,63
mlp_h72_e380_gt15,422,0.015,72,380,16,4,-0.0015,0.0265,0.55,0.9998,-58.27115104000007,63.320645361678295,63
mlp_h72_e380_gt15,422,0.015,72,380,16,4,-0.0015,0.0265,0.6,0.998,-58.27115104000007,63.320645361678295,63
mlp_h72_e380_gt15,422,0.015,72,380,16,4,-0.0015,0.0265,0.6,0.9998,-58.27115104000007,63.320645361678295,63
mlp_h72_e380_gt15,422,0.015,72,380,16,4,-0.0015,0.0265,0.65,0.998,-58.27115104000007,63.320645361678295,63
mlp_h72_e380_gt15,422,0.015,72,380,16,4,-0.0015,0.0265,0.65,0.9998,-58.27115104000007,63.320645361678295,63
mlp_h72_e380_gt15,422,0.015,72,380,16,4,-0.001,0.025,0.55,0.998,-63.28347392000008,64.92660784746145,58
mlp_h72_e380_gt15,422,0.015,72,380,16,4,-0.001,0.025,0.55,0.9998,-64.73347392000008,66.34414806603718,58
mlp_h72_e380_gt15,422,0.015,72,380,16,4,-0.001,0.025,0.6,0.998,-63.28347392000008,64.92660784746145,58
mlp_h72_e380_gt15,422,0.015,72,380,16,4,-0.001,0.025,0.6,0.9998,-64.73347392000008,66.34414806603718,58
mlp_h72_e380_gt15,422,0.015,72,380,16,4,-0.001,0.025,0.65,0.998,-63.28347392000008,64.92660784746145,58
mlp_h72_e380_gt15,422,0.015,72,380,16,4,-0.001,0.025,0.65,0.9998,-64.73347392000008,66.34414806603718,58
mlp_h72_e380_gt15,422,0.015,72,380,16,4,-0.001,0.0255,0.55,0.998,-63.28347392000008,64.92660784746145,58
