seed,score_base_start,alpha,threshold,alloc,gap_min,gap_max,max_broken_rate,min_red_rate,max_limit_down,max_pullback,ret_pct,dd_pct,trades
437,2024-07-01,15,0.64,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-14.009220609999995,60.944448255532976,60
437,2024-07-01,15,0.64,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-47.329220610000014,67.33277337392481,59
437,2024-07-01,15,0.64,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-47.329220610000014,67.33277337392481,59
437,2024-07-01,15,0.66,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-14.009220609999995,60.944448255532976,60
437,2024-07-01,15,0.66,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-14.009220609999995,60.944448255532976,60
437,2024-07-01,15,0.66,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-47.31922061000001,67.32310873683194,59
437,2024-07-01,15,0.66,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-47.31922061000001,67.32310873683194,59
437,2024-07-01,15,0.66,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-14.009220609999995,60.944448255532976,60
437,2024-07-01,15,0.66,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-14.009220609999995,60.944448255532976,60
437,2024-07-01,15,0.66,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-47.329220610000014,67.33277337392481,59
437,2024-07-01,15,0.66,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-47.329220610000014,67.33277337392481,59
437,2024-07-01,16,0.58,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-40.595745789999995,65.96670125640281,58
437,2024-07-01,16,0.58,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-40.595745789999995,65.96670125640281,58
437,2024-07-01,16,0.58,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-34.305745789999996,65.99569516768146,59
437,2024-07-01,16,0.58,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-34.305745789999996,65.99569516768146,59
437,2024-07-01,16,0.58,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-40.72574578999999,65.96670125640281,58
437,2024-07-01,16,0.58,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-40.72574578999999,65.96670125640281,58
437,2024-07-01,16,0.58,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-33.565745790000015,65.99569516768146,59
437,2024-07-01,16,0.58,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-33.565745790000015,65.99569516768146,59
437,2024-07-01,16,0.6,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-40.595745789999995,65.96670125640281,58
437,2024-07-01,16,0.6,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-40.595745789999995,65.96670125640281,58
437,2024-07-01,16,0.6,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-34.305745789999996,65.99569516768146,59
437,2024-07-01,16,0.6,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-34.305745789999996,65.99569516768146,59
437,2024-07-01,16,0.6,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-40.72574578999999,65.96670125640281,58
437,2024-07-01,16,0.6,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-40.72574578999999,65.96670125640281,58
437,2024-07-01,16,0.6,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-33.565745790000015,65.99569516768146,59
437,2024-07-01,16,0.6,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-33.565745790000015,65.99569516768146,59
437,2024-07-01,16,0.62,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-40.595745789999995,65.96670125640281,58
437,2024-07-01,16,0.62,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-40.595745789999995,65.96670125640281,58
437,2024-07-01,16,0.62,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-34.305745789999996,65.99569516768146,59
437,2024-07-01,16,0.62,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-34.305745789999996,65.99569516768146,59
437,2024-07-01,16,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-40.72574578999999,65.96670125640281,58
437,2024-07-01,16,0.62,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-40.72574578999999,65.96670125640281,58
437,2024-07-01,16,0.62,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-33.565745790000015,65.99569516768146,59
437,2024-07-01,16,0.62,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-33.565745790000015,65.99569516768146,59
437,2024-07-01,16,0.64,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-40.595745789999995,65.96670125640281,58
437,2024-07-01,16,0.64,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-40.595745789999995,65.96670125640281,58
437,2024-07-01,16,0.64,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-34.305745789999996,65.99569516768146,59
437,2024-07-01,16,0.64,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-34.305745789999996,65.99569516768146,59
437,2024-07-01,16,0.64,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-40.72574578999999,65.96670125640281,58
437,2024-07-01,16,0.64,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-40.72574578999999,65.96670125640281,58
437,2024-07-01,16,0.64,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-33.565745790000015,65.99569516768146,59
437,2024-07-01,16,0.64,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-33.565745790000015,65.99569516768146,59
437,2024-07-01,16,0.66,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-40.595745789999995,65.96670125640281,58
437,2024-07-01,16,0.66,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-40.595745789999995,65.96670125640281,58
437,2024-07-01,16,0.66,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-34.305745789999996,65.99569516768146,59
437,2024-07-01,16,0.66,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-34.305745789999996,65.99569516768146,59
437,2024-07-01,16,0.66,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-40.72574578999999,65.96670125640281,58
437,2024-07-01,16,0.66,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-40.72574578999999,65.96670125640281,58
437,2024-07-01,16,0.66,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-33.565745790000015,65.99569516768146,59
437,2024-07-01,16,0.66,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-33.565745790000015,65.99569516768146,59
437,2025-01-01,14,0.58,0.998,-0.001,0.0255,0.412,0.287,10,0.065,41.23088819999998,56.98194704745334,62
437,2025-01-01,14,0.58,0.998,-0.001,0.0255,0.406,0.236,10,0.1,41.23088819999998,56.98194704745334,62
437,2025-01-01,14,0.58,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-26.06922061000002,64.68466281047648,60
437,2025-01-01,14,0.58,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-26.06922061000002,64.68466281047648,60
437,2025-01-01,14,0.58,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,41.23088819999998,56.98194704745334,62
437,2025-01-01,14,0.58,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,41.23088819999998,56.98194704745334,62
437,2025-01-01,14,0.58,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-26.06922061000002,64.68466281047648,60
437,2025-01-01,14,0.58,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-26.06922061000002,64.68466281047648,60
437,2025-01-01,14,0.6,0.998,-0.001,0.0255,0.412,0.287,10,0.065,41.23088819999998,56.98194704745334,62
437,2025-01-01,14,0.6,0.998,-0.001,0.0255,0.406,0.236,10,0.1,41.23088819999998,56.98194704745334,62
437,2025-01-01,14,0.6,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-26.06922061000002,64.68466281047648,60
437,2025-01-01,14,0.6,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-26.06922061000002,64.68466281047648,60
437,2025-01-01,14,0.6,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,41.23088819999998,56.98194704745334,62
437,2025-01-01,14,0.6,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,41.23088819999998,56.98194704745334,62
437,2025-01-01,14,0.6,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-26.06922061000002,64.68466281047648,60
437,2025-01-01,14,0.6,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-26.06922061000002,64.68466281047648,60
437,2025-01-01,14,0.62,0.998,-0.001,0.0255,0.412,0.287,10,0.065,41.23088819999998,56.98194704745334,62
437,2025-01-01,14,0.62,0.998,-0.001,0.0255,0.406,0.236,10,0.1,41.23088819999998,56.98194704745334,62
437,2025-01-01,14,0.62,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-26.06922061000002,64.68466281047648,60
437,2025-01-01,14,0.62,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-26.06922061000002,64.68466281047648,60
437,2025-01-01,14,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,41.23088819999998,56.98194704745334,62
437,2025-01-01,14,0.62,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,41.23088819999998,56.98194704745334,62
437,2025-01-01,14,0.62,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-26.06922061000002,64.68466281047648,60
437,2025-01-01,14,0.62,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-26.06922061000002,64.68466281047648,60
437,2025-01-01,14,0.64,0.998,-0.001,0.0255,0.412,0.287,10,0.065,41.23088819999998,56.98194704745334,62
437,2025-01-01,14,0.64,0.998,-0.001,0.0255,0.406,0.236,10,0.1,41.23088819999998,56.98194704745334,62
437,2025-01-01,14,0.64,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-26.06922061000002,64.68466281047648,60
437,2025-01-01,14,0.64,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-26.06922061000002,64.68466281047648,60
437,2025-01-01,14,0.64,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,41.23088819999998,56.98194704745334,62
437,2025-01-01,14,0.64,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,41.23088819999998,56.98194704745334,62
437,2025-01-01,14,0.64,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-26.06922061000002,64.68466281047648,60
437,2025-01-01,14,0.64,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-26.06922061000002,64.68466281047648,60
437,2025-01-01,14,0.66,0.998,-0.001,0.0255,0.412,0.287,10,0.065,41.23088819999998,56.98194704745334,62
437,2025-01-01,14,0.66,0.998,-0.001,0.0255,0.406,0.236,10,0.1,41.23088819999998,56.98194704745334,62
437,2025-01-01,14,0.66,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-26.06922061000002,64.68466281047648,60
437,2025-01-01,14,0.66,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-26.06922061000002,64.68466281047648,60
437,2025-01-01,14,0.66,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,41.23088819999998,56.98194704745334,62
437,2025-01-01,14,0.66,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,41.23088819999998,56.98194704745334,62
437,2025-01-01,14,0.66,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-26.06922061000002,64.68466281047648,60
437,2025-01-01,14,0.66,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-26.06922061000002,64.68466281047648,60
437,2025-01-01,15,0.58,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-43.33492232999999,63.69471569537063,60
437,2025-01-01,15,0.58,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-43.33492232999999,63.69471569537063,60
437,2025-01-01,15,0.58,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-48.12635509000002,68.10317492026677,59
437,2025-01-01,15,0.58,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-48.12635509000002,68.10317492026677,59
437,2025-01-01,15,0.58,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-43.33492232999999,63.69471569537063,60
437,2025-01-01,15,0.58,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-43.33492232999999,63.69471569537063,60
437,2025-01-01,15,0.58,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-48.12635509000002,68.10317492026677,59
437,2025-01-01,15,0.58,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-48.12635509000002,68.10317492026677,59
437,2025-01-01,15,0.6,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-43.33492232999999,63.69471569537063,60
437,2025-01-01,15,0.6,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-43.33492232999999,63.69471569537063,60
437,2025-01-01,15,0.6,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-48.12635509000002,68.10317492026677,59
437,2025-01-01,15,0.6,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-48.12635509000002,68.10317492026677,59
437,2025-01-01,15,0.6,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-43.33492232999999,63.69471569537063,60
437,2025-01-01,15,0.6,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-43.33492232999999,63.69471569537063,60
437,2025-01-01,15,0.6,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-48.12635509000002,68.10317492026677,59
437,2025-01-01,15,0.6,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-48.12635509000002,68.10317492026677,59
437,2025-01-01,15,0.62,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-43.33492232999999,63.69471569537063,60
437,2025-01-01,15,0.62,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-43.33492232999999,63.69471569537063,60
437,2025-01-01,15,0.62,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-48.12635509000002,68.10317492026677,59
437,2025-01-01,15,0.62,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-48.12635509000002,68.10317492026677,59
437,2025-01-01,15,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-43.33492232999999,63.69471569537063,60
437,2025-01-01,15,0.62,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-43.33492232999999,63.69471569537063,60
437,2025-01-01,15,0.62,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-48.12635509000002,68.10317492026677,59
437,2025-01-01,15,0.62,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-48.12635509000002,68.10317492026677,59
437,2025-01-01,15,0.64,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-43.33492232999999,63.69471569537063,60
437,2025-01-01,15,0.64,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-43.33492232999999,63.69471569537063,60
437,2025-01-01,15,0.64,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-48.12635509000002,68.10317492026677,59
437,2025-01-01,15,0.64,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-48.12635509000002,68.10317492026677,59
437,2025-01-01,15,0.64,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-43.33492232999999,63.69471569537063,60
437,2025-01-01,15,0.64,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-43.33492232999999,63.69471569537063,60
437,2025-01-01,15,0.64,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-48.12635509000002,68.10317492026677,59
437,2025-01-01,15,0.64,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-48.12635509000002,68.10317492026677,59
437,2025-01-01,15,0.66,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-43.33492232999999,63.69471569537063,60
437,2025-01-01,15,0.66,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-43.33492232999999,63.69471569537063,60
437,2025-01-01,15,0.66,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-48.12635509000002,68.10317492026677,59
437,2025-01-01,15,0.66,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-48.12635509000002,68.10317492026677,59
437,2025-01-01,15,0.66,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-43.33492232999999,63.69471569537063,60
437,2025-01-01,15,0.66,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-43.33492232999999,63.69471569537063,60
437,2025-01-01,15,0.66,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-48.12635509000002,68.10317492026677,59
437,2025-01-01,15,0.66,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-48.12635509000002,68.10317492026677,59
437,2025-01-01,16,0.58,0.998,-0.001,0.0255,0.412,0.287,10,0.065,17.934254209999988,55.02633206726587,61
437,2025-01-01,16,0.58,0.998,-0.001,0.0255,0.406,0.236,10,0.1,17.934254209999988,55.02633206726587,61
437,2025-01-01,16,0.58,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-33.31574579000001,66.16965863535324,61
437,2025-01-01,16,0.58,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-33.31574579000001,66.16965863535324,61
437,2025-01-01,16,0.58,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,18.03425421,55.02633206726587,61
437,2025-01-01,16,0.58,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,18.03425421,55.02633206726587,61
437,2025-01-01,16,0.58,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-32.355745790000014,66.16965863535324,61
437,2025-01-01,16,0.58,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-32.355745790000014,66.16965863535324,61
437,2025-01-01,16,0.6,0.998,-0.001,0.0255,0.412,0.287,10,0.065,17.934254209999988,55.02633206726587,61
437,2025-01-01,16,0.6,0.998,-0.001,0.0255,0.406,0.236,10,0.1,17.934254209999988,55.02633206726587,61
437,2025-01-01,16,0.6,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-33.31574579000001,66.16965863535324,61
437,2025-01-01,16,0.6,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-33.31574579000001,66.16965863535324,61
437,2025-01-01,16,0.6,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,18.03425421,55.02633206726587,61
437,2025-01-01,16,0.6,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,18.03425421,55.02633206726587,61
437,2025-01-01,16,0.6,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-32.355745790000014,66.16965863535324,61
437,2025-01-01,16,0.6,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-32.355745790000014,66.16965863535324,61
437,2025-01-01,16,0.62,0.998,-0.001,0.0255,0.412,0.287,10,0.065,17.934254209999988,55.02633206726587,61
437,2025-01-01,16,0.62,0.998,-0.001,0.0255,0.406,0.236,10,0.1,17.934254209999988,55.02633206726587,61
437,2025-01-01,16,0.62,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-33.31574579000001,66.16965863535324,61
437,2025-01-01,16,0.62,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-33.31574579000001,66.16965863535324,61
437,2025-01-01,16,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,18.03425421,55.02633206726587,61
437,2025-01-01,16,0.62,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,18.03425421,55.02633206726587,61
437,2025-01-01,16,0.62,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-32.355745790000014,66.16965863535324,61
437,2025-01-01,16,0.62,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-32.355745790000014,66.16965863535324,61
437,2025-01-01,16,0.64,0.998,-0.001,0.0255,0.412,0.287,10,0.065,17.934254209999988,55.02633206726587,61
437,2025-01-01,16,0.64,0.998,-0.001,0.0255,0.406,0.236,10,0.1,17.934254209999988,55.02633206726587,61
437,2025-01-01,16,0.64,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-33.31574579000001,66.16965863535324,61
437,2025-01-01,16,0.64,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-33.31574579000001,66.16965863535324,61
437,2025-01-01,16,0.64,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,18.03425421,55.02633206726587,61
437,2025-01-01,16,0.64,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,18.03425421,55.02633206726587,61
437,2025-01-01,16,0.64,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-32.355745790000014,66.16965863535324,61
437,2025-01-01,16,0.64,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-32.355745790000014,66.16965863535324,61
437,2025-01-01,16,0.66,0.998,-0.001,0.0255,0.412,0.287,10,0.065,17.934254209999988,55.02633206726587,61
437,2025-01-01,16,0.66,0.998,-0.001,0.0255,0.406,0.236,10,0.1,17.934254209999988,55.02633206726587,61
437,2025-01-01,16,0.66,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-33.31574579000001,66.16965863535324,61
437,2025-01-01,16,0.66,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-33.31574579000001,66.16965863535324,61
437,2025-01-01,16,0.66,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,18.03425421,55.02633206726587,61
437,2025-01-01,16,0.66,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,18.03425421,55.02633206726587,61
437,2025-01-01,16,0.66,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-32.355745790000014,66.16965863535324,61
437,2025-01-01,16,0.66,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-32.355745790000014,66.16965863535324,61
437,2025-07-01,14,0.58,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-43.33492232999999,63.69471569537063,60
437,2025-07-01,14,0.58,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-43.33492232999999,63.69471569537063,60
437,2025-07-01,14,0.58,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-48.12635509000002,68.10317492026677,59
437,2025-07-01,14,0.58,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-48.12635509000002,68.10317492026677,59
437,2025-07-01,14,0.58,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-43.33492232999999,63.69471569537063,60
437,2025-07-01,14,0.58,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-43.33492232999999,63.69471569537063,60
437,2025-07-01,14,0.58,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-48.12635509000002,68.10317492026677,59
437,2025-07-01,14,0.58,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-48.12635509000002,68.10317492026677,59
437,2025-07-01,14,0.6,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-43.33492232999999,63.69471569537063,60
437,2025-07-01,14,0.6,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-43.33492232999999,63.69471569537063,60
437,2025-07-01,14,0.6,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-48.12635509000002,68.10317492026677,59
437,2025-07-01,14,0.6,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-48.12635509000002,68.10317492026677,59
437,2025-07-01,14,0.6,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-43.33492232999999,63.69471569537063,60
437,2025-07-01,14,0.6,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-43.33492232999999,63.69471569537063,60
437,2025-07-01,14,0.6,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-48.12635509000002,68.10317492026677,59
437,2025-07-01,14,0.6,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-48.12635509000002,68.10317492026677,59
437,2025-07-01,14,0.62,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-43.33492232999999,63.69471569537063,60
437,2025-07-01,14,0.62,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-43.33492232999999,63.69471569537063,60
437,2025-07-01,14,0.62,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-48.12635509000002,68.10317492026677,59
437,2025-07-01,14,0.62,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-48.12635509000002,68.10317492026677,59
437,2025-07-01,14,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-43.33492232999999,63.69471569537063,60
437,2025-07-01,14,0.62,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-43.33492232999999,63.69471569537063,60
437,2025-07-01,14,0.62,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-48.12635509000002,68.10317492026677,59
437,2025-07-01,14,0.62,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-48.12635509000002,68.10317492026677,59
437,2025-07-01,14,0.64,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-43.33492232999999,63.69471569537063,60
437,2025-07-01,14,0.64,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-43.33492232999999,63.69471569537063,60
437,2025-07-01,14,0.64,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-48.12635509000002,68.10317492026677,59
437,2025-07-01,14,0.64,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-48.12635509000002,68.10317492026677,59
437,2025-07-01,14,0.64,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-43.33492232999999,63.69471569537063,60
437,2025-07-01,14,0.64,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-43.33492232999999,63.69471569537063,60
437,2025-07-01,14,0.64,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-48.12635509000002,68.10317492026677,59
437,2025-07-01,14,0.64,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-48.12635509000002,68.10317492026677,59
437,2025-07-01,14,0.66,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-43.33492232999999,63.69471569537063,60
437,2025-07-01,14,0.66,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-43.33492232999999,63.69471569537063,60
437,2025-07-01,14,0.66,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-48.12635509000002,68.10317492026677,59
437,2025-07-01,14,0.66,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-48.12635509000002,68.10317492026677,59
437,2025-07-01,14,0.66,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-43.33492232999999,63.69471569537063,60
437,2025-07-01,14,0.66,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-43.33492232999999,63.69471569537063,60
437,2025-07-01,14,0.66,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-48.12635509000002,68.10317492026677,59
437,2025-07-01,14,0.66,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-48.12635509000002,68.10317492026677,59
437,2025-07-01,15,0.58,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-40.595745789999995,65.96670125640281,58
437,2025-07-01,15,0.58,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-40.595745789999995,65.96670125640281,58
437,2025-07-01,15,0.58,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-34.305745789999996,65.99569516768146,59
437,2025-07-01,15,0.58,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-34.305745789999996,65.99569516768146,59
437,2025-07-01,15,0.58,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-40.72574578999999,65.96670125640281,58
437,2025-07-01,15,0.58,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-40.72574578999999,65.96670125640281,58
437,2025-07-01,15,0.58,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-33.565745790000015,65.99569516768146,59
437,2025-07-01,15,0.58,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-33.565745790000015,65.99569516768146,59
437,2025-07-01,15,0.6,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-40.595745789999995,65.96670125640281,58
437,2025-07-01,15,0.6,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-40.595745789999995,65.96670125640281,58
437,2025-07-01,15,0.6,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-34.305745789999996,65.99569516768146,59
