seed,score_base_start,alpha,threshold,alloc,gap_min,gap_max,max_broken_rate,min_red_rate,max_limit_down,max_pullback,ret_pct,dd_pct,trades
425,2024-01-01,15,0.58,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,20.372864690000014,41.44863303120381,63
425,2024-01-01,15,0.6,0.998,-0.001,0.0255,0.412,0.287,10,0.065,8.287079550000009,42.00806169641757,63
425,2024-01-01,15,0.6,0.998,-0.001,0.0255,0.406,0.236,10,0.1,8.287079550000009,42.00806169641757,63
425,2024-01-01,15,0.6,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,20.372864690000014,41.44863303120381,63
425,2024-01-01,15,0.6,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,20.372864690000014,41.44863303120381,63
425,2024-01-01,15,0.6,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,8.097079550000007,42.164051703190744,63
425,2024-01-01,15,0.6,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,8.097079550000007,42.164051703190744,63
425,2024-01-01,15,0.6,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,20.372864690000014,41.44863303120381,63
425,2024-01-01,15,0.6,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,20.372864690000014,41.44863303120381,63
425,2024-01-01,15,0.62,0.998,-0.001,0.0255,0.412,0.287,10,0.065,8.287079550000009,42.00806169641757,63
425,2024-01-01,15,0.62,0.998,-0.001,0.0255,0.406,0.236,10,0.1,8.287079550000009,42.00806169641757,63
425,2024-01-01,15,0.62,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,20.372864690000014,41.44863303120381,63
425,2024-01-01,15,0.62,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,20.372864690000014,41.44863303120381,63
425,2024-01-01,15,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,8.097079550000007,42.164051703190744,63
425,2024-01-01,15,0.62,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,8.097079550000007,42.164051703190744,63
425,2024-01-01,15,0.62,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,20.372864690000014,41.44863303120381,63
425,2024-01-01,15,0.62,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,20.372864690000014,41.44863303120381,63
425,2024-01-01,15,0.64,0.998,-0.001,0.0255,0.412,0.287,10,0.065,8.287079550000009,42.00806169641757,63
425,2024-01-01,15,0.64,0.998,-0.001,0.0255,0.406,0.236,10,0.1,8.287079550000009,42.00806169641757,63
425,2024-01-01,15,0.64,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,20.372864690000014,41.44863303120381,63
425,2024-01-01,15,0.64,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,20.372864690000014,41.44863303120381,63
425,2024-01-01,15,0.64,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,8.097079550000007,42.164051703190744,63
425,2024-01-01,15,0.64,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,8.097079550000007,42.164051703190744,63
425,2024-01-01,15,0.64,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,20.372864690000014,41.44863303120381,63
425,2024-01-01,15,0.64,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,20.372864690000014,41.44863303120381,63
425,2024-01-01,15,0.66,0.998,-0.001,0.0255,0.412,0.287,10,0.065,8.287079550000009,42.00806169641757,63
425,2024-01-01,15,0.66,0.998,-0.001,0.0255,0.406,0.236,10,0.1,8.287079550000009,42.00806169641757,63
425,2024-01-01,15,0.66,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,20.372864690000014,41.44863303120381,63
425,2024-01-01,15,0.66,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,20.372864690000014,41.44863303120381,63
425,2024-01-01,15,0.66,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,8.097079550000007,42.164051703190744,63
425,2024-01-01,15,0.66,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,8.097079550000007,42.164051703190744,63
425,2024-01-01,15,0.66,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,20.372864690000014,41.44863303120381,63
425,2024-01-01,15,0.66,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,20.372864690000014,41.44863303120381,63
425,2024-01-01,16,0.58,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-15.75742318999993,58.28432030550768,61
425,2024-01-01,16,0.58,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-13.29404898999994,56.827592556936004,61
425,2024-01-01,16,0.58,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-5.697718590000001,58.13157373873983,61
425,2024-01-01,16,0.58,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-9.005080590000002,58.67021272672223,61
425,2024-01-01,16,0.58,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-15.75742318999993,58.28432030550768,61
425,2024-01-01,16,0.58,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-16.184048989999933,58.53660744934339,61
425,2024-01-01,16,0.58,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-5.846962290000013,58.21137471945059,61
425,2024-01-01,16,0.58,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-9.005080590000002,58.67021272672223,61
425,2024-01-01,16,0.6,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-15.75742318999993,58.28432030550768,61
425,2024-01-01,16,0.6,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-13.29404898999994,56.827592556936004,61
425,2024-01-01,16,0.6,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-5.697718590000001,58.13157373873983,61
425,2024-01-01,16,0.6,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-9.005080590000002,58.67021272672223,61
425,2024-01-01,16,0.6,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-15.75742318999993,58.28432030550768,61
425,2024-01-01,16,0.6,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-16.184048989999933,58.53660744934339,61
425,2024-01-01,16,0.6,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-5.846962290000013,58.21137471945059,61
425,2024-01-01,16,0.6,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-9.005080590000002,58.67021272672223,61
425,2024-01-01,16,0.62,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-15.75742318999993,58.28432030550768,61
425,2024-01-01,16,0.62,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-13.29404898999994,56.827592556936004,61
425,2024-01-01,16,0.62,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-5.697718590000001,58.13157373873983,61
425,2024-01-01,16,0.62,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-9.005080590000002,58.67021272672223,61
425,2024-01-01,16,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-15.75742318999993,58.28432030550768,61
425,2024-01-01,16,0.62,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-16.184048989999933,58.53660744934339,61
425,2024-01-01,16,0.62,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-5.846962290000013,58.21137471945059,61
425,2024-01-01,16,0.62,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-9.005080590000002,58.67021272672223,61
425,2024-01-01,16,0.64,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-15.75742318999993,58.28432030550768,61
425,2024-01-01,16,0.64,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-13.29404898999994,56.827592556936004,61
425,2024-01-01,16,0.64,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-5.697718590000001,58.13157373873983,61
425,2024-01-01,16,0.64,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-9.005080590000002,58.67021272672223,61
425,2024-01-01,16,0.64,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-15.75742318999993,58.28432030550768,61
425,2024-01-01,16,0.64,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-16.184048989999933,58.53660744934339,61
425,2024-01-01,16,0.64,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-5.846962290000013,58.21137471945059,61
425,2024-01-01,16,0.64,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-9.005080590000002,58.67021272672223,61
425,2024-01-01,16,0.66,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-15.75742318999993,58.28432030550768,61
425,2024-01-01,16,0.66,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-13.29404898999994,56.827592556936004,61
425,2024-01-01,16,0.66,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-5.697718590000001,58.13157373873983,61
425,2024-01-01,16,0.66,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-9.005080590000002,58.67021272672223,61
425,2024-01-01,16,0.66,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-15.75742318999993,58.28432030550768,61
425,2024-01-01,16,0.66,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-16.184048989999933,58.53660744934339,61
425,2024-01-01,16,0.66,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-5.846962290000013,58.21137471945059,61
425,2024-01-01,16,0.66,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-9.005080590000002,58.67021272672223,61
425,2024-07-01,14,0.58,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-5.7323676499999365,49.47423198067338,62
425,2024-07-01,14,0.58,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-5.218257249999914,49.14234736851896,62
425,2024-07-01,14,0.58,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,8.139490490000068,47.110394299981266,62
425,2024-07-01,14,0.58,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,7.352864690000094,47.573490519344745,62
425,2024-07-01,14,0.58,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-5.7323676499999365,49.47423198067338,62
425,2024-07-01,14,0.58,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-5.4982572499999165,49.32310171895271,62
425,2024-07-01,14,0.58,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,8.139490490000068,47.110394299981266,62
425,2024-07-01,14,0.58,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,7.352864690000094,47.573490519344745,62
425,2024-07-01,14,0.6,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-5.7323676499999365,49.47423198067338,62
425,2024-07-01,14,0.6,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-5.218257249999914,49.14234736851896,62
425,2024-07-01,14,0.6,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,8.139490490000068,47.110394299981266,62
425,2024-07-01,14,0.6,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,7.352864690000094,47.573490519344745,62
425,2024-07-01,14,0.6,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-5.7323676499999365,49.47423198067338,62
425,2024-07-01,14,0.6,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-5.4982572499999165,49.32310171895271,62
425,2024-07-01,14,0.6,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,8.139490490000068,47.110394299981266,62
425,2024-07-01,14,0.6,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,7.352864690000094,47.573490519344745,62
425,2024-07-01,14,0.62,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-5.7323676499999365,49.47423198067338,62
425,2024-07-01,14,0.62,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-5.218257249999914,49.14234736851896,62
425,2024-07-01,14,0.62,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,8.139490490000068,47.110394299981266,62
425,2024-07-01,14,0.62,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,7.352864690000094,47.573490519344745,62
425,2024-07-01,14,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-5.7323676499999365,49.47423198067338,62
425,2024-07-01,14,0.62,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-5.4982572499999165,49.32310171895271,62
425,2024-07-01,14,0.62,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,8.139490490000068,47.110394299981266,62
425,2024-07-01,14,0.62,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,7.352864690000094,47.573490519344745,62
425,2024-07-01,14,0.64,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-5.7323676499999365,49.47423198067338,62
425,2024-07-01,14,0.64,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-5.218257249999914,49.14234736851896,62
425,2024-07-01,14,0.64,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,8.139490490000068,47.110394299981266,62
425,2024-07-01,14,0.64,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,7.352864690000094,47.573490519344745,62
425,2024-07-01,14,0.64,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-5.7323676499999365,49.47423198067338,62
425,2024-07-01,14,0.64,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-5.4982572499999165,49.32310171895271,62
425,2024-07-01,14,0.64,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,8.139490490000068,47.110394299981266,62
425,2024-07-01,14,0.64,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,7.352864690000094,47.573490519344745,62
425,2024-07-01,14,0.66,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-5.7323676499999365,49.47423198067338,62
425,2024-07-01,14,0.66,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-5.218257249999914,49.14234736851896,62
425,2024-07-01,14,0.66,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,8.139490490000068,47.110394299981266,62
425,2024-07-01,14,0.66,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,7.352864690000094,47.573490519344745,62
425,2024-07-01,14,0.66,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-5.7323676499999365,49.47423198067338,62
425,2024-07-01,14,0.66,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-5.4982572499999165,49.32310171895271,62
425,2024-07-01,14,0.66,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,8.139490490000068,47.110394299981266,62
425,2024-07-01,14,0.66,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,7.352864690000094,47.573490519344745,62
425,2024-07-01,15,0.58,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-14.891427009999969,47.54820719980064,62
425,2024-07-01,15,0.58,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-16.527316609999975,48.749818417479204,62
425,2024-07-01,15,0.58,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-13.013720530000006,50.899692119859566,62
425,2024-07-01,15,0.58,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-13.219610130000037,51.0376339395621,62
425,2024-07-01,15,0.58,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-16.51142700999997,48.76825205311267,62
425,2024-07-01,15,0.58,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-15.38731660999998,47.94304330890282,62
425,2024-07-01,15,0.58,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-13.18604180999997,51.18445284058344,62
425,2024-07-01,15,0.58,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-12.651931409999984,50.82784663207015,62
425,2024-07-01,15,0.6,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-14.891427009999969,47.54820719980064,62
425,2024-07-01,15,0.6,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-16.527316609999975,48.749818417479204,62
425,2024-07-01,15,0.6,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-13.013720530000006,50.899692119859566,62
425,2024-07-01,15,0.6,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-13.219610130000037,51.0376339395621,62
425,2024-07-01,15,0.6,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-16.51142700999997,48.76825205311267,62
425,2024-07-01,15,0.6,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-15.38731660999998,47.94304330890282,62
425,2024-07-01,15,0.6,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-13.18604180999997,51.18445284058344,62
425,2024-07-01,15,0.6,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-12.651931409999984,50.82784663207015,62
425,2024-07-01,15,0.62,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-14.891427009999969,47.54820719980064,62
425,2024-07-01,15,0.62,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-16.527316609999975,48.749818417479204,62
425,2024-07-01,15,0.62,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-13.013720530000006,50.899692119859566,62
425,2024-07-01,15,0.62,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-13.219610130000037,51.0376339395621,62
425,2024-07-01,15,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-16.51142700999997,48.76825205311267,62
425,2024-07-01,15,0.62,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-15.38731660999998,47.94304330890282,62
425,2024-07-01,15,0.62,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-13.18604180999997,51.18445284058344,62
425,2024-07-01,15,0.62,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-12.651931409999984,50.82784663207015,62
425,2024-07-01,15,0.64,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-14.891427009999969,47.54820719980064,62
425,2024-07-01,15,0.64,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-16.527316609999975,48.749818417479204,62
425,2024-07-01,15,0.64,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-13.013720530000006,50.899692119859566,62
425,2024-07-01,15,0.64,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-13.219610130000037,51.0376339395621,62
425,2024-07-01,15,0.64,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-16.51142700999997,48.76825205311267,62
425,2024-07-01,15,0.64,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-15.38731660999998,47.94304330890282,62
425,2024-07-01,15,0.64,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-13.18604180999997,51.18445284058344,62
425,2024-07-01,15,0.64,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-12.651931409999984,50.82784663207015,62
425,2024-07-01,15,0.66,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-14.891427009999969,47.54820719980064,62
425,2024-07-01,15,0.66,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-16.527316609999975,48.749818417479204,62
425,2024-07-01,15,0.66,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-13.013720530000006,50.899692119859566,62
425,2024-07-01,15,0.66,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-13.219610130000037,51.0376339395621,62
425,2024-07-01,15,0.66,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-16.51142700999997,48.76825205311267,62
425,2024-07-01,15,0.66,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-15.38731660999998,47.94304330890282,62
425,2024-07-01,15,0.66,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-13.18604180999997,51.18445284058344,62
425,2024-07-01,15,0.66,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-12.651931409999984,50.82784663207015,62
425,2024-07-01,16,0.58,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-22.68587396999997,57.76817648895407,61
425,2024-07-01,16,0.58,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-23.10249977000002,58.035112703017546,60
425,2024-07-01,16,0.58,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-17.18164778999999,59.3179493697551,62
425,2024-07-01,16,0.58,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-17.459009789999946,59.481200584029146,62
425,2024-07-01,16,0.58,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-22.83511766999998,57.86379838335144,61
425,2024-07-01,16,0.58,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-23.132499770000024,58.05433399565448,60
425,2024-07-01,16,0.58,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-17.091647789999985,59.286543696938445,62
425,2024-07-01,16,0.58,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-17.519009789999952,59.5379495396869,62
425,2024-07-01,16,0.6,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-22.68587396999997,57.76817648895407,61
425,2024-07-01,16,0.6,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-23.10249977000002,58.035112703017546,60
425,2024-07-01,16,0.6,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-17.18164778999999,59.3179493697551,62
425,2024-07-01,16,0.6,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-17.459009789999946,59.481200584029146,62
425,2024-07-01,16,0.6,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-22.83511766999998,57.86379838335144,61
425,2024-07-01,16,0.6,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-23.132499770000024,58.05433399565448,60
425,2024-07-01,16,0.6,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-17.091647789999985,59.286543696938445,62
425,2024-07-01,16,0.6,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-17.519009789999952,59.5379495396869,62
425,2024-07-01,16,0.62,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-22.68587396999997,57.76817648895407,61
425,2024-07-01,16,0.62,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-23.10249977000002,58.035112703017546,60
425,2024-07-01,16,0.62,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-17.18164778999999,59.3179493697551,62
425,2024-07-01,16,0.62,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-17.459009789999946,59.481200584029146,62
425,2024-07-01,16,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-22.83511766999998,57.86379838335144,61
425,2024-07-01,16,0.62,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-23.132499770000024,58.05433399565448,60
425,2024-07-01,16,0.62,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-17.091647789999985,59.286543696938445,62
425,2024-07-01,16,0.62,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-17.519009789999952,59.5379495396869,62
425,2024-07-01,16,0.64,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-22.68587396999997,57.76817648895407,61
425,2024-07-01,16,0.64,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-23.10249977000002,58.035112703017546,60
425,2024-07-01,16,0.64,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-17.18164778999999,59.3179493697551,62
425,2024-07-01,16,0.64,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-17.459009789999946,59.481200584029146,62
425,2024-07-01,16,0.64,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-22.83511766999998,57.86379838335144,61
425,2024-07-01,16,0.64,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-23.132499770000024,58.05433399565448,60
425,2024-07-01,16,0.64,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-17.091647789999985,59.286543696938445,62
425,2024-07-01,16,0.64,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-17.519009789999952,59.5379495396869,62
425,2024-07-01,16,0.66,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-22.68587396999997,57.76817648895407,61
425,2024-07-01,16,0.66,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-23.10249977000002,58.035112703017546,60
425,2024-07-01,16,0.66,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-17.18164778999999,59.3179493697551,62
425,2024-07-01,16,0.66,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-17.459009789999946,59.481200584029146,62
425,2024-07-01,16,0.66,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-22.83511766999998,57.86379838335144,61
425,2024-07-01,16,0.66,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-23.132499770000024,58.05433399565448,60
425,2024-07-01,16,0.66,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-17.091647789999985,59.286543696938445,62
425,2024-07-01,16,0.66,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-17.519009789999952,59.5379495396869,62
425,2025-01-01,14,0.58,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-13.032920449999953,52.78322201148412,63
425,2025-01-01,14,0.58,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-13.032920449999953,52.78322201148412,63
425,2025-01-01,14,0.58,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-4.497135309999944,53.344013725594664,63
425,2025-01-01,14,0.58,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-4.497135309999944,53.344013725594664,63
425,2025-01-01,14,0.58,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-12.942920449999951,52.75262534906432,63
425,2025-01-01,14,0.58,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-12.942920449999951,52.75262534906432,63
425,2025-01-01,14,0.58,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-6.227135309999943,54.35925835318698,63
425,2025-01-01,14,0.58,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-6.227135309999943,54.35925835318698,63
425,2025-01-01,14,0.6,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-13.032920449999953,52.78322201148412,63
425,2025-01-01,14,0.6,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-13.032920449999953,52.78322201148412,63
425,2025-01-01,14,0.6,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-4.497135309999944,53.344013725594664,63
425,2025-01-01,14,0.6,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-4.497135309999944,53.344013725594664,63
425,2025-01-01,14,0.6,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-12.942920449999951,52.75262534906432,63
425,2025-01-01,14,0.6,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-12.942920449999951,52.75262534906432,63
425,2025-01-01,14,0.6,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-6.227135309999943,54.35925835318698,63
425,2025-01-01,14,0.6,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-6.227135309999943,54.35925835318698,63
425,2025-01-01,14,0.62,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-13.032920449999953,52.78322201148412,63
425,2025-01-01,14,0.62,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-13.032920449999953,52.78322201148412,63
425,2025-01-01,14,0.62,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-4.497135309999944,53.344013725594664,63
425,2025-01-01,14,0.62,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-4.497135309999944,53.344013725594664,63
425,2025-01-01,14,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-12.942920449999951,52.75262534906432,63
425,2025-01-01,14,0.62,0.9998,-0.001,0.0255,0.406,0.236,10,0.1,-12.942920449999951,52.75262534906432,63
425,2025-01-01,14,0.62,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-6.227135309999943,54.35925835318698,63
425,2025-01-01,14,0.62,0.9998,-0.0005,0.0265,0.406,0.236,10,0.1,-6.227135309999943,54.35925835318698,63
425,2025-01-01,14,0.64,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-13.032920449999953,52.78322201148412,63
425,2025-01-01,14,0.64,0.998,-0.001,0.0255,0.406,0.236,10,0.1,-13.032920449999953,52.78322201148412,63
425,2025-01-01,14,0.64,0.998,-0.0005,0.0265,0.412,0.287,10,0.065,-4.497135309999944,53.344013725594664,63
425,2025-01-01,14,0.64,0.998,-0.0005,0.0265,0.406,0.236,10,0.1,-4.497135309999944,53.344013725594664,63
