stage,hidden,epochs,lr,weight_decay,target_gt,seed,tag,alpha,threshold,alloc,gap_min,gap_max,max_broken_rate,min_red_rate,max_limit_down,max_pullback,ret_pct,dd_pct,trades,obj
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.6764,0.9971,-0.0017,0.0254,0.402,0.249,11,0.056,891.6734840970277,40.88637683363749,62,-2079.0917359394716
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.6168,1.0,-0.0014,0.026,0.408,0.276,12,0.062,1152.6914796022495,20.950256574676683,65,574.2606906410474
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.638,0.9985,-0.0012,0.0251,0.422,0.305,11,0.074,1845.3852696339702,20.846095329456855,64,1279.4538300991476
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.6755,0.9992,-0.0017,0.0245,0.417,0.296,8,0.058,1466.0920614748024,16.016251922921608,59,1466.0920614748024
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.6689,0.9991,-0.0008,0.0254,0.422,0.268,10,0.066,2359.682681012439,16.007590007745453,65,2359.682681012439
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.5772,1.0,-0.0009,0.0254,0.413,0.275,10,0.073,1624.3502839393695,41.0122423194315,62,-1361.5187943924107
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.6503,1.0,-0.0011,0.0264,0.412,0.249,11,0.074,1111.725580799799,20.875971794830825,64,542.2089654200998
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.6577,0.9977,-0.0011,0.0251,0.42,0.288,11,0.063,1645.967336012439,20.965568710318642,65,1065.699090774202
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.6622,0.9971,-0.0014,0.0267,0.423,0.299,9,0.068,495.5367024443048,40.69293555688381,58,-2452.0155643817525
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.6796,0.9969,-0.0007,0.0256,0.403,0.279,8,0.06,1309.7438401638071,15.978986621190113,60,1309.7438401638071
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.6739,1.0,-0.0017,0.026,0.408,0.274,8,0.074,1466.7977889748024,16.00616674368336,59,1466.7977889748024
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.6763,0.9997,-0.0009,0.0264,0.42,0.298,8,0.068,527.7463422266949,40.72226115738552,56,-2423.3249966595677
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.6246,0.9968,-0.0017,0.0265,0.402,0.272,10,0.067,1321.1857153206977,15.966523576787175,65,1321.1857153206977
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.5745,0.9971,-0.0017,0.0268,0.414,0.248,10,0.073,1590.2246614537494,18.204754882534036,65,1341.2540755496648
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.6215,0.9976,-0.0017,0.0252,0.413,0.292,10,0.075,1397.3146497738771,40.88637683363749,62,-1573.450570262622
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.6118,0.999,-0.0007,0.0264,0.4,0.289,11,0.064,486.1074438497975,40.84333620731084,63,-2479.4929010275036
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.638,0.9975,-0.0018,0.0247,0.418,0.303,9,0.062,1465.0461784315469,15.942804021422925,62,1465.0461784315469
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.6252,0.9992,-0.0007,0.0259,0.416,0.252,12,0.057,1014.034180196407,20.942367303412677,67,436.55010378688564
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.5822,0.9987,-0.0019,0.0254,0.411,0.269,10,0.059,2359.682681012439,16.007590007745453,65,2359.682681012439
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.6336,0.9973,-0.0009,0.0262,0.403,0.296,8,0.074,526.6974722266947,40.72226115738552,56,-2424.3738666595677
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.619,0.9979,-0.0009,0.0246,0.401,0.26,11,0.062,1275.749150620478,20.958260293420647,64,696.3579154100003
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.6783,0.9975,-0.0007,0.0248,0.404,0.305,10,0.058,1422.018920731563,33.56308613224475,60,-669.9514151378071
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.6322,0.9982,-0.0015,0.0261,0.416,0.298,9,0.073,1607.3487218545831,15.996344928071277,61,1607.3487218545831
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.6175,1.0,-0.001,0.0248,0.419,0.291,12,0.06,933.1125997055879,20.750963035392523,65,378.5970354584849
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.6229,1.0,-0.0019,0.0266,0.4,0.252,11,0.064,933.0493858338473,20.75196931354252,64,378.4130682087447
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.6524,0.9982,-0.001,0.0256,0.405,0.286,10,0.062,2360.276363512439,16.000437746566394,65,2360.276363512439
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.6103,0.9982,-0.0015,0.0248,0.405,0.3,9,0.062,839.3651676024328,40.79869149903453,59,-2120.877812281711
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.601,1.0,-0.0011,0.026,0.42,0.252,10,0.074,2594.9082985105706,16.012467488406898,65,2594.9082985105706
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.5741,0.9979,-0.0012,0.0263,0.405,0.274,8,0.057,436.8210913322948,40.72226115738552,57,-2514.2502475539677
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.6552,0.9989,-0.0015,0.026,0.41,0.275,10,0.074,1408.5147640970272,40.89572077836307,61,-1563.3717293065415
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.5985,0.9992,-0.0013,0.0254,0.409,0.264,12,0.058,1124.7062026964074,20.910407554764053,66,551.057296124721
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.5675,0.9971,-0.0014,0.0255,0.416,0.271,12,0.058,472.04796150570235,43.191587078441366,65,-2775.3424879072613
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.6518,1.0,-0.0018,0.0252,0.411,0.263,10,0.063,2380.280501012439,15.999870695542374,65,2380.280501012439
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.6127,0.9991,-0.0013,0.0251,0.411,0.259,8,0.055,1465.9932414748025,16.016251922921608,59,1465.9932414748025
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.6365,0.9995,-0.0013,0.0263,0.407,0.291,11,0.066,530.4634324623077,40.80563031508421,62,-2430.6122053477975
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.6105,0.999,-0.0019,0.0255,0.405,0.249,11,0.064,881.000237285328,40.89932299010153,63,-2091.318521526856
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.5913,0.9985,-0.0018,0.025,0.408,0.28,9,0.069,1466.9029934315467,16.014952815981474,62,1466.9029934315467
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.6013,0.9979,-0.0006,0.0246,0.406,0.282,9,0.074,991.5524292538328,40.815091937097336,59,-1970.6586031978475
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.6227,1.0,-0.0014,0.0261,0.411,0.254,11,0.064,1657.8895985124386,20.998817261049833,65,1073.6315271864585
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.6345,0.998,-0.0017,0.0252,0.416,0.268,8,0.071,1466.3669864748028,15.935361761694722,59,1466.3669864748028
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.644,0.9968,-0.0013,0.0259,0.42,0.287,12,0.058,477.7390549230022,43.177955027629984,64,-2768.015548392596
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.6694,1.0,-0.0006,0.0269,0.422,0.248,9,0.065,591.2764849443049,40.86282073524909,58,-2376.6620032855853
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.6361,0.998,-0.001,0.0251,0.401,0.269,11,0.075,2137.1334971339716,20.989759839460646,64,1553.962316398694
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.6332,0.9982,-0.0019,0.0257,0.421,0.305,11,0.062,1217.8074565970276,21.544075448968435,62,568.1184027208152
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.6797,0.9983,-0.0009,0.0253,0.418,0.276,12,0.069,1226.5805496022494,20.993148085009732,66,643.0027794010814
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.5753,0.9988,-0.0016,0.0264,0.415,0.256,8,0.062,872.7085276143404,18.30976442672464,60,611.1367964073834
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.6593,0.9971,-0.0016,0.025,0.415,0.299,11,0.064,1405.2972300960098,20.893440262231103,63,833.6843986282773
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.6479,0.9997,-0.0009,0.026,0.41,0.265,9,0.069,1466.8536135170891,16.017473334773406,62,1466.8536135170891
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.5815,0.9993,-0.0012,0.0258,0.406,0.283,8,0.067,1329.0400881373098,15.980134275659916,60,1329.0400881373098
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.6527,0.9968,-0.0009,0.0254,0.407,0.298,9,0.058,1864.9113418545835,15.965466482875264,61,1864.9113418545835
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.5705,0.9974,-0.0005,0.0248,0.416,0.273,11,0.073,1632.4906831927092,20.94668063028359,64,1054.4890075586782
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.5941,1.0,-0.0016,0.0253,0.402,0.265,10,0.062,2380.280501012439,15.999870695542374,65,2380.280501012439
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.5796,0.9973,-0.0012,0.025,0.409,0.265,10,0.063,2016.9602307041607,15.994420120466938,64,2016.9602307041607
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.5957,0.997,-0.0007,0.0266,0.407,0.277,11,0.069,989.7461594543469,20.84109210111425,65,424.4151073206368
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.6781,0.9971,-0.0014,0.0261,0.421,0.299,12,0.074,477.6235224230022,43.191587078441366,64,-2769.7669269899616
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.6586,1.0,-0.0009,0.0254,0.408,0.296,10,0.06,1636.5559266225696,41.0122423194315,61,-1349.3131517092106
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.579,0.9977,-0.0007,0.0254,0.42,0.304,10,0.066,2340.5721807490886,15.999178014619474,66,2340.5721807490886
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.5727,0.9992,-0.0016,0.0258,0.414,0.272,8,0.071,755.0046998196456,40.968464767078125,57,-2225.61107222973
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.654,1.0,-0.0016,0.0247,0.411,0.28,9,0.064,848.7928360681753,40.95120173778533,58,-2129.751372466065
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.6357,0.9991,-0.0019,0.0256,0.401,0.266,11,0.056,1646.0337685124382,20.964938254870773,65,1065.8411779279454
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.6009,0.9974,-0.0006,0.027,0.41,0.294,8,0.064,810.7549171666953,18.15593690199406,60,567.642488927408
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.6011,0.9993,-0.0009,0.0255,0.418,0.266,8,0.069,898.1903139710454,40.968464767078125,57,-2082.42545807833
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.5959,0.9989,-0.0019,0.0262,0.423,0.279,10,0.068,843.0613506964077,40.79640142042184,62,-2116.906819754213
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.5907,0.9982,-0.0016,0.0255,0.421,0.277,8,0.074,1455.1091221287527,15.935361761694722,60,1455.1091221287527
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.5657,1.0,-0.0011,0.0246,0.405,0.272,11,0.068,1406.9012098899095,20.875843484010627,64,837.3999918086342
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.6247,0.9999,-0.0014,0.0261,0.417,0.292,11,0.061,1657.8895985124386,20.998817261049833,65,1073.6315271864585
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.6023,0.997,-0.0016,0.0251,0.42,0.27,12,0.059,1015.132952696407,20.695560205846256,67,467.2657279948561
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.653,0.9997,-0.0006,0.0252,0.411,0.265,12,0.062,1125.2773476964078,20.90269787848602,66,552.5536022780852
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.6363,0.9985,-0.0019,0.0257,0.402,0.297,11,0.064,1845.3852696339702,20.846095329456855,64,1279.4538300991476
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.6343,0.9971,-0.0011,0.0263,0.421,0.305,10,0.068,1162.0145124623073,21.594025472642194,61,506.33145574524383
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.6345,0.9991,-0.0016,0.0264,0.402,0.285,11,0.06,410.5762097670974,40.84333620731084,62,-2555.024135110204
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.5695,0.9989,-0.0018,0.0264,0.405,0.263,8,0.067,437.771141332295,40.72226115738552,57,-2513.3001975539673
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.6379,0.9983,-0.002,0.0263,0.42,0.285,10,0.065,1449.8394794543465,18.105756164402067,65,1212.7487397260984
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.6001,0.9976,-0.0019,0.0257,0.41,0.261,8,0.061,1455.2128621287527,15.933579530743506,60,1455.2128621287527
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.6744,0.9984,-0.0009,0.0262,0.423,0.28,12,0.071,1014.7266826964071,20.93208053334734,67,438.4770186947263
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.6262,0.9977,-0.001,0.0248,0.422,0.273,10,0.056,1254.7909522570123,40.93096689887413,61,-1721.3250756078835
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.598,1.0,-0.0017,0.0247,0.402,0.296,12,0.06,856.9086212424875,20.983846192472672,65,274.4470781457667
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.6508,0.9978,-0.0016,0.0266,0.41,0.285,10,0.064,851.0523174623077,40.76406777362638,61,-2105.035815372858
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.5615,0.9972,-0.001,0.0268,0.422,0.302,10,0.067,1860.6663022565504,18.204754882534036,65,1611.6957163524658
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.5726,0.9998,-0.0008,0.0263,0.409,0.277,10,0.069,1861.6861022565506,18.22800339605088,65,1609.9256947304448
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.5686,0.9994,-0.0012,0.0251,0.421,0.269,9,0.073,839.1166851024328,40.80192614368855,59,-2121.514452140193
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.6185,0.9981,-0.0008,0.026,0.418,0.249,12,0.067,1013.2395701964072,20.954183291775603,67,434.3375751833346
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.6611,0.9989,-0.0018,0.0253,0.408,0.278,12,0.074,1153.6960446022492,20.936984203784696,65,576.8579401480855
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.589,0.9984,-0.0007,0.026,0.419,0.273,11,0.075,2120.7180451619715,20.997129541204572,65,1536.6625002174228
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.6706,0.9983,-0.0011,0.0262,0.417,0.269,10,0.067,1603.6081732997995,18.204754882534036,64,1354.637587395715
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.6693,0.9996,-0.0017,0.0256,0.414,0.253,10,0.074,2380.280501012439,15.999870695542374,65,2380.280501012439
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.5645,0.9995,-0.001,0.0255,0.418,0.283,12,0.073,1218.1480652561995,20.905059915866637,67,645.1408753522029
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.6698,0.9988,-0.0008,0.0251,0.411,0.29,9,0.061,1001.3823685426324,40.79869149903453,58,-1958.8606113415117
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.603,0.9996,-0.0011,0.0245,0.407,0.273,12,0.067,393.625016914938,40.768412278679094,63,-2562.9844565265535
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.5652,0.9989,-0.001,0.025,0.408,0.283,11,0.066,787.1692297684629,40.95714413966216,62,-2192.0880669909966
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.6621,0.9973,-0.001,0.0258,0.418,0.299,8,0.062,904.5113957228529,40.80460459681798,56,-2056.441155895305
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.5973,0.9978,-0.0007,0.0255,0.417,0.282,9,0.066,991.5524292538328,40.815091937097336,59,-1970.6586031978475
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.6049,0.9968,-0.0018,0.0252,0.4,0.295,8,0.068,1472.8069146287517,15.934650523960482,60,1472.8069146287517
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.6664,0.9973,-0.0009,0.0267,0.423,0.274,12,0.073,1015.2317726964068,20.694105877837234,67,467.5390673559385
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.6386,0.9971,-0.0011,0.0261,0.419,0.277,11,0.071,1648.4124585124384,20.795598839278163,65,1088.5405977990586
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.652,0.999,-0.0015,0.0249,0.407,0.305,9,0.06,1611.3731268545823,15.967379927699996,61,1611.3731268545823
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.6764,0.9986,-0.0005,0.0249,0.421,0.289,12,0.068,932.1092897055877,20.766945881109176,65,375.67578397248633
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.5667,0.9996,-0.0007,0.0253,0.407,0.256,9,0.068,993.4648617538326,40.80192614368855,59,-1967.1662754887932
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.6365,0.9989,-0.0014,0.025,0.415,0.277,11,0.075,1416.0554675960097,20.945303068519795,63,838.2190993736342
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.6274,1.0,-0.0008,0.0253,0.4,0.267,12,0.067,1338.25336210225,20.950510363545543,65,759.7921184767847
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.6445,0.9993,-0.0013,0.0259,0.402,0.278,10,0.072,1409.062454097027,40.8801015162419,61,-1560.9497278520012
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.6156,0.9981,-0.0012,0.0251,0.416,0.29,12,0.071,1013.2395701964072,20.954183291775603,67,434.3375751833346
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.6201,0.9995,-0.0006,0.0246,0.405,0.275,9,0.066,1466.8536135170891,16.017473334773406,62,1466.8536135170891
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.648,0.9996,-0.0005,0.0261,0.422,0.298,12,0.068,1225.9868671022496,21.000573428231753,66,641.518055714439
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.6522,1.0,-0.0005,0.0247,0.411,0.277,9,0.058,1470.6186935170895,15.988764824495785,62,1470.6186935170895
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.5821,0.9986,-0.0013,0.0264,0.409,0.274,8,0.073,810.7732121666952,18.15593690199406,60,567.6607839274078
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.5769,1.0,-0.0012,0.0264,0.415,0.276,11,0.065,995.011339305497,20.76168665507369,66,439.2089406966543
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.6305,1.0,-0.0009,0.0263,0.408,0.266,10,0.069,1450.6062369543474,18.129450117774304,65,1210.6722228214308
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.5856,1.0,-0.0017,0.0266,0.421,0.293,12,0.059,470.31528650570243,43.348243481781026,65,-2795.873931308021
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.6059,0.9982,-0.0014,0.0248,0.422,0.287,8,0.067,771.9074339824951,40.69335746459976,57,-2175.695461769476
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.5834,0.9979,-0.0017,0.0254,0.407,0.263,11,0.065,881.4389247853278,40.88637683363749,63,-2089.3262952511714
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.5929,0.9971,-0.0005,0.0265,0.423,0.275,9,0.065,890.6303748843059,18.147345584144155,62,648.5489047870071
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.5956,0.999,-0.0019,0.0246,0.407,0.297,12,0.072,855.4750312424874,21.00871585481775,65,270.02912866435713
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.6316,1.0,-0.0018,0.0259,0.407,0.294,10,0.063,1407.9259791225693,41.0122423194315,61,-1577.943099209211
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.5926,0.9973,-0.0007,0.0261,0.411,0.278,8,0.064,1685.3835962687028,15.933579530743506,60,1685.3835962687028
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.6128,1.0,-0.0019,0.0267,0.422,0.303,11,0.071,1111.725580799799,20.875971794830825,64,542.2089654200998
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.6632,0.9992,-0.0012,0.0251,0.413,0.264,11,0.068,1646.8199735124385,20.957479917604424,65,1067.5223833999075
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.6269,0.998,-0.0016,0.0265,0.421,0.299,12,0.071,1044.5644746022494,20.94837141188914,66,466.3599051755524
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.5866,0.9993,-0.0009,0.0261,0.402,0.28,9,0.071,1467.0018134315467,16.014952815981474,62,1467.0018134315467
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.6068,0.9971,-0.001,0.0258,0.412,0.305,8,0.063,1222.5335080740028,21.459938792956148,57,582.9408529192649
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,16,0.6609,0.9984,-0.0009,0.0268,0.403,0.27,10,0.073,999.3540574623075,40.773438548621485,61,-1957.8585683722708
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.5695,0.9997,-0.0012,0.0261,0.414,0.248,12,0.059,1146.6516352676497,20.824845251279356,66,583.2702051141268
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.6326,0.9989,-0.0017,0.0252,0.402,0.279,10,0.06,2359.682681012439,16.007590007745453,65,2359.682681012439
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,15,0.5769,0.9986,-0.002,0.0268,0.407,0.265,10,0.057,1591.61576895375,18.204754882534036,65,1342.6451830496653
stage2,88,520,0.0205,0.0002,0.01,440,seed_near_e520,14,0.6551,0.9998,-0.0009,0.0259,0.406,0.297,11,0.068,1657.8895985124386,20.998817261049833,65,1073.6315271864585
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.621,0.9995,-0.0005,0.0257,0.41,0.278,10,0.064,2380.280501012439,15.999870695542374,65,2380.280501012439
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.5644,0.9997,-0.0016,0.0264,0.423,0.274,9,0.069,1455.0686691710393,16.017473334773406,63,1455.0686691710393
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.5681,0.9986,-0.0014,0.025,0.408,0.268,11,0.071,1403.3756273899103,20.914560683850524,64,829.2283453278473
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.5775,0.9979,-0.0013,0.0256,0.417,0.305,8,0.064,1043.5041947597529,21.431561994907373,57,407.316755370868
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.5907,0.9974,-0.0015,0.0263,0.406,0.264,9,0.056,1464.421455931547,15.952698076142097,62,1464.421455931547
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6228,0.999,-0.002,0.0259,0.405,0.247,9,0.058,839.3651676024328,40.79869149903453,59,-2120.877812281711
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6778,0.9995,-0.002,0.0253,0.421,0.266,8,0.056,761.3553857483951,40.968464767078125,56,-2219.26038630098
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.6699,0.9979,-0.0019,0.0267,0.422,0.256,10,0.061,2358.9755060124385,15.999178014619474,65,2358.9755060124385
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.5991,1.0,-0.0018,0.0255,0.417,0.262,8,0.056,1455.0128446287529,16.00616674368336,60,1455.0128446287529
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6329,0.9987,-0.0014,0.027,0.413,0.299,11,0.072,890.3072865970275,40.89572077836307,62,-2081.579206806541
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6366,0.9994,-0.0013,0.025,0.418,0.264,10,0.069,1077.954910731563,40.95910196630916,60,-1901.5373252255367
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.5925,1.0,-0.001,0.025,0.408,0.268,11,0.058,787.312637268463,40.955457682072485,62,-2191.742284580235
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.6009,0.998,-0.0018,0.0258,0.416,0.266,12,0.074,1044.5644746022494,20.94837141188914,66,466.3599051755524
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.6751,1.0,-0.0018,0.0265,0.41,0.297,8,0.06,1466.7977889748024,16.00616674368336,59,1466.7977889748024
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.6207,0.9977,-0.0013,0.027,0.414,0.274,8,0.061,1326.0178056373104,15.929377595443972,60,1326.0178056373104
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.5641,0.9977,-0.0015,0.027,0.408,0.25,9,0.058,1594.710824159933,15.996344928071277,62,1594.710824159933
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.6127,0.9972,-0.0006,0.0252,0.417,0.251,9,0.058,1877.8299393545835,15.982348147819813,61,1877.8299393545835
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.6367,0.9981,-0.0014,0.0261,0.4,0.271,8,0.074,1325.8434756373103,15.929377595443972,60,1325.8434756373103
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.5771,0.9999,-0.001,0.0255,0.422,0.287,12,0.055,1015.3160151964067,20.923334256914337,67,440.1159043666861
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.581,0.9969,-0.0012,0.0262,0.414,0.282,10,0.073,2615.748093510571,15.968205137029305,65,2615.748093510571
