stage,hidden,epochs,lr,weight_decay,target_gt,seed,tag,alpha,threshold,alloc,gap_min,gap_max,max_broken_rate,min_red_rate,max_limit_down,max_pullback,ret_pct,dd_pct,trades,obj
stage2,88,500,0.0213,0.000275,0.012,442,random_local,16,0.5936,0.9993,-0.0007,0.0267,0.405,0.282,9,0.065,-16.303991229999994,36.00967562999999,54,-2401.865066829999
stage2,88,500,0.0213,0.000275,0.012,442,random_local,16,0.581,0.9982,-0.0014,0.0264,0.422,0.304,9,0.069,-3.72399122999999,36.00967562999999,56,-2389.285066829999
stage2,88,500,0.0213,0.000275,0.012,442,random_local,14,0.6104,0.9983,-0.0014,0.0258,0.42,0.292,8,0.074,45.02680087000002,34.13907402999998,55,-2116.062082729998
stage2,88,500,0.0213,0.000275,0.012,442,random_local,15,0.6762,0.9976,-0.0008,0.0249,0.406,0.29,9,0.069,-10.300469979999981,36.00967562999999,54,-2395.8615455799986
stage2,88,500,0.0213,0.000275,0.012,442,random_local,14,0.6528,0.998,-0.0017,0.0254,0.404,0.263,8,0.057,1.120005290000048,40.66619223,55,-2943.2230623100004
stage2,88,500,0.0213,0.000275,0.012,442,random_local,14,0.5983,0.9974,-0.0006,0.0262,0.4,0.305,12,0.074,-24.001808430000015,36.383204351042785,58,-2454.3863305551345
stage2,88,500,0.0213,0.000275,0.012,442,random_local,15,0.6599,1.0,-0.0018,0.0265,0.417,0.294,8,0.074,-2.192662149999991,38.256793830000014,57,-2657.407921750002
stage2,88,500,0.0213,0.000275,0.012,442,random_local,16,0.6398,0.9989,-0.0007,0.0247,0.416,0.305,9,0.062,-18.503991230000018,36.00967562999999,52,-2404.0650668299986
stage2,88,500,0.0213,0.000275,0.012,442,random_local,15,0.5632,0.9987,-0.0016,0.025,0.402,0.26,9,0.065,7.67588084999995,30.86367560999999,56,-1760.3651923499992
stage2,88,500,0.0213,0.000275,0.012,442,random_local,16,0.5713,0.9997,-0.0009,0.0248,0.413,0.288,10,0.062,-11.718677300000058,34.43017693643823,56,-2207.7399096725876
stage2,88,500,0.0213,0.000275,0.012,442,random_local,15,0.5933,0.9985,-0.0015,0.0269,0.41,0.28,11,0.075,-35.64571514,37.77699875235796,59,-2633.2855654229556
stage2,88,500,0.0213,0.000275,0.012,442,random_local,14,0.5687,0.997,-0.0015,0.0252,0.404,0.274,11,0.059,-20.372479590000037,35.43643356638266,60,-2337.1445075559195
stage2,88,500,0.0213,0.000275,0.012,442,random_local,16,0.6182,0.9977,-0.0013,0.0268,0.412,0.262,10,0.065,-19.188677300000045,36.078984020598995,57,-2413.06675977188
stage2,88,500,0.0213,0.000275,0.012,442,random_local,14,0.6762,0.9971,-0.0015,0.0269,0.412,0.259,9,0.075,26.536482449999976,28.99307400999998,57,-1517.0323987499976
stage2,88,500,0.0213,0.000275,0.012,442,random_local,15,0.6149,0.9977,-0.001,0.0252,0.403,0.296,12,0.067,-39.27862508,40.30636105988384,57,-2940.441952266061
stage2,88,500,0.0213,0.000275,0.012,442,random_local,14,0.5726,0.9973,-0.001,0.0247,0.409,0.292,12,0.073,-19.19871834999998,36.383204351042785,57,-2449.5832404751345
stage2,88,500,0.0213,0.000275,0.012,442,random_local,16,0.6289,0.9998,-0.0009,0.0265,0.408,0.3,12,0.066,-40.98867729999998,41.98746989386383,57,-3143.88506456366
stage2,88,500,0.0213,0.000275,0.012,442,random_local,14,0.6647,0.9989,-0.0017,0.0261,0.423,0.255,9,0.062,-1.9263131499999475,40.41044483000001,57,-2915.5796927500014
stage2,88,500,0.0213,0.000275,0.012,442,random_local,16,0.6221,0.9998,-0.0012,0.0254,0.403,0.251,10,0.063,-20.998677300000047,36.2232276650114,57,-2432.1859971013682
stage2,88,500,0.0213,0.000275,0.012,442,random_local,16,0.6287,0.9991,-0.0017,0.0259,0.401,0.279,10,0.07,-20.52062438000002,41.54540262808372,60,-3070.3689397500466
stage2,88,500,0.0213,0.000275,0.012,442,random_local,15,0.6702,0.9974,-0.0012,0.0261,0.405,0.3,12,0.057,-39.27862508,40.30636105988384,57,-2940.441952266061
stage2,88,500,0.0213,0.000275,0.012,442,random_local,14,0.6332,0.9985,-0.0006,0.0246,0.404,0.286,8,0.06,38.71680087000002,34.13907402999998,53,-2122.372082729998
stage2,88,500,0.0213,0.000275,0.012,442,random_local,16,0.5921,0.9975,-0.0011,0.0265,0.408,0.261,9,0.072,-11.443991229999995,36.00967562999999,55,-2397.0050668299987
stage2,88,500,0.0213,0.000275,0.012,442,random_local,15,0.6665,0.9996,-0.0015,0.0258,0.42,0.268,11,0.067,-32.94184924000003,36.76063148747954,59,-2508.6176277375453
stage2,88,500,0.0213,0.000275,0.012,442,random_local,16,0.6301,0.9996,-0.0011,0.0247,0.416,0.25,10,0.062,-11.718677300000058,34.43017693643823,56,-2207.7399096725876
stage2,88,500,0.0213,0.000275,0.012,442,random_local,14,0.6493,0.9976,-0.0009,0.0268,0.422,0.281,12,0.073,-22.501808430000015,36.383204351042785,58,-2452.8863305551345
stage2,88,500,0.0213,0.000275,0.012,442,random_local,16,0.6364,0.9969,-0.0011,0.0246,0.401,0.258,12,0.073,-39.498677299999976,40.52268879926649,55,-2966.621333211979
stage2,88,500,0.0213,0.000275,0.012,442,random_local,15,0.583,1.0,-0.0012,0.0263,0.416,0.3,10,0.075,-10.008625080000055,35.41063732274099,58,-2323.685103808919
stage2,88,500,0.0213,0.000275,0.012,442,random_local,14,0.5649,1.0,-0.001,0.0251,0.42,0.281,12,0.063,-29.508718350000017,36.383204351042785,57,-2459.8932404751345
stage2,88,500,0.0213,0.000275,0.012,442,random_local,15,0.5982,0.9999,-0.0008,0.0257,0.415,0.271,10,0.055,-10.008625080000055,35.41063732274099,58,-2323.685103808919
stage2,88,500,0.0213,0.000275,0.012,442,random_local,16,0.6411,0.9975,-0.0015,0.0248,0.413,0.302,10,0.069,2.237322719999968,29.37127523033518,58,-1586.7157049202215
stage2,88,500,0.0213,0.000275,0.012,442,random_local,15,0.6005,0.9979,-0.0013,0.0268,0.402,0.249,11,0.057,-39.27862508,40.30636105988384,57,-2940.441952266061
stage2,88,500,0.0213,0.000275,0.012,442,random_local,14,0.6437,0.9996,-0.0018,0.0249,0.42,0.285,10,0.066,18.55679065,38.00431401830655,59,-2606.360891546786
stage2,88,500,0.0213,0.000275,0.012,442,random_local,15,0.6785,1.0,-0.0019,0.0268,0.404,0.275,11,0.065,-46.41464483999999,50.631853554052185,60,-4186.637071326262
stage2,88,500,0.0213,0.000275,0.012,442,random_local,15,0.569,0.9969,-0.0017,0.0261,0.421,0.296,11,0.058,-45.52851073999998,49.56681101158624,59,-4057.945832130349
stage2,88,500,0.0213,0.000275,0.012,442,random_local,16,0.6282,1.0,-0.0011,0.0258,0.414,0.265,10,0.069,-19.14867730000005,36.06527637214043,57,-2411.381841956852
stage2,88,500,0.0213,0.000275,0.012,442,random_local,15,0.6058,0.9992,-0.0009,0.0252,0.405,0.283,9,0.067,-10.300469979999981,36.00967562999999,54,-2395.8615455799986
stage2,88,500,0.0213,0.000275,0.012,442,random_local,16,0.5993,0.9969,-0.0005,0.0246,0.419,0.276,12,0.07,-34.69867729999999,36.18732998908243,55,-2441.5782759898916
stage2,88,500,0.0213,0.000275,0.012,442,random_local,14,0.6053,0.9973,-0.0012,0.0249,0.417,0.279,10,0.065,9.97128165000003,36.383204351042785,57,-2420.4132404751344
stage2,88,500,0.0213,0.000275,0.012,442,random_local,14,0.6227,0.9972,-0.0019,0.025,0.408,0.255,12,0.06,-27.745275189999973,39.5508915614833,58,-2838.252262567996
stage2,88,500,0.0213,0.000275,0.012,442,random_local,14,0.5892,0.9992,-0.0012,0.0267,0.419,0.256,10,0.059,-3.9087183500000178,36.383204351042785,58,-2434.2932404751346
stage2,88,500,0.0213,0.000275,0.012,442,random_local,15,0.5617,0.9968,-0.0009,0.0262,0.412,0.276,8,0.065,1.823782620000003,35.75967562999999,54,-2353.7372929799985
stage2,88,500,0.0213,0.000275,0.012,442,random_local,15,0.57,0.9974,-0.0013,0.0263,0.405,0.304,12,0.066,-39.27862508,40.30636105988384,57,-2940.441952266061
stage2,88,500,0.0213,0.000275,0.012,442,random_local,16,0.6519,1.0,-0.0008,0.025,0.408,0.279,9,0.056,-18.34399123000002,36.00967562999999,52,-2403.9050668299988
stage2,88,500,0.0213,0.000275,0.012,442,random_local,15,0.653,0.9998,-0.0009,0.0259,0.411,0.289,8,0.064,1.5737826200000082,36.00967562999999,54,-2383.9872929799985
stage2,88,500,0.0213,0.000275,0.012,442,random_local,16,0.583,0.9974,-0.0013,0.0266,0.405,0.289,11,0.069,-42.640743139999984,43.788527213655506,57,-3361.6640087786604
stage2,88,500,0.0213,0.000275,0.012,442,random_local,15,0.6549,0.9975,-0.0007,0.0265,0.42,0.267,12,0.072,-35.15862507999999,36.639492950589826,57,-2496.297779150779
stage2,88,500,0.0213,0.000275,0.012,442,random_local,16,0.5637,1.0,-0.0018,0.0267,0.411,0.272,8,0.059,-12.641811049999962,36.69800856999999,55,-2480.802839449999
stage2,88,500,0.0213,0.000275,0.012,442,random_local,15,0.571,0.9986,-0.0013,0.0255,0.415,0.299,12,0.074,-40.158625079999986,41.17146667280039,57,-3045.1346258160474
stage2,88,500,0.0213,0.000275,0.012,442,random_local,15,0.5746,0.9997,-0.0013,0.0263,0.415,0.253,11,0.063,-40.288625079999996,41.299266365617605,57,-3060.600588954113
stage2,88,500,0.0213,0.000275,0.012,442,random_local,16,0.6021,0.999,-0.0017,0.0252,0.401,0.274,9,0.069,-27.64387688999995,42.64387688999995,55,-3209.309103689994
stage2,88,500,0.0213,0.000275,0.012,442,random_local,15,0.6607,0.9973,-0.0018,0.0263,0.408,0.289,9,0.064,-16.66691474999996,40.64104643000002,56,-2957.9924863500023
stage2,88,500,0.0213,0.000275,0.012,442,random_local,14,0.5646,0.9974,-0.0013,0.0248,0.408,0.258,10,0.064,9.97128165000003,36.383204351042785,57,-2420.4132404751344
stage2,88,500,0.0213,0.000275,0.012,442,random_local,15,0.5791,0.9986,-0.0006,0.0246,0.406,0.266,10,0.072,0.8713749199999787,34.43017693643823,57,-2195.1498574525876
stage2,88,500,0.0213,0.000275,0.012,442,random_local,16,0.642,1.0,-0.0019,0.0253,0.403,0.277,9,0.066,-30.113876889999947,45.533876889999945,55,-3558.5791036899936
stage2,88,500,0.0213,0.000275,0.012,442,random_local,14,0.6169,1.0,-0.0016,0.025,0.418,0.27,11,0.066,-0.892479590000006,27.10249831060215,59,-1317.5922768622581
stage2,88,500,0.0213,0.000275,0.012,442,random_local,14,0.5913,0.997,-0.0007,0.0249,0.406,0.255,8,0.065,33.603359980000036,34.13907402999998,53,-2127.4855236199983
stage2,88,500,0.0213,0.000275,0.012,442,random_local,16,0.6555,0.9997,-0.0017,0.0266,0.422,0.292,8,0.063,-12.641811049999962,36.69800856999999,55,-2480.802839449999
stage2,88,500,0.0213,0.000275,0.012,442,random_local,14,0.6765,0.9979,-0.0017,0.0251,0.419,0.28,11,0.073,-39.67527518999997,45.563559099266186,59,-3571.7023671019424
stage2,88,500,0.0213,0.000275,0.012,442,random_local,16,0.6331,0.9987,-0.0018,0.0247,0.405,0.281,8,0.066,-18.151811049999957,36.69800856999999,53,-2486.312839449999
stage2,88,500,0.0213,0.000275,0.012,442,random_local,15,0.6583,0.9979,-0.0016,0.0261,0.403,0.283,10,0.075,-4.095715140000067,35.86429549384343,60,-2372.211174401212
stage2,88,500,0.0213,0.000275,0.012,442,random_local,14,0.6338,0.9997,-0.0017,0.0247,0.411,0.252,11,0.063,-24.005275189999974,39.5508915614833,58,-2834.5122625679955
stage2,88,500,0.0213,0.000275,0.012,442,random_local,14,0.582,0.9973,-0.0009,0.026,0.404,0.263,8,0.064,39.09335998000003,34.13907402999998,54,-2121.995523619998
stage2,88,500,0.0213,0.000275,0.012,442,random_local,16,0.6245,0.9999,-0.0017,0.0262,0.405,0.263,8,0.057,-12.641811049999962,36.69800856999999,55,-2480.802839449999
stage2,88,500,0.0213,0.000275,0.012,442,random_local,15,0.6629,0.9995,-0.0012,0.0253,0.416,0.282,10,0.066,-10.008625080000055,35.41063732274099,58,-2323.685103808919
stage2,92,460,0.0203,0.000274,0.012,441,random_local,14,0.6684,0.9971,-0.0008,0.0255,0.41,0.273,8,0.063,-56.88034280000005,58.86706362682443,53,-5185.327978018932
stage2,92,460,0.0203,0.000274,0.012,441,random_local,16,0.5779,0.9976,-0.0011,0.0262,0.419,0.283,9,0.059,-51.19297310000002,56.662973100000016,54,-4915.149745100002
stage2,92,460,0.0203,0.000274,0.012,441,random_local,16,0.605,0.9977,-0.001,0.0265,0.402,0.259,9,0.069,-51.19297310000002,56.662973100000016,54,-4915.149745100002
stage2,92,460,0.0203,0.000274,0.012,441,random_local,15,0.643,0.9991,-0.002,0.0247,0.423,0.279,10,0.069,39.20554696999996,44.205073647842,58,-3329.8032907710403
stage2,92,460,0.0203,0.000274,0.012,441,random_local,15,0.6782,0.9998,-0.0007,0.0251,0.423,0.273,9,0.065,-28.847704659999962,44.574192587514375,54,-3442.1508151617254
stage2,92,460,0.0203,0.000274,0.012,441,random_local,16,0.6405,0.9998,-0.0008,0.0267,0.407,0.305,11,0.062,-50.694482640000004,66.83658729643979,56,-6135.484958212775
stage2,92,460,0.0203,0.000274,0.012,441,random_local,16,0.5654,0.9997,-0.0015,0.0256,0.422,0.253,10,0.056,-34.51448264,54.01176363091197,55,-4580.326118349437
stage2,92,460,0.0203,0.000274,0.012,441,random_local,14,0.575,1.0,-0.0012,0.0245,0.408,0.262,10,0.067,-2.952410939999972,46.29408551132347,56,-3622.6426722988167
stage2,92,460,0.0203,0.000274,0.012,441,random_local,15,0.5893,0.9998,-0.0008,0.0263,0.403,0.272,8,0.066,-36.945362339999946,57.033941979811885,53,-4945.4183999174265
stage2,92,460,0.0203,0.000274,0.012,441,random_local,14,0.6133,0.998,-0.0011,0.0268,0.407,0.285,9,0.071,-54.34331242000003,56.44692589907473,55,-4892.374420308968
stage2,92,460,0.0203,0.000274,0.012,441,random_local,14,0.5877,1.0,-0.0019,0.0262,0.416,0.277,8,0.06,-59.81227132000004,62.434353449242884,54,-5616.334685229146
stage2,92,460,0.0203,0.000274,0.012,441,random_local,16,0.5831,0.9987,-0.001,0.026,0.418,0.253,9,0.057,-51.19297310000002,56.662973100000016,54,-4915.149745100002
stage2,92,460,0.0203,0.000274,0.012,441,random_local,16,0.6572,0.9986,-0.0007,0.0255,0.405,0.29,9,0.071,-51.19297310000002,56.662973100000016,54,-4915.149745100002
stage2,92,460,0.0203,0.000274,0.012,441,random_local,16,0.657,0.9992,-0.0015,0.0254,0.412,0.282,12,0.073,-50.694482640000004,66.83658729643979,56,-6135.484958212775
stage2,92,460,0.0203,0.000274,0.012,441,random_local,16,0.5754,0.9983,-0.0012,0.0248,0.415,0.286,11,0.062,-52.45724169999999,69.76011994104923,55,-6488.071634625908
stage2,92,460,0.0203,0.000274,0.012,441,random_local,14,0.5643,0.9978,-0.0011,0.0247,0.402,0.296,11,0.064,-39.27241093999997,65.08461214341294,57,-5913.825868149553
stage2,92,460,0.0203,0.000274,0.012,441,random_local,15,0.6797,0.9987,-0.0019,0.027,0.408,0.288,12,0.069,-17.909863869999974,55.9967364208837,58,-4801.918234376043
stage2,92,460,0.0203,0.000274,0.012,441,random_local,14,0.641,0.9969,-0.001,0.0256,0.42,0.28,9,0.061,-54.34331242000003,56.44692589907473,55,-4892.374420308968
stage2,92,460,0.0203,0.000274,0.012,441,random_local,15,0.6298,0.9979,-0.0016,0.0257,0.401,0.29,8,0.056,-36.945362339999946,57.033941979811885,53,-4945.4183999174265
stage2,92,460,0.0203,0.000274,0.012,441,random_local,16,0.6367,0.998,-0.0018,0.0266,0.405,0.298,9,0.068,-51.19297310000002,56.662973100000016,54,-4915.149745100002
stage2,92,460,0.0203,0.000274,0.012,441,random_local,16,0.5908,0.9976,-0.0018,0.0269,0.41,0.262,8,0.061,-63.32611380000003,66.98611380000004,49,-6166.059769800006
stage2,92,460,0.0203,0.000274,0.012,441,random_local,16,0.6081,0.9974,-0.0016,0.0247,0.414,0.259,9,0.067,-50.272856219999994,55.74285621999999,53,-4803.8156026199995
stage2,92,460,0.0203,0.000274,0.012,441,random_local,14,0.6689,0.9994,-0.0015,0.0248,0.417,0.299,12,0.075,-2.8224109399999753,46.29408551132347,59,-3622.5126722988166
stage2,92,460,0.0203,0.000274,0.012,441,random_local,14,0.6285,1.0,-0.001,0.0252,0.408,0.27,11,0.068,-50.739329070000004,65.14993222490287,57,-5933.131196058345
stage2,92,460,0.0203,0.000274,0.012,441,random_local,14,0.5904,0.9974,-0.0017,0.0258,0.418,0.259,12,0.064,-39.775411220000024,55.40287290608305,60,-4752.520159949966
stage2,92,460,0.0203,0.000274,0.012,441,random_local,14,0.5857,1.0,-0.0017,0.0256,0.409,0.303,11,0.063,-52.41541122000001,64.55128728242211,59,-5862.969885110654
stage2,92,460,0.0203,0.000274,0.012,441,random_local,15,0.6096,0.999,-0.0014,0.0245,0.402,0.261,8,0.07,-4.9119260700000495,51.071715833676876,53,-4197.917826111226
stage2,92,460,0.0203,0.000274,0.012,441,random_local,15,0.6261,0.9992,-0.0017,0.0261,0.415,0.292,11,0.074,-19.559863869999983,55.9967364208837,58,-4803.568234376044
stage2,92,460,0.0203,0.000274,0.012,441,random_local,14,0.6689,1.0,-0.0009,0.0261,0.409,0.287,9,0.061,-55.223312420000035,57.2863802537442,55,-4993.988942869305
stage2,92,460,0.0203,0.000274,0.012,441,random_local,16,0.6181,1.0,-0.0015,0.0259,0.403,0.253,12,0.075,-50.694482640000004,66.83658729643979,56,-6135.484958212775
stage2,92,460,0.0203,0.000274,0.012,441,random_local,16,0.6216,1.0,-0.0012,0.025,0.42,0.305,9,0.057,-51.98297310000002,56.91297310000001,54,-4945.9397451
stage2,92,460,0.0203,0.000274,0.012,441,random_local,15,0.6748,0.9969,-0.0016,0.0246,0.413,0.258,11,0.063,8.895546969999991,56.01556898226728,58,-4777.372730902074
stage2,92,460,0.0203,0.000274,0.012,441,random_local,16,0.6113,0.9975,-0.0007,0.0268,0.412,0.285,10,0.067,-34.51448264,54.01176363091197,55,-4580.326118349437
stage2,92,460,0.0203,0.000274,0.012,441,random_local,15,0.5998,1.0,-0.0014,0.0252,0.42,0.278,11,0.075,-11.735828479999943,56.44488516768204,57,-4849.522048601844
stage2,92,460,0.0203,0.000274,0.012,441,random_local,15,0.6119,0.9985,-0.0015,0.0246,0.423,0.266,10,0.067,58.47499852017992,42.754873982007766,57,-3136.509879320752
stage2,92,460,0.0203,0.000274,0.012,441,random_local,15,0.6542,0.9989,-0.001,0.0251,0.409,0.279,12,0.062,-11.735828479999943,56.44488516768204,57,-4849.522048601844
stage2,92,460,0.0203,0.000274,0.012,441,random_local,14,0.5886,0.9979,-0.002,0.0268,0.422,0.267,9,0.062,-58.61492729000002,60.521727835543274,56,-5385.6222675551935
stage2,92,460,0.0203,0.000274,0.012,441,random_local,14,0.5965,1.0,-0.0015,0.0265,0.421,0.295,10,0.068,-26.829329070000007,46.333211912799385,57,-3651.2147586059264
stage2,92,460,0.0203,0.000274,0.012,441,random_local,14,0.6226,1.0,-0.0012,0.0249,0.404,0.252,9,0.058,-55.223312420000035,57.2863802537442,55,-4993.988942869305
stage2,92,460,0.0203,0.000274,0.012,441,random_local,16,0.6412,0.9974,-0.0009,0.0269,0.416,0.263,8,0.066,-63.32611380000003,66.98611380000004,49,-6166.059769800006
stage2,92,460,0.0203,0.000274,0.012,441,random_local,16,0.6001,1.0,-0.0008,0.0262,0.419,0.288,8,0.067,-63.506113800000044,67.16611380000003,49,-6187.839769800004
stage2,92,460,0.0203,0.000274,0.012,441,random_local,16,0.6201,0.9986,-0.0008,0.0264,0.418,0.248,10,0.055,-34.51448264,54.01176363091197,55,-4580.326118349437
stage2,92,460,0.0203,0.000274,0.012,441,random_local,14,0.5833,0.9998,-0.0008,0.0267,0.416,0.267,11,0.059,-53.12932907000001,65.14993222490287,57,-5935.521196058345
stage2,92,460,0.0203,0.000274,0.012,441,random_local,15,0.6628,0.9987,-0.0007,0.0269,0.405,0.29,8,0.059,-39.63366457999995,52.89239001871804,52,-4451.120466826164
stage2,92,460,0.0203,0.000274,0.012,441,random_local,15,0.6532,0.9993,-0.002,0.0264,0.415,0.295,12,0.063,-19.559863869999983,55.9967364208837,58,-4803.568234376044
stage2,92,460,0.0203,0.000274,0.012,441,random_local,14,0.657,0.9992,-0.0014,0.0258,0.407,0.305,8,0.061,-59.289629160000054,61.16534308881051,54,-5463.530799817261
stage2,92,460,0.0203,0.000274,0.012,441,random_local,14,0.5966,0.9971,-0.0013,0.0263,0.404,0.271,8,0.064,-59.289629160000054,61.16534308881051,54,-5463.530799817261
stage2,92,460,0.0203,0.000274,0.012,441,random_local,16,0.6733,0.9987,-0.0019,0.0258,0.417,0.265,12,0.07,-37.24159208,58.36019416844434,58,-5104.864892293322
stage2,92,460,0.0203,0.000274,0.012,441,random_local,15,0.6068,0.9991,-0.0006,0.0246,0.424,0.288,10,0.057,11.06356217000004,40.70390939629645,56,-2937.8055653855745
stage2,92,460,0.0203,0.000274,0.012,441,random_local,14,0.5981,0.9997,-0.0018,0.0261,0.414,0.277,10,0.066,-40.19793366000004,56.62998700091083,58,-4900.1963737693
stage2,92,460,0.0203,0.000274,0.012,441,random_local,14,0.6482,0.9982,-0.0007,0.0248,0.41,0.278,10,0.071,-44.11727449000007,59.84866962108328,55,-5290.3576290199935
stage2,92,460,0.0203,0.000274,0.012,441,random_local,16,0.5756,1.0,-0.0013,0.026,0.408,0.276,12,0.06,-50.694482640000004,66.83658729643979,56,-6135.484958212775
stage2,92,460,0.0203,0.000274,0.012,441,random_local,14,0.6323,0.9989,-0.0009,0.0256,0.404,0.285,11,0.07,-53.12932907000001,65.14993222490287,57,-5935.521196058345
stage2,92,460,0.0203,0.000274,0.012,441,random_local,14,0.5649,0.999,-0.0008,0.0258,0.418,0.293,10,0.066,-31.29932906999999,48.001896111600004,56,-3855.926862462001
stage2,92,460,0.0203,0.000274,0.012,441,random_local,14,0.6394,0.9975,-0.0007,0.0266,0.401,0.29,8,0.067,-62.55860187000004,66.87837629495377,50,-6152.363757264452
stage2,92,460,0.0203,0.000274,0.012,441,random_local,16,0.5774,1.0,-0.0011,0.0249,0.41,0.282,10,0.07,-30.89448264000001,54.01176363091197,55,-4576.706118349437
stage2,92,460,0.0203,0.000274,0.012,441,random_local,15,0.572,1.0,-0.0006,0.0254,0.42,0.269,10,0.06,1.6472533900000697,40.24292318610998,55,-2891.903528943197
stage2,92,460,0.0203,0.000274,0.012,441,random_local,16,0.6552,0.9979,-0.0019,0.0258,0.408,0.298,11,0.07,-52.961592079999974,68.86040889323009,57,-6380.610659267611
stage2,92,460,0.0203,0.000274,0.012,441,random_local,14,0.5757,1.0,-0.0018,0.0258,0.411,0.249,9,0.061,-58.61492729000002,60.521727835543274,56,-5385.6222675551935
stage2,92,460,0.0203,0.000274,0.012,441,random_local,14,0.6292,1.0,-0.0013,0.0259,0.418,0.283,9,0.063,-54.003312420000036,56.12259126204334,56,-4853.114263865202
stage2,92,460,0.0203,0.000274,0.012,441,random_local,14,0.5746,0.9974,-0.0014,0.0261,0.414,0.284,9,0.057,-53.91331242000006,56.03673797577034,56,-4842.721869512441
stage2,92,460,0.0203,0.000274,0.012,441,random_local,16,0.6726,0.9987,-0.0006,0.0249,0.421,0.249,11,0.055,-48.23448264000001,66.83658729643979,56,-6133.024958212775
stage2,92,460,0.0203,0.000274,0.012,441,random_local,16,0.677,0.9978,-0.0006,0.0247,0.41,0.266,10,0.065,-41.46724169999999,60.40905152281897,54,-5354.953424438278
stage2,92,460,0.0203,0.000274,0.012,441,random_local,15,0.5989,0.9969,-0.0005,0.0264,0.419,0.278,10,0.073,-2.861663369999956,39.61021523654157,55,-2820.4874917549882
stage2,92,460,0.0203,0.000274,0.012,441,random_local,16,0.6254,0.9969,-0.0006,0.0249,0.402,0.305,9,0.064,-51.19297310000002,56.662973100000016,54,-4915.149745100002
stage2,92,460,0.0203,0.000274,0.012,441,random_local,14,0.6199,0.9991,-0.0015,0.0246,0.409,0.285,8,0.064,-37.343424670000005,52.07028398353677,54,-4350.177502694412
stage2,92,460,0.0203,0.000274,0.012,441,random_local,16,0.5806,0.9982,-0.002,0.0249,0.404,0.287,11,0.065,-50.50159207999998,68.86040889323009,57,-6378.1506592676105
stage2,92,460,0.0203,0.000274,0.012,441,random_local,15,0.5672,0.9993,-0.0017,0.0251,0.412,0.249,11,0.064,-14.919863869999972,55.9967364208837,58,-4798.928234376043
stage2,92,460,0.0203,0.000274,0.012,441,random_local,14,0.6548,0.9981,-0.0008,0.0252,0.417,0.271,10,0.07,-27.67932907,48.001896111600004,56,-3852.306862462001
stage2,92,460,0.0203,0.000274,0.012,441,random_local,16,0.6194,0.9978,-0.0011,0.0261,0.405,0.299,9,0.068,-51.19297310000002,56.662973100000016,54,-4915.149745100002
stage2,92,460,0.0203,0.000274,0.012,441,random_local,14,0.6053,0.9996,-0.0019,0.0265,0.407,0.273,11,0.065,-55.957933660000016,68.2200786274693,59,-6306.767368956317
stage2,92,460,0.0203,0.000274,0.012,441,random_local,15,0.6723,0.9973,-0.0005,0.0252,0.409,0.251,9,0.071,-28.867704660000005,44.661555358083014,54,-3452.6543476299616
stage2,92,460,0.0203,0.000274,0.012,441,random_local,16,0.6048,0.9974,-0.0008,0.0261,0.403,0.298,10,0.069,-34.51448264,54.01176363091197,55,-4580.326118349437
stage2,92,460,0.0203,0.000274,0.012,441,random_local,16,0.5977,0.9992,-0.0013,0.0267,0.407,0.298,9,0.075,-51.19297310000002,56.662973100000016,54,-4915.149745100002
stage2,92,460,0.0203,0.000274,0.012,441,random_local,16,0.6344,1.0,-0.0019,0.0247,0.412,0.277,8,0.062,-64.55574864,64.55574864,50,-5875.645585440001
stage2,92,460,0.0203,0.000274,0.012,441,random_local,15,0.6672,0.9971,-0.0016,0.0255,0.417,0.29,9,0.064,-24.83975923999998,47.47353812475338,55,-3786.0643342104063
stage2,92,460,0.0203,0.000274,0.012,441,random_local,16,0.5919,0.999,-0.0013,0.0251,0.406,0.283,8,0.073,-60.156827440000036,63.81682744000003,50,-5782.576120240004
stage2,92,460,0.0203,0.000274,0.012,441,random_local,15,0.6499,0.9981,-0.0007,0.0248,0.417,0.286,11,0.064,-32.362746609999924,61.52821388501536,56,-5480.148412811844
stage2,92,460,0.0203,0.000274,0.012,441,random_local,15,0.6259,0.9999,-0.0014,0.0246,0.42,0.273,9,0.073,3.435104309999959,45.59056965596739,55,-3531.8332544060872
stage2,92,460,0.0203,0.000274,0.012,441,random_local,14,0.5987,0.9994,-0.0007,0.0257,0.424,0.251,8,0.071,-63.25860187000005,67.54612407707722,50,-6233.1934911192675
stage2,92,460,0.0203,0.000274,0.012,441,random_local,15,0.646,0.9993,-0.001,0.0247,0.424,0.283,12,0.064,46.96883563981258,48.164684982413355,60,-3797.19336224979
stage2,92,460,0.0203,0.000274,0.012,441,random_local,15,0.6211,0.9984,-0.0007,0.0262,0.418,0.294,12,0.064,-4.9527466099999256,43.15585961867193,57,-3248.055900850632
stage2,92,460,0.0203,0.000274,0.012,441,random_local,14,0.6632,1.0,-0.0009,0.0269,0.419,0.256,12,0.057,-41.07932907000003,56.49625336479113,58,-4885.029732844936
stage2,92,460,0.0203,0.000274,0.012,441,random_local,16,0.6768,0.9969,-0.0006,0.0254,0.411,0.261,9,0.061,-51.19297310000002,56.662973100000016,54,-4915.149745100002
stage2,92,460,0.0203,0.000274,0.012,441,random_local,16,0.6518,0.9978,-0.0015,0.025,0.421,0.282,9,0.056,-51.19297310000002,56.662973100000016,54,-4915.149745100002
