操作日期,操作时间,股票代码,股票名称,操作（买or卖）,操作价格,操作原因,总资产
2025-09-11,09:30:00,600376,首开股份,buy,4.760,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.10%, 2.55%], max_board=None; risk_profile=custom (broken<=41.20%, red>=28.70%, limit_down<=10, pullback<=6.50%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",141859.78
2025-09-12,15:00:00,600376,首开股份,sell,5.510,T+2收盘回撤15.76%>-5%，T+2收盘卖出 (no intraday-high optimization).,164093.87
2025-09-16,09:30:00,603127,昭衍新药,buy,42.220,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.10%, 2.55%], max_board=None; risk_profile=custom (broken<=41.20%, red>=28.70%, limit_down<=10, pullback<=6.50%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",164053.76
2025-09-17,15:00:00,603127,昭衍新药,sell,40.400,T+2收盘回撤-4.31%>-5%，T+2收盘卖出 (no intraday-high optimization).,157099.38
2025-09-23,09:30:00,603618,杭电股份,buy,11.120,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.10%, 2.55%], max_board=None; risk_profile=custom (broken<=41.20%, red>=28.70%, limit_down<=10, pullback<=6.50%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",157060.19
2025-09-24,15:00:00,603618,杭电股份,sell,11.010,T+2收盘回撤-0.99%>-5%，T+2收盘卖出 (no intraday-high optimization).,155470.38
2025-09-30,09:30:00,600635,大众公用,buy,5.690,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.10%, 2.55%], max_board=None; risk_profile=custom (broken<=41.20%, red>=28.70%, limit_down<=10, pullback<=6.50%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",155431.54
2025-10-09,15:00:00,600635,大众公用,sell,6.460,T+2收盘回撤13.53%>-5%，T+2收盘卖出 (no intraday-high optimization).,176408.45
2025-10-14,09:30:00,688347,华虹公司,buy,135.720,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.10%, 2.55%], max_board=None; risk_profile=custom (broken<=41.20%, red>=28.70%, limit_down<=10, pullback<=6.50%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",176367.74
2025-10-16,15:00:00,688347,华虹公司,sell,121.150,T+2收盘回撤-7.85%<=-5%，延长到T+3收盘卖出 (no intraday-high optimization).,158847.39
2025-10-21,09:30:00,600173,卧龙新能,buy,9.950,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.10%, 2.55%], max_board=None; risk_profile=custom (broken<=41.20%, red>=28.70%, limit_down<=10, pullback<=6.50%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",158807.84
2025-10-22,15:00:00,600173,卧龙新能,sell,9.590,T+2收盘回撤-3.62%>-5%，T+2收盘卖出 (no intraday-high optimization).,153045.72
2025-10-24,09:30:00,002278,神开股份,buy,13.600,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.10%, 2.55%], max_board=None; risk_profile=custom (broken<=41.20%, red>=28.70%, limit_down<=10, pullback<=6.50%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",153007.64
2025-10-27,15:00:00,002278,神开股份,sell,15.880,T+2收盘回撤16.76%>-5%，T+2收盘卖出 (no intraday-high optimization).,178499.18
2025-10-29,09:30:00,002512,达华智能,buy,5.500,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.10%, 2.55%], max_board=None; risk_profile=custom (broken<=41.20%, red>=28.70%, limit_down<=10, pullback<=6.50%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",178454.63
2025-10-31,15:00:00,002512,达华智能,sell,4.620,T+2收盘回撤-7.27%<=-5%，延长到T+3收盘卖出 (no intraday-high optimization).,149905.20
2025-11-04,09:30:00,600408,安泰集团,buy,3.490,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.10%, 2.55%], max_board=None; risk_profile=custom (broken<=41.20%, red>=28.70%, limit_down<=10, pullback<=6.50%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",149867.77
