操作日期,操作时间,股票代码,股票名称,操作（买or卖）,操作价格,操作原因,总资产
2025-01-08,09:30:00,000010,美丽生态,buy,2.920,"model=i0001c01, alpha=5; score>=threshold; gap_filter=[-0.50%, 3.00%], max_board=None; risk_profile=strict (broken<=40.00%, red>=28.00%, limit_down<=15, pullback<=8.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",9995.00
2025-01-09,15:00:00,000010,美丽生态,sell,2.960,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,10126.00
2025-01-16,09:30:00,002031,巨轮智能,buy,6.680,"model=i0001c01, alpha=5; score>=threshold; gap_filter=[-0.50%, 3.00%], max_board=None; risk_profile=strict (broken<=40.00%, red>=28.00%, limit_down<=15, pullback<=8.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",10121.00
2025-01-17,15:00:00,002031,巨轮智能,sell,7.240,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,10956.00
2025-01-21,09:30:00,000541,佛山照明,buy,6.195,"model=i0001c01, alpha=5; score>=threshold; gap_filter=[-0.50%, 3.00%], max_board=None; risk_profile=strict (broken<=40.00%, red>=28.00%, limit_down<=15, pullback<=8.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",10951.00
2025-01-22,15:00:00,000541,佛山照明,sell,5.911,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,10461.96
2025-01-27,09:30:00,000761,本钢板材,buy,3.360,"model=i0001c01, alpha=5; score>=threshold; gap_filter=[-0.50%, 3.00%], max_board=None; risk_profile=strict (broken<=40.00%, red>=28.00%, limit_down<=15, pullback<=8.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",10456.96
2025-02-05,15:00:00,000761,本钢板材,sell,3.030,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,9428.96
2025-02-07,09:30:00,000532,华金资本,buy,17.641,"model=i0001c01, alpha=5; score>=threshold; gap_filter=[-0.50%, 3.00%], max_board=None; risk_profile=strict (broken<=40.00%, red>=28.00%, limit_down<=15, pullback<=8.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",9423.96
2025-02-10,15:00:00,000532,华金资本,sell,18.906,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,10051.49
