round,seed_offset,feasible,best_ret_pct,best_dd_pct,best_cfg,improved
1,0,True,9.257324649999976,34.605690952248075,"i0001c01/a10/weak_hold_t3/k3/gap[None,0.03]/board<=2/risk=strict/alloc=0.80/regime_beta=0.00",True
2,97,True,-4.038805700000014,4.038805700000012,"i0001c01/a10/profit_lock_t3/k4/gap[None,0.03]/board<=3/risk=strict/alloc=0.05/regime_beta=0.60",False
3,194,True,10.226494880000093,18.876446199149466,"i0001c01/a10/t2_close/k3/gap[-0.005,0.03]/board<=2/risk=off/alloc=0.60/regime_beta=0.00",True
4,291,True,50.58716820000002,25.61769858366969,"i0001c01/a10/weak_hold_t3/k3/gap[-0.02,0.04]/board<=3/risk=balanced/alloc=0.60/regime_beta=0.60",True
5,388,True,5.821607770000026,5.810783616830798,"i0001c01/a5/weak_hold_t3/k2/gap[None,0.04]/board<=3/risk=strict/alloc=0.20/regime_beta=1.40",False
6,485,True,-1.4672950699999854,21.927873968518625,"i0001c01/a5/loss_rebound_t3/k3/gap[None,0.03]/board<=1/risk=strict/alloc=0.40/regime_beta=0.00",False
7,582,True,6.370627449999988,22.31525960583536,"i0001c01/a5/loss_rebound_t3/k3/gap[-0.005,0.02]/board<=None/risk=balanced/alloc=0.30/regime_beta=1.40",False
8,679,True,-0.6315671599999906,4.356667507267999,"i0001c01/a2/loss_rebound_t3/k4/gap[-0.01,0.03]/board<=1/risk=off/alloc=0.15/regime_beta=0.60",False
9,776,True,35.95297719999997,22.23323854987189,"i0001c01/a10/loss_rebound_t3/k1/gap[None,0.02]/board<=2/risk=off/alloc=0.80/regime_beta=1.00",False
10,873,True,1.229104999999997,7.255489021956088,"i0001c01/a10/profit_lock_t3/k2/gap[-0.02,0.03]/board<=None/risk=balanced/alloc=0.15/regime_beta=1.00",False
11,970,True,98.15888962000005,24.122482553250627,"i0001c01/a5/profit_lock_t3/k4/gap[None,0.02]/board<=None/risk=strict/alloc=1.00/regime_beta=1.00",True
12,1067,True,87.98383737999997,24.313538284983217,"i0001c01/a10/t2_close/k2/gap[-0.02,0.04]/board<=3/risk=off/alloc=0.80/regime_beta=0.00",False
13,1164,True,110.49133984999995,34.23275644999997,"i0001c01/a5/profit_lock_t3/k4/gap[None,0.02]/board<=None/risk=strict/alloc=1.00/regime_beta=1.00",True
14,1261,True,19.02525605999996,9.576001167179188,"i0001c01/a5/weak_hold_t3/k2/gap[-0.01,0.04]/board<=2/risk=balanced/alloc=0.40/regime_beta=1.40",False
15,1358,True,4.861015479999997,4.914717167238039,"i0001c01/a10/strong_hold_t3/k4/gap[-0.005,0.02]/board<=3/risk=balanced/alloc=0.15/regime_beta=1.00",False
16,1455,True,63.15591461880001,40.34970368940865,"i0001c01/a10/weak_hold_t3/k3/gap[-0.005,0.02]/board<=3/risk=strict/alloc=1.00/regime_beta=0.60",False
