round,seed_offset,feasible,best_ret_pct,best_dd_pct,best_cfg,improved
1,0,True,65.86494856999998,29.687937525179276,"i0001c03/a5/weak_hold_t3/k3/gap[-0.01,0.03]/board<=None/risk=strict/alloc=0.80/regime_beta=0.60",True
2,97,True,-2.8197005700000055,3.3397005700000046,"i0001c03/a5/profit_lock_t3/k4/gap[-0.02,0.04]/board<=None/risk=balanced/alloc=0.05/regime_beta=1.00",False
3,194,True,43.89226848000003,31.97338552656474,"i0001c03/a5/profit_lock_t3/k1/gap[-0.01,None]/board<=1/risk=off/alloc=1.00/regime_beta=0.30",False
4,291,True,18.20150356000001,32.35226675336476,"i0001c03/a5/weak_hold_t3/k3/gap[-0.01,0.03]/board<=None/risk=strict/alloc=0.80/regime_beta=0.60",False
5,388,True,6.873042740000024,8.510003766303328,"i0001c03/a5/weak_hold_t3/k2/gap[None,0.04]/board<=3/risk=strict/alloc=0.20/regime_beta=1.40",False
6,485,True,6.023253129999984,34.71274561740271,"i0001c03/a5/weak_hold_t3/k3/gap[-0.01,0.03]/board<=None/risk=strict/alloc=0.80/regime_beta=0.60",False
7,582,True,22.11905821000004,17.165683833179237,"i0001c03/a5/loss_rebound_t3/k3/gap[-0.005,0.02]/board<=None/risk=balanced/alloc=0.30/regime_beta=1.40",False
8,679,True,40.25993432999997,39.81472659691846,"i0001c03/a10/weak_hold_t3/k4/gap[None,0.02]/board<=1/risk=off/alloc=0.80/regime_beta=0.30",False
9,776,True,16.582925429999996,23.65776408081216,"i0001c03/a5/loss_rebound_t3/k3/gap[None,0.03]/board<=2/risk=balanced/alloc=0.80/regime_beta=1.40",False
10,873,True,14.07797779999993,32.41267892539037,"i0001c03/a10/weak_hold_t3/k2/gap[-0.005,0.02]/board<=2/risk=balanced/alloc=0.60/regime_beta=1.40",False
11,970,True,111.19004829999999,27.336169574168544,"i0001c03/a2/weak_hold_t3/k4/gap[-0.005,0.03]/board<=2/risk=strict/alloc=0.80/regime_beta=0.00",True
12,1067,True,50.77033715999999,35.9396987567641,"i0001c03/a2/profit_lock_t3/k2/gap[-0.005,0.04]/board<=None/risk=strict/alloc=0.80/regime_beta=1.00",False
13,1164,True,19.684808850000035,20.50372044838859,"i0001c03/a2/weak_hold_t3/k4/gap[-0.005,0.03]/board<=2/risk=strict/alloc=0.80/regime_beta=0.00",False
14,1261,True,21.064495169999976,13.308552208733145,"i0001c03/a5/weak_hold_t3/k2/gap[-0.01,0.04]/board<=2/risk=balanced/alloc=0.40/regime_beta=1.40",False
15,1358,True,68.58378025999998,13.173845280061352,"i0001c03/a5/strong_hold_t3/k2/gap[-0.01,0.03]/board<=1/risk=off/alloc=0.60/regime_beta=0.60",False
16,1455,True,64.11449977999996,26.347981126910287,"i0001c03/a2/strong_hold_t3/k3/gap[None,0.02]/board<=None/risk=strict/alloc=0.80/regime_beta=1.40",False
17,1552,True,4.7749807500000685,36.33792165657224,"i0001c03/a10/loss_rebound_t3/k1/gap[-0.005,0.03]/board<=2/risk=strict/alloc=1.00/regime_beta=1.00",False
18,1649,True,114.58576226000021,11.700706891550912,"i0001c03/a2/weak_hold_t3/k4/gap[-0.005,0.03]/board<=2/risk=strict/alloc=0.80/regime_beta=0.00",True
19,1746,True,116.96529723392013,35.83767242115991,"i0001c03/a2/weak_hold_t3/k4/gap[None,0.02]/board<=2/risk=balanced/alloc=1.00/regime_beta=0.30",True
20,1843,True,45.812470719999986,41.76240146522233,"i0001c03/a5/t2_close/k4/gap[-0.005,0.03]/board<=None/risk=strict/alloc=1.00/regime_beta=1.40",False
21,1940,True,7.417671130000025,9.227049212310638,"i0001c03/a2/loss_rebound_t3/k1/gap[-0.02,0.02]/board<=3/risk=off/alloc=0.30/regime_beta=0.60",False
22,2037,True,23.594001180000014,13.524092836071466,"i0001c03/a10/weak_hold_t3/k4/gap[None,0.04]/board<=2/risk=balanced/alloc=0.40/regime_beta=0.60",False
23,2134,True,37.469842409999956,10.345299988730098,"i0001c03/a10/t2_close/k4/gap[None,0.02]/board<=3/risk=off/alloc=0.30/regime_beta=0.60",False
24,2231,True,29.02862336000005,12.665152003231611,"i0001c03/a5/loss_rebound_t3/k3/gap[-0.01,0.04]/board<=1/risk=off/alloc=0.40/regime_beta=0.60",False
25,2328,True,2.3900317200000076,16.747497246987344,"i0001c03/a10/strong_hold_t3/k1/gap[-0.005,0.03]/board<=None/risk=balanced/alloc=0.60/regime_beta=0.60",False
26,2425,True,35.09245190000001,25.99650034065344,"i0001c03/a2/strong_hold_t3/k3/gap[-0.01,0.02]/board<=1/risk=off/alloc=0.60/regime_beta=0.30",False
27,2522,True,8.18760395,5.104922652836789,"i0001c03/a5/weak_hold_t3/k4/gap[-0.01,0.04]/board<=1/risk=off/alloc=0.20/regime_beta=1.00",False
28,2619,True,41.20008047999999,24.930484670582597,"i0001c03/a10/loss_rebound_t3/k1/gap[-0.02,0.03]/board<=1/risk=strict/alloc=0.80/regime_beta=1.40",False
29,2716,True,5.389502400000046,13.555988414755719,"i0001c03/a10/loss_rebound_t3/k3/gap[None,None]/board<=2/risk=balanced/alloc=0.30/regime_beta=0.00",False
