操作日期,操作时间,股票代码,股票名称,操作（买or卖）,操作价格,操作原因,总资产
2025-01-08,09:30:00,000010,美丽生态,buy,2.920,"model=i0001c03, alpha=2; score>=threshold; gap_filter=[None, 2.00%], max_board=2; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",9995.00
2025-01-09,15:00:00,000010,美丽生态,sell,2.960,T+2收盘回撤1.37%未触发延长，T+2收盘卖出 (no intraday-high optimization).,10126.00
2025-01-14,09:30:00,002992,宝明科技,buy,58.140,"model=i0001c03, alpha=2; score>=threshold; gap_filter=[None, 2.00%], max_board=2; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",10121.00
2025-01-15,15:00:00,002992,宝明科技,sell,59.020,T+2收盘回撤1.51%未触发延长，T+2收盘卖出 (no intraday-high optimization).,10204.00
2025-01-20,09:30:00,001306,夏厦精密,buy,62.943,"model=i0001c03, alpha=2; score>=threshold; gap_filter=[None, 2.00%], max_board=2; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",10199.00
2025-01-21,15:00:00,001306,夏厦精密,sell,65.956,T+2收盘回撤4.79%未触发延长，T+2收盘卖出 (no intraday-high optimization).,10495.34
2025-02-06,09:30:00,603039,泛微网络,buy,64.106,"model=i0001c03, alpha=2; score>=threshold; gap_filter=[None, 2.00%], max_board=2; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",10490.34
2025-02-07,15:00:00,603039,泛微网络,sell,67.837,T+2收盘回撤5.82%未触发延长，T+2收盘卖出 (no intraday-high optimization).,10858.45
2025-02-12,09:30:00,000890,法尔胜,buy,3.560,"model=i0001c03, alpha=2; score>=threshold; gap_filter=[None, 2.00%], max_board=2; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",10853.45
2025-02-13,15:00:00,000890,法尔胜,sell,3.470,T+2收盘回撤-2.53%未触发延长，T+2收盘卖出 (no intraday-high optimization).,10578.45
2025-02-19,09:30:00,600326,西藏天路,buy,6.790,"model=i0001c03, alpha=2; score>=threshold; gap_filter=[None, 2.00%], max_board=2; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",10573.45
2025-02-20,15:00:00,600326,西藏天路,sell,6.930,T+2收盘回撤2.06%未触发延长，T+2收盘卖出 (no intraday-high optimization).,10778.45
2025-02-24,09:30:00,002335,科华数据,buy,47.888,"model=i0001c03, alpha=2; score>=threshold; gap_filter=[None, 2.00%], max_board=2; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",10773.45
2025-02-25,15:00:00,002335,科华数据,sell,50.133,T+2收盘回撤4.69%未触发延长，T+2收盘卖出 (no intraday-high optimization).,11217.31
2025-02-27,09:30:00,002474,榕基软件,buy,9.070,"model=i0001c03, alpha=2; score>=threshold; gap_filter=[None, 2.00%], max_board=2; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",11212.31
2025-03-03,15:00:00,002474,榕基软件,sell,7.630,T+2收盘回撤-9.59%<=-3%，延长到T+3收盘卖出 (no intraday-high optimization).,9479.31
2025-03-05,09:30:00,002105,信隆健康,buy,5.650,"model=i0001c03, alpha=2; score>=threshold; gap_filter=[None, 2.00%], max_board=2; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",9474.31
2025-03-06,15:00:00,002105,信隆健康,sell,7.020,T+2收盘回撤24.25%未触发延长，T+2收盘卖出 (no intraday-high optimization).,11661.31
2025-03-10,09:30:00,600588,用友网络,buy,19.200,"model=i0001c03, alpha=2; score>=threshold; gap_filter=[None, 2.00%], max_board=2; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",11656.31
2025-03-12,15:00:00,600588,用友网络,sell,17.630,T+2收盘回撤-6.82%<=-3%，延长到T+3收盘卖出 (no intraday-high optimization).,10709.31
2025-03-14,09:30:00,603102,百合股份,buy,38.935,"model=i0001c03, alpha=2; score>=threshold; gap_filter=[None, 2.00%], max_board=2; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",10704.31
2025-03-17,15:00:00,603102,百合股份,sell,38.591,T+2收盘回撤-0.88%未触发延长，T+2收盘卖出 (no intraday-high optimization).,10630.48
2025-03-19,09:30:00,300510,金冠股份,buy,5.130,"model=i0001c03, alpha=2; score>=threshold; gap_filter=[None, 2.00%], max_board=2; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",10625.48
2025-03-21,15:00:00,300510,金冠股份,sell,4.590,T+2收盘回撤-4.87%<=-3%，延长到T+3收盘卖出 (no intraday-high optimization).,9540.48
2025-03-27,09:30:00,000048,京基智农,buy,16.419,"model=i0001c03, alpha=2; score>=threshold; gap_filter=[None, 2.00%], max_board=2; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",9535.48
2025-03-28,15:00:00,000048,京基智农,sell,16.228,T+2收盘回撤-1.17%未触发延长，T+2收盘卖出 (no intraday-high optimization).,9434.74
2025-04-01,09:30:00,000601,韶能股份,buy,5.420,"model=i0001c03, alpha=2; score>=threshold; gap_filter=[None, 2.00%], max_board=2; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",9429.74
2025-04-02,15:00:00,000601,韶能股份,sell,5.930,T+2收盘回撤9.41%未触发延长，T+2收盘卖出 (no intraday-high optimization).,10291.74
2025-04-07,09:30:00,000677,恒天海龙,buy,4.030,"model=i0001c03, alpha=2; score>=threshold; gap_filter=[None, 2.00%], max_board=2; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",10286.74
2025-04-08,15:00:00,000677,恒天海龙,sell,4.210,T+2收盘回撤4.47%未触发延长，T+2收盘卖出 (no intraday-high optimization).,10731.74
2025-04-10,09:30:00,000016,深康佳A,buy,4.260,"model=i0001c03, alpha=2; score>=threshold; gap_filter=[None, 2.00%], max_board=2; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",10726.74
2025-04-11,15:00:00,000016,深康佳A,sell,5.100,T+2收盘回撤19.72%未触发延长，T+2收盘卖出 (no intraday-high optimization).,12821.74
2025-04-15,09:30:00,002127,南极电商,buy,4.211,"model=i0001c03, alpha=2; score>=threshold; gap_filter=[None, 2.00%], max_board=2; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",12816.74
2025-04-17,15:00:00,002127,南极电商,sell,4.329,T+2收盘回撤-6.59%<=-3%，延长到T+3收盘卖出 (no intraday-high optimization).,13168.40
2025-04-21,09:30:00,688093,世华科技,buy,25.039,"model=i0001c03, alpha=2; score>=threshold; gap_filter=[None, 2.00%], max_board=2; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",13163.40
2025-04-23,15:00:00,688093,世华科技,sell,24.533,T+2收盘回撤-4.55%<=-3%，延长到T+3收盘卖出 (no intraday-high optimization).,12905.19
2025-04-25,09:30:00,002582,好想你,buy,10.514,"model=i0001c03, alpha=2; score>=threshold; gap_filter=[None, 2.00%], max_board=2; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",12900.19
2025-04-28,15:00:00,002582,好想你,sell,10.982,T+2收盘回撤4.45%未触发延长，T+2收盘卖出 (no intraday-high optimization).,13456.19
2025-04-30,09:30:00,002009,天奇股份,buy,14.550,"model=i0001c03, alpha=2; score>=threshold; gap_filter=[None, 2.00%], max_board=2; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",13451.19
2025-05-06,15:00:00,002009,天奇股份,sell,15.380,T+2收盘回撤5.70%未触发延长，T+2收盘卖出 (no intraday-high optimization).,14193.19
2025-05-08,09:30:00,300507,苏奥传感,buy,8.832,"model=i0001c03, alpha=2; score>=threshold; gap_filter=[None, 2.00%], max_board=2; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",14188.19
2025-05-09,15:00:00,300507,苏奥传感,sell,8.921,T+2收盘回撤1.01%未触发延长，T+2收盘卖出 (no intraday-high optimization).,14326.08
2025-05-13,09:30:00,600281,华阳新材,buy,4.830,"model=i0001c03, alpha=2; score>=threshold; gap_filter=[None, 2.00%], max_board=2; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",14321.08
2025-05-14,15:00:00,600281,华阳新材,sell,4.890,T+2收盘回撤1.24%未触发延长，T+2收盘卖出 (no intraday-high optimization).,14490.08
2025-05-16,09:30:00,000566,海南海药,buy,5.430,"model=i0001c03, alpha=2; score>=threshold; gap_filter=[None, 2.00%], max_board=2; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",14485.08
2025-05-19,15:00:00,000566,海南海药,sell,5.670,T+2收盘回撤4.42%未触发延长，T+2收盘卖出 (no intraday-high optimization).,15104.08
2025-05-21,09:30:00,001336,楚环科技,buy,21.553,"model=i0001c03, alpha=2; score>=threshold; gap_filter=[None, 2.00%], max_board=2; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",15099.08
2025-05-23,15:00:00,001336,楚环科技,sell,19.716,T+2收盘回撤-7.74%<=-3%，延长到T+3收盘卖出 (no intraday-high optimization).,13807.83
2025-05-27,09:30:00,000045,深纺织A,buy,10.950,"model=i0001c03, alpha=2; score>=threshold; gap_filter=[None, 2.00%], max_board=2; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",13802.83
2025-05-28,15:00:00,000045,深纺织A,sell,10.880,T+2收盘回撤-0.64%未触发延长，T+2收盘卖出 (no intraday-high optimization).,13713.98
2025-05-30,09:30:00,002224,三力士,buy,4.969,"model=i0001c03, alpha=2; score>=threshold; gap_filter=[None, 2.00%], max_board=2; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",13708.98
2025-06-04,15:00:00,002224,三力士,sell,4.820,T+2收盘回撤-3.40%<=-3%，延长到T+3收盘卖出 (no intraday-high optimization).,13301.49
2025-06-06,09:30:00,000506,招金黄金,buy,7.950,"model=i0001c03, alpha=2; score>=threshold; gap_filter=[None, 2.00%], max_board=2; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",13296.49
2025-06-09,15:00:00,000506,招金黄金,sell,9.450,T+2收盘回撤18.87%未触发延长，T+2收盘卖出 (no intraday-high optimization).,15691.49
2025-06-11,09:30:00,600353,旭光电子,buy,11.720,"model=i0001c03, alpha=2; score>=threshold; gap_filter=[None, 2.00%], max_board=2; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",15686.49
2025-06-12,15:00:00,600353,旭光电子,sell,13.170,T+2收盘回撤12.37%未触发延长，T+2收盘卖出 (no intraday-high optimization).,17566.49
