round,seed_offset,feasible,best_ret_pct,best_dd_pct,best_cfg,improved
1,0,True,8.605771159999964,6.664677414150664,"mlp_h64_e360_gt2/a10/profit_lock_t3/k1/gap[None,0.02]/board<=3/risk=off/alloc=0.15",True
2,97,True,19.766621819999997,9.359889093565029,"mlp_h56_e320_gt1/a10/profit_lock_t3/k1/gap[None,0.02]/board<=None/risk=off/alloc=0.20",True
3,194,True,8.610747019999998,5.942186976131043,"mlp_h56_e320_gt1/a10/strong_hold_t3/k3/gap[-0.005,0.02]/board<=3/risk=balanced/alloc=0.20",False
4,291,True,19.25809906999998,5.779297716946639,"mlp_h56_e320_gt1/a15/t2_close/k2/gap[-0.01,None]/board<=2/risk=balanced/alloc=0.20",False
5,388,True,36.493204639999966,5.500971530201011,"mlp_h56_e320_gt1/a10/profit_lock_t3/k1/gap[None,0.02]/board<=None/risk=off/alloc=0.20",True
6,485,True,15.681702409999998,3.6090966931162907,"mlp_h72_e380_gt15/a10/strong_hold_t3/k1/gap[-0.005,None]/board<=None/risk=strict/alloc=0.15",False
7,582,True,15.915259769999967,8.832911735590447,"mlp_h72_e380_gt15/a15/t2_close/k3/gap[-0.005,None]/board<=None/risk=strict/alloc=0.20",False
8,679,True,24.962897329999944,3.9361469359000716,"mlp_h56_e320_gt1/a10/strong_hold_t3/k1/gap[None,None]/board<=3/risk=strict/alloc=0.15",False
