stock_code,name,close,support_level,resistance_level,total_score,status_tags
301292,海科新源,58.66,57.1805,68.56575000000001,71.0,"[""TREND_UP"", ""PULLBACK"", ""AT_SUPPORT"", ""SPACE_OK""]"
600981,苏豪汇鸿,3.28,3.2562499999999996,3.32375,69.5,"[""TREND_UP"", ""PULLBACK"", ""AT_SUPPORT"", ""NEAR_RESISTANCE""]"
300179,四方达,16.02,15.5975,16.0965,67.0,"[""TREND_UP"", ""PULLBACK"", ""AT_SUPPORT"", ""NEAR_RESISTANCE""]"
002242,九阳股份,10.63,10.4875,10.8335,66.0,"[""TREND_UP"", ""PULLBACK"", ""AT_SUPPORT"", ""NEAR_RESISTANCE""]"
300814,中富电路,75.95,74.02783333333333,80.49975,65.5,"[""TREND_UP"", ""PULLBACK"", ""AT_SUPPORT""]"
605318,法狮龙,60.43,60.05766666666667,65.58,65.0,"[""TREND_UP"", ""PULLBACK"", ""AT_SUPPORT""]"
002641,公元股份,4.48,4.354500000000001,4.48625,62.5,"[""TREND_UP"", ""PULLBACK"", ""AT_SUPPORT"", ""NEAR_RESISTANCE""]"
605166,聚合顺,10.78,10.723333333333333,12.7985,62.0,"[""PULLBACK"", ""AT_SUPPORT"", ""SPACE_OK""]"
002885,京泉华,27.7,26.94183333333333,28.615,61.5,"[""TREND_UP"", ""PULLBACK"", ""AT_SUPPORT"", ""NEAR_RESISTANCE""]"
300588,熙菱信息,28.31,27.877000000000002,29.33025,61.5,"[""TREND_UP"", ""PULLBACK"", ""AT_SUPPORT"", ""NEAR_RESISTANCE""]"
605268,王力安防,10.95,10.667833333333332,10.99,60.0,"[""TREND_UP"", ""PULLBACK"", ""AT_SUPPORT"", ""NEAR_RESISTANCE""]"
300291,百纳千成,8.98,6.89,10.001,59.5,"[""TREND_UP"", ""SPACE_OK""]"
603618,杭电股份,8.51,8.36225,8.6,59.0,"[""TREND_UP"", ""PULLBACK"", ""AT_SUPPORT"", ""NEAR_RESISTANCE""]"
300568,星源材质,15.51,15.280999999999999,15.67,58.0,"[""TREND_UP"", ""PULLBACK"", ""AT_SUPPORT"", ""NEAR_RESISTANCE""]"
301038,深水规院,25.38,24.71375,30.82825,57.0,"[""PULLBACK"", ""AT_SUPPORT"", ""SPACE_OK""]"
300706,阿石创,39.45,39.20858333333333,46.79925,57.0,"[""PULLBACK"", ""AT_SUPPORT"", ""SPACE_OK""]"
300637,扬帆新材,13.15,12.930416666666668,15.833499999999999,57.0,"[""PULLBACK"", ""AT_SUPPORT"", ""SPACE_OK""]"
002295,精艺股份,12.47,12.411666666666667,12.90325,56.5,"[""TREND_UP"", ""PULLBACK"", ""AT_SUPPORT"", ""NEAR_RESISTANCE""]"
002877,智能自控,9.57,9.369499999999999,9.68,56.0,"[""TREND_UP"", ""PULLBACK"", ""AT_SUPPORT"", ""NEAR_RESISTANCE""]"
300911,亿田智能,37.3,36.1875,53.07249999999999,56.0,"[""PULLBACK"", ""AT_SUPPORT"", ""SPACE_OK""]"
600828,茂业商业,7.02,5.63,8.05125,56.0,"[""TREND_UP"", ""SPACE_OK""]"
603477,巨星农牧,17.85,17.746333333333332,21.248,56.0,"[""PULLBACK"", ""AT_SUPPORT"", ""SPACE_OK""]"
300129,泰胜风能,14.41,9.71,16.446,55.5,"[""TREND_UP"", ""SPACE_OK""]"
300242,佳云科技,5.44,5.217666666666667,5.61425,55.0,"[""TREND_UP"", ""NEAR_RESISTANCE""]"
603906,龙蟠科技,19.87,19.424,20.07,55.0,"[""TREND_UP"", ""PULLBACK"", ""AT_SUPPORT"", ""NEAR_RESISTANCE""]"
688183,生益电子,97.87,97.7,97.90449999999998,55.0,"[""TREND_UP"", ""PULLBACK"", ""AT_SUPPORT"", ""NEAR_RESISTANCE""]"
301488,豪恩汽电,167.78,155.45,183.88,54.5,"[""TREND_UP""]"
301040,中环海陆,32.25,29.2,33.66,54.5,"[""TREND_UP"", ""NEAR_RESISTANCE""]"
600246,万通发展,12.6,12.319666666666668,13.0975,53.0,"[""TREND_UP"", ""PULLBACK"", ""AT_SUPPORT"", ""NEAR_RESISTANCE""]"
688337,普源精电,40.26,39.56875,40.40325,53.0,"[""PULLBACK"", ""AT_SUPPORT"", ""NEAR_RESISTANCE""]"
301181,标榜股份,45.39,41.7,46.75,52.5,"[""TREND_UP"", ""NEAR_RESISTANCE""]"
002632,道明光学,13.08,12.141333333333334,13.45,52.5,"[""TREND_UP"", ""NEAR_RESISTANCE""]"
300497,富祥药业,16.56,15.65,17.25,52.0,"[""TREND_UP"", ""NEAR_RESISTANCE""]"
301176,逸豪新材,26.37,26.21483333333333,31.3185,52.0,"[""PULLBACK"", ""AT_SUPPORT"", ""SPACE_OK""]"
