round,seed_offset,feasible,best_ret_pct,best_dd_pct,best_cfg,improved
1,0,True,-1.2399999999999967,1.24,"i0001c07/a10/profit_lock_t3/k2/gap[-0.005,None]/board<=3/risk=off/alloc=0.05",True
2,97,True,7.701849279999995,5.575424219841425,"i0001c07/a5/t2_close/k2/gap[None,0.02]/board<=None/risk=strict/alloc=0.20",True
3,194,True,8.291833870000055,7.59238240969404,"i0001c07/a10/strong_hold_t3/k3/gap[-0.005,0.02]/board<=2/risk=strict/alloc=0.18",True
4,291,True,10.796595560000032,4.170545653258792,"i0001c07/a2/strong_hold_t3/k3/gap[-0.005,None]/board<=None/risk=off/alloc=0.10",True
5,388,True,0.8175693099999881,1.3577656464716572,"i0001c07/a10/profit_lock_t3/k1/gap[None,None]/board<=None/risk=balanced/alloc=0.05",False
6,485,True,10.280806239999984,5.8053793925510595,"i0001c07/a5/strong_hold_t3/k3/gap[-0.01,0.02]/board<=3/risk=strict/alloc=0.20",False
7,582,True,-0.5283142600000068,7.616880101385087,"i0001c07/a2/profit_lock_t3/k3/gap[-0.01,0.02]/board<=3/risk=off/alloc=0.20",False
8,679,True,15.290711549999969,5.771537194387318,"i0001c07/a10/t2_close/k3/gap[None,0.02]/board<=2/risk=balanced/alloc=0.18",True
9,776,True,30.021493210000028,5.568977271819458,"i0001c07/a10/t2_close/k3/gap[-0.005,None]/board<=None/risk=strict/alloc=0.18",True
10,873,True,-0.6619833799999975,13.268219059999991,"i0001c07/a5/strong_hold_t3/k3/gap[-0.005,0.02]/board<=None/risk=strict/alloc=0.20",False
11,970,True,1.443272679999974,10.862183792388548,"i0001c07/a5/strong_hold_t3/k3/gap[-0.005,None]/board<=None/risk=off/alloc=0.15",False
12,1067,True,14.842939830000002,6.573056349413164,"i0001c07/a5/strong_hold_t3/k2/gap[-0.005,None]/board<=3/risk=strict/alloc=0.18",False
13,1164,True,2.6706483199999242,3.8752032114463137,"i0001c07/a10/t2_close/k3/gap[-0.005,None]/board<=None/risk=strict/alloc=0.18",False
14,1261,True,22.299017520000007,5.523544517247059,"i0001c07/a10/profit_lock_t3/k1/gap[-0.005,None]/board<=None/risk=balanced/alloc=0.20",False
15,1358,True,25.286924549999988,1.8262084348383216,"i0001c07/a5/strong_hold_t3/k3/gap[-0.005,None]/board<=None/risk=balanced/alloc=0.12",False
16,1455,True,19.35412104999996,9.675517349282313,"i0001c07/a5/strong_hold_t3/k3/gap[-0.005,None]/board<=3/risk=off/alloc=0.20",False
17,1552,True,7.855556949999998,8.050193835540119,"i0001c07/a10/t2_close/k3/gap[-0.005,None]/board<=None/risk=strict/alloc=0.18",False
18,1649,True,6.582814610000032,14.64837437511474,"i0001c07/a10/t2_close/k3/gap[None,None]/board<=None/risk=strict/alloc=0.20",False
19,1746,True,18.298052780000006,12.427547447212078,"i0001c07/a2/profit_lock_t3/k2/gap[None,0.02]/board<=None/risk=off/alloc=0.20",False
