signal_date,watch_date,model,stock_code,stock_name,model_score,model_prob,rank_no,signal_close,auction_proxy_open,auction_gap_pct,amount_ma20,broken_rate,red_rate,limit_down_count,pullback,max_board,daily_candidate_status,auction_filter_status,planned_status,planned_position_pct,intraday_trigger,invalidation_rule,exit_protocol,drop_reason
2025-11-10,2025-11-11,relay,600067,冠城新材,0.9999999989991509,0.4569866508065039,1,4.58,4.72,3.056768558951961,479150990.17200005,0.25,1.0,0.0,0.0,3.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2025-11-10,2025-11-11,relay,600103,青山纸业,0.999999994731895,0.449733868839776,2,4.07,4.17,2.457002457002444,1058738776.9195,0.25,1.0,0.0,0.0,3.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2025-11-11,2025-11-12,relay,600094,大名城,0.9998587297494631,0.394662317609664,1,5.79,5.67,-2.0725388601036343,281676826.8625,0.5,1.0,0.0,0.0,1.0,drop,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,broken_rate_gt_0.40;auction_gap_lt_-1pct
2025-11-17,2025-11-18,relay,600097,开创国际,0.9208847418791732,0.3244589077416023,1,13.29,12.98,-2.332580887885616,91446828.806,0.5,,0.0,0.0,1.0,drop,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,broken_rate_gt_0.40;auction_gap_lt_-1pct;liquidity_lt_150m
2025-11-19,2025-11-20,relay,600097,开创国际,0.9999952943251996,0.4144420457321275,1,14.29,15.72,10.006997900629822,150309595.526,0.5,,0.0,0.0,1.0,drop,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,broken_rate_gt_0.40;auction_gap_gt_4pct;limit_up_open_unfilled
2025-11-24,2025-11-25,relay,600097,开创国际,0.9999995331433503,0.42672297326612924,1,14.18,14.19,0.0705218617771397,213216340.88799998,0.0,,0.0,0.0,1.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2025-11-25,2025-11-26,relay,600110,诺德股份,1.0,0.6850224203765546,1,7.73,7.74,0.1293661060802087,1245640413.1435,0.0,0.0,0.0,0.0,1.0,drop,pass,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,red_rate_lt_0.28
2025-11-25,2025-11-26,relay,600105,永鼎股份,1.0,0.657984851830774,2,15.72,15.98,1.653944020356235,2520874610.467,0.0,0.0,0.0,0.0,1.0,drop,pass,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,red_rate_lt_0.28
2025-12-02,2025-12-03,relay,600033,福建高速,0.9999999990445398,0.45717995133829475,1,4.20069575,4.20069575,0.0,364244820.0265,0.0,,0.0,0.0,1.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2025-12-05,2025-12-08,relay,600105,永鼎股份,0.999806200097457,0.3926799465789622,1,17.12,17.5,2.219626168224287,3087656670.1105003,0.5,,0.0,0.0,1.0,drop,pass,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,broken_rate_gt_0.40
2025-12-09,2025-12-10,relay,600058,五矿发展,0.7973863656378846,0.30192944240169056,1,9.48,9.48,0.0,113369780.90450001,0.5,,0.0,0.0,1.0,drop,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,broken_rate_gt_0.40;liquidity_lt_150m
2025-12-11,2025-12-12,relay,600105,永鼎股份,0.9762572319150785,0.3450509948716398,1,21.04,21.04,0.0,3500125834.8830004,0.0,,0.0,0.0,1.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2025-12-19,2025-12-22,relay,600108,亚盛集团,0.9999999999998419,0.49241911410897604,1,3.3,3.29,-0.3030303030302939,185831355.39000002,0.0,,0.0,0.0,1.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2025-12-19,2025-12-22,relay,600076,康欣新材,0.9999999999994846,0.4876945770837423,2,3.15,3.19,1.2698412698412653,104698313.882,0.0,,0.0,0.0,1.0,pass,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,liquidity_lt_150m
2025-12-24,2025-12-25,relay,600103,青山纸业,0.9518962891776777,0.33390590939898684,1,4.31,4.39,1.8561484918793614,1243870817.755,0.0,,0.0,0.0,1.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2025-12-26,2025-12-29,relay,600021,上海电力,0.9243038601930462,0.32541231704841334,1,21.86,22.0,0.6404391582799596,1614739167.2995,0.0,,0.0,0.0,1.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2025-12-29,2025-12-30,relay,600058,五矿发展,0.767724714515679,0.2969211449009625,1,11.52,11.52,0.0,232775110.9726316,0.0,0.5,0.0,0.0,1.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2026-01-12,2026-01-13,relay,600094,大名城,0.9999992883078834,0.42446599805591434,1,5.03,5.08,0.994035785288272,230914481.156,0.5,,0.0,0.0,1.0,drop,pass,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,broken_rate_gt_0.40
2026-01-14,2026-01-15,relay,600076,康欣新材,0.998089812061052,0.3732773037454863,1,4.06,4.3,5.911330049261099,234154732.88850003,0.0,0.0,0.0,0.0,1.0,drop,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,red_rate_lt_0.28;auction_gap_gt_4pct
2026-01-20,2026-01-21,relay,600076,康欣新材,0.7994749680490942,0.30255041999272364,1,4.72,4.68,-0.8474576271186418,298303069.184,0.0,1.0,0.0,0.0,1.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2026-01-22,2026-01-23,relay,600058,五矿发展,1.0,0.5453818501697165,1,15.63,15.71,0.5118362124120202,906532087.54,0.0,,0.0,0.0,1.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2026-01-23,2026-01-26,relay,600076,康欣新材,0.9999999999999996,0.5196006755226678,1,4.22,4.2,-0.4739336492890933,328581474.78300005,0.5,0.0,0.0,0.0,1.0,drop,pass,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,broken_rate_gt_0.40;red_rate_lt_0.28
2026-01-29,2026-01-30,relay,600059,古越龙山,0.9985795481578517,0.3762302774854052,1,10.89,10.61,-2.5711662075298514,203186638.764,0.5,,0.0,0.0,1.0,drop,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,broken_rate_gt_0.40;auction_gap_lt_-1pct
2026-02-04,2026-02-05,relay,600072,中船科技,0.8337999511020379,0.3076907383942413,1,13.33,12.8,-3.975993998499616,405204717.67399997,0.0,,0.0,0.0,1.0,pass,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,auction_gap_lt_-1pct
2026-02-12,2026-02-13,relay,600026,中远海能,0.9987462958514354,0.37739642855494254,1,18.73,18.41,-1.7084890549919907,985203274.0,0.0,,0.0,0.0,1.0,pass,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,auction_gap_lt_-1pct
2026-02-24,2026-02-25,relay,600078,澄星股份,0.9999869578932294,0.4091379238716902,1,12.24,13.46,9.967320261437917,542892009.4275,0.25,,0.0,0.0,1.0,pass,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,auction_gap_gt_4pct;limit_up_open_unfilled
2026-02-24,2026-02-25,relay,600096,云天化,0.9963219861399303,0.36665319103467997,2,39.36,40.2,2.1341463414634276,2198739873.1974998,0.25,,0.0,0.0,1.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2026-02-25,2026-02-26,relay,600096,云天化,1.0,0.5715328359678743,1,43.3,43.4,0.23094688221709792,2461767839.9875,0.3333333333333333,1.0,0.0,0.0,2.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2026-02-25,2026-02-26,relay,600010,包钢股份,1.0,0.5524683240489833,2,2.93,3.0,2.3890784982935065,3754996439.1835,0.3333333333333333,1.0,0.0,0.0,2.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2026-02-26,2026-02-27,relay,600078,澄星股份,0.9999999962177173,0.45123517924782514,1,14.81,14.33,-3.241053342336264,595257609.3105,0.0,1.0,0.0,0.0,3.0,pass,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,auction_gap_lt_-1pct
2026-03-02,2026-03-03,relay,600028,中国石化,0.7756424135195761,0.29821030026634154,1,7.11,7.15,0.5625879043600568,2329909965.9,0.0,1.0,0.0,0.0,2.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2026-03-03,2026-03-04,relay,600028,中国石化,1.0,0.5616638720127152,1,7.82,8.1,3.5805626598465423,2709330654.5544996,0.0,1.0,0.0,0.0,3.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2026-03-03,2026-03-04,relay,600108,亚盛集团,0.999999999999999,0.5152976458643301,2,4.81,4.82,0.20790020790022457,449159120.8875,0.0,1.0,0.0,0.0,3.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2026-03-04,2026-03-05,relay,600108,亚盛集团,0.9999999999999999,0.5261335133201891,1,5.29,5.66,6.994328922495274,570844171.345,0.0,0.3333333333333333,0.0,0.0,4.0,drop,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,max_board_gt_3;auction_gap_gt_4pct
2026-03-10,2026-03-11,relay,600108,亚盛集团,0.999998644878034,0.42109785139006306,1,5.97,6.15,3.015075376884435,997279051.9319999,0.5,,0.0,0.0,1.0,drop,pass,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,broken_rate_gt_0.40
2026-03-11,2026-03-12,relay,600108,亚盛集团,0.9999999033513264,0.4355868242878376,1,6.57,6.7,1.9786910197869156,1141546443.666,0.0,1.0,0.0,0.0,2.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2026-03-11,2026-03-12,relay,600075,新疆天业,0.9890157394320913,0.3545828499234045,2,7.47,7.57,1.3386880856760541,380314129.345,0.0,1.0,0.0,0.0,2.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2026-03-23,2026-03-24,relay,600032,浙江新能,0.7520527844801852,0.29471202213601033,1,10.76,10.84,0.743494423791824,569869330.6565,0.5,,0.0,0.0,1.0,drop,pass,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,broken_rate_gt_0.40
2026-03-24,2026-03-25,relay,600076,康欣新材,0.99906529170746,0.38015258720969886,1,3.45,3.45,0.0,90054590.90650001,0.0,1.0,0.0,0.0,2.0,pass,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,liquidity_lt_150m
2026-03-24,2026-03-25,relay,600026,中远海能,0.9982299144727268,0.37408094613508336,2,25.87,26.7,3.2083494395052092,3486512461.5604997,0.0,1.0,0.0,0.0,2.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2026-03-25,2026-03-26,relay,600032,浙江新能,1.0,0.5496585612704089,1,13.02,12.77,-1.920122887864828,806554403.5480001,0.0,0.6666666666666666,0.0,0.0,3.0,pass,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,auction_gap_lt_-1pct
2026-03-31,2026-04-01,relay,600066,宇通客车,0.9255500868668519,0.32585772423122167,1,35.86,36.89,2.8722810931399945,775611654.809,0.0,,0.0,0.0,1.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2026-04-01,2026-04-02,relay,600105,永鼎股份,0.8668944893998608,0.3134072265212109,1,30.51,30.3,-0.68829891838742,3391205377.9565,0.0,1.0,0.0,0.0,1.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2026-04-08,2026-04-09,relay,600105,永鼎股份,0.999999999996001,0.47917518568795964,1,33.23,33.95,2.1667168221486843,3785279013.1954994,0.0,0.3333333333333333,0.0,0.0,1.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2026-04-20,2026-04-21,relay,600103,青山纸业,0.9809976774661778,0.34862558719978515,1,4.73,4.71,-0.42283298097252064,741527820.3715,0.0,,0.0,0.0,1.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2026-04-20,2026-04-21,relay,600072,中船科技,0.8803898813102925,0.3160621714850488,2,13.2,13.43,1.7424242424242564,409748266.8435,0.0,,0.0,0.0,1.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2026-04-21,2026-04-22,relay,600032,浙江新能,1.0,0.542113427916556,1,10.86,10.96,0.9208103130755152,1038519364.6460001,0.0,1.0,0.0,0.0,2.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2026-04-21,2026-04-22,relay,600103,青山纸业,1.0,0.5303330045269223,2,5.2,5.5,5.769230769230771,926217054.949,0.0,1.0,0.0,0.0,2.0,pass,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,auction_gap_gt_4pct
2026-04-22,2026-04-23,relay,600052,东望时代,1.0,0.6233029142896098,1,4.16,4.24,1.9230769230769162,67513764.1045,0.3333333333333333,1.0,0.0,0.0,1.0,pass,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,liquidity_lt_150m
2026-04-22,2026-04-23,relay,600105,永鼎股份,1.0,0.6159222684499545,2,45.53,48.1,5.644629914342203,6156013227.2155,0.3333333333333333,1.0,0.0,0.0,1.0,pass,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,auction_gap_gt_4pct
2026-04-23,2026-04-24,relay,600052,东望时代,0.988998454090642,0.3545708265124722,1,4.58,4.9,6.986899563318794,93409715.08799998,0.0,1.0,1.0,0.0,2.0,pass,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,auction_gap_gt_4pct;liquidity_lt_150m
2026-04-30,,relay,600052,东望时代,0.9905320157084808,0.35624583884101646,1,4.44,,,,0.0,,0.0,0.0,1.0,pass,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,no_next_bar;missing_auction_proxy
