strategy,signal_date,buy_date,sell_date,stock_code,stock_name,pick_rank,score,raw_prob,board_count,buy_price,sell_price,buy_fee,sell_fee,pnl,pnl_pct,equity_after,sell_logic
score_rawprob,2025-01-03,2025-01-06,2025-01-07,000785,居然智家,1,1.0,0.6250205900203195,1,4.12,4.03,5.0,5.0,-226.0,-0.022844435459415748,9774.0,T+2收盘上涨-2.18%未触发延长，T+2收盘卖出
score_rawprob,2025-01-10,2025-01-13,2025-01-14,002571,德力股份,1,1.0,0.55174815671822,2,5.57,4.95,5.0,5.0,-1064.0,-0.11230736753219338,8710.0,T+2收盘上涨-11.13%未触发延长，T+2收盘卖出
score_rawprob,2025-01-15,2025-01-16,2025-01-17,002164,宁波东力,1,0.9995684333900348,0.4023603519947678,3,6.33,6.33,5.0,5.0,-10.0,-0.0012144765606023804,8700.0,T+2收盘上涨0.00%未触发延长，T+2收盘卖出
score_rawprob,2025-01-21,2025-01-22,2025-01-24,002691,冀凯股份,1,0.9999999999999999,0.5501316440835626,6,7.51,7.59,5.0,5.0,78.0,0.009436244858456327,8778.0,T+2收盘上涨12.25%>=6%，延长到T+3收盘卖出
score_rawprob,2025-01-27,2025-02-05,2025-02-06,000856,冀东装备,1,0.9999999998875524,0.4868333891476797,6,11.46,11.23,5.0,5.0,-171.0,-0.021303102030646566,8607.0,T+2收盘上涨-2.01%未触发延长，T+2收盘卖出
score_rawprob,2025-02-10,2025-02-11,2025-02-12,600178,东安动力,1,0.9999999999917414,0.49576201010681653,1,12.77,12.7,5.0,5.0,-52.0,-0.0067823138124429375,8555.0,T+2收盘上涨-0.55%未触发延长，T+2收盘卖出
score_rawprob,2025-02-13,2025-02-14,2025-02-17,002123,梦网科技,1,1.0,0.5512833301253673,7,22.85,20.57,5.0,5.0,-694.0,-0.10116618075801749,7861.0,T+2收盘上涨-9.98%未触发延长，T+2收盘卖出
score_rawprob,2025-02-18,2025-02-19,2025-02-20,000761,本钢板材,1,0.9999999123488466,0.4581371234296994,1,3.86,3.7,5.0,5.0,-330.0,-0.04271844660194175,7531.0,T+2收盘上涨-4.15%未触发延长，T+2收盘卖出
score_rawprob,2025-02-21,2025-02-24,2025-02-25,002261,拓维信息,1,0.9984848920004139,0.39170545049444944,1,42.15,37.37,5.0,5.0,-488.0,-0.11563981042654028,7043.0,T+2收盘上涨-11.34%未触发延长，T+2收盘卖出
score_rawprob,2025-02-27,2025-02-28,2025-03-03,301003,江苏博云,1,0.9999999999999711,0.5193405391997171,2,31.17675459,26.93265066,5.0,5.0,-858.8207860000002,-0.1376237966879029,6184.179214,T+2收盘上涨-13.61%未触发延长，T+2收盘卖出
