plan_threshold_relay,plan_relay_top_k,relay_trigger_ret_pct,relay_max_entry_drawdown_pct,watchlist_rows,watch_intraday,buy_count,trades,return_pct,max_dd_pct,win_rate,avg_hold_days,avg_pnl_pct,max_single_loss_pct,max_consecutive_losses,top_skip_reasons_json,objective
0.85,1,0.01,-0.02,80,32,7,7,0.08769983879148846,0.45297849024793657,57.14285714285714,2.2857142857142856,0.34423224804189245,-2.430010377233006,2,"{""proxy_entry_drawdown_breached"": 25, ""proxy_open_rebreak_trigger"": 7, ""auction_gap_lt_-1pct"": 6, ""broken_rate_gt_0.40"": 6, ""liquidity_lt_150m"": 4}",-4.199270490888668
0.7,2,0.0,-0.03,116,48,19,19,0.8158934266920825,0.5263932222763184,52.63157894736842,2.210526315789474,1.0419882698397656,-6.997003684651245,5,"{""proxy_entry_drawdown_breached"": 23, ""proxy_open_rebreak_trigger"": 19, ""auction_gap_lt_-1pct"": 9, ""broken_rate_gt_0.40"": 8, ""liquidity_lt_150m"": 6}",-4.2229473278852065
0.75,2,0.0,-0.03,113,48,19,19,0.8158934266920825,0.5263932222763184,52.63157894736842,2.210526315789474,1.0419882698397656,-6.997003684651245,5,"{""proxy_entry_drawdown_breached"": 23, ""proxy_open_rebreak_trigger"": 19, ""auction_gap_lt_-1pct"": 7, ""broken_rate_gt_0.40"": 7, ""liquidity_lt_150m"": 6}",-4.2229473278852065
0.85,2,0.0,-0.03,102,44,16,16,0.8326004502970719,0.6194927859489539,56.25,2.25,1.2844851676934892,-6.997003684651245,5,"{""proxy_entry_drawdown_breached"": 22, ""proxy_open_rebreak_trigger"": 16, ""auction_gap_lt_-1pct"": 6, ""liquidity_lt_150m"": 6, ""auction_gap_gt_4pct"": 6}",-4.34588964978917
0.8,2,0.0,-0.03,106,45,17,17,0.721705007067075,0.620176822557943,52.94117647058824,2.235294117647059,1.010752711566087,-6.997003684651245,5,"{""proxy_entry_drawdown_breached"": 22, ""proxy_open_rebreak_trigger"": 17, ""auction_gap_lt_-1pct"": 7, ""liquidity_lt_150m"": 6, ""auction_gap_gt_4pct"": 6}",-4.4578111479326505
0.7,1,0.0,-0.03,94,36,17,17,0.5565089092470776,0.5277562567225595,52.94117647058824,2.176470588235294,0.7960400120146944,-6.997003684651245,5,"{""proxy_entry_drawdown_breached"": 18, ""proxy_open_rebreak_trigger"": 17, ""auction_gap_lt_-1pct"": 9, ""broken_rate_gt_0.40"": 8, ""broken_rate_gt_0.40;auction_gap_lt_-1pct"": 5}",-4.484376396999573
0.75,1,0.0,-0.03,91,36,17,17,0.5565089092470776,0.5277562567225595,52.94117647058824,2.176470588235294,0.7960400120146944,-6.997003684651245,5,"{""proxy_entry_drawdown_breached"": 18, ""proxy_open_rebreak_trigger"": 17, ""auction_gap_lt_-1pct"": 7, ""broken_rate_gt_0.40"": 7, ""broken_rate_gt_0.40;auction_gap_lt_-1pct"": 5}",-4.484376396999573
0.8,1,0.0,-0.03,84,33,15,15,0.46232048962207006,0.621782698804319,53.333333333333336,2.2,0.7278466115945165,-6.997003684651245,5,"{""proxy_entry_drawdown_breached"": 17, ""proxy_open_rebreak_trigger"": 15, ""auction_gap_lt_-1pct"": 7, ""broken_rate_gt_0.40"": 6, ""broken_rate_gt_0.40;auction_gap_lt_-1pct"": 5}",-4.71960447974722
0.85,1,0.0,-0.03,80,32,14,14,0.573215932852067,0.6210951171050937,57.14285714285714,2.2142857142857144,1.0204761257421489,-6.997003684651245,5,"{""proxy_entry_drawdown_breached"": 17, ""proxy_open_rebreak_trigger"": 14, ""auction_gap_lt_-1pct"": 6, ""broken_rate_gt_0.40"": 6, ""liquidity_lt_150m"": 4}",-4.857677663968385
0.7,1,0.005,-0.03,94,36,16,16,0.3151709332522179,0.609255179854916,50.0,2.1875,0.37226745046833787,-7.459019363700124,5,"{""proxy_entry_drawdown_breached"": 18, ""proxy_open_rebreak_trigger"": 16, ""auction_gap_lt_-1pct"": 9, ""broken_rate_gt_0.40"": 8, ""broken_rate_gt_0.40;auction_gap_lt_-1pct"": 5}",-4.963466677455187
0.75,1,0.005,-0.03,91,36,16,16,0.3151709332522179,0.609255179854916,50.0,2.1875,0.37226745046833787,-7.459019363700124,5,"{""proxy_entry_drawdown_breached"": 18, ""proxy_open_rebreak_trigger"": 16, ""auction_gap_lt_-1pct"": 7, ""broken_rate_gt_0.40"": 7, ""broken_rate_gt_0.40;auction_gap_lt_-1pct"": 5}",-4.963466677455187
0.7,1,0.0,-0.04,94,36,23,23,1.4566834448023647,0.8248025818307025,52.17391304347826,2.217391304347826,1.6193083246121782,-6.949077042129616,7,"{""proxy_open_rebreak_trigger"": 23, ""proxy_entry_drawdown_breached"": 12, ""auction_gap_lt_-1pct"": 9, ""broken_rate_gt_0.40"": 8, ""broken_rate_gt_0.40;auction_gap_lt_-1pct"": 5}",-5.017789688476093
0.75,1,0.0,-0.04,91,36,23,23,1.4566834448023647,0.8248025818307025,52.17391304347826,2.217391304347826,1.6193083246121782,-6.949077042129616,7,"{""proxy_open_rebreak_trigger"": 23, ""proxy_entry_drawdown_breached"": 12, ""auction_gap_lt_-1pct"": 7, ""broken_rate_gt_0.40"": 7, ""broken_rate_gt_0.40;auction_gap_lt_-1pct"": 5}",-5.017789688476093
