操作日期,操作时间,股票代码,股票名称,操作（买or卖）,操作价格,操作原因,总资产
2025-01-09,09:30:00,000533,顺钠股份,buy,8.480,"model=i0001c02, alpha=2; score>=threshold; gap_filter=[-0.50%, 4.00%], max_board=2; risk_profile=strict (broken<=40.00%, red>=28.00%, limit_down<=15, pullback<=8.00%); capital_use=80%; T signal -> T+1 open buy, limit-up open is unfilled.",9995.00
2025-01-10,15:00:00,000533,顺钠股份,sell,6.930,T+2收盘收益-18.28%不在2%~10%，T+2收盘卖出 (no intraday-high optimization).,8595.00
2025-02-14,09:30:00,603086,先达股份,buy,5.100,"model=i0001c02, alpha=2; score>=threshold; gap_filter=[-0.50%, 4.00%], max_board=2; risk_profile=strict (broken<=40.00%, red>=28.00%, limit_down<=15, pullback<=8.00%); capital_use=80%; T signal -> T+1 open buy, limit-up open is unfilled.",8590.00
2025-02-17,15:00:00,603086,先达股份,sell,5.940,T+2收盘收益16.47%不在2%~10%，T+2收盘卖出 (no intraday-high optimization).,9677.00
2025-02-21,09:30:00,002068,黑猫股份,buy,12.500,"model=i0001c02, alpha=2; score>=threshold; gap_filter=[-0.50%, 4.00%], max_board=2; risk_profile=strict (broken<=40.00%, red>=28.00%, limit_down<=15, pullback<=8.00%); capital_use=80%; T signal -> T+1 open buy, limit-up open is unfilled.",9672.00
2025-02-25,15:00:00,002068,黑猫股份,sell,12.850,T+2收盘收益3.12%落在2%~10%，延长到T+3收盘卖出 (no intraday-high optimization).,9877.00
2025-02-27,09:30:00,603067,振华股份,buy,12.156,"model=i0001c02, alpha=2; score>=threshold; gap_filter=[-0.50%, 4.00%], max_board=2; risk_profile=strict (broken<=40.00%, red>=28.00%, limit_down<=15, pullback<=8.00%); capital_use=80%; T signal -> T+1 open buy, limit-up open is unfilled.",9872.00
2025-02-28,15:00:00,603067,振华股份,sell,11.588,T+2收盘收益-4.67%不在2%~10%，T+2收盘卖出 (no intraday-high optimization).,9526.39
2025-03-05,09:30:00,002126,银轮股份,buy,34.019,"model=i0001c02, alpha=2; score>=threshold; gap_filter=[-0.50%, 4.00%], max_board=2; risk_profile=strict (broken<=40.00%, red>=28.00%, limit_down<=15, pullback<=8.00%); capital_use=80%; T signal -> T+1 open buy, limit-up open is unfilled.",9521.39
2025-03-07,15:00:00,002126,银轮股份,sell,34.816,T+2收盘收益5.03%落在2%~10%，延长到T+3收盘卖出 (no intraday-high optimization).,9675.63
2025-03-11,09:30:00,002846,英联股份,buy,10.570,"model=i0001c02, alpha=2; score>=threshold; gap_filter=[-0.50%, 4.00%], max_board=2; risk_profile=strict (broken<=40.00%, red>=28.00%, limit_down<=15, pullback<=8.00%); capital_use=80%; T signal -> T+1 open buy, limit-up open is unfilled.",9670.63
2025-03-13,15:00:00,002846,英联股份,sell,11.850,T+2收盘收益5.30%落在2%~10%，延长到T+3收盘卖出 (no intraday-high optimization).,10561.63
