round,seed_offset,feasible,best_ret_pct,best_dd_pct,best_cfg,improved
1,0,True,21.48895423000001,2.937676465913835,"i0001c08/a10/t2_close/k1/gap[-0.01,None]/board<=2/risk=off/alloc=0.18",True
2,97,True,9.788434100000053,2.873732634513828,"i0001c08/a2/strong_hold_t3/k3/gap[-0.005,0.02]/board<=2/risk=balanced/alloc=0.18",False
3,194,True,-2.3778951600000098,2.3778951600000076,"i0001c08/a10/profit_lock_t3/k3/gap[None,0.02]/board<=2/risk=off/alloc=0.05",False
4,291,True,12.919991600000014,5.075171231265953,"i0001c08/a2/t2_close/k3/gap[None,None]/board<=None/risk=balanced/alloc=0.15",False
5,388,True,-1.667401320000006,2.1059271709803222,"i0001c08/a10/profit_lock_t3/k1/gap[None,None]/board<=None/risk=balanced/alloc=0.05",False
6,485,True,1.439345850000029,7.614757254284248,"i0001c08/a10/t2_close/k1/gap[-0.01,None]/board<=2/risk=off/alloc=0.18",False
7,582,True,1.512598679999999,2.4159827029118777,"i0001c08/a5/strong_hold_t3/k2/gap[-0.005,None]/board<=2/risk=strict/alloc=0.08",False
8,679,True,-7.207777150000005,7.3467570144782846,"i0001c08/a5/strong_hold_t3/k3/gap[-0.005,None]/board<=None/risk=balanced/alloc=0.08",False
9,776,True,0.5699993599999953,3.891517843934579,"i0001c08/a5/profit_lock_t3/k3/gap[-0.005,None]/board<=3/risk=strict/alloc=0.10",False
10,873,True,8.950534100000018,5.964737357084661,"i0001c08/a10/strong_hold_t3/k2/gap[None,0.02]/board<=3/risk=strict/alloc=0.20",False
11,970,True,-1.326999470000012,2.9849100329769263,"i0001c08/a10/t2_close/k2/gap[-0.005,0.02]/board<=2/risk=balanced/alloc=0.08",False
