trade_date,stock_code,stock_name,consecutive_limit_down,last_limit_down,volume_ratio,amount_ratio,open_board_flag,liquidity_exhaust,fhkq_score,fhkq_level
2026-01-14,600855,航天长峰,2,1,1.0608210683280401,0.9495459903529714,1,0,55,C
2026-01-14,601698,中国卫通,2,1,1.0250858286251994,0.9729733423552216,1,0,55,C
2026-01-14,603601,再升科技,2,1,1.0420752312111892,0.938994133097084,1,0,55,C
2026-01-14,603698,航天工程,2,1,1.2556500563058677,1.1580859929865555,1,0,55,C
2026-01-14,002413,雷科防务,2,1,0.8099880294284694,0.7603804449265731,1,0,45,C
2026-01-14,002565,顺灏股份,2,1,0.8267083689356763,0.7335607919235813,1,0,45,C
2026-01-14,600693,东百集团,2,1,0.8126925997902459,0.7418745880756802,1,0,45,C
2026-01-14,603278,大业股份,2,1,0.8255725839707643,0.727718027522881,1,0,45,C
